"","msa.fips","year","total.personal.income"
"new.row.9345","25620",1999,2492965
"new.row.9346","25620",2000,2619811
"new.row.9347","25620",2001,2832439
"new.row.9348","25620",2002,2998489
"new.row.9349","25620",2003,3033482
"new.row.9350","25620",2004,3234609
"new.row.9351","25620",2005,3459303
"new.row.9352","25620",2006,3768411
"new.row.9353","25620",2007,3954776
"new.row.9354","25620",2008,4174865
"new.row.9355","25620",2009,4276250
"new.row.9356","25620",2010,4357780
"new.row.9357","25620",2011,4540593
"new.row.9358","25620",2012,4769650
"new.row.9359","25620",2013,4823832
"new.row.9360","27140",1969,1064245
"new.row.9361","27140",1970,1166000
"new.row.9362","27140",1971,1297227
"new.row.9363","27140",1972,1460362
"new.row.9364","27140",1973,1677568
"new.row.9365","27140",1974,1902935
"new.row.9366","27140",1975,2046716
"new.row.9367","27140",1976,2304498
"new.row.9368","27140",1977,2587393
"new.row.9369","27140",1978,2966166
"new.row.9370","27140",1979,3394948
"new.row.9371","27140",1980,3706056
"new.row.9372","27140",1981,4118184
"new.row.9373","27140",1982,4337926
"new.row.9374","27140",1983,4610630
"new.row.9375","27140",1984,5059820
"new.row.9376","27140",1985,5339644
"new.row.9377","27140",1986,5591465
"new.row.9378","27140",1987,5935740
"new.row.9379","27140",1988,6362558
"new.row.9380","27140",1989,7000939
"new.row.9381","27140",1990,7331432
"new.row.9382","27140",1991,7702306
"new.row.9383","27140",1992,8289622
"new.row.9384","27140",1993,8811180
"new.row.9385","27140",1994,9512318
"new.row.9386","27140",1995,10188214
"new.row.9387","27140",1996,10783957
"new.row.9388","27140",1997,11459242
"new.row.9389","27140",1998,12205286
"new.row.9390","27140",1999,12595530
"new.row.9391","27140",2000,13374707
"new.row.9392","27140",2001,13901901
"new.row.9393","27140",2002,14426146
"new.row.9394","27140",2003,15116676
"new.row.9395","27140",2004,16174663
"new.row.9396","27140",2005,17157769
"new.row.9397","27140",2006,18612717
"new.row.9398","27140",2007,19000238
"new.row.9399","27140",2008,20156926
"new.row.9400","27140",2009,19799280
"new.row.9401","27140",2010,20381301
"new.row.9402","27140",2011,21564243
"new.row.9403","27140",2012,22695908
"new.row.9404","27140",2013,23023499
"new.row.9405","17860",1969,256478
"new.row.9406","17860",1970,282962
"new.row.9407","17860",1971,313824
"new.row.9408","17860",1972,348491
"new.row.9409","17860",1973,396442
"new.row.9410","17860",1974,447773
"new.row.9411","17860",1975,507910
"new.row.9412","17860",1976,578482
"new.row.9413","17860",1977,646327
"new.row.9414","17860",1978,731030
"new.row.9415","17860",1979,828739
"new.row.9416","17860",1980,930756
"new.row.9417","17860",1981,1019603
"new.row.9418","17860",1982,1104018
"new.row.9419","17860",1983,1218593
"new.row.9420","17860",1984,1313254
"new.row.9421","17860",1985,1405646
"new.row.9422","17860",1986,1499707
"new.row.9423","17860",1987,1604709
"new.row.9424","17860",1988,1705524
"new.row.9425","17860",1989,1836737
"new.row.9426","17860",1990,1983765
"new.row.9427","17860",1991,2141307
"new.row.9428","17860",1992,2325539
"new.row.9429","17860",1993,2491875
"new.row.9430","17860",1994,2658530
"new.row.9431","17860",1995,2818496
"new.row.9432","17860",1996,3016914
"new.row.9433","17860",1997,3237308
"new.row.9434","17860",1998,3381139
"new.row.9435","17860",1999,3539010
"new.row.9436","17860",2000,3779412
"new.row.9437","17860",2001,3930974
"new.row.9438","17860",2002,3992573
"new.row.9439","17860",2003,4346229
"new.row.9440","17860",2004,4713824
"new.row.9441","17860",2005,4924473
"new.row.9442","17860",2006,5284077
"new.row.9443","17860",2007,5592486
"new.row.9444","17860",2008,5819978
"new.row.9445","17860",2009,5826196
"new.row.9446","17860",2010,6051195
"new.row.9447","17860",2011,6363389
"new.row.9448","17860",2012,6807796
"new.row.9449","17860",2013,7006491
"new.row.9450","27620",1969,309202
"new.row.9451","27620",1970,340482
"new.row.9452","27620",1971,369536
"new.row.9453","27620",1972,404741
"new.row.9454","27620",1973,462256
"new.row.9455","27620",1974,510394
"new.row.9456","27620",1975,557014
"new.row.9457","27620",1976,622810
"new.row.9458","27620",1977,696672
"new.row.9459","27620",1978,802771
"new.row.9460","27620",1979,889808
"new.row.9461","27620",1980,984231
"new.row.9462","27620",1981,1119362
"new.row.9463","27620",1982,1223093
"new.row.9464","27620",1983,1312526
"new.row.9465","27620",1984,1424151
"new.row.9466","27620",1985,1477302
"new.row.9467","27620",1986,1590075
"new.row.9468","27620",1987,1658553
"new.row.9469","27620",1988,1729968
"new.row.9470","27620",1989,1896164
"new.row.9471","27620",1990,1994974
"new.row.9472","27620",1991,2122920
"new.row.9473","27620",1992,2271085
"new.row.9474","27620",1993,2396260
"new.row.9475","27620",1994,2535638
"new.row.9476","27620",1995,2687221
"new.row.9477","27620",1996,2878421
"new.row.9478","27620",1997,3089275
"new.row.9479","27620",1998,3222094
"new.row.9480","27620",1999,3397257
"new.row.9481","27620",2000,3602711
"new.row.9482","27620",2001,3807409
"new.row.9483","27620",2002,3868445
"new.row.9484","27620",2003,4078684
"new.row.9485","27620",2004,4332001
"new.row.9486","27620",2005,4490487
"new.row.9487","27620",2006,4705485
"new.row.9488","27620",2007,4977547
"new.row.9489","27620",2008,5215110
"new.row.9490","27620",2009,5214936
"new.row.9491","27620",2010,5301739
"new.row.9492","27620",2011,5421653
"new.row.9493","27620",2012,5639656
"new.row.9494","27620",2013,5804997
"new.row.9495","27900",1969,329998
"new.row.9496","27900",1970,353956
"new.row.9497","27900",1971,378277
"new.row.9498","27900",1972,427562
"new.row.9499","27900",1973,484239
"new.row.9500","27900",1974,522502
"new.row.9501","27900",1975,567734
"new.row.9502","27900",1976,630920
"new.row.9503","27900",1977,700727
"new.row.9504","27900",1978,785166
"new.row.9505","27900",1979,878733
"new.row.9506","27900",1980,979086
"new.row.9507","27900",1981,1098901
"new.row.9508","27900",1982,1176351
"new.row.9509","27900",1983,1267817
"new.row.9510","27900",1984,1401412
"new.row.9511","27900",1985,1492048
"new.row.9512","27900",1986,1589856
"new.row.9513","27900",1987,1671709
"new.row.9514","27900",1988,1781472
"new.row.9515","27900",1989,1892652
"new.row.9516","27900",1990,1997598
"new.row.9517","27900",1991,2117415
"new.row.9518","27900",1992,2316376
"new.row.9519","27900",1993,2468049
"new.row.9520","27900",1994,2654907
"new.row.9521","27900",1995,2802192
"new.row.9522","27900",1996,2967043
"new.row.9523","27900",1997,3167432
"new.row.9524","27900",1998,3323405
"new.row.9525","27900",1999,3477262
"new.row.9526","27900",2000,3675835
"new.row.9527","27900",2001,3821028
"new.row.9528","27900",2002,3852741
"new.row.9529","27900",2003,4033978
"new.row.9530","27900",2004,4326100
"new.row.9531","27900",2005,4488467
"new.row.9532","27900",2006,4752438
"new.row.9533","27900",2007,5023181
"new.row.9534","27900",2008,5282817
"new.row.9535","27900",2009,5289832
"new.row.9536","27900",2010,5389682
"new.row.9537","27900",2011,5643314
"new.row.9538","27900",2012,6006057
"new.row.9539","27900",2013,6091757
"new.row.9540","44180",1969,637984
"new.row.9541","44180",1970,700276
"new.row.9542","44180",1971,768286
"new.row.9543","44180",1972,863745
"new.row.9544","44180",1973,975811
"new.row.9545","44180",1974,1060940
"new.row.9546","44180",1975,1174526
"new.row.9547","44180",1976,1329877
"new.row.9548","44180",1977,1477283
"new.row.9549","44180",1978,1689903
"new.row.9550","44180",1979,1888461
"new.row.9551","44180",1980,2139107
"new.row.9552","44180",1981,2395035
"new.row.9553","44180",1982,2584934
"new.row.9554","44180",1983,2804536
"new.row.9555","44180",1984,3123777
"new.row.9556","44180",1985,3342113
"new.row.9557","44180",1986,3594912
"new.row.9558","44180",1987,3797273
"new.row.9559","44180",1988,4060885
"new.row.9560","44180",1989,4411673
"new.row.9561","44180",1990,4668341
"new.row.9562","44180",1991,5041440
"new.row.9563","44180",1992,5679228
"new.row.9564","44180",1993,5952925
"new.row.9565","44180",1994,6421180
"new.row.9566","44180",1995,6770089
"new.row.9567","44180",1996,7171695
"new.row.9568","44180",1997,7629578
"new.row.9569","44180",1998,8131385
"new.row.9570","44180",1999,8541201
"new.row.9571","44180",2000,9008610
"new.row.9572","44180",2001,9643826
"new.row.9573","44180",2002,9793254
"new.row.9574","44180",2003,10427791
"new.row.9575","44180",2004,11051372
"new.row.9576","44180",2005,11716813
"new.row.9577","44180",2006,12461297
"new.row.9578","44180",2007,13299431
"new.row.9579","44180",2008,14109039
"new.row.9580","44180",2009,13903898
"new.row.9581","44180",2010,14006202
"new.row.9582","44180",2011,14489752
"new.row.9583","44180",2012,15444235
"new.row.9584","44180",2013,15757430
"new.row.9585","13740",1969,339316
"new.row.9586","13740",1970,373718
"new.row.9587","13740",1971,412852
"new.row.9588","13740",1972,475197
"new.row.9589","13740",1973,526952
"new.row.9590","13740",1974,599120
"new.row.9591","13740",1975,671720
"new.row.9592","13740",1976,755438
"new.row.9593","13740",1977,858690
"new.row.9594","13740",1978,980523
"new.row.9595","13740",1979,1093708
"new.row.9596","13740",1980,1211614
"new.row.9597","13740",1981,1373340
"new.row.9598","13740",1982,1490015
"new.row.9599","13740",1983,1583008
"new.row.9600","13740",1984,1701985
"new.row.9601","13740",1985,1755801
"new.row.9602","13740",1986,1759693
"new.row.9603","13740",1987,1796029
"new.row.9604","13740",1988,1858293
"new.row.9605","13740",1989,2014207
"new.row.9606","13740",1990,2116235
"new.row.9607","13740",1991,2262357
"new.row.9608","13740",1992,2419219
"new.row.9609","13740",1993,2567753
"new.row.9610","13740",1994,2712114
"new.row.9611","13740",1995,2859147
"new.row.9612","13740",1996,2983821
"new.row.9613","13740",1997,3131523
"new.row.9614","13740",1998,3357997
"new.row.9615","13740",1999,3473667
"new.row.9616","13740",2000,3722774
"new.row.9617","13740",2001,3948898
"new.row.9618","13740",2002,4046512
"new.row.9619","13740",2003,4226704
"new.row.9620","13740",2004,4531172
"new.row.9621","13740",2005,4852566
"new.row.9622","13740",2006,5266665
"new.row.9623","13740",2007,5663063
"new.row.9624","13740",2008,6005144
"new.row.9625","13740",2009,5803600
"new.row.9626","13740",2010,5968641
"new.row.9627","13740",2011,6426717
"new.row.9628","13740",2012,6912015
"new.row.9629","13740",2013,7014133
"new.row.9630","24500",1969,320341
"new.row.9631","24500",1970,358327
"new.row.9632","24500",1971,385359
"new.row.9633","24500",1972,430610
"new.row.9634","24500",1973,468875
"new.row.9635","24500",1974,516841
"new.row.9636","24500",1975,559811
"new.row.9637","24500",1976,620163
"new.row.9638","24500",1977,671940
"new.row.9639","24500",1978,741996
"new.row.9640","24500",1979,799660
"new.row.9641","24500",1980,847883
"new.row.9642","24500",1981,910703
"new.row.9643","24500",1982,956375
"new.row.9644","24500",1983,1021281
"new.row.9645","24500",1984,1077401
"new.row.9646","24500",1985,1088006
"new.row.9647","24500",1986,1122640
"new.row.9648","24500",1987,1156046
"new.row.9649","24500",1988,1220001
"new.row.9650","24500",1989,1308434
"new.row.9651","24500",1990,1358927
"new.row.9652","24500",1991,1429990
"new.row.9653","24500",1992,1491737
"new.row.9654","24500",1993,1586924
"new.row.9655","24500",1994,1609264
"new.row.9656","24500",1995,1695152
"new.row.9657","24500",1996,1749040
"new.row.9658","24500",1997,1801398
"new.row.9659","24500",1998,1902593
"new.row.9660","24500",1999,1940584
"new.row.9661","24500",2000,2034603
"new.row.9662","24500",2001,2128253
"new.row.9663","24500",2002,2210314
"new.row.9664","24500",2003,2289216
"new.row.9665","24500",2004,2418884
"new.row.9666","24500",2005,2508605
"new.row.9667","24500",2006,2753419
"new.row.9668","24500",2007,2877165
"new.row.9669","24500",2008,3001781
"new.row.9670","24500",2009,3005588
"new.row.9671","24500",2010,3116393
"new.row.9672","24500",2011,3242602
"new.row.9673","24500",2012,3339802
"new.row.9674","24500",2013,3357888
"new.row.9675","33540",1969,192820
"new.row.9676","33540",1970,209108
"new.row.9677","33540",1971,233819
"new.row.9678","33540",1972,263378
"new.row.9679","33540",1973,290283
"new.row.9680","33540",1974,329079
"new.row.9681","33540",1975,367586
"new.row.9682","33540",1976,421336
"new.row.9683","33540",1977,491625
"new.row.9684","33540",1978,573029
"new.row.9685","33540",1979,639182
"new.row.9686","33540",1980,693187
"new.row.9687","33540",1981,734812
"new.row.9688","33540",1982,768499
"new.row.9689","33540",1983,825846
"new.row.9690","33540",1984,906451
"new.row.9691","33540",1985,951525
"new.row.9692","33540",1986,985103
"new.row.9693","33540",1987,1025861
"new.row.9694","33540",1988,1086061
"new.row.9695","33540",1989,1163177
"new.row.9696","33540",1990,1253285
"new.row.9697","33540",1991,1330645
"new.row.9698","33540",1992,1461871
"new.row.9699","33540",1993,1568091
"new.row.9700","33540",1994,1658351
"new.row.9701","33540",1995,1770728
"new.row.9702","33540",1996,1870891
"new.row.9703","33540",1997,1972778
"new.row.9704","33540",1998,2117603
"new.row.9705","33540",1999,2206548
"new.row.9706","33540",2000,2412167
"new.row.9707","33540",2001,2554630
"new.row.9708","33540",2002,2704005
"new.row.9709","33540",2003,2831543
"new.row.9710","33540",2004,2959343
"new.row.9711","33540",2005,3111864
"new.row.9712","33540",2006,3374945
"new.row.9713","33540",2007,3570827
"new.row.9714","33540",2008,3709785
"new.row.9715","33540",2009,3667893
"new.row.9716","33540",2010,3703361
"new.row.9717","33540",2011,3910747
"new.row.9718","33540",2012,4111948
"new.row.9719","33540",2013,4181210
"new.row.9720","24260",1969,248073
"new.row.9721","24260",1970,257855
"new.row.9722","24260",1971,272795
"new.row.9723","24260",1972,301631
"new.row.9724","24260",1973,352658
"new.row.9725","24260",1974,378159
"new.row.9726","24260",1975,440190
"new.row.9727","24260",1976,449688
"new.row.9728","24260",1977,461689
"new.row.9729","24260",1978,566313
"new.row.9730","24260",1979,590864
"new.row.9731","24260",1980,604428
"new.row.9732","24260",1981,759340
"new.row.9733","24260",1982,779431
"new.row.9734","24260",1983,809243
"new.row.9735","24260",1984,929564
"new.row.9736","24260",1985,935834
"new.row.9737","24260",1986,979584
"new.row.9738","24260",1987,1015231
"new.row.9739","24260",1988,1083436
"new.row.9740","24260",1989,1154795
"new.row.9741","24260",1990,1211071
"new.row.9742","24260",1991,1286385
"new.row.9743","24260",1992,1341544
"new.row.9744","24260",1993,1370049
"new.row.9745","24260",1994,1486288
"new.row.9746","24260",1995,1552814
"new.row.9747","24260",1996,1695859
"new.row.9748","24260",1997,1718885
"new.row.9749","24260",1998,1812195
"new.row.9750","24260",1999,1866209
"new.row.9751","24260",2000,1958336
"new.row.9752","24260",2001,2067760
"new.row.9753","24260",2002,2154682
"new.row.9754","24260",2003,2312741
"new.row.9755","24260",2004,2360794
"new.row.9756","24260",2005,2452657
"new.row.9757","24260",2006,2553425
"new.row.9758","24260",2007,2803559
"new.row.9759","24260",2008,3013784
"new.row.9760","24260",2009,3009210
"new.row.9761","24260",2010,2994948
"new.row.9762","24260",2011,3310728
"new.row.9763","24260",2012,3547717
"new.row.9764","24260",2013,3631545
"new.row.9765","30700",1969,698102
"new.row.9766","30700",1970,760334
"new.row.9767","30700",1971,833411
"new.row.9768","30700",1972,916668
"new.row.9769","30700",1973,1032723
"new.row.9770","30700",1974,1146335
"new.row.9771","30700",1975,1302929
"new.row.9772","30700",1976,1417769
"new.row.9773","30700",1977,1549108
"new.row.9774","30700",1978,1762753
"new.row.9775","30700",1979,1923776
"new.row.9776","30700",1980,2084610
"new.row.9777","30700",1981,2352354
"new.row.9778","30700",1982,2559011
"new.row.9779","30700",1983,2677782
"new.row.9780","30700",1984,2906385
"new.row.9781","30700",1985,3105107
"new.row.9782","30700",1986,3244050
"new.row.9783","30700",1987,3430566
"new.row.9784","30700",1988,3703218
"new.row.9785","30700",1989,3964748
"new.row.9786","30700",1990,4277668
"new.row.9787","30700",1991,4493741
"new.row.9788","30700",1992,4823063
"new.row.9789","30700",1993,5065093
"new.row.9790","30700",1994,5459239
"new.row.9791","30700",1995,5861633
"new.row.9792","30700",1996,6266198
"new.row.9793","30700",1997,6554787
"new.row.9794","30700",1998,7124289
"new.row.9795","30700",1999,7507150
"new.row.9796","30700",2000,8174162
"new.row.9797","30700",2001,8437047
"new.row.9798","30700",2002,8764484
"new.row.9799","30700",2003,9207023
"new.row.9800","30700",2004,9589125
"new.row.9801","30700",2005,9922887
"new.row.9802","30700",2006,10489511
"new.row.9803","30700",2007,11041522
"new.row.9804","30700",2008,11442967
"new.row.9805","30700",2009,11335540
