"","msa.fips","year","total.personal.income"
"new.row.2438","47300",1977,1549180
"new.row.2439","47300",1978,1771075
"new.row.2440","47300",1979,2097115
"new.row.2441","47300",1980,2317705
"new.row.2442","47300",1981,2435580
"new.row.2443","47300",1982,2618998
"new.row.2444","47300",1983,2694920
"new.row.2445","47300",1984,2966187
"new.row.2446","47300",1985,3133431
"new.row.2447","47300",1986,3351373
"new.row.2448","47300",1987,3704540
"new.row.2449","47300",1988,3958419
"new.row.2450","47300",1989,4222328
"new.row.2451","47300",1990,4665117
"new.row.2452","47300",1991,4782648
"new.row.2453","47300",1992,5336266
"new.row.2454","47300",1993,5488579
"new.row.2455","47300",1994,5758797
"new.row.2456","47300",1995,5882457
"new.row.2457","47300",1996,6347922
"new.row.2458","47300",1997,6469296
"new.row.2459","47300",1998,6955628
"new.row.2460","47300",1999,7213601
"new.row.2461","47300",2000,7436694
"new.row.2462","47300",2001,8152637
"new.row.2463","47300",2002,8350616
"new.row.2464","47300",2003,9042432
"new.row.2465","47300",2004,10102283
"new.row.2466","47300",2005,10611764
"new.row.2467","47300",2006,10833398
"new.row.2468","47300",2007,12103404
"new.row.2469","47300",2008,12219203
"new.row.2470","47300",2009,11976812
"new.row.2471","47300",2010,12842808
"new.row.2472","47300",2011,13989198
"new.row.2473","47300",2012,14343425
"new.row.2474","47300",2013,14782359
"new.row.2475","49700",1969,351137
"new.row.2476","49700",1970,381976
"new.row.2477","49700",1971,416507
"new.row.2478","49700",1972,453591
"new.row.2479","49700",1973,510915
"new.row.2480","49700",1974,588852
"new.row.2481","49700",1975,638382
"new.row.2482","49700",1976,645275
"new.row.2483","49700",1977,727212
"new.row.2484","49700",1978,798980
"new.row.2485","49700",1979,892867
"new.row.2486","49700",1980,1009760
"new.row.2487","49700",1981,1096946
"new.row.2488","49700",1982,1111436
"new.row.2489","49700",1983,1144068
"new.row.2490","49700",1984,1300712
"new.row.2491","49700",1985,1406526
"new.row.2492","49700",1986,1466836
"new.row.2493","49700",1987,1578905
"new.row.2494","49700",1988,1678889
"new.row.2495","49700",1989,1839501
"new.row.2496","49700",1990,1932635
"new.row.2497","49700",1991,2105495
"new.row.2498","49700",1992,2259605
"new.row.2499","49700",1993,2328131
"new.row.2500","49700",1994,2426532
"new.row.2501","49700",1995,2522759
"new.row.2502","49700",1996,2624092
"new.row.2503","49700",1997,2738425
"new.row.2504","49700",1998,2912193
"new.row.2505","49700",1999,3161815
"new.row.2506","49700",2000,3303147
"new.row.2507","49700",2001,3459142
"new.row.2508","49700",2002,3642800
"new.row.2509","49700",2003,3912220
"new.row.2510","49700",2004,4182088
"new.row.2511","49700",2005,4337902
"new.row.2512","49700",2006,4661689
"new.row.2513","49700",2007,4905974
"new.row.2514","49700",2008,5136464
"new.row.2515","49700",2009,5247415
"new.row.2516","49700",2010,5314591
"new.row.2517","49700",2011,5616081
"new.row.2518","49700",2012,5790447
"new.row.2519","49700",2013,6011404
"new.row.2520","14500",1969,533387
"new.row.2521","14500",1970,593943
"new.row.2522","14500",1971,673474
"new.row.2523","14500",1972,760243
"new.row.2524","14500",1973,853792
"new.row.2525","14500",1974,966687
"new.row.2526","14500",1975,1092114
"new.row.2527","14500",1976,1224400
"new.row.2528","14500",1977,1411065
"new.row.2529","14500",1978,1657622
"new.row.2530","14500",1979,1932219
"new.row.2531","14500",1980,2187416
"new.row.2532","14500",1981,2522520
"new.row.2533","14500",1982,2781678
"new.row.2534","14500",1983,3041476
"new.row.2535","14500",1984,3394847
"new.row.2536","14500",1985,3551500
"new.row.2537","14500",1986,3721902
"new.row.2538","14500",1987,3948548
"new.row.2539","14500",1988,4259752
"new.row.2540","14500",1989,4672790
"new.row.2541","14500",1990,5002165
"new.row.2542","14500",1991,5308872
"new.row.2543","14500",1992,5877945
"new.row.2544","14500",1993,6344016
"new.row.2545","14500",1994,7076202
"new.row.2546","14500",1995,7456163
"new.row.2547","14500",1996,8054840
"new.row.2548","14500",1997,8749454
"new.row.2549","14500",1998,9659065
"new.row.2550","14500",1999,10602104
"new.row.2551","14500",2000,12208115
"new.row.2552","14500",2001,12334511
"new.row.2553","14500",2002,11502760
"new.row.2554","14500",2003,11692021
"new.row.2555","14500",2004,12187666
"new.row.2556","14500",2005,13200789
"new.row.2557","14500",2006,14142870
"new.row.2558","14500",2007,14714500
"new.row.2559","14500",2008,15211282
"new.row.2560","14500",2009,14119627
"new.row.2561","14500",2010,14514567
"new.row.2562","14500",2011,15526574
"new.row.2563","14500",2012,16639262
"new.row.2564","14500",2013,17042764
"new.row.2565","17820",1969,906141
"new.row.2566","17820",1970,1064136
"new.row.2567","17820",1971,1162236
"new.row.2568","17820",1972,1362196
"new.row.2569","17820",1973,1567419
"new.row.2570","17820",1974,1720475
"new.row.2571","17820",1975,1848008
"new.row.2572","17820",1976,1993262
"new.row.2573","17820",1977,2162267
"new.row.2574","17820",1978,2498525
"new.row.2575","17820",1979,2857374
"new.row.2576","17820",1980,3246444
"new.row.2577","17820",1981,3810053
"new.row.2578","17820",1982,4211231
"new.row.2579","17820",1983,4606578
"new.row.2580","17820",1984,5224064
"new.row.2581","17820",1985,5731446
"new.row.2582","17820",1986,6177726
"new.row.2583","17820",1987,6560646
"new.row.2584","17820",1988,6949471
"new.row.2585","17820",1989,7326022
"new.row.2586","17820",1990,7531014
"new.row.2587","17820",1991,8014551
"new.row.2588","17820",1992,8763822
"new.row.2589","17820",1993,9331734
"new.row.2590","17820",1994,10116301
"new.row.2591","17820",1995,11105120
"new.row.2592","17820",1996,11965111
"new.row.2593","17820",1997,12679278
"new.row.2594","17820",1998,14211083
"new.row.2595","17820",1999,15383626
"new.row.2596","17820",2000,16890803
"new.row.2597","17820",2001,17691773
"new.row.2598","17820",2002,17970078
"new.row.2599","17820",2003,18608702
"new.row.2600","17820",2004,19448625
"new.row.2601","17820",2005,20704166
"new.row.2602","17820",2006,22035682
"new.row.2603","17820",2007,23281709
"new.row.2604","17820",2008,23933491
"new.row.2605","17820",2009,24186705
"new.row.2606","17820",2010,25151863
"new.row.2607","17820",2011,26626591
"new.row.2608","17820",2012,27534537
"new.row.2609","17820",2013,27980799
"new.row.2610","19740",1969,4712848
"new.row.2611","19740",1970,5302191
"new.row.2612","19740",1971,6038318
"new.row.2613","19740",1972,6790412
"new.row.2614","19740",1973,7660058
"new.row.2615","19740",1974,8485776
"new.row.2616","19740",1975,9371415
"new.row.2617","19740",1976,10359158
"new.row.2618","19740",1977,11637621
"new.row.2619","19740",1978,13476175
"new.row.2620","19740",1979,15389330
"new.row.2621","19740",1980,17654713
"new.row.2622","19740",1981,20354086
"new.row.2623","19740",1982,22564699
"new.row.2624","19740",1983,24219830
"new.row.2625","19740",1984,26448178
"new.row.2626","19740",1985,28054897
"new.row.2627","19740",1986,29020645
"new.row.2628","19740",1987,29821074
"new.row.2629","19740",1988,31318318
"new.row.2630","19740",1989,33949836
"new.row.2631","19740",1990,36023281
"new.row.2632","19740",1991,38195655
"new.row.2633","19740",1992,41295283
"new.row.2634","19740",1993,44783953
"new.row.2635","19740",1994,47972934
"new.row.2636","19740",1995,52243680
"new.row.2637","19740",1996,56363280
"new.row.2638","19740",1997,60670654
"new.row.2639","19740",1998,67742454
"new.row.2640","19740",1999,73665853
"new.row.2641","19740",2000,83000596
"new.row.2642","19740",2001,87603993
"new.row.2643","19740",2002,87924946
"new.row.2644","19740",2003,89313425
"new.row.2645","19740",2004,93206748
"new.row.2646","19740",2005,99310573
"new.row.2647","19740",2006,107619203
"new.row.2648","19740",2007,112770149
"new.row.2649","19740",2008,118468500
"new.row.2650","19740",2009,115470879
"new.row.2651","19740",2010,117615816
"new.row.2652","19740",2011,127128789
"new.row.2653","19740",2012,136125454
"new.row.2654","19740",2013,140122755
"new.row.2655","22660",1969,269008
"new.row.2656","22660",1970,309032
"new.row.2657","22660",1971,363001
"new.row.2658","22660",1972,421836
"new.row.2659","22660",1973,491789
"new.row.2660","22660",1974,567932
"new.row.2661","22660",1975,662526
"new.row.2662","22660",1976,766219
"new.row.2663","22660",1977,880910
"new.row.2664","22660",1978,1045714
"new.row.2665","22660",1979,1234490
"new.row.2666","22660",1980,1413086
"new.row.2667","22660",1981,1604858
"new.row.2668","22660",1982,1754359
"new.row.2669","22660",1983,1932069
"new.row.2670","22660",1984,2125465
"new.row.2671","22660",1985,2280269
"new.row.2672","22660",1986,2442534
"new.row.2673","22660",1987,2612119
"new.row.2674","22660",1988,2793071
"new.row.2675","22660",1989,3080076
"new.row.2676","22660",1990,3315692
"new.row.2677","22660",1991,3536504
"new.row.2678","22660",1992,3871997
"new.row.2679","22660",1993,4244758
"new.row.2680","22660",1994,4609666
"new.row.2681","22660",1995,5043374
"new.row.2682","22660",1996,5529211
"new.row.2683","22660",1997,5994771
"new.row.2684","22660",1998,6528832
"new.row.2685","22660",1999,7005150
"new.row.2686","22660",2000,7919534
"new.row.2687","22660",2001,8558770
"new.row.2688","22660",2002,8628753
"new.row.2689","22660",2003,8669608
"new.row.2690","22660",2004,9072367
"new.row.2691","22660",2005,9611999
"new.row.2692","22660",2006,10385493
"new.row.2693","22660",2007,11149116
"new.row.2694","22660",2008,11430859
"new.row.2695","22660",2009,11240203
"new.row.2696","22660",2010,11465390
"new.row.2697","22660",2011,12284655
"new.row.2698","22660",2012,13032687
"new.row.2699","22660",2013,13545018
"new.row.2700","24300",1969,172407
"new.row.2701","24300",1970,191307
"new.row.2702","24300",1971,211974
"new.row.2703","24300",1972,233885
"new.row.2704","24300",1973,272075
"new.row.2705","24300",1974,321917
"new.row.2706","24300",1975,377967
"new.row.2707","24300",1976,422975
"new.row.2708","24300",1977,508475
"new.row.2709","24300",1978,592253
"new.row.2710","24300",1979,684559
"new.row.2711","24300",1980,805508
"new.row.2712","24300",1981,976903
"new.row.2713","24300",1982,1079776
"new.row.2714","24300",1983,1088930
"new.row.2715","24300",1984,1086416
"new.row.2716","24300",1985,1078497
"new.row.2717","24300",1986,1058705
"new.row.2718","24300",1987,1145034
"new.row.2719","24300",1988,1251691
"new.row.2720","24300",1989,1349879
"new.row.2721","24300",1990,1451956
"new.row.2722","24300",1991,1550932
"new.row.2723","24300",1992,1693864
"new.row.2724","24300",1993,1812121
"new.row.2725","24300",1994,1928302
"new.row.2726","24300",1995,2109450
"new.row.2727","24300",1996,2241081
"new.row.2728","24300",1997,2440262
"new.row.2729","24300",1998,2689665
"new.row.2730","24300",1999,2838833
"new.row.2731","24300",2000,3090016
"new.row.2732","24300",2001,3212164
"new.row.2733","24300",2002,3302761
"new.row.2734","24300",2003,3428478
"new.row.2735","24300",2004,3648814
"new.row.2736","24300",2005,3950863
"new.row.2737","24300",2006,4346289
"new.row.2738","24300",2007,4873713
"new.row.2739","24300",2008,5398165
"new.row.2740","24300",2009,5053988
"new.row.2741","24300",2010,4905877
"new.row.2742","24300",2011,5166608
"new.row.2743","24300",2012,5435527
"new.row.2744","24300",2013,5492271
"new.row.2745","24540",1969,274946
"new.row.2746","24540",1970,328475
"new.row.2747","24540",1971,364323
"new.row.2748","24540",1972,427150
"new.row.2749","24540",1973,508340
"new.row.2750","24540",1974,607080
"new.row.2751","24540",1975,661330
"new.row.2752","24540",1976,715648
"new.row.2753","24540",1977,733653
"new.row.2754","24540",1978,858553
"new.row.2755","24540",1979,964601
"new.row.2756","24540",1980,1049552
"new.row.2757","24540",1981,1215744
"new.row.2758","24540",1982,1274881
"new.row.2759","24540",1983,1378356
"new.row.2760","24540",1984,1522089
"new.row.2761","24540",1985,1572241
"new.row.2762","24540",1986,1611875
"new.row.2763","24540",1987,1683892
"new.row.2764","24540",1988,1782995
"new.row.2765","24540",1989,1952984
"new.row.2766","24540",1990,2026793
"new.row.2767","24540",1991,2132058
"new.row.2768","24540",1992,2313637
"new.row.2769","24540",1993,2570397
"new.row.2770","24540",1994,2747139
"new.row.2771","24540",1995,2925288
"new.row.2772","24540",1996,3192156
"new.row.2773","24540",1997,3451560
"new.row.2774","24540",1998,3866955
"new.row.2775","24540",1999,4277440
"new.row.2776","24540",2000,4730016
"new.row.2777","24540",2001,5153305
"new.row.2778","24540",2002,5124879
"new.row.2779","24540",2003,5218000
"new.row.2780","24540",2004,5526368
"new.row.2781","24540",2005,5967585
"new.row.2782","24540",2006,6349089
"new.row.2783","24540",2007,6801768
"new.row.2784","24540",2008,7207354
"new.row.2785","24540",2009,7066035
"new.row.2786","24540",2010,7295330
"new.row.2787","24540",2011,7919287
"new.row.2788","24540",2012,8577481
"new.row.2789","24540",2013,9008919
"new.row.2790","39380",1969,376592
"new.row.2791","39380",1970,413138
"new.row.2792","39380",1971,455683
"new.row.2793","39380",1972,505395
"new.row.2794","39380",1973,572752
"new.row.2795","39380",1974,640259
"new.row.2796","39380",1975,705149
"new.row.2797","39380",1976,763449
"new.row.2798","39380",1977,817967
"new.row.2799","39380",1978,906751
"new.row.2800","39380",1979,1013603
"new.row.2801","39380",1980,1109812
"new.row.2802","39380",1981,1232617
"new.row.2803","39380",1982,1259947
"new.row.2804","39380",1983,1273307
"new.row.2805","39380",1984,1351751
"new.row.2806","39380",1985,1419609
"new.row.2807","39380",1986,1480187
"new.row.2808","39380",1987,1503059
"new.row.2809","39380",1988,1587734
"new.row.2810","39380",1989,1710787
"new.row.2811","39380",1990,1793296
"new.row.2812","39380",1991,1878930
"new.row.2813","39380",1992,2005456
"new.row.2814","39380",1993,2128215
"new.row.2815","39380",1994,2285488
"new.row.2816","39380",1995,2503749
"new.row.2817","39380",1996,2619785
"new.row.2818","39380",1997,2808934
"new.row.2819","39380",1998,2996134
"new.row.2820","39380",1999,3187200
"new.row.2821","39380",2000,3411213
"new.row.2822","39380",2001,3645365
"new.row.2823","39380",2002,3765379
"new.row.2824","39380",2003,3870888
"new.row.2825","39380",2004,3965388
"new.row.2826","39380",2005,4064390
"new.row.2827","39380",2006,4250214
"new.row.2828","39380",2007,4588686
"new.row.2829","39380",2008,4613206
"new.row.2830","39380",2009,4728367
"new.row.2831","39380",2010,4876654
"new.row.2832","39380",2011,5169068
"new.row.2833","39380",2012,5337259
"new.row.2834","39380",2013,5427408
"new.row.2835","14860",1969,4599145
"new.row.2836","14860",1970,4866731
"new.row.2837","14860",1971,5106426
"new.row.2838","14860",1972,5489362
"new.row.2839","14860",1973,5883600
"new.row.2840","14860",1974,6354695
"new.row.2841","14860",1975,6818311
"new.row.2842","14860",1976,7449165
"new.row.2843","14860",1977,8292013
"new.row.2844","14860",1978,9318064
"new.row.2845","14860",1979,10532837
"new.row.2846","14860",1980,12120701
"new.row.2847","14860",1981,13776907
"new.row.2848","14860",1982,14889902
"new.row.2849","14860",1983,15789496
"new.row.2850","14860",1984,17776734
"new.row.2851","14860",1985,19150995
"new.row.2852","14860",1986,20538062
"new.row.2853","14860",1987,22429215
"new.row.2854","14860",1988,25110895
"new.row.2855","14860",1989,27286971
"new.row.2856","14860",1990,27937067
"new.row.2857","14860",1991,28062201
"new.row.2858","14860",1992,31492746
"new.row.2859","14860",1993,32420656
"new.row.2860","14860",1994,33095768
"new.row.2861","14860",1995,35865331
"new.row.2862","14860",1996,38349234
"new.row.2863","14860",1997,41204500
"new.row.2864","14860",1998,45327132
"new.row.2865","14860",1999,47836113
"new.row.2866","14860",2000,52378488
"new.row.2867","14860",2001,54282246
"new.row.2868","14860",2002,52778242
"new.row.2869","14860",2003,52738557
"new.row.2870","14860",2004,57590133
"new.row.2871","14860",2005,61363661
"new.row.2872","14860",2006,67430103
"new.row.2873","14860",2007,70597935
"new.row.2874","14860",2008,69949617
"new.row.2875","14860",2009,64220790
"new.row.2876","14860",2010,68033314
"new.row.2877","14860",2011,73021077
"new.row.2878","14860",2012,76325785
"new.row.2879","14860",2013,77080227
"new.row.2880","25540",1969,4834499
"new.row.2881","25540",1970,5170803
"new.row.2882","25540",1971,5392124
"new.row.2883","25540",1972,5778498
"new.row.2884","25540",1973,6329992
"new.row.2885","25540",1974,6949218
"new.row.2886","25540",1975,7489569
"new.row.2887","25540",1976,7995348
"new.row.2888","25540",1977,8735938
"new.row.2889","25540",1978,9745847
"new.row.2890","25540",1979,11023016
"new.row.2891","25540",1980,12539757
"new.row.2892","25540",1981,13923609
"new.row.2893","25540",1982,15045141
"new.row.2894","25540",1983,16103763
"new.row.2895","25540",1984,17956901
"new.row.2896","25540",1985,19303758
"new.row.2897","25540",1986,21011347
"new.row.2898","25540",1987,23033194
"new.row.2899","25540",1988,25250267
"new.row.2900","25540",1989,27455457
"new.row.2901","25540",1990,28341486
"new.row.2902","25540",1991,28555792
"new.row.2903","25540",1992,29935396
"new.row.2904","25540",1993,30885429
"new.row.2905","25540",1994,31573932
"new.row.2906","25540",1995,32589306
"new.row.2907","25540",1996,33897434
"new.row.2908","25540",1997,36061080
"new.row.2909","25540",1998,38298757
"new.row.2910","25540",1999,40048280
"new.row.2911","25540",2000,43567625
"new.row.2912","25540",2001,45432375
"new.row.2913","25540",2002,45566153
"new.row.2914","25540",2003,47004846
"new.row.2915","25540",2004,49787482
"new.row.2916","25540",2005,52157732
"new.row.2917","25540",2006,55887084
"new.row.2918","25540",2007,59988988
"new.row.2919","25540",2008,61402273
"new.row.2920","25540",2009,60581740
"new.row.2921","25540",2010,61652116
"new.row.2922","25540",2011,63455574
"new.row.2923","25540",2012,66751268
"new.row.2924","25540",2013,67268605
"new.row.2925","35300",1969,3352460
"new.row.2926","35300",1970,3590585
"new.row.2927","35300",1971,3808608
"new.row.2928","35300",1972,4110230
"new.row.2929","35300",1973,4475302
"new.row.2930","35300",1974,4881868
"new.row.2931","35300",1975,5238078
"new.row.2932","35300",1976,5604590
"new.row.2933","35300",1977,6141414
"new.row.2934","35300",1978,6792977
"new.row.2935","35300",1979,7564355
"new.row.2936","35300",1980,8472589
"new.row.2937","35300",1981,9447704
"new.row.2938","35300",1982,10118764
"new.row.2939","35300",1983,10893456
"new.row.2940","35300",1984,12204127
"new.row.2941","35300",1985,13052020
"new.row.2942","35300",1986,14063302
"new.row.2943","35300",1987,15358896
"new.row.2944","35300",1988,16948371
"new.row.2945","35300",1989,18279152
"new.row.2946","35300",1990,18791862
"new.row.2947","35300",1991,18963893
"new.row.2948","35300",1992,20017971
"new.row.2949","35300",1993,20849990
"new.row.2950","35300",1994,21456221
"new.row.2951","35300",1995,22424738
"new.row.2952","35300",1996,23164474
"new.row.2953","35300",1997,24471636
"new.row.2954","35300",1998,25720103
"new.row.2955","35300",1999,26936861
"new.row.2956","35300",2000,29042294
"new.row.2957","35300",2001,30272698
"new.row.2958","35300",2002,30743087
"new.row.2959","35300",2003,31545357
"new.row.2960","35300",2004,33276043
"new.row.2961","35300",2005,34573066
"new.row.2962","35300",2006,36791287
"new.row.2963","35300",2007,39313485
"new.row.2964","35300",2008,40380653
"new.row.2965","35300",2009,40123483
"new.row.2966","35300",2010,40927455
"new.row.2967","35300",2011,42265497
"new.row.2968","35300",2012,44151514
"new.row.2969","35300",2013,44567512
"new.row.2970","35980",1969,919998
"new.row.2971","35980",1970,1008400
"new.row.2972","35980",1971,1088311
"new.row.2973","35980",1972,1197185
"new.row.2974","35980",1973,1320703
"new.row.2975","35980",1974,1473761
"new.row.2976","35980",1975,1575158
"new.row.2977","35980",1976,1705127
"new.row.2978","35980",1977,1892446
"new.row.2979","35980",1978,2046491
"new.row.2980","35980",1979,2256846
"new.row.2981","35980",1980,2560826
"new.row.2982","35980",1981,2918600
"new.row.2983","35980",1982,3204317
"new.row.2984","35980",1983,3520671
"new.row.2985","35980",1984,3916491
"new.row.2986","35980",1985,4149662
"new.row.2987","35980",1986,4300213
"new.row.2988","35980",1987,4658757
"new.row.2989","35980",1988,4947005
"new.row.2990","35980",1989,5382447
"new.row.2991","35980",1990,5603398
"new.row.2992","35980",1991,5687254
"new.row.2993","35980",1992,6052038
"new.row.2994","35980",1993,6295405
"new.row.2995","35980",1994,6607216
"new.row.2996","35980",1995,6902895
"new.row.2997","35980",1996,7155576
"new.row.2998","35980",1997,7621553
"new.row.2999","35980",1998,8029503
"new.row.3000","35980",1999,8346584
"new.row.3001","35980",2000,8821842
"new.row.3002","35980",2001,9345712
"new.row.3003","35980",2002,9702291
"new.row.3004","35980",2003,10175077
"new.row.3005","35980",2004,10726126
"new.row.3006","35980",2005,11019178
"new.row.3007","35980",2006,11623856
"new.row.3008","35980",2007,12402082
"new.row.3009","35980",2008,12791991
"new.row.3010","35980",2009,12630540
"new.row.3011","35980",2010,12825779
"new.row.3012","35980",2011,13173107
"new.row.3013","35980",2012,13768305
"new.row.3014","35980",2013,13795690
"new.row.3015","49340",1969,2762892
"new.row.3016","49340",1970,2947969
"new.row.3017","49340",1971,3134177
"new.row.3018","49340",1972,3406015
"new.row.3019","49340",1973,3766609
"new.row.3020","49340",1974,4093897
"new.row.3021","49340",1975,4443444
"new.row.3022","49340",1976,4820547
"new.row.3023","49340",1977,5255195
"new.row.3024","49340",1978,5865867
"new.row.3025","49340",1979,6541289
"new.row.3026","49340",1980,7369971
"new.row.3027","49340",1981,8200222
"new.row.3028","49340",1982,8868408
"new.row.3029","49340",1983,9503912
"new.row.3030","49340",1984,10719204
"new.row.3031","49340",1985,11577908
"new.row.3032","49340",1986,12564968
"new.row.3033","49340",1987,13691323
"new.row.3034","49340",1988,15000490
"new.row.3035","49340",1989,15912705
"new.row.3036","49340",1990,16419145
"new.row.3037","49340",1991,16530355
"new.row.3038","49340",1992,17321729
"new.row.3039","49340",1993,17951262
"new.row.3040","49340",1994,18906711
"new.row.3041","49340",1995,19784640
"new.row.3042","49340",1996,20958544
"new.row.3043","49340",1997,22542538
"new.row.3044","49340",1998,23804871
"new.row.3045","49340",1999,25116473
"new.row.3046","49340",2000,28024004
"new.row.3047","49340",2001,29302484
"new.row.3048","49340",2002,29268398
"new.row.3049","49340",2003,30246944
"new.row.3050","49340",2004,31850877
"new.row.3051","49340",2005,33059559
"new.row.3052","49340",2006,35392913
"new.row.3053","49340",2007,37554521
"new.row.3054","49340",2008,38685004
"new.row.3055","49340",2009,38582554
"new.row.3056","49340",2010,39891784
"new.row.3057","49340",2011,41924432
"new.row.3058","49340",2012,43439406
"new.row.3059","49340",2013,43983272
"new.row.3060","20100",1969,299107
"new.row.3061","20100",1970,329033
"new.row.3062","20100",1971,367127
"new.row.3063","20100",1972,408628
"new.row.3064","20100",1973,455873
"new.row.3065","20100",1974,509349
"new.row.3066","20100",1975,563053
"new.row.3067","20100",1976,605924
"new.row.3068","20100",1977,646847
"new.row.3069","20100",1978,713746
"new.row.3070","20100",1979,767923
"new.row.3071","20100",1980,837671
"new.row.3072","20100",1981,941726
"new.row.3073","20100",1982,1018298
"new.row.3074","20100",1983,1086734
"new.row.3075","20100",1984,1187781
"new.row.3076","20100",1985,1285706
"new.row.3077","20100",1986,1386788
"new.row.3078","20100",1987,1492485
"new.row.3079","20100",1988,1633017
"new.row.3080","20100",1989,1796237
"new.row.3081","20100",1990,1903448
"new.row.3082","20100",1991,2022632
"new.row.3083","20100",1992,2139725
"new.row.3084","20100",1993,2203851
"new.row.3085","20100",1994,2305570
"new.row.3086","20100",1995,2459809
"new.row.3087","20100",1996,2640582
"new.row.3088","20100",1997,2699501
"new.row.3089","20100",1998,2879774
"new.row.3090","20100",1999,3033059
"new.row.3091","20100",2000,3255358
"new.row.3092","20100",2001,3405731
"new.row.3093","20100",2002,3608055
"new.row.3094","20100",2003,3829880
"new.row.3095","20100",2004,4122604
"new.row.3096","20100",2005,4400937
"new.row.3097","20100",2006,4689422
"new.row.3098","20100",2007,4983349
"new.row.3099","20100",2008,5279602
"new.row.3100","20100",2009,5496591
"new.row.3101","20100",2010,5595315
"new.row.3102","20100",2011,5884380
"new.row.3103","20100",2012,6102946
"new.row.3104","20100",2013,6252316
"new.row.3105","37980",1969,22817378
"new.row.3106","37980",1970,24517823
"new.row.3107","37980",1971,26115721
"new.row.3108","37980",1972,28323593
"new.row.3109","37980",1973,30572933
"new.row.3110","37980",1974,33257348
"new.row.3111","37980",1975,35931515
"new.row.3112","37980",1976,39088906
"new.row.3113","37980",1977,42516974
"new.row.3114","37980",1978,46713581
"new.row.3115","37980",1979,51464207
"new.row.3116","37980",1980,57011745
"new.row.3117","37980",1981,63097636
"new.row.3118","37980",1982,68177251
"new.row.3119","37980",1983,72866839
"new.row.3120","37980",1984,79395912
"new.row.3121","37980",1985,85651535
"new.row.3122","37980",1986,91141409
"new.row.3123","37980",1987,97751213
"new.row.3124","37980",1988,106108880
"new.row.3125","37980",1989,114819239
"new.row.3126","37980",1990,121369538
"new.row.3127","37980",1991,125249833
"new.row.3128","37980",1992,132205030
"new.row.3129","37980",1993,136645857
"new.row.3130","37980",1994,141056859
"new.row.3131","37980",1995,148366595
"new.row.3132","37980",1996,156294557
"new.row.3133","37980",1997,164449406
"new.row.3134","37980",1998,175764796
"new.row.3135","37980",1999,183523164
"new.row.3136","37980",2000,198221829
"new.row.3137","37980",2001,206798512
"new.row.3138","37980",2002,213229009
"new.row.3139","37980",2003,220542767
"new.row.3140","37980",2004,232464784
"new.row.3141","37980",2005,242574463
"new.row.3142","37980",2006,259694105
"new.row.3143","37980",2007,270962517
"new.row.3144","37980",2008,281143921
"new.row.3145","37980",2009,278627475
"new.row.3146","37980",2010,284956878
"new.row.3147","37980",2011,299268547
"new.row.3148","37980",2012,312325341
"new.row.3149","37980",2013,316838374
"new.row.3150","41540",1969,625181
"new.row.3151","41540",1970,660546
"new.row.3152","41540",1971,714864
"new.row.3153","41540",1972,809803
"new.row.3154","41540",1973,957010
"new.row.3155","41540",1974,990081
"new.row.3156","41540",1975,1134172
"new.row.3157","41540",1976,1218376
"new.row.3158","41540",1977,1288294
"new.row.3159","41540",1978,1436742
"new.row.3160","41540",1979,1553240
"new.row.3161","41540",1980,1686853
"new.row.3162","41540",1981,1896902
"new.row.3163","41540",1982,2100232
"new.row.3164","41540",1983,2309328
"new.row.3165","41540",1984,2624544
"new.row.3166","41540",1985,2888415
"new.row.3167","41540",1986,3219334
"new.row.3168","41540",1987,3462751
"new.row.3169","41540",1988,3800905
"new.row.3170","41540",1989,4129796
"new.row.3171","41540",1990,4295724
"new.row.3172","41540",1991,4564971
"new.row.3173","41540",1992,4804595
"new.row.3174","41540",1993,5003992
"new.row.3175","41540",1994,5353874
"new.row.3176","41540",1995,5708442
"new.row.3177","41540",1996,6176331
"new.row.3178","41540",1997,6545718
"new.row.3179","41540",1998,7050656
"new.row.3180","41540",1999,7527232
"new.row.3181","41540",2000,8090337
"new.row.3182","41540",2001,8698418
"new.row.3183","41540",2002,8962808
"new.row.3184","41540",2003,9558970
"new.row.3185","41540",2004,10482247
"new.row.3186","41540",2005,11201972
"new.row.3187","41540",2006,11964232
"new.row.3188","41540",2007,12777541
"new.row.3189","41540",2008,13326517
"new.row.3190","41540",2009,13296497
"new.row.3191","41540",2010,13580431
"new.row.3192","41540",2011,14191936
"new.row.3193","41540",2012,14723718
"new.row.3194","41540",2013,15169722
"new.row.3195","47900",1969,16301978
"new.row.3196","47900",1970,18431195
"new.row.3197","47900",1971,20648877
"new.row.3198","47900",1972,22628605
"new.row.3199","47900",1973,24659483
"new.row.3200","47900",1974,26769569
"new.row.3201","47900",1975,29265713
"new.row.3202","47900",1976,31815002
"new.row.3203","47900",1977,34612725
"new.row.3204","47900",1978,38402396
"new.row.3205","47900",1979,42151998
"new.row.3206","47900",1980,47084328
"new.row.3207","47900",1981,52356482
"new.row.3208","47900",1982,56970734
"new.row.3209","47900",1983,61426460
"new.row.3210","47900",1984,68708391
"new.row.3211","47900",1985,75194735
"new.row.3212","47900",1986,81687014
"new.row.3213","47900",1987,88683623
"new.row.3214","47900",1988,98293713
"new.row.3215","47900",1989,106548099
"new.row.3216","47900",1990,112292129
"new.row.3217","47900",1991,117278326
"new.row.3218","47900",1992,124343475
