"","msa.fips","year","earnings.by.place.of.work"
"new.row.3893","37860",1992,4503772
"new.row.3894","37860",1993,4642808
"new.row.3895","37860",1994,4814621
"new.row.3896","37860",1995,4966486
"new.row.3897","37860",1996,5333181
"new.row.3898","37860",1997,5655143
"new.row.3899","37860",1998,5987141
"new.row.3900","37860",1999,6232959
"new.row.3901","37860",2000,6571827
"new.row.3902","37860",2001,6917032
"new.row.3903","37860",2002,7087421
"new.row.3904","37860",2003,7495791
"new.row.3905","37860",2004,8196134
"new.row.3906","37860",2005,8613497
"new.row.3907","37860",2006,9258434
"new.row.3908","37860",2007,9398803
"new.row.3909","37860",2008,9314263
"new.row.3910","37860",2009,9147458
"new.row.3911","37860",2010,9307712
"new.row.3912","37860",2011,9566539
"new.row.3913","37860",2012,9795741
"new.row.3914","37860",2013,10003647
"new.row.3915","38940",1969,190077
"new.row.3916","38940",1970,209714
"new.row.3917","38940",1971,238377
"new.row.3918","38940",1972,292933
"new.row.3919","38940",1973,354295
"new.row.3920","38940",1974,392244
"new.row.3921","38940",1975,420455
"new.row.3922","38940",1976,481616
"new.row.3923","38940",1977,549051
"new.row.3924","38940",1978,658642
"new.row.3925","38940",1979,786972
"new.row.3926","38940",1980,1007401
"new.row.3927","38940",1981,1066289
"new.row.3928","38940",1982,1150434
"new.row.3929","38940",1983,1295333
"new.row.3930","38940",1984,1339550
"new.row.3931","38940",1985,1456914
"new.row.3932","38940",1986,1619278
"new.row.3933","38940",1987,1860930
"new.row.3934","38940",1988,2163785
"new.row.3935","38940",1989,2311556
"new.row.3936","38940",1990,2405435
"new.row.3937","38940",1991,2494165
"new.row.3938","38940",1992,2640836
"new.row.3939","38940",1993,2793986
"new.row.3940","38940",1994,2900014
"new.row.3941","38940",1995,3062577
"new.row.3942","38940",1996,3207569
"new.row.3943","38940",1997,3376743
"new.row.3944","38940",1998,3642741
"new.row.3945","38940",1999,3888699
"new.row.3946","38940",2000,4134990
"new.row.3947","38940",2001,4502193
"new.row.3948","38940",2002,4835612
"new.row.3949","38940",2003,5182861
"new.row.3950","38940",2004,5905504
"new.row.3951","38940",2005,6578000
"new.row.3952","38940",2006,7074805
"new.row.3953","38940",2007,7311204
"new.row.3954","38940",2008,7021819
"new.row.3955","38940",2009,6580632
"new.row.3956","38940",2010,6683471
"new.row.3957","38940",2011,6789249
"new.row.3958","38940",2012,6979987
"new.row.3959","38940",2013,7165546
"new.row.3960","39460",1969,44291
"new.row.3961","39460",1970,51533
"new.row.3962","39460",1971,59833
"new.row.3963","39460",1972,79675
"new.row.3964","39460",1973,94858
"new.row.3965","39460",1974,101675
"new.row.3966","39460",1975,103854
"new.row.3967","39460",1976,122514
"new.row.3968","39460",1977,147307
"new.row.3969","39460",1978,182518
"new.row.3970","39460",1979,203592
"new.row.3971","39460",1980,241515
"new.row.3972","39460",1981,274774
"new.row.3973","39460",1982,278699
"new.row.3974","39460",1983,316437
"new.row.3975","39460",1984,350545
"new.row.3976","39460",1985,391047
"new.row.3977","39460",1986,442014
"new.row.3978","39460",1987,509802
"new.row.3979","39460",1988,601805
"new.row.3980","39460",1989,678694
"new.row.3981","39460",1990,737892
"new.row.3982","39460",1991,773525
"new.row.3983","39460",1992,840299
"new.row.3984","39460",1993,895200
"new.row.3985","39460",1994,952537
"new.row.3986","39460",1995,1004064
"new.row.3987","39460",1996,1078151
"new.row.3988","39460",1997,1124547
"new.row.3989","39460",1998,1238939
"new.row.3990","39460",1999,1363492
"new.row.3991","39460",2000,1491962
"new.row.3992","39460",2001,1612584
"new.row.3993","39460",2002,1648726
"new.row.3994","39460",2003,1733895
"new.row.3995","39460",2004,2016483
"new.row.3996","39460",2005,2115749
"new.row.3997","39460",2006,2354591
"new.row.3998","39460",2007,2284355
"new.row.3999","39460",2008,2152914
"new.row.4000","39460",2009,2023983
"new.row.4001","39460",2010,2063356
"new.row.4002","39460",2011,2112647
"new.row.4003","39460",2012,2179827
"new.row.4004","39460",2013,2297887
"new.row.4005","42680",1969,86208
"new.row.4006","42680",1970,91737
"new.row.4007","42680",1971,109286
"new.row.4008","42680",1972,135975
"new.row.4009","42680",1973,164833
"new.row.4010","42680",1974,176745
"new.row.4011","42680",1975,182061
"new.row.4012","42680",1976,209371
"new.row.4013","42680",1977,238316
"new.row.4014","42680",1978,286096
"new.row.4015","42680",1979,327396
"new.row.4016","42680",1980,371688
"new.row.4017","42680",1981,421887
"new.row.4018","42680",1982,415508
"new.row.4019","42680",1983,464665
"new.row.4020","42680",1984,524726
"new.row.4021","42680",1985,590836
"new.row.4022","42680",1986,667727
"new.row.4023","42680",1987,758537
"new.row.4024","42680",1988,883220
"new.row.4025","42680",1989,975368
"new.row.4026","42680",1990,1008219
"new.row.4027","42680",1991,997946
"new.row.4028","42680",1992,1050530
"new.row.4029","42680",1993,1097242
"new.row.4030","42680",1994,1169916
"new.row.4031","42680",1995,1242767
"new.row.4032","42680",1996,1339764
"new.row.4033","42680",1997,1406945
"new.row.4034","42680",1998,1531000
"new.row.4035","42680",1999,1683054
"new.row.4036","42680",2000,1786342
"new.row.4037","42680",2001,1803741
"new.row.4038","42680",2002,1890304
"new.row.4039","42680",2003,2100884
"new.row.4040","42680",2004,2344162
"new.row.4041","42680",2005,2506836
"new.row.4042","42680",2006,2715434
"new.row.4043","42680",2007,2787557
"new.row.4044","42680",2008,2740152
"new.row.4045","42680",2009,2523629
"new.row.4046","42680",2010,2484442
"new.row.4047","42680",2011,2510428
"new.row.4048","42680",2012,2670699
"new.row.4049","42680",2013,2721155
"new.row.4050","42700",1969,64216
"new.row.4051","42700",1970,66427
"new.row.4052","42700",1971,74942
"new.row.4053","42700",1972,83634
"new.row.4054","42700",1973,96605
"new.row.4055","42700",1974,105813
"new.row.4056","42700",1975,115280
"new.row.4057","42700",1976,128824
"new.row.4058","42700",1977,147458
"new.row.4059","42700",1978,180019
"new.row.4060","42700",1979,199677
"new.row.4061","42700",1980,234129
"new.row.4062","42700",1981,233302
"new.row.4063","42700",1982,244548
"new.row.4064","42700",1983,290263
"new.row.4065","42700",1984,304401
"new.row.4066","42700",1985,342720
"new.row.4067","42700",1986,376215
"new.row.4068","42700",1987,411789
"new.row.4069","42700",1988,483984
"new.row.4070","42700",1989,496181
"new.row.4071","42700",1990,518825
"new.row.4072","42700",1991,558525
"new.row.4073","42700",1992,580835
"new.row.4074","42700",1993,615453
"new.row.4075","42700",1994,650518
"new.row.4076","42700",1995,678895
"new.row.4077","42700",1996,680994
"new.row.4078","42700",1997,716787
"new.row.4079","42700",1998,769751
"new.row.4080","42700",1999,806273
"new.row.4081","42700",2000,811879
"new.row.4082","42700",2001,874801
"new.row.4083","42700",2002,949378
"new.row.4084","42700",2003,1011310
"new.row.4085","42700",2004,1099248
"new.row.4086","42700",2005,1182563
"new.row.4087","42700",2006,1293116
"new.row.4088","42700",2007,1291080
"new.row.4089","42700",2008,1222986
"new.row.4090","42700",2009,1210718
"new.row.4091","42700",2010,1239334
"new.row.4092","42700",2011,1251791
"new.row.4093","42700",2012,1258364
"new.row.4094","42700",2013,1282643
"new.row.4095","45220",1969,375835
"new.row.4096","45220",1970,422800
"new.row.4097","45220",1971,486988
"new.row.4098","45220",1972,575708
"new.row.4099","45220",1973,673903
"new.row.4100","45220",1974,744916
"new.row.4101","45220",1975,806532
"new.row.4102","45220",1976,873519
"new.row.4103","45220",1977,947073
"new.row.4104","45220",1978,1066012
"new.row.4105","45220",1979,1212174
"new.row.4106","45220",1980,1356052
"new.row.4107","45220",1981,1508146
"new.row.4108","45220",1982,1621537
"new.row.4109","45220",1983,1784757
"new.row.4110","45220",1984,1960142
"new.row.4111","45220",1985,2136733
"new.row.4112","45220",1986,2401417
"new.row.4113","45220",1987,2651619
"new.row.4114","45220",1988,2976489
"new.row.4115","45220",1989,3262855
"new.row.4116","45220",1990,3570728
"new.row.4117","45220",1991,3817135
"new.row.4118","45220",1992,4081096
"new.row.4119","45220",1993,4358433
"new.row.4120","45220",1994,4652704
"new.row.4121","45220",1995,4992232
"new.row.4122","45220",1996,5279361
"new.row.4123","45220",1997,5574530
"new.row.4124","45220",1998,6038569
"new.row.4125","45220",1999,6478646
"new.row.4126","45220",2000,6812145
"new.row.4127","45220",2001,7419023
"new.row.4128","45220",2002,7459345
"new.row.4129","45220",2003,7722850
"new.row.4130","45220",2004,8161669
"new.row.4131","45220",2005,8639967
"new.row.4132","45220",2006,9064172
"new.row.4133","45220",2007,9452435
"new.row.4134","45220",2008,9509330
"new.row.4135","45220",2009,9227184
"new.row.4136","45220",2010,9366756
"new.row.4137","45220",2011,9319482
"new.row.4138","45220",2012,9421720
"new.row.4139","45220",2013,9582640
"new.row.4140","45300",1969,2567967
"new.row.4141","45300",1970,2881676
"new.row.4142","45300",1971,3232657
"new.row.4143","45300",1972,3845002
"new.row.4144","45300",1973,4531427
"new.row.4145","45300",1974,5011436
"new.row.4146","45300",1975,5271469
"new.row.4147","45300",1976,5703493
"new.row.4148","45300",1977,6520124
"new.row.4149","45300",1978,7578324
"new.row.4150","45300",1979,8692216
"new.row.4151","45300",1980,9928375
"new.row.4152","45300",1981,11131089
"new.row.4153","45300",1982,11968169
"new.row.4154","45300",1983,13551347
"new.row.4155","45300",1984,15298929
"new.row.4156","45300",1985,16828469
"new.row.4157","45300",1986,18294277
"new.row.4158","45300",1987,19956034
"new.row.4159","45300",1988,21944568
"new.row.4160","45300",1989,23552172
"new.row.4161","45300",1990,25058542
"new.row.4162","45300",1991,25997383
"new.row.4163","45300",1992,27972473
"new.row.4164","45300",1993,29738703
"new.row.4165","45300",1994,31844537
"new.row.4166","45300",1995,34025266
"new.row.4167","45300",1996,36577699
"new.row.4168","45300",1997,39136157
"new.row.4169","45300",1998,43005963
"new.row.4170","45300",1999,46633486
"new.row.4171","45300",2000,50564238
"new.row.4172","45300",2001,52195154
"new.row.4173","45300",2002,54915099
"new.row.4174","45300",2003,57713315
"new.row.4175","45300",2004,61920704
"new.row.4176","45300",2005,66414396
"new.row.4177","45300",2006,70439021
"new.row.4178","45300",2007,71684091
"new.row.4179","45300",2008,71021790
"new.row.4180","45300",2009,67777013
"new.row.4181","45300",2010,68809620
"new.row.4182","45300",2011,70547816
"new.row.4183","45300",2012,74388369
"new.row.4184","45300",2013,76989134
"new.row.4185","45540",1969,25018
"new.row.4186","45540",1970,28478
"new.row.4187","45540",1971,31964
"new.row.4188","45540",1972,36413
"new.row.4189","45540",1973,42397
"new.row.4190","45540",1974,44138
"new.row.4191","45540",1975,48063
"new.row.4192","45540",1976,51550
"new.row.4193","45540",1977,55796
"new.row.4194","45540",1978,66059
"new.row.4195","45540",1979,75425
"new.row.4196","45540",1980,79103
"new.row.4197","45540",1981,82412
"new.row.4198","45540",1982,93092
"new.row.4199","45540",1983,104479
"new.row.4200","45540",1984,113559
"new.row.4201","45540",1985,123320
"new.row.4202","45540",1986,129999
"new.row.4203","45540",1987,136431
"new.row.4204","45540",1988,150235
"new.row.4205","45540",1989,162417
"new.row.4206","45540",1990,163146
"new.row.4207","45540",1991,171661
"new.row.4208","45540",1992,186021
"new.row.4209","45540",1993,193437
"new.row.4210","45540",1994,202631
"new.row.4211","45540",1995,226751
"new.row.4212","45540",1996,263961
"new.row.4213","45540",1997,288465
"new.row.4214","45540",1998,304673
"new.row.4215","45540",1999,336182
"new.row.4216","45540",2000,354839
"new.row.4217","45540",2001,430521
"new.row.4218","45540",2002,447662
"new.row.4219","45540",2003,543847
"new.row.4220","45540",2004,606580
"new.row.4221","45540",2005,753103
"new.row.4222","45540",2006,867338
"new.row.4223","45540",2007,931412
"new.row.4224","45540",2008,947183
"new.row.4225","45540",2009,986652
"new.row.4226","45540",2010,1057655
"new.row.4227","45540",2011,1185439
"new.row.4228","45540",2012,1233973
"new.row.4229","45540",2013,1374790
"new.row.4230","10500",1969,283318
"new.row.4231","10500",1970,319997
"new.row.4232","10500",1971,362878
"new.row.4233","10500",1972,414133
"new.row.4234","10500",1973,485632
"new.row.4235","10500",1974,493166
"new.row.4236","10500",1975,501059
"new.row.4237","10500",1976,560268
"new.row.4238","10500",1977,617909
"new.row.4239","10500",1978,723516
"new.row.4240","10500",1979,818010
"new.row.4241","10500",1980,870296
"new.row.4242","10500",1981,991756
"new.row.4243","10500",1982,1027132
"new.row.4244","10500",1983,1087783
"new.row.4245","10500",1984,1234190
"new.row.4246","10500",1985,1292398
"new.row.4247","10500",1986,1327156
"new.row.4248","10500",1987,1362853
"new.row.4249","10500",1988,1469190
"new.row.4250","10500",1989,1527021
"new.row.4251","10500",1990,1630472
"new.row.4252","10500",1991,1732890
"new.row.4253","10500",1992,1808259
"new.row.4254","10500",1993,1888689
"new.row.4255","10500",1994,2093686
"new.row.4256","10500",1995,2214642
"new.row.4257","10500",1996,2350692
"new.row.4258","10500",1997,2404291
"new.row.4259","10500",1998,2499758
"new.row.4260","10500",1999,2574250
"new.row.4261","10500",2000,2664528
"new.row.4262","10500",2001,2806944
"new.row.4263","10500",2002,2850893
"new.row.4264","10500",2003,2961412
"new.row.4265","10500",2004,3048574
"new.row.4266","10500",2005,3187464
"new.row.4267","10500",2006,3249569
"new.row.4268","10500",2007,3304296
"new.row.4269","10500",2008,3328471
"new.row.4270","10500",2009,3269516
"new.row.4271","10500",2010,3282941
"new.row.4272","10500",2011,3373644
"new.row.4273","10500",2012,3507734
"new.row.4274","10500",2013,3543124
"new.row.4275","12020",1969,225350
"new.row.4276","12020",1970,249637
"new.row.4277","12020",1971,279532
"new.row.4278","12020",1972,316997
"new.row.4279","12020",1973,363076
"new.row.4280","12020",1974,408318
"new.row.4281","12020",1975,434035
"new.row.4282","12020",1976,490655
"new.row.4283","12020",1977,549673
"new.row.4284","12020",1978,623857
"new.row.4285","12020",1979,680451
"new.row.4286","12020",1980,720397
"new.row.4287","12020",1981,806820
"new.row.4288","12020",1982,849641
"new.row.4289","12020",1983,953865
"new.row.4290","12020",1984,1043249
"new.row.4291","12020",1985,1127475
"new.row.4292","12020",1986,1247130
"new.row.4293","12020",1987,1330131
"new.row.4294","12020",1988,1471922
"new.row.4295","12020",1989,1604776
"new.row.4296","12020",1990,1719593
"new.row.4297","12020",1991,1762355
"new.row.4298","12020",1992,1857410
"new.row.4299","12020",1993,1972741
"new.row.4300","12020",1994,2110099
"new.row.4301","12020",1995,2255876
"new.row.4302","12020",1996,2421278
"new.row.4303","12020",1997,2546391
"new.row.4304","12020",1998,2759071
"new.row.4305","12020",1999,2917882
"new.row.4306","12020",2000,3021880
"new.row.4307","12020",2001,3179879
"new.row.4308","12020",2002,3267885
"new.row.4309","12020",2003,3462537
"new.row.4310","12020",2004,3650979
"new.row.4311","12020",2005,3865549
"new.row.4312","12020",2006,4055679
"new.row.4313","12020",2007,4203460
"new.row.4314","12020",2008,4426177
"new.row.4315","12020",2009,4342651
"new.row.4316","12020",2010,4362686
"new.row.4317","12020",2011,4460655
"new.row.4318","12020",2012,4669325
"new.row.4319","12020",2013,4808508
"new.row.4320","12060",1969,6211015
"new.row.4321","12060",1970,6743719
"new.row.4322","12060",1971,7429596
"new.row.4323","12060",1972,8552628
"new.row.4324","12060",1973,9739498
"new.row.4325","12060",1974,10531061
"new.row.4326","12060",1975,11024346
"new.row.4327","12060",1976,12363564
"new.row.4328","12060",1977,14108468
"new.row.4329","12060",1978,16111154
"new.row.4330","12060",1979,18170215
"new.row.4331","12060",1980,20328098
"new.row.4332","12060",1981,22654030
"new.row.4333","12060",1982,24346383
"new.row.4334","12060",1983,27185486
"new.row.4335","12060",1984,31495125
"new.row.4336","12060",1985,35563550
"new.row.4337","12060",1986,39588177
"new.row.4338","12060",1987,43495936
"new.row.4339","12060",1988,47667705
"new.row.4340","12060",1989,50301946
"new.row.4341","12060",1990,53844904
"new.row.4342","12060",1991,56013178
"new.row.4343","12060",1992,61545158
"new.row.4344","12060",1993,66100745
"new.row.4345","12060",1994,71158776
"new.row.4346","12060",1995,77466065
"new.row.4347","12060",1996,84945722
"new.row.4348","12060",1997,91838892
"new.row.4349","12060",1998,103907222
"new.row.4350","12060",1999,114201392
"new.row.4351","12060",2000,125457396
"new.row.4352","12060",2001,131786464
"new.row.4353","12060",2002,133737080
"new.row.4354","12060",2003,136503629
"new.row.4355","12060",2004,143941619
"new.row.4356","12060",2005,151781490
"new.row.4357","12060",2006,161491385
"new.row.4358","12060",2007,168505361
"new.row.4359","12060",2008,169274532
"new.row.4360","12060",2009,160762966
"new.row.4361","12060",2010,160528489
"new.row.4362","12060",2011,167567610
"new.row.4363","12060",2012,175624150
"new.row.4364","12060",2013,182950466
"new.row.4365","12260",1969,1000874
"new.row.4366","12260",1970,962372
"new.row.4367","12260",1971,1039237
"new.row.4368","12260",1972,1124263
"new.row.4369","12260",1973,1251444
"new.row.4370","12260",1974,1379715
"new.row.4371","12260",1975,1444275
"new.row.4372","12260",1976,1693106
"new.row.4373","12260",1977,1871692
"new.row.4374","12260",1978,2085759
"new.row.4375","12260",1979,2357410
"new.row.4376","12260",1980,2546551
"new.row.4377","12260",1981,2807580
"new.row.4378","12260",1982,3151192
"new.row.4379","12260",1983,3401625
"new.row.4380","12260",1984,3909289
"new.row.4381","12260",1985,4345963
"new.row.4382","12260",1986,4711121
"new.row.4383","12260",1987,4841290
"new.row.4384","12260",1988,5191205
"new.row.4385","12260",1989,5661706
"new.row.4386","12260",1990,6243929
"new.row.4387","12260",1991,6422079
"new.row.4388","12260",1992,6873511
"new.row.4389","12260",1993,7031396
"new.row.4390","12260",1994,7228673
"new.row.4391","12260",1995,7396813
"new.row.4392","12260",1996,7520327
"new.row.4393","12260",1997,7824686
"new.row.4394","12260",1998,8366880
"new.row.4395","12260",1999,8832978
"new.row.4396","12260",2000,9198992
"new.row.4397","12260",2001,9587459
"new.row.4398","12260",2002,9927965
"new.row.4399","12260",2003,10489568
"new.row.4400","12260",2004,11037072
"new.row.4401","12260",2005,11499492
"new.row.4402","12260",2006,11908525
"new.row.4403","12260",2007,12244585
"new.row.4404","12260",2008,12703081
"new.row.4405","12260",2009,12690833
"new.row.4406","12260",2010,13054330
"new.row.4407","12260",2011,13482227
"new.row.4408","12260",2012,13877357
"new.row.4409","12260",2013,14013692
"new.row.4410","15260",1969,155845
"new.row.4411","15260",1970,173752
"new.row.4412","15260",1971,199597
"new.row.4413","15260",1972,220716
"new.row.4414","15260",1973,234718
"new.row.4415","15260",1974,241441
"new.row.4416","15260",1975,233744
"new.row.4417","15260",1976,273201
"new.row.4418","15260",1977,307738
"new.row.4419","15260",1978,349170
"new.row.4420","15260",1979,390053
"new.row.4421","15260",1980,428356
"new.row.4422","15260",1981,458651
"new.row.4423","15260",1982,470195
"new.row.4424","15260",1983,501787
"new.row.4425","15260",1984,558806
"new.row.4426","15260",1985,622575
"new.row.4427","15260",1986,671772
"new.row.4428","15260",1987,711344
"new.row.4429","15260",1988,778760
"new.row.4430","15260",1989,832965
"new.row.4431","15260",1990,879333
"new.row.4432","15260",1991,909027
"new.row.4433","15260",1992,983104
"new.row.4434","15260",1993,1035699
"new.row.4435","15260",1994,1088170
"new.row.4436","15260",1995,1169203
"new.row.4437","15260",1996,1249592
"new.row.4438","15260",1997,1312151
"new.row.4439","15260",1998,1416364
"new.row.4440","15260",1999,1476080
"new.row.4441","15260",2000,1550267
"new.row.4442","15260",2001,1582250
"new.row.4443","15260",2002,1658133
"new.row.4444","15260",2003,1764449
"new.row.4445","15260",2004,1910920
"new.row.4446","15260",2005,1992590
"new.row.4447","15260",2006,2157342
"new.row.4448","15260",2007,2196679
"new.row.4449","15260",2008,2261269
"new.row.4450","15260",2009,2158668
"new.row.4451","15260",2010,2100219
"new.row.4452","15260",2011,2134020
"new.row.4453","15260",2012,2210515
"new.row.4454","15260",2013,2256648
"new.row.4455","16860",1969,1106815
"new.row.4456","16860",1970,1176329
"new.row.4457","16860",1971,1293048
"new.row.4458","16860",1972,1479710
"new.row.4459","16860",1973,1657582
"new.row.4460","16860",1974,1787046
"new.row.4461","16860",1975,1877145
"new.row.4462","16860",1976,2106061
"new.row.4463","16860",1977,2338121
"new.row.4464","16860",1978,2693980
"new.row.4465","16860",1979,2905896
"new.row.4466","16860",1980,3048982
"new.row.4467","16860",1981,3263787
"new.row.4468","16860",1982,3362869
"new.row.4469","16860",1983,3522871
"new.row.4470","16860",1984,3828471
"new.row.4471","16860",1985,4075775
"new.row.4472","16860",1986,4395305
"new.row.4473","16860",1987,4838929
"new.row.4474","16860",1988,5269897
"new.row.4475","16860",1989,5468861
"new.row.4476","16860",1990,5770462
"new.row.4477","16860",1991,5916289
"new.row.4478","16860",1992,6310945
"new.row.4479","16860",1993,6791649
"new.row.4480","16860",1994,7154937
"new.row.4481","16860",1995,7544853
"new.row.4482","16860",1996,7974329
"new.row.4483","16860",1997,8542704
"new.row.4484","16860",1998,9224312
"new.row.4485","16860",1999,9974377
"new.row.4486","16860",2000,10589906
"new.row.4487","16860",2001,10717159
"new.row.4488","16860",2002,10996654
"new.row.4489","16860",2003,11445777
"new.row.4490","16860",2004,11900654
"new.row.4491","16860",2005,12383355
"new.row.4492","16860",2006,13053991
"new.row.4493","16860",2007,13459161
"new.row.4494","16860",2008,13498548
"new.row.4495","16860",2009,12793515
"new.row.4496","16860",2010,13287977
"new.row.4497","16860",2011,13814845
"new.row.4498","16860",2012,14586251
"new.row.4499","16860",2013,14920619
"new.row.4500","19140",1969,207421
"new.row.4501","19140",1970,218378
"new.row.4502","19140",1971,252569
"new.row.4503","19140",1972,300948
"new.row.4504","19140",1973,346388
"new.row.4505","19140",1974,353426
"new.row.4506","19140",1975,353748
"new.row.4507","19140",1976,420143
"new.row.4508","19140",1977,483985
"new.row.4509","19140",1978,543798
"new.row.4510","19140",1979,605277
"new.row.4511","19140",1980,636021
"new.row.4512","19140",1981,686998
"new.row.4513","19140",1982,702658
"new.row.4514","19140",1983,821530
"new.row.4515","19140",1984,935469
"new.row.4516","19140",1985,1011996
"new.row.4517","19140",1986,1133810
"new.row.4518","19140",1987,1267680
"new.row.4519","19140",1988,1379259
"new.row.4520","19140",1989,1462490
"new.row.4521","19140",1990,1530567
"new.row.4522","19140",1991,1565977
"new.row.4523","19140",1992,1753640
"new.row.4524","19140",1993,1915174
"new.row.4525","19140",1994,2047120
"new.row.4526","19140",1995,2118036
"new.row.4527","19140",1996,2253636
"new.row.4528","19140",1997,2380300
"new.row.4529","19140",1998,2576022
"new.row.4530","19140",1999,2681922
"new.row.4531","19140",2000,2884101
"new.row.4532","19140",2001,2977382
"new.row.4533","19140",2002,3047868
"new.row.4534","19140",2003,3188842
"new.row.4535","19140",2004,3428579
"new.row.4536","19140",2005,3550723
"new.row.4537","19140",2006,3642210
"new.row.4538","19140",2007,3754782
"new.row.4539","19140",2008,3523444
"new.row.4540","19140",2009,3338594
"new.row.4541","19140",2010,3253001
"new.row.4542","19140",2011,3368097
"new.row.4543","19140",2012,3478687
"new.row.4544","19140",2013,3591359
"new.row.4545","23580",1969,158905
"new.row.4546","23580",1970,170345
"new.row.4547","23580",1971,180053
"new.row.4548","23580",1972,205087
"new.row.4549","23580",1973,230743
"new.row.4550","23580",1974,244128
"new.row.4551","23580",1975,262046
"new.row.4552","23580",1976,304066
"new.row.4553","23580",1977,348587
"new.row.4554","23580",1978,404883
"new.row.4555","23580",1979,455175
"new.row.4556","23580",1980,491674
"new.row.4557","23580",1981,540581
"new.row.4558","23580",1982,568641
"new.row.4559","23580",1983,624363
"new.row.4560","23580",1984,741421
"new.row.4561","23580",1985,824527
"new.row.4562","23580",1986,921174
"new.row.4563","23580",1987,1000834
"new.row.4564","23580",1988,1095251
"new.row.4565","23580",1989,1174218
"new.row.4566","23580",1990,1242318
"new.row.4567","23580",1991,1281992
"new.row.4568","23580",1992,1397341
"new.row.4569","23580",1993,1540625
"new.row.4570","23580",1994,1690286
"new.row.4571","23580",1995,1797517
"new.row.4572","23580",1996,1924372
"new.row.4573","23580",1997,2054850
"new.row.4574","23580",1998,2296816
"new.row.4575","23580",1999,2558336
"new.row.4576","23580",2000,2748479
"new.row.4577","23580",2001,2902456
"new.row.4578","23580",2002,2983926
"new.row.4579","23580",2003,3121091
"new.row.4580","23580",2004,3339569
"new.row.4581","23580",2005,3682003
"new.row.4582","23580",2006,3931654
"new.row.4583","23580",2007,4087833
"new.row.4584","23580",2008,4161508
"new.row.4585","23580",2009,3908146
"new.row.4586","23580",2010,3954895
"new.row.4587","23580",2011,4219379
"new.row.4588","23580",2012,4343006
"new.row.4589","23580",2013,4620138
"new.row.4590","25980",1969,57544
"new.row.4591","25980",1970,70917
"new.row.4592","25980",1971,75135
"new.row.4593","25980",1972,80679
"new.row.4594","25980",1973,85451
"new.row.4595","25980",1974,94094
"new.row.4596","25980",1975,104976
"new.row.4597","25980",1976,189404
"new.row.4598","25980",1977,265957
"new.row.4599","25980",1978,306616
"new.row.4600","25980",1979,353722
"new.row.4601","25980",1980,399740
"new.row.4602","25980",1981,444596
"new.row.4603","25980",1982,491816
"new.row.4604","25980",1983,489574
"new.row.4605","25980",1984,519050
"new.row.4606","25980",1985,558698
"new.row.4607","25980",1986,585381
"new.row.4608","25980",1987,613179
"new.row.4609","25980",1988,643686
"new.row.4610","25980",1989,667654
"new.row.4611","25980",1990,597935
"new.row.4612","25980",1991,689938
"new.row.4613","25980",1992,873263
"new.row.4614","25980",1993,851448
"new.row.4615","25980",1994,878717
"new.row.4616","25980",1995,933110
"new.row.4617","25980",1996,955939
"new.row.4618","25980",1997,1012206
"new.row.4619","25980",1998,1040257
"new.row.4620","25980",1999,1072448
"new.row.4621","25980",2000,1163815
"new.row.4622","25980",2001,1242348
"new.row.4623","25980",2002,1322573
"new.row.4624","25980",2003,1536659
"new.row.4625","25980",2004,1661368
"new.row.4626","25980",2005,1876725
"new.row.4627","25980",2006,1975493
"new.row.4628","25980",2007,2101711
"new.row.4629","25980",2008,2369898
"new.row.4630","25980",2009,2380846
"new.row.4631","25980",2010,2573560
"new.row.4632","25980",2011,2713611
"new.row.4633","25980",2012,2647151
"new.row.4634","25980",2013,2646360
"new.row.4635","31420",1969,432647
"new.row.4636","31420",1970,460654
"new.row.4637","31420",1971,502872
"new.row.4638","31420",1972,553815
"new.row.4639","31420",1973,607006
"new.row.4640","31420",1974,671788
"new.row.4641","31420",1975,735164
"new.row.4642","31420",1976,812871
"new.row.4643","31420",1977,879048
"new.row.4644","31420",1978,969619
"new.row.4645","31420",1979,1093548
"new.row.4646","31420",1980,1216981
"new.row.4647","31420",1981,1341410
"new.row.4648","31420",1982,1422375
"new.row.4649","31420",1983,1533498
"new.row.4650","31420",1984,1707586
"new.row.4651","31420",1985,1835787
"new.row.4652","31420",1986,1991447
"new.row.4653","31420",1987,2164232
"new.row.4654","31420",1988,2347703
"new.row.4655","31420",1989,2478479
"new.row.4656","31420",1990,2618289
"new.row.4657","31420",1991,2710869
"new.row.4658","31420",1992,2901698
"new.row.4659","31420",1993,3015462
"new.row.4660","31420",1994,3191523
"new.row.4661","31420",1995,3400789
"new.row.4662","31420",1996,3566629
"new.row.4663","31420",1997,3751788
"new.row.4664","31420",1998,3970916
"new.row.4665","31420",1999,4156490
"new.row.4666","31420",2000,4229915
"new.row.4667","31420",2001,4380191
"new.row.4668","31420",2002,4529632
"new.row.4669","31420",2003,4596490
"new.row.4670","31420",2004,4831357
"new.row.4671","31420",2005,4951259
"new.row.4672","31420",2006,5116170
"new.row.4673","31420",2007,5059392
"new.row.4674","31420",2008,5210425
"new.row.4675","31420",2009,5083931
"new.row.4676","31420",2010,5094538
"new.row.4677","31420",2011,5224564
"new.row.4678","31420",2012,5362714
"new.row.4679","31420",2013,5612238
"new.row.4680","40660",1969,198360
"new.row.4681","40660",1970,215746
"new.row.4682","40660",1971,233796
"new.row.4683","40660",1972,263809
