"","msa.fips","year","personal.current.transfer.receipts"
"new.row.9399","27140",2008,945291
"new.row.9400","27140",2009,931781
"new.row.9401","27140",2010,952001
"new.row.9402","27140",2011,775366
"new.row.9403","27140",2012,792788
"new.row.9404","27140",2013,1043369
"new.row.9405","17860",1969,7219
"new.row.9406","17860",1970,7727
"new.row.9407","17860",1971,8666
"new.row.9408","17860",1972,9616
"new.row.9409","17860",1973,12303
"new.row.9410","17860",1974,14414
"new.row.9411","17860",1975,15981
"new.row.9412","17860",1976,17972
"new.row.9413","17860",1977,19775
"new.row.9414","17860",1978,23099
"new.row.9415","17860",1979,26979
"new.row.9416","17860",1980,29916
"new.row.9417","17860",1981,34073
"new.row.9418","17860",1982,36689
"new.row.9419","17860",1983,41121
"new.row.9420","17860",1984,44718
"new.row.9421","17860",1985,51021
"new.row.9422","17860",1986,56507
"new.row.9423","17860",1987,61056
"new.row.9424","17860",1988,70034
"new.row.9425","17860",1989,77084
"new.row.9426","17860",1990,85701
"new.row.9427","17860",1991,94149
"new.row.9428","17860",1992,102514
"new.row.9429","17860",1993,108264
"new.row.9430","17860",1994,117919
"new.row.9431","17860",1995,124028
"new.row.9432","17860",1996,131123
"new.row.9433","17860",1997,137065
"new.row.9434","17860",1998,145805
"new.row.9435","17860",1999,153750
"new.row.9436","17860",2000,161695
"new.row.9437","17860",2001,167966
"new.row.9438","17860",2002,173055
"new.row.9439","17860",2003,184872
"new.row.9440","17860",2004,195628
"new.row.9441","17860",2005,206705
"new.row.9442","17860",2006,220104
"new.row.9443","17860",2007,231838
"new.row.9444","17860",2008,233572
"new.row.9445","17860",2009,236324
"new.row.9446","17860",2010,241362
"new.row.9447","17860",2011,199167
"new.row.9448","17860",2012,209756
"new.row.9449","17860",2013,283176
"new.row.9450","27620",1969,8478
"new.row.9451","27620",1970,9045
"new.row.9452","27620",1971,10165
"new.row.9453","27620",1972,11332
"new.row.9454","27620",1973,14319
"new.row.9455","27620",1974,16698
"new.row.9456","27620",1975,17572
"new.row.9457","27620",1976,20014
"new.row.9458","27620",1977,22590
"new.row.9459","27620",1978,27649
"new.row.9460","27620",1979,31859
"new.row.9461","27620",1980,35290
"new.row.9462","27620",1981,42086
"new.row.9463","27620",1982,46890
"new.row.9464","27620",1983,49495
"new.row.9465","27620",1984,52096
"new.row.9466","27620",1985,54660
"new.row.9467","27620",1986,60738
"new.row.9468","27620",1987,63664
"new.row.9469","27620",1988,72164
"new.row.9470","27620",1989,79346
"new.row.9471","27620",1990,86231
"new.row.9472","27620",1991,92409
"new.row.9473","27620",1992,99119
"new.row.9474","27620",1993,104348
"new.row.9475","27620",1994,112125
"new.row.9476","27620",1995,119992
"new.row.9477","27620",1996,125770
"new.row.9478","27620",1997,133892
"new.row.9479","27620",1998,139132
"new.row.9480","27620",1999,149199
"new.row.9481","27620",2000,155087
"new.row.9482","27620",2001,164664
"new.row.9483","27620",2002,168498
"new.row.9484","27620",2003,175557
"new.row.9485","27620",2004,184342
"new.row.9486","27620",2005,191768
"new.row.9487","27620",2006,200918
"new.row.9488","27620",2007,211067
"new.row.9489","27620",2008,216265
"new.row.9490","27620",2009,217188
"new.row.9491","27620",2010,219220
"new.row.9492","27620",2011,175141
"new.row.9493","27620",2012,175265
"new.row.9494","27620",2013,231282
"new.row.9495","27900",1969,9489
"new.row.9496","27900",1970,9933
"new.row.9497","27900",1971,10935
"new.row.9498","27900",1972,12761
"new.row.9499","27900",1973,16265
"new.row.9500","27900",1974,18724
"new.row.9501","27900",1975,19153
"new.row.9502","27900",1976,20994
"new.row.9503","27900",1977,23267
"new.row.9504","27900",1978,27196
"new.row.9505","27900",1979,31415
"new.row.9506","27900",1980,33962
"new.row.9507","27900",1981,40530
"new.row.9508","27900",1982,43545
"new.row.9509","27900",1983,46228
"new.row.9510","27900",1984,52262
"new.row.9511","27900",1985,59216
"new.row.9512","27900",1986,64197
"new.row.9513","27900",1987,69123
"new.row.9514","27900",1988,76319
"new.row.9515","27900",1989,82719
"new.row.9516","27900",1990,88588
"new.row.9517","27900",1991,96026
"new.row.9518","27900",1992,103843
"new.row.9519","27900",1993,111087
"new.row.9520","27900",1994,122227
"new.row.9521","27900",1995,130869
"new.row.9522","27900",1996,135304
"new.row.9523","27900",1997,143282
"new.row.9524","27900",1998,149770
"new.row.9525","27900",1999,157480
"new.row.9526","27900",2000,162471
"new.row.9527","27900",2001,169974
"new.row.9528","27900",2002,171942
"new.row.9529","27900",2003,178937
"new.row.9530","27900",2004,188262
"new.row.9531","27900",2005,197090
"new.row.9532","27900",2006,213532
"new.row.9533","27900",2007,226676
"new.row.9534","27900",2008,234681
"new.row.9535","27900",2009,233646
"new.row.9536","27900",2010,235325
"new.row.9537","27900",2011,195655
"new.row.9538","27900",2012,197716
"new.row.9539","27900",2013,256541
"new.row.9540","44180",1969,18910
"new.row.9541","44180",1970,20206
"new.row.9542","44180",1971,22613
"new.row.9543","44180",1972,26211
"new.row.9544","44180",1973,33333
"new.row.9545","44180",1974,36639
"new.row.9546","44180",1975,38328
"new.row.9547","44180",1976,43369
"new.row.9548","44180",1977,48213
"new.row.9549","44180",1978,57048
"new.row.9550","44180",1979,66097
"new.row.9551","44180",1980,73018
"new.row.9552","44180",1981,85884
"new.row.9553","44180",1982,94859
"new.row.9554","44180",1983,101842
"new.row.9555","44180",1984,114904
"new.row.9556","44180",1985,130626
"new.row.9557","44180",1986,143837
"new.row.9558","44180",1987,153937
"new.row.9559","44180",1988,171915
"new.row.9560","44180",1989,189826
"new.row.9561","44180",1990,205386
"new.row.9562","44180",1991,225112
"new.row.9563","44180",1992,245599
"new.row.9564","44180",1993,266985
"new.row.9565","44180",1994,293278
"new.row.9566","44180",1995,312166
"new.row.9567","44180",1996,323415
"new.row.9568","44180",1997,336958
"new.row.9569","44180",1998,357458
"new.row.9570","44180",1999,381874
"new.row.9571","44180",2000,392518
"new.row.9572","44180",2001,419530
"new.row.9573","44180",2002,426466
"new.row.9574","44180",2003,450697
"new.row.9575","44180",2004,479197
"new.row.9576","44180",2005,513336
"new.row.9577","44180",2006,553061
"new.row.9578","44180",2007,588035
"new.row.9579","44180",2008,603301
"new.row.9580","44180",2009,599678
"new.row.9581","44180",2010,601049
"new.row.9582","44180",2011,498967
"new.row.9583","44180",2012,517516
"new.row.9584","44180",2013,674005
"new.row.9585","13740",1969,9510
"new.row.9586","13740",1970,10284
"new.row.9587","13740",1971,11393
"new.row.9588","13740",1972,13345
"new.row.9589","13740",1973,17300
"new.row.9590","13740",1974,19936
"new.row.9591","13740",1975,21756
"new.row.9592","13740",1976,24640
"new.row.9593","13740",1977,28515
"new.row.9594","13740",1978,33698
"new.row.9595","13740",1979,39319
"new.row.9596","13740",1980,42899
"new.row.9597","13740",1981,51282
"new.row.9598","13740",1982,56321
"new.row.9599","13740",1983,59019
"new.row.9600","13740",1984,63167
"new.row.9601","13740",1985,68375
"new.row.9602","13740",1986,70075
"new.row.9603","13740",1987,70705
"new.row.9604","13740",1988,77897
"new.row.9605","13740",1989,84517
"new.row.9606","13740",1990,95575
"new.row.9607","13740",1991,105714
"new.row.9608","13740",1992,114234
"new.row.9609","13740",1993,121657
"new.row.9610","13740",1994,129857
"new.row.9611","13740",1995,135867
"new.row.9612","13740",1996,140869
"new.row.9613","13740",1997,147463
"new.row.9614","13740",1998,153651
"new.row.9615","13740",1999,161546
"new.row.9616","13740",2000,169128
"new.row.9617","13740",2001,185167
"new.row.9618","13740",2002,193878
"new.row.9619","13740",2003,199791
"new.row.9620","13740",2004,214532
"new.row.9621","13740",2005,234117
"new.row.9622","13740",2006,251441
"new.row.9623","13740",2007,273411
"new.row.9624","13740",2008,284092
"new.row.9625","13740",2009,277231
"new.row.9626","13740",2010,282888
"new.row.9627","13740",2011,236725
"new.row.9628","13740",2012,246677
"new.row.9629","13740",2013,325426
"new.row.9630","24500",1969,8306
"new.row.9631","24500",1970,9040
"new.row.9632","24500",1971,9552
"new.row.9633","24500",1972,10934
"new.row.9634","24500",1973,13552
"new.row.9635","24500",1974,15257
"new.row.9636","24500",1975,16164
"new.row.9637","24500",1976,18251
"new.row.9638","24500",1977,20528
"new.row.9639","24500",1978,23282
"new.row.9640","24500",1979,25816
"new.row.9641","24500",1980,27002
"new.row.9642","24500",1981,30688
"new.row.9643","24500",1982,32352
"new.row.9644","24500",1983,34039
"new.row.9645","24500",1984,36035
"new.row.9646","24500",1985,37952
"new.row.9647","24500",1986,39605
"new.row.9648","24500",1987,40735
"new.row.9649","24500",1988,45857
"new.row.9650","24500",1989,49873
"new.row.9651","24500",1990,55333
"new.row.9652","24500",1991,59818
"new.row.9653","24500",1992,63585
"new.row.9654","24500",1993,66340
"new.row.9655","24500",1994,69290
"new.row.9656","24500",1995,72028
"new.row.9657","24500",1996,74876
"new.row.9658","24500",1997,76523
"new.row.9659","24500",1998,78787
"new.row.9660","24500",1999,81021
"new.row.9661","24500",2000,82592
"new.row.9662","24500",2001,88492
"new.row.9663","24500",2002,92184
"new.row.9664","24500",2003,94978
"new.row.9665","24500",2004,101641
"new.row.9666","24500",2005,107914
"new.row.9667","24500",2006,115490
"new.row.9668","24500",2007,122198
"new.row.9669","24500",2008,126718
"new.row.9670","24500",2009,130319
"new.row.9671","24500",2010,133456
"new.row.9672","24500",2011,108150
"new.row.9673","24500",2012,107907
"new.row.9674","24500",2013,137951
"new.row.9675","33540",1969,5863
"new.row.9676","33540",1970,6206
"new.row.9677","33540",1971,6862
"new.row.9678","33540",1972,8158
"new.row.9679","33540",1973,10409
"new.row.9680","33540",1974,11736
"new.row.9681","33540",1975,12246
"new.row.9682","33540",1976,14058
"new.row.9683","33540",1977,17033
"new.row.9684","33540",1978,20812
"new.row.9685","33540",1979,24032
"new.row.9686","33540",1980,25898
"new.row.9687","33540",1981,28096
"new.row.9688","33540",1982,29523
"new.row.9689","33540",1983,32085
"new.row.9690","33540",1984,35445
"new.row.9691","33540",1985,39275
"new.row.9692","33540",1986,41825
"new.row.9693","33540",1987,43635
"new.row.9694","33540",1988,48686
"new.row.9695","33540",1989,53155
"new.row.9696","33540",1990,61456
"new.row.9697","33540",1991,66425
"new.row.9698","33540",1992,74589
"new.row.9699","33540",1993,80403
"new.row.9700","33540",1994,85241
"new.row.9701","33540",1995,90249
"new.row.9702","33540",1996,94919
"new.row.9703","33540",1997,100015
"new.row.9704","33540",1998,103951
"new.row.9705","33540",1999,110174
"new.row.9706","33540",2000,117615
"new.row.9707","33540",2001,130236
"new.row.9708","33540",2002,137855
"new.row.9709","33540",2003,142861
"new.row.9710","33540",2004,149427
"new.row.9711","33540",2005,159443
"new.row.9712","33540",2006,168330
"new.row.9713","33540",2007,178928
"new.row.9714","33540",2008,180668
"new.row.9715","33540",2009,181304
"new.row.9716","33540",2010,180008
"new.row.9717","33540",2011,144546
"new.row.9718","33540",2012,147819
"new.row.9719","33540",2013,195914
"new.row.9720","24260",1969,6694
"new.row.9721","24260",1970,6687
"new.row.9722","24260",1971,7176
"new.row.9723","24260",1972,7994
"new.row.9724","24260",1973,10484
"new.row.9725","24260",1974,11825
"new.row.9726","24260",1975,12683
"new.row.9727","24260",1976,14009
"new.row.9728","24260",1977,15076
"new.row.9729","24260",1978,17283
"new.row.9730","24260",1979,20271
"new.row.9731","24260",1980,22398
"new.row.9732","24260",1981,25881
"new.row.9733","24260",1982,26810
"new.row.9734","24260",1983,27364
"new.row.9735","24260",1984,29526
"new.row.9736","24260",1985,31811
"new.row.9737","24260",1986,34193
"new.row.9738","24260",1987,36439
"new.row.9739","24260",1988,40530
"new.row.9740","24260",1989,43834
"new.row.9741","24260",1990,48422
"new.row.9742","24260",1991,51574
"new.row.9743","24260",1992,53999
"new.row.9744","24260",1993,58073
"new.row.9745","24260",1994,63547
"new.row.9746","24260",1995,65589
"new.row.9747","24260",1996,68257
"new.row.9748","24260",1997,72365
"new.row.9749","24260",1998,75448
"new.row.9750","24260",1999,77783
"new.row.9751","24260",2000,80154
"new.row.9752","24260",2001,84353
"new.row.9753","24260",2002,89821
"new.row.9754","24260",2003,92723
"new.row.9755","24260",2004,96325
"new.row.9756","24260",2005,103571
"new.row.9757","24260",2006,112001
"new.row.9758","24260",2007,120741
"new.row.9759","24260",2008,124638
"new.row.9760","24260",2009,126321
"new.row.9761","24260",2010,127045
"new.row.9762","24260",2011,102831
"new.row.9763","24260",2012,106621
"new.row.9764","24260",2013,140347
"new.row.9765","30700",1969,20798
"new.row.9766","30700",1970,22171
"new.row.9767","30700",1971,24744
"new.row.9768","30700",1972,27825
"new.row.9769","30700",1973,36250
"new.row.9770","30700",1974,41947
"new.row.9771","30700",1975,45260
"new.row.9772","30700",1976,49918
"new.row.9773","30700",1977,53803
"new.row.9774","30700",1978,62199
"new.row.9775","30700",1979,72138
"new.row.9776","30700",1980,78397
"new.row.9777","30700",1981,91133
"new.row.9778","30700",1982,98456
"new.row.9779","30700",1983,103752
"new.row.9780","30700",1984,114874
"new.row.9781","30700",1985,130030
"new.row.9782","30700",1986,142166
"new.row.9783","30700",1987,155569
"new.row.9784","30700",1988,175176
"new.row.9785","30700",1989,189652
"new.row.9786","30700",1990,211461
"new.row.9787","30700",1991,222151
"new.row.9788","30700",1992,233370
"new.row.9789","30700",1993,248179
"new.row.9790","30700",1994,267431
"new.row.9791","30700",1995,281141
"new.row.9792","30700",1996,295816
"new.row.9793","30700",1997,314288
"new.row.9794","30700",1998,339752
"new.row.9795","30700",1999,357594
"new.row.9796","30700",2000,383974
"new.row.9797","30700",2001,400924
"new.row.9798","30700",2002,415174
"new.row.9799","30700",2003,428750
"new.row.9800","30700",2004,448839
"new.row.9801","30700",2005,470930
"new.row.9802","30700",2006,496949
"new.row.9803","30700",2007,517793
"new.row.9804","30700",2008,526314
"new.row.9805","30700",2009,530992
"new.row.9806","30700",2010,536043
"new.row.9807","30700",2011,426928
"new.row.9808","30700",2012,445911
"new.row.9809","30700",2013,597504
"new.row.9810","16180",1969,928
"new.row.9811","16180",1970,1052
"new.row.9812","16180",1971,1295
"new.row.9813","16180",1972,1683
"new.row.9814","16180",1973,2422
"new.row.9815","16180",1974,2948
"new.row.9816","16180",1975,3080
"new.row.9817","16180",1976,3729
"new.row.9818","16180",1977,4547
"new.row.9819","16180",1978,5881
"new.row.9820","16180",1979,7450
"new.row.9821","16180",1980,8391
"new.row.9822","16180",1981,10225
"new.row.9823","16180",1982,10551
"new.row.9824","16180",1983,11115
"new.row.9825","16180",1984,13127
"new.row.9826","16180",1985,16602
"new.row.9827","16180",1986,18624
"new.row.9828","16180",1987,20587
"new.row.9829","16180",1988,23803
"new.row.9830","16180",1989,26741
"new.row.9831","16180",1990,29850
"new.row.9832","16180",1991,30977
"new.row.9833","16180",1992,32760
"new.row.9834","16180",1993,35633
"new.row.9835","16180",1994,40139
"new.row.9836","16180",1995,45000
"new.row.9837","16180",1996,47790
"new.row.9838","16180",1997,50733
"new.row.9839","16180",1998,53353
"new.row.9840","16180",1999,57847
"new.row.9841","16180",2000,62560
"new.row.9842","16180",2001,64790
"new.row.9843","16180",2002,67323
"new.row.9844","16180",2003,67989
"new.row.9845","16180",2004,71454
"new.row.9846","16180",2005,75781
"new.row.9847","16180",2006,81302
"new.row.9848","16180",2007,84648
"new.row.9849","16180",2008,82958
"new.row.9850","16180",2009,81122
"new.row.9851","16180",2010,82319
"new.row.9852","16180",2011,68191
"new.row.9853","16180",2012,69577
"new.row.9854","16180",2013,84638
"new.row.9855","29820",1969,29362
"new.row.9856","29820",1970,32795
"new.row.9857","29820",1971,37043
"new.row.9858","29820",1972,42918
"new.row.9859","29820",1973,58298
"new.row.9860","29820",1974,66562
"new.row.9861","29820",1975,72168
"new.row.9862","29820",1976,82645
"new.row.9863","29820",1977,97076
"new.row.9864","29820",1978,119300
"new.row.9865","29820",1979,149073
"new.row.9866","29820",1980,172604
"new.row.9867","29820",1981,211320
"new.row.9868","29820",1982,221656
"new.row.9869","29820",1983,238077
"new.row.9870","29820",1984,262051
"new.row.9871","29820",1985,298968
"new.row.9872","29820",1986,333303
"new.row.9873","29820",1987,377943
"new.row.9874","29820",1988,449165
"new.row.9875","29820",1989,529409
"new.row.9876","29820",1990,650669
"new.row.9877","29820",1991,700514
"new.row.9878","29820",1992,757106
"new.row.9879","29820",1993,849766
"new.row.9880","29820",1994,978524
"new.row.9881","29820",1995,1100747
"new.row.9882","29820",1996,1230334
"new.row.9883","29820",1997,1344177
"new.row.9884","29820",1998,1475217
"new.row.9885","29820",1999,1634754
"new.row.9886","29820",2000,1753955
"new.row.9887","29820",2001,1886496
"new.row.9888","29820",2002,1990511
"new.row.9889","29820",2003,2023554
"new.row.9890","29820",2004,2244193
"new.row.9891","29820",2005,2481985
"new.row.9892","29820",2006,2882176
"new.row.9893","29820",2007,3037114
"new.row.9894","29820",2008,2901191
"new.row.9895","29820",2009,2811459
"new.row.9896","29820",2010,2777751
"new.row.9897","29820",2011,2262843
"new.row.9898","29820",2012,2334842
"new.row.9899","29820",2013,2957307
"new.row.9900","39900",1969,13519
"new.row.9901","39900",1970,14829
"new.row.9902","39900",1971,17299
"new.row.9903","39900",1972,20500
"new.row.9904","39900",1973,27015
"new.row.9905","39900",1974,29916
"new.row.9906","39900",1975,32664
"new.row.9907","39900",1976,38477
"new.row.9908","39900",1977,47170
"new.row.9909","39900",1978,60384
"new.row.9910","39900",1979,75412
"new.row.9911","39900",1980,84296
"new.row.9912","39900",1981,98922
"new.row.9913","39900",1982,103004
"new.row.9914","39900",1983,109373
"new.row.9915","39900",1984,123106
"new.row.9916","39900",1985,139436
"new.row.9917","39900",1986,156160
"new.row.9918","39900",1987,172453
"new.row.9919","39900",1988,194022
"new.row.9920","39900",1989,213558
"new.row.9921","39900",1990,246525
"new.row.9922","39900",1991,257033
"new.row.9923","39900",1992,272384
"new.row.9924","39900",1993,288540
"new.row.9925","39900",1994,314544
"new.row.9926","39900",1995,343540
"new.row.9927","39900",1996,367323
"new.row.9928","39900",1997,387679
"new.row.9929","39900",1998,411565
"new.row.9930","39900",1999,445623
"new.row.9931","39900",2000,472541
"new.row.9932","39900",2001,506941
"new.row.9933","39900",2002,518296
"new.row.9934","39900",2003,527720
"new.row.9935","39900",2004,563671
"new.row.9936","39900",2005,605104
"new.row.9937","39900",2006,682990
"new.row.9938","39900",2007,734111
"new.row.9939","39900",2008,668300
"new.row.9940","39900",2009,629826
"new.row.9941","39900",2010,632007
"new.row.9942","39900",2011,517000
"new.row.9943","39900",2012,522290
"new.row.9944","39900",2013,659321
"new.row.9945","31700",1969,25505
"new.row.9946","31700",1970,26684
"new.row.9947","31700",1971,28970
"new.row.9948","31700",1972,32504
"new.row.9949","31700",1973,42235
"new.row.9950","31700",1974,47668
"new.row.9951","31700",1975,49412
"new.row.9952","31700",1976,55523
"new.row.9953","31700",1977,63120
"new.row.9954","31700",1978,73434
"new.row.9955","31700",1979,89585
"new.row.9956","31700",1980,102113
"new.row.9957","31700",1981,123263
"new.row.9958","31700",1982,139240
"new.row.9959","31700",1983,158601
"new.row.9960","31700",1984,185798
"new.row.9961","31700",1985,218414
"new.row.9962","31700",1986,246285
"new.row.9963","31700",1987,275745
"new.row.9964","31700",1988,305958
"new.row.9965","31700",1989,317635
"new.row.9966","31700",1990,324386
"new.row.9967","31700",1991,332379
"new.row.9968","31700",1992,354694
"new.row.9969","31700",1993,362048
"new.row.9970","31700",1994,386001
"new.row.9971","31700",1995,412305
"new.row.9972","31700",1996,442954
"new.row.9973","31700",1997,476440
"new.row.9974","31700",1998,516547
"new.row.9975","31700",1999,556632
"new.row.9976","31700",2000,613545
"new.row.9977","31700",2001,628014
"new.row.9978","31700",2002,632418
"new.row.9979","31700",2003,668558
"new.row.9980","31700",2004,708426
"new.row.9981","31700",2005,744573
"new.row.9982","31700",2006,774207
"new.row.9983","31700",2007,821626
"new.row.9984","31700",2008,847272
"new.row.9985","31700",2009,823596
"new.row.9986","31700",2010,831197
"new.row.9987","31700",2011,681457
"new.row.9988","31700",2012,694062
"new.row.9989","31700",2013,919236
"new.row.9990","10900",1969,66223
"new.row.9991","10900",1970,70424
"new.row.9992","10900",1971,76850
"new.row.9993","10900",1972,87484
"new.row.9994","10900",1973,112990
"new.row.9995","10900",1974,130765
"new.row.9996","10900",1975,136429
"new.row.9997","10900",1976,145178
"new.row.9998","10900",1977,158486
"new.row.9999","10900",1978,179396
"new.row.10000","10900",1979,208945
"new.row.10001","10900",1980,228419
"new.row.10002","10900",1981,265442
"new.row.10003","10900",1982,278212
"new.row.10004","10900",1983,285944
"new.row.10005","10900",1984,323030
"new.row.10006","10900",1985,359673
"new.row.10007","10900",1986,381744
"new.row.10008","10900",1987,416917
"new.row.10009","10900",1988,467081
"new.row.10010","10900",1989,502960
"new.row.10011","10900",1990,530791
"new.row.10012","10900",1991,558785
"new.row.10013","10900",1992,595331
"new.row.10014","10900",1993,626126
"new.row.10015","10900",1994,664020
"new.row.10016","10900",1995,693840
"new.row.10017","10900",1996,711033
"new.row.10018","10900",1997,740577
"new.row.10019","10900",1998,770403
"new.row.10020","10900",1999,824966
"new.row.10021","10900",2000,860037
"new.row.10022","10900",2001,905145
"new.row.10023","10900",2002,945252
"new.row.10024","10900",2003,969828
"new.row.10025","10900",2004,1027289
"new.row.10026","10900",2005,1084885
"new.row.10027","10900",2006,1152954
"new.row.10028","10900",2007,1218069
"new.row.10029","10900",2008,1244669
"new.row.10030","10900",2009,1223701
"new.row.10031","10900",2010,1254256
"new.row.10032","10900",2011,1031819
"new.row.10033","10900",2012,1057346
"new.row.10034","10900",2013,1384773
"new.row.10035","12100",1969,17964
"new.row.10036","12100",1970,19525
"new.row.10037","12100",1971,21496
"new.row.10038","12100",1972,24017
"new.row.10039","12100",1973,29840
"new.row.10040","12100",1974,32708
"new.row.10041","12100",1975,34092
"new.row.10042","12100",1976,36641
"new.row.10043","12100",1977,40433
"new.row.10044","12100",1978,48195
"new.row.10045","12100",1979,64607
"new.row.10046","12100",1980,80381
"new.row.10047","12100",1981,105287
"new.row.10048","12100",1982,116230
"new.row.10049","12100",1983,132230
"new.row.10050","12100",1984,155424
"new.row.10051","12100",1985,178860
"new.row.10052","12100",1986,200921
"new.row.10053","12100",1987,223018
"new.row.10054","12100",1988,253156
"new.row.10055","12100",1989,265996
"new.row.10056","12100",1990,269391
"new.row.10057","12100",1991,254836
"new.row.10058","12100",1992,282509
"new.row.10059","12100",1993,294273
"new.row.10060","12100",1994,306140
"new.row.10061","12100",1995,327362
"new.row.10062","12100",1996,347676
"new.row.10063","12100",1997,355904
"new.row.10064","12100",1998,373089
"new.row.10065","12100",1999,381408
"new.row.10066","12100",2000,391085
"new.row.10067","12100",2001,406995
"new.row.10068","12100",2002,425914
"new.row.10069","12100",2003,443353
"new.row.10070","12100",2004,467477
"new.row.10071","12100",2005,500716
"new.row.10072","12100",2006,521853
"new.row.10073","12100",2007,532704
"new.row.10074","12100",2008,530428
"new.row.10075","12100",2009,503871
"new.row.10076","12100",2010,503605
"new.row.10077","12100",2011,406186
"new.row.10078","12100",2012,407817
"new.row.10079","12100",2013,518845
"new.row.10080","35620",1969,2436653
"new.row.10081","35620",1970,2583297
"new.row.10082","35620",1971,2810955
"new.row.10083","35620",1972,3099284
"new.row.10084","35620",1973,3826551
"new.row.10085","35620",1974,4216054
"new.row.10086","35620",1975,4388379
"new.row.10087","35620",1976,4623869
"new.row.10088","35620",1977,4967760
"new.row.10089","35620",1978,5567966
"new.row.10090","35620",1979,6401811
"new.row.10091","35620",1980,7122471
"new.row.10092","35620",1981,8458399
"new.row.10093","35620",1982,9306614
"new.row.10094","35620",1983,10120056
"new.row.10095","35620",1984,11234201
"new.row.10096","35620",1985,12770904
"new.row.10097","35620",1986,14237643
"new.row.10098","35620",1987,15546690
"new.row.10099","35620",1988,17448311
"new.row.10100","35620",1989,18451883
"new.row.10101","35620",1990,18656511
"new.row.10102","35620",1991,19206937
"new.row.10103","35620",1992,20078485
"new.row.10104","35620",1993,20560187
"new.row.10105","35620",1994,21539634
"new.row.10106","35620",1995,22752823
"new.row.10107","35620",1996,23869406
"new.row.10108","35620",1997,25125563
"new.row.10109","35620",1998,26782871
"new.row.10110","35620",1999,28462794
"new.row.10111","35620",2000,30779505
"new.row.10112","35620",2001,32023875
"new.row.10113","35620",2002,32465277
"new.row.10114","35620",2003,33237814
"new.row.10115","35620",2004,35007348
"new.row.10116","35620",2005,36976931
"new.row.10117","35620",2006,39468076
"new.row.10118","35620",2007,42247697
"new.row.10119","35620",2008,43542607
"new.row.10120","35620",2009,42106230
"new.row.10121","35620",2010,43027408
"new.row.10122","35620",2011,34947238
"new.row.10123","35620",2012,35613250
"new.row.10124","35620",2013,47637745
"new.row.10125","36140",1969,4986
"new.row.10126","36140",1970,5743
"new.row.10127","36140",1971,6577
"new.row.10128","36140",1972,7496
"new.row.10129","36140",1973,9877
"new.row.10130","36140",1974,11197
"new.row.10131","36140",1975,12200
"new.row.10132","36140",1976,13284
"new.row.10133","36140",1977,14743
"new.row.10134","36140",1978,16969
"new.row.10135","36140",1979,19323
"new.row.10136","36140",1980,21605
"new.row.10137","36140",1981,25190
"new.row.10138","36140",1982,27652
"new.row.10139","36140",1983,30951
"new.row.10140","36140",1984,35254
"new.row.10141","36140",1985,40459
"new.row.10142","36140",1986,45708
"new.row.10143","36140",1987,51431
"new.row.10144","36140",1988,59643
"new.row.10145","36140",1989,64561
"new.row.10146","36140",1990,64363
"new.row.10147","36140",1991,68123
"new.row.10148","36140",1992,71592
"new.row.10149","36140",1993,72483
"new.row.10150","36140",1994,76703
"new.row.10151","36140",1995,80436
"new.row.10152","36140",1996,84281
"new.row.10153","36140",1997,86975
"new.row.10154","36140",1998,90674
"new.row.10155","36140",1999,95254
"new.row.10156","36140",2000,98890
"new.row.10157","36140",2001,105932
"new.row.10158","36140",2002,111865
"new.row.10159","36140",2003,117850
"new.row.10160","36140",2004,126949
"new.row.10161","36140",2005,136729
"new.row.10162","36140",2006,142462
"new.row.10163","36140",2007,146362
"new.row.10164","36140",2008,151932
"new.row.10165","36140",2009,151948
"new.row.10166","36140",2010,152405
"new.row.10167","36140",2011,127980
"new.row.10168","36140",2012,129226
"new.row.10169","36140",2013,161199
"new.row.10170","45940",1969,40052
"new.row.10171","45940",1970,42703
"new.row.10172","45940",1971,48225
"new.row.10173","45940",1972,55318
"new.row.10174","45940",1973,69838
"new.row.10175","45940",1974,78085
"new.row.10176","45940",1975,80238
"new.row.10177","45940",1976,86499
"new.row.10178","45940",1977,94431
"new.row.10179","45940",1978,107356
"new.row.10180","45940",1979,122891
"new.row.10181","45940",1980,136270
"new.row.10182","45940",1981,159803
"new.row.10183","45940",1982,172379
"new.row.10184","45940",1983,192348
"new.row.10185","45940",1984,220568
"new.row.10186","45940",1985,252703
"new.row.10187","45940",1986,286161
"new.row.10188","45940",1987,317706
"new.row.10189","45940",1988,369304
"new.row.10190","45940",1989,395340
"new.row.10191","45940",1990,411765
"new.row.10192","45940",1991,440373
"new.row.10193","45940",1992,461826
"new.row.10194","45940",1993,467487
"new.row.10195","45940",1994,491799
"new.row.10196","45940",1995,509586
"new.row.10197","45940",1996,525794
"new.row.10198","45940",1997,558074
"new.row.10199","45940",1998,583466
"new.row.10200","45940",1999,613209
"new.row.10201","45940",2000,666328
"new.row.10202","45940",2001,713868
"new.row.10203","45940",2002,745532
"new.row.10204","45940",2003,777539
"new.row.10205","45940",2004,816950
"new.row.10206","45940",2005,857347
"new.row.10207","45940",2006,923807
"new.row.10208","45940",2007,965792
"new.row.10209","45940",2008,1001560
"new.row.10210","45940",2009,986038
"new.row.10211","45940",2010,1025262
"new.row.10212","45940",2011,813407
"new.row.10213","45940",2012,839325
"new.row.10214","45940",2013,1127171
"new.row.10215","47220",1969,13468
