"","msa.fips","year","wage.and.salary.employment"
"new.row.2743","39380",1984,40324
"new.row.2744","39380",1985,41376
"new.row.2745","39380",1986,41743
"new.row.2746","39380",1987,41924
"new.row.2747","39380",1988,42751
"new.row.2748","39380",1989,44363
"new.row.2749","39380",1990,46720
"new.row.2750","39380",1991,46278
"new.row.2751","39380",1992,46740
"new.row.2752","39380",1993,47602
"new.row.2753","39380",1994,49968
"new.row.2754","39380",1995,51867
"new.row.2755","39380",1996,53692
"new.row.2756","39380",1997,56439
"new.row.2757","39380",1998,58157
"new.row.2758","39380",1999,58518
"new.row.2759","39380",2000,58744
"new.row.2760","39380",2001,58317
"new.row.2761","39380",2002,57983
"new.row.2762","39380",2003,57685
"new.row.2763","39380",2004,57318
"new.row.2764","39380",2005,57820
"new.row.2765","39380",2006,59251
"new.row.2766","39380",2007,60973
"new.row.2767","39380",2008,61618
"new.row.2768","39380",2009,59955
"new.row.2769","39380",2010,59747
"new.row.2770","39380",2011,60784
"new.row.2771","39380",2012,60728
"new.row.2772","14860",1969,324064
"new.row.2773","14860",1970,321544
"new.row.2774","14860",1971,311655
"new.row.2775","14860",1972,316110
"new.row.2776","14860",1973,328069
"new.row.2777","14860",1974,331493
"new.row.2778","14860",1975,321345
"new.row.2779","14860",1976,329644
"new.row.2780","14860",1977,344229
"new.row.2781","14860",1978,364029
"new.row.2782","14860",1979,380117
"new.row.2783","14860",1980,391345
"new.row.2784","14860",1981,402023
"new.row.2785","14860",1982,402427
"new.row.2786","14860",1983,402901
"new.row.2787","14860",1984,420714
"new.row.2788","14860",1985,431807
"new.row.2789","14860",1986,439055
"new.row.2790","14860",1987,445439
"new.row.2791","14860",1988,450721
"new.row.2792","14860",1989,446534
"new.row.2793","14860",1990,432266
"new.row.2794","14860",1991,413774
"new.row.2795","14860",1992,405561
"new.row.2796","14860",1993,411767
"new.row.2797","14860",1994,415581
"new.row.2798","14860",1995,422659
"new.row.2799","14860",1996,428954
"new.row.2800","14860",1997,438826
"new.row.2801","14860",1998,450008
"new.row.2802","14860",1999,456285
"new.row.2803","14860",2000,462599
"new.row.2804","14860",2001,457431
"new.row.2805","14860",2002,452793
"new.row.2806","14860",2003,448347
"new.row.2807","14860",2004,447370
"new.row.2808","14860",2005,448869
"new.row.2809","14860",2006,452916
"new.row.2810","14860",2007,459738
"new.row.2811","14860",2008,457292
"new.row.2812","14860",2009,435956
"new.row.2813","14860",2010,430561
"new.row.2814","14860",2011,436926
"new.row.2815","14860",2012,441709
"new.row.2816","25540",1969,471613
"new.row.2817","25540",1970,472055
"new.row.2818","25540",1971,460150
"new.row.2819","25540",1972,468822
"new.row.2820","25540",1973,489568
"new.row.2821","25540",1974,501063
"new.row.2822","25540",1975,488019
"new.row.2823","25540",1976,492055
"new.row.2824","25540",1977,506214
"new.row.2825","25540",1978,534063
"new.row.2826","25540",1979,557792
"new.row.2827","25540",1980,570717
"new.row.2828","25540",1981,571312
"new.row.2829","25540",1982,565560
"new.row.2830","25540",1983,572665
"new.row.2831","25540",1984,599396
"new.row.2832","25540",1985,619443
"new.row.2833","25540",1986,644349
"new.row.2834","25540",1987,663916
"new.row.2835","25540",1988,675757
"new.row.2836","25540",1989,674034
"new.row.2837","25540",1990,662798
"new.row.2838","25540",1991,629925
"new.row.2839","25540",1992,611624
"new.row.2840","25540",1993,607265
"new.row.2841","25540",1994,606217
"new.row.2842","25540",1995,607004
"new.row.2843","25540",1996,611220
"new.row.2844","25540",1997,620089
"new.row.2845","25540",1998,628413
"new.row.2846","25540",1999,639112
"new.row.2847","25540",2000,648020
"new.row.2848","25540",2001,649239
"new.row.2849","25540",2002,640307
"new.row.2850","25540",2003,630686
"new.row.2851","25540",2004,633457
"new.row.2852","25540",2005,640448
"new.row.2853","25540",2006,649315
"new.row.2854","25540",2007,656766
"new.row.2855","25540",2008,661529
"new.row.2856","25540",2009,637713
"new.row.2857","25540",2010,627213
"new.row.2858","25540",2011,633696
"new.row.2859","25540",2012,639726
"new.row.2860","35300",1969,311347
"new.row.2861","35300",1970,308284
"new.row.2862","35300",1971,301666
"new.row.2863","35300",1972,307986
"new.row.2864","35300",1973,320540
"new.row.2865","35300",1974,327631
"new.row.2866","35300",1975,312776
"new.row.2867","35300",1976,314308
"new.row.2868","35300",1977,322977
"new.row.2869","35300",1978,333956
"new.row.2870","35300",1979,343812
"new.row.2871","35300",1980,343010
"new.row.2872","35300",1981,340442
"new.row.2873","35300",1982,334754
"new.row.2874","35300",1983,338443
"new.row.2875","35300",1984,357767
"new.row.2876","35300",1985,365131
"new.row.2877","35300",1986,373341
"new.row.2878","35300",1987,385559
"new.row.2879","35300",1988,393751
"new.row.2880","35300",1989,392276
"new.row.2881","35300",1990,381869
"new.row.2882","35300",1991,364417
"new.row.2883","35300",1992,357061
"new.row.2884","35300",1993,360234
"new.row.2885","35300",1994,361678
"new.row.2886","35300",1995,365644
"new.row.2887","35300",1996,372545
"new.row.2888","35300",1997,380525
"new.row.2889","35300",1998,388149
"new.row.2890","35300",1999,391889
"new.row.2891","35300",2000,397012
"new.row.2892","35300",2001,396338
"new.row.2893","35300",2002,395262
"new.row.2894","35300",2003,389153
"new.row.2895","35300",2004,394096
"new.row.2896","35300",2005,393094
"new.row.2897","35300",2006,395874
"new.row.2898","35300",2007,396898
"new.row.2899","35300",2008,395308
"new.row.2900","35300",2009,380216
"new.row.2901","35300",2010,374544
"new.row.2902","35300",2011,377056
"new.row.2903","35300",2012,382516
"new.row.2904","35980",1969,92953
"new.row.2905","35980",1970,93494
"new.row.2906","35980",1971,93889
"new.row.2907","35980",1972,95233
"new.row.2908","35980",1973,99841
"new.row.2909","35980",1974,105672
"new.row.2910","35980",1975,102764
"new.row.2911","35980",1976,105747
"new.row.2912","35980",1977,111218
"new.row.2913","35980",1978,110226
"new.row.2914","35980",1979,112048
"new.row.2915","35980",1980,114459
"new.row.2916","35980",1981,116920
"new.row.2917","35980",1982,118424
"new.row.2918","35980",1983,123100
"new.row.2919","35980",1984,127015
"new.row.2920","35980",1985,128669
"new.row.2921","35980",1986,128529
"new.row.2922","35980",1987,132263
"new.row.2923","35980",1988,131905
"new.row.2924","35980",1989,132948
"new.row.2925","35980",1990,129269
"new.row.2926","35980",1991,124383
"new.row.2927","35980",1992,121839
"new.row.2928","35980",1993,122989
"new.row.2929","35980",1994,126986
"new.row.2930","35980",1995,130583
"new.row.2931","35980",1996,132400
"new.row.2932","35980",1997,135884
"new.row.2933","35980",1998,135606
"new.row.2934","35980",1999,136764
"new.row.2935","35980",2000,138516
"new.row.2936","35980",2001,140375
"new.row.2937","35980",2002,143586
"new.row.2938","35980",2003,143855
"new.row.2939","35980",2004,143556
"new.row.2940","35980",2005,144846
"new.row.2941","35980",2006,144599
"new.row.2942","35980",2007,144679
"new.row.2943","35980",2008,146207
"new.row.2944","35980",2009,141254
"new.row.2945","35980",2010,138558
"new.row.2946","35980",2011,137592
"new.row.2947","35980",2012,136892
"new.row.2948","49340",1969,274917
"new.row.2949","49340",1970,272927
"new.row.2950","49340",1971,269075
"new.row.2951","49340",1972,274490
"new.row.2952","49340",1973,287954
"new.row.2953","49340",1974,289909
"new.row.2954","49340",1975,274938
"new.row.2955","49340",1976,283051
"new.row.2956","49340",1977,288050
"new.row.2957","49340",1978,300189
"new.row.2958","49340",1979,308936
"new.row.2959","49340",1980,307629
"new.row.2960","49340",1981,306430
"new.row.2961","49340",1982,298161
"new.row.2962","49340",1983,300221
"new.row.2963","49340",1984,315785
"new.row.2964","49340",1985,324538
"new.row.2965","49340",1986,336224
"new.row.2966","49340",1987,347889
"new.row.2967","49340",1988,359384
"new.row.2968","49340",1989,356083
"new.row.2969","49340",1990,343153
"new.row.2970","49340",1991,323931
"new.row.2971","49340",1992,325945
"new.row.2972","49340",1993,335449
"new.row.2973","49340",1994,343808
"new.row.2974","49340",1995,350972
"new.row.2975","49340",1996,354653
"new.row.2976","49340",1997,361446
"new.row.2977","49340",1998,370963
"new.row.2978","49340",1999,373205
"new.row.2979","49340",2000,382362
"new.row.2980","49340",2001,383128
"new.row.2981","49340",2002,379584
"new.row.2982","49340",2003,377376
"new.row.2983","49340",2004,377964
"new.row.2984","49340",2005,377670
"new.row.2985","49340",2006,381113
"new.row.2986","49340",2007,382978
"new.row.2987","49340",2008,382375
"new.row.2988","49340",2009,368930
"new.row.2989","49340",2010,367644
"new.row.2990","49340",2011,372999
"new.row.2991","49340",2012,375238
"new.row.2992","20100",1969,38284
"new.row.2993","20100",1970,38006
"new.row.2994","20100",1971,38841
"new.row.2995","20100",1972,40627
"new.row.2996","20100",1973,41505
"new.row.2997","20100",1974,41166
"new.row.2998","20100",1975,40162
"new.row.2999","20100",1976,40239
"new.row.3000","20100",1977,41026
"new.row.3001","20100",1978,40744
"new.row.3002","20100",1979,41281
"new.row.3003","20100",1980,41315
"new.row.3004","20100",1981,41396
"new.row.3005","20100",1982,41806
"new.row.3006","20100",1983,41610
"new.row.3007","20100",1984,42717
"new.row.3008","20100",1985,44574
"new.row.3009","20100",1986,45816
"new.row.3010","20100",1987,46994
"new.row.3011","20100",1988,48121
"new.row.3012","20100",1989,49335
"new.row.3013","20100",1990,50200
"new.row.3014","20100",1991,51638
"new.row.3015","20100",1992,53310
"new.row.3016","20100",1993,54394
"new.row.3017","20100",1994,55928
"new.row.3018","20100",1995,57185
"new.row.3019","20100",1996,57999
"new.row.3020","20100",1997,57318
"new.row.3021","20100",1998,58329
"new.row.3022","20100",1999,59847
"new.row.3023","20100",2000,60789
"new.row.3024","20100",2001,62172
"new.row.3025","20100",2002,63467
"new.row.3026","20100",2003,64326
"new.row.3027","20100",2004,66715
"new.row.3028","20100",2005,69218
"new.row.3029","20100",2006,69753
"new.row.3030","20100",2007,70677
"new.row.3031","20100",2008,70580
"new.row.3032","20100",2009,67404
"new.row.3033","20100",2010,67610
"new.row.3034","20100",2011,67844
"new.row.3035","20100",2012,68725
"new.row.3036","37980",1969,2215751
"new.row.3037","37980",1970,2195034
"new.row.3038","37980",1971,2163065
"new.row.3039","37980",1972,2189148
"new.row.3040","37980",1973,2225795
"new.row.3041","37980",1974,2213152
"new.row.3042","37980",1975,2135107
"new.row.3043","37980",1976,2156880
"new.row.3044","37980",1977,2171822
"new.row.3045","37980",1978,2236578
"new.row.3046","37980",1979,2282865
"new.row.3047","37980",1980,2274552
"new.row.3048","37980",1981,2268779
"new.row.3049","37980",1982,2248617
"new.row.3050","37980",1983,2277168
"new.row.3051","37980",1984,2360306
"new.row.3052","37980",1985,2421035
"new.row.3053","37980",1986,2472109
"new.row.3054","37980",1987,2552247
"new.row.3055","37980",1988,2600553
"new.row.3056","37980",1989,2637275
"new.row.3057","37980",1990,2614846
"new.row.3058","37980",1991,2541273
"new.row.3059","37980",1992,2514192
"new.row.3060","37980",1993,2531595
"new.row.3061","37980",1994,2556602
"new.row.3062","37980",1995,2573082
"new.row.3063","37980",1996,2601131
"new.row.3064","37980",1997,2667643
"new.row.3065","37980",1998,2730668
"new.row.3066","37980",1999,2783515
"new.row.3067","37980",2000,2833244
"new.row.3068","37980",2001,2835398
"new.row.3069","37980",2002,2823331
"new.row.3070","37980",2003,2816331
"new.row.3071","37980",2004,2832898
"new.row.3072","37980",2005,2864644
"new.row.3073","37980",2006,2892104
"new.row.3074","37980",2007,2903709
"new.row.3075","37980",2008,2903851
"new.row.3076","37980",2009,2806059
"new.row.3077","37980",2010,2780946
"new.row.3078","37980",2011,2795494
"new.row.3079","37980",2012,2817799
"new.row.3080","41540",1969,71129
"new.row.3081","41540",1970,74169
"new.row.3082","41540",1971,76118
"new.row.3083","41540",1972,79750
"new.row.3084","41540",1973,83099
"new.row.3085","41540",1974,82209
"new.row.3086","41540",1975,79207
"new.row.3087","41540",1976,80392
"new.row.3088","41540",1977,82216
"new.row.3089","41540",1978,87627
"new.row.3090","41540",1979,87962
"new.row.3091","41540",1980,86037
"new.row.3092","41540",1981,85869
"new.row.3093","41540",1982,86400
"new.row.3094","41540",1983,92797
"new.row.3095","41540",1984,98259
"new.row.3096","41540",1985,103413
"new.row.3097","41540",1986,106994
"new.row.3098","41540",1987,112064
"new.row.3099","41540",1988,115219
"new.row.3100","41540",1989,116442
"new.row.3101","41540",1990,118604
"new.row.3102","41540",1991,117424
"new.row.3103","41540",1992,117628
"new.row.3104","41540",1993,120015
"new.row.3105","41540",1994,123383
"new.row.3106","41540",1995,127820
"new.row.3107","41540",1996,129803
"new.row.3108","41540",1997,133564
"new.row.3109","41540",1998,136323
"new.row.3110","41540",1999,139637
"new.row.3111","41540",2000,143111
"new.row.3112","41540",2001,144935
"new.row.3113","41540",2002,147279
"new.row.3114","41540",2003,147618
"new.row.3115","41540",2004,152104
"new.row.3116","41540",2005,155373
"new.row.3117","41540",2006,159426
"new.row.3118","41540",2007,159701
"new.row.3119","41540",2008,158931
"new.row.3120","41540",2009,153790
"new.row.3121","41540",2010,152313
"new.row.3122","41540",2011,151730
"new.row.3123","41540",2012,153720
"new.row.3124","47900",1969,1466959
"new.row.3125","47900",1970,1492592
"new.row.3126","47900",1971,1523758
"new.row.3127","47900",1972,1565798
"new.row.3128","47900",1973,1611698
"new.row.3129","47900",1974,1632911
"new.row.3130","47900",1975,1641569
"new.row.3131","47900",1976,1667153
"new.row.3132","47900",1977,1712090
"new.row.3133","47900",1978,1788161
"new.row.3134","47900",1979,1846098
"new.row.3135","47900",1980,1880722
"new.row.3136","47900",1981,1890067
"new.row.3137","47900",1982,1875104
"new.row.3138","47900",1983,1935178
"new.row.3139","47900",1984,2053454
"new.row.3140","47900",1985,2157190
"new.row.3141","47900",1986,2257797
"new.row.3142","47900",1987,2367220
"new.row.3143","47900",1988,2458507
"new.row.3144","47900",1989,2527280
"new.row.3145","47900",1990,2549058
"new.row.3146","47900",1991,2472381
"new.row.3147","47900",1992,2475629
"new.row.3148","47900",1993,2515623
"new.row.3149","47900",1994,2549448
"new.row.3150","47900",1995,2564910
"new.row.3151","47900",1996,2590202
"new.row.3152","47900",1997,2646574
"new.row.3153","47900",1998,2712588
"new.row.3154","47900",1999,2796945
"new.row.3155","47900",2000,2912685
"new.row.3156","47900",2001,2938478
"new.row.3157","47900",2002,2957428
"new.row.3158","47900",2003,2975917
"new.row.3159","47900",2004,3042500
"new.row.3160","47900",2005,3095676
"new.row.3161","47900",2006,3134870
"new.row.3162","47900",2007,3163763
"new.row.3163","47900",2008,3174479
"new.row.3164","47900",2009,3121935
"new.row.3165","47900",2010,3126319
"new.row.3166","47900",2011,3168818
"new.row.3167","47900",2012,3200066
"new.row.3168","15980",1969,31249
"new.row.3169","15980",1970,33539
"new.row.3170","15980",1971,34911
"new.row.3171","15980",1972,38553
"new.row.3172","15980",1973,44834
"new.row.3173","15980",1974,48449
"new.row.3174","15980",1975,47652
"new.row.3175","15980",1976,50563
"new.row.3176","15980",1977,56299
"new.row.3177","15980",1978,63981
"new.row.3178","15980",1979,70294
"new.row.3179","15980",1980,74482
"new.row.3180","15980",1981,79725
"new.row.3181","15980",1982,79850
"new.row.3182","15980",1983,84721
"new.row.3183","15980",1984,92165
"new.row.3184","15980",1985,98802
"new.row.3185","15980",1986,104243
"new.row.3186","15980",1987,112157
"new.row.3187","15980",1988,119462
"new.row.3188","15980",1989,128320
"new.row.3189","15980",1990,131699
"new.row.3190","15980",1991,130030
"new.row.3191","15980",1992,130875
"new.row.3192","15980",1993,136709
"new.row.3193","15980",1994,144388
"new.row.3194","15980",1995,150057
"new.row.3195","15980",1996,154154
"new.row.3196","15980",1997,156956
"new.row.3197","15980",1998,163381
"new.row.3198","15980",1999,169453
"new.row.3199","15980",2000,175562
"new.row.3200","15980",2001,187237
"new.row.3201","15980",2002,192054
"new.row.3202","15980",2003,207133
"new.row.3203","15980",2004,218023
"new.row.3204","15980",2005,234384
"new.row.3205","15980",2006,247503
"new.row.3206","15980",2007,243025
"new.row.3207","15980",2008,225890
"new.row.3208","15980",2009,209140
"new.row.3209","15980",2010,206477
"new.row.3210","15980",2011,211327
"new.row.3211","15980",2012,217704
"new.row.3212","18880",1969,39413
"new.row.3213","18880",1970,39072
"new.row.3214","18880",1971,40724
"new.row.3215","18880",1972,41745
"new.row.3216","18880",1973,43381
"new.row.3217","18880",1974,45452
"new.row.3218","18880",1975,45210
"new.row.3219","18880",1976,46426
"new.row.3220","18880",1977,47696
"new.row.3221","18880",1978,50410
"new.row.3222","18880",1979,51969
"new.row.3223","18880",1980,51788
"new.row.3224","18880",1981,54333
"new.row.3225","18880",1982,55993
"new.row.3226","18880",1983,59165
"new.row.3227","18880",1984,64068
"new.row.3228","18880",1985,66467
"new.row.3229","18880",1986,69767
"new.row.3230","18880",1987,73115
"new.row.3231","18880",1988,75283
"new.row.3232","18880",1989,77776
"new.row.3233","18880",1990,78800
"new.row.3234","18880",1991,80100
"new.row.3235","18880",1992,82187
"new.row.3236","18880",1993,85082
"new.row.3237","18880",1994,89496
"new.row.3238","18880",1995,92267
"new.row.3239","18880",1996,95395
"new.row.3240","18880",1997,98906
"new.row.3241","18880",1998,100641
"new.row.3242","18880",1999,103545
"new.row.3243","18880",2000,106484
"new.row.3244","18880",2001,101175
"new.row.3245","18880",2002,104983
"new.row.3246","18880",2003,110666
"new.row.3247","18880",2004,119778
"new.row.3248","18880",2005,123067
"new.row.3249","18880",2006,127148
"new.row.3250","18880",2007,125490
"new.row.3251","18880",2008,121028
"new.row.3252","18880",2009,116382
"new.row.3253","18880",2010,113439
"new.row.3254","18880",2011,116093
"new.row.3255","18880",2012,119100
"new.row.3256","19660",1969,51577
"new.row.3257","19660",1970,52618
"new.row.3258","19660",1971,55423
"new.row.3259","19660",1972,60169
"new.row.3260","19660",1973,67065
"new.row.3261","19660",1974,70727
"new.row.3262","19660",1975,69890
"new.row.3263","19660",1976,70548
"new.row.3264","19660",1977,73471
"new.row.3265","19660",1978,78977
"new.row.3266","19660",1979,84276
"new.row.3267","19660",1980,88197
"new.row.3268","19660",1981,91700
"new.row.3269","19660",1982,93204
"new.row.3270","19660",1983,97346
"new.row.3271","19660",1984,104492
"new.row.3272","19660",1985,111412
"new.row.3273","19660",1986,116512
"new.row.3274","19660",1987,122497
"new.row.3275","19660",1988,128045
"new.row.3276","19660",1989,133852
"new.row.3277","19660",1990,136143
"new.row.3278","19660",1991,135871
"new.row.3279","19660",1992,136788
"new.row.3280","19660",1993,142707
"new.row.3281","19660",1994,147099
"new.row.3282","19660",1995,152085
"new.row.3283","19660",1996,155264
"new.row.3284","19660",1997,157381
"new.row.3285","19660",1998,159146
"new.row.3286","19660",1999,163014
"new.row.3287","19660",2000,166536
"new.row.3288","19660",2001,168486
"new.row.3289","19660",2002,173145
"new.row.3290","19660",2003,179841
"new.row.3291","19660",2004,187209
"new.row.3292","19660",2005,196381
"new.row.3293","19660",2006,204140
"new.row.3294","19660",2007,202788
"new.row.3295","19660",2008,194579
"new.row.3296","19660",2009,182491
"new.row.3297","19660",2010,179349
"new.row.3298","19660",2011,180012
"new.row.3299","19660",2012,181937
"new.row.3300","23540",1969,42394
"new.row.3301","23540",1970,44733
"new.row.3302","23540",1971,47128
"new.row.3303","23540",1972,52125
"new.row.3304","23540",1973,56646
"new.row.3305","23540",1974,58714
"new.row.3306","23540",1975,58937
"new.row.3307","23540",1976,58837
"new.row.3308","23540",1977,61385
"new.row.3309","23540",1978,65532
"new.row.3310","23540",1979,68599
"new.row.3311","23540",1980,71561
"new.row.3312","23540",1981,73017
"new.row.3313","23540",1982,74885
"new.row.3314","23540",1983,77263
"new.row.3315","23540",1984,81650
"new.row.3316","23540",1985,85516
"new.row.3317","23540",1986,88488
"new.row.3318","23540",1987,90992
"new.row.3319","23540",1988,94270
"new.row.3320","23540",1989,96799
"new.row.3321","23540",1990,99729
"new.row.3322","23540",1991,99727
"new.row.3323","23540",1992,100919
"new.row.3324","23540",1993,105648
"new.row.3325","23540",1994,110315
"new.row.3326","23540",1995,113446
"new.row.3327","23540",1996,116641
"new.row.3328","23540",1997,117801
"new.row.3329","23540",1998,121182
"new.row.3330","23540",1999,124985
"new.row.3331","23540",2000,128128
"new.row.3332","23540",2001,131345
"new.row.3333","23540",2002,130231
"new.row.3334","23540",2003,130197
"new.row.3335","23540",2004,136587
"new.row.3336","23540",2005,137880
"new.row.3337","23540",2006,140535
"new.row.3338","23540",2007,141771
"new.row.3339","23540",2008,140454
"new.row.3340","23540",2009,133545
"new.row.3341","23540",2010,131449
"new.row.3342","23540",2011,131791
"new.row.3343","23540",2012,133216
"new.row.3344","26140",1969,3993
"new.row.3345","26140",1970,4563
"new.row.3346","26140",1971,5078
"new.row.3347","26140",1972,6037
"new.row.3348","26140",1973,7827
"new.row.3349","26140",1974,7405
"new.row.3350","26140",1975,7045
"new.row.3351","26140",1976,7308
"new.row.3352","26140",1977,8022
"new.row.3353","26140",1978,8998
"new.row.3354","26140",1979,10032
"new.row.3355","26140",1980,11138
"new.row.3356","26140",1981,12517
"new.row.3357","26140",1982,13240
"new.row.3358","26140",1983,13688
"new.row.3359","26140",1984,15334
"new.row.3360","26140",1985,17085
"new.row.3361","26140",1986,17734
"new.row.3362","26140",1987,20063
"new.row.3363","26140",1988,21204
"new.row.3364","26140",1989,22130
"new.row.3365","26140",1990,22981
"new.row.3366","26140",1991,23074
"new.row.3367","26140",1992,23368
"new.row.3368","26140",1993,24499
"new.row.3369","26140",1994,25468
"new.row.3370","26140",1995,25279
"new.row.3371","26140",1996,26455
"new.row.3372","26140",1997,26717
"new.row.3373","26140",1998,27699
"new.row.3374","26140",1999,29174
"new.row.3375","26140",2000,30148
"new.row.3376","26140",2001,30878
"new.row.3377","26140",2002,31242
"new.row.3378","26140",2003,32052
"new.row.3379","26140",2004,33247
"new.row.3380","26140",2005,35170
"new.row.3381","26140",2006,37750
"new.row.3382","26140",2007,37578
"new.row.3383","26140",2008,36317
"new.row.3384","26140",2009,34374
"new.row.3385","26140",2010,34093
"new.row.3386","26140",2011,33738
"new.row.3387","26140",2012,33852
"new.row.3388","27260",1969,265498
"new.row.3389","27260",1970,269729
"new.row.3390","27260",1971,275148
"new.row.3391","27260",1972,284979
"new.row.3392","27260",1973,301189
"new.row.3393","27260",1974,313773
"new.row.3394","27260",1975,308450
"new.row.3395","27260",1976,307215
"new.row.3396","27260",1977,314786
"new.row.3397","27260",1978,332069
"new.row.3398","27260",1979,334330
"new.row.3399","27260",1980,343293
"new.row.3400","27260",1981,350888
"new.row.3401","27260",1982,355179
"new.row.3402","27260",1983,366717
"new.row.3403","27260",1984,393250
"new.row.3404","27260",1985,415758
"new.row.3405","27260",1986,432224
"new.row.3406","27260",1987,449688
"new.row.3407","27260",1988,459539
"new.row.3408","27260",1989,470270
"new.row.3409","27260",1990,479712
"new.row.3410","27260",1991,477028
"new.row.3411","27260",1992,476269
"new.row.3412","27260",1993,490251
"new.row.3413","27260",1994,500917
"new.row.3414","27260",1995,518526
"new.row.3415","27260",1996,541099
"new.row.3416","27260",1997,553281
"new.row.3417","27260",1998,569191
"new.row.3418","27260",1999,584685
"new.row.3419","27260",2000,606407
"new.row.3420","27260",2001,595059
"new.row.3421","27260",2002,593881
"new.row.3422","27260",2003,608401
"new.row.3423","27260",2004,624482
"new.row.3424","27260",2005,639308
"new.row.3425","27260",2006,662725
"new.row.3426","27260",2007,667017
"new.row.3427","27260",2008,655690
"new.row.3428","27260",2009,618701
"new.row.3429","27260",2010,611682
"new.row.3430","27260",2011,617211
"new.row.3431","27260",2012,625343
"new.row.3432","29460",1969,79697
"new.row.3433","29460",1970,82400
"new.row.3434","29460",1971,85408
"new.row.3435","29460",1972,90785
"new.row.3436","29460",1973,100612
"new.row.3437","29460",1974,107183
"new.row.3438","29460",1975,109114
"new.row.3439","29460",1976,109680
"new.row.3440","29460",1977,114921
"new.row.3441","29460",1978,121966
"new.row.3442","29460",1979,128311
"new.row.3443","29460",1980,134715
"new.row.3444","29460",1981,137857
"new.row.3445","29460",1982,131800
"new.row.3446","29460",1983,133141
"new.row.3447","29460",1984,139227
"new.row.3448","29460",1985,144291
"new.row.3449","29460",1986,144929
"new.row.3450","29460",1987,151118
"new.row.3451","29460",1988,158840
"new.row.3452","29460",1989,165662
"new.row.3453","29460",1990,164088
"new.row.3454","29460",1991,160569
"new.row.3455","29460",1992,158276
"new.row.3456","29460",1993,161757
"new.row.3457","29460",1994,168287
"new.row.3458","29460",1995,172239
"new.row.3459","29460",1996,176581
"new.row.3460","29460",1997,179710
"new.row.3461","29460",1998,186518
"new.row.3462","29460",1999,190780
"new.row.3463","29460",2000,196347
"new.row.3464","29460",2001,195999
"new.row.3465","29460",2002,197107
"new.row.3466","29460",2003,200006
"new.row.3467","29460",2004,209240
"new.row.3468","29460",2005,221550
"new.row.3469","29460",2006,227965
"new.row.3470","29460",2007,226165
"new.row.3471","29460",2008,219624
"new.row.3472","29460",2009,208210
"new.row.3473","29460",2010,205465
"new.row.3474","29460",2011,204927
"new.row.3475","29460",2012,207627
"new.row.3476","33100",1969,875785
"new.row.3477","33100",1970,918695
"new.row.3478","33100",1971,943843
"new.row.3479","33100",1972,1015874
"new.row.3480","33100",1973,1120811
"new.row.3481","33100",1974,1142196
"new.row.3482","33100",1975,1080133
"new.row.3483","33100",1976,1092945
"new.row.3484","33100",1977,1153221
"new.row.3485","33100",1978,1258045
"new.row.3486","33100",1979,1330157
"new.row.3487","33100",1980,1408936
"new.row.3488","33100",1981,1456149
"new.row.3489","33100",1982,1441518
"new.row.3490","33100",1983,1474672
"new.row.3491","33100",1984,1561568
"new.row.3492","33100",1985,1605672
"new.row.3493","33100",1986,1651754
"new.row.3494","33100",1987,1723897
"new.row.3495","33100",1988,1786787
"new.row.3496","33100",1989,1833262
"new.row.3497","33100",1990,1847843
"new.row.3498","33100",1991,1819162
"new.row.3499","33100",1992,1830711
"new.row.3500","33100",1993,1910813
"new.row.3501","33100",1994,1976674
"new.row.3502","33100",1995,2029738
"new.row.3503","33100",1996,2063613
"new.row.3504","33100",1997,2118503
"new.row.3505","33100",1998,2168386
"new.row.3506","33100",1999,2243759
"new.row.3507","33100",2000,2306144
"new.row.3508","33100",2001,2375954
"new.row.3509","33100",2002,2374315
"new.row.3510","33100",2003,2400314
"new.row.3511","33100",2004,2440357
"new.row.3512","33100",2005,2508609
"new.row.3513","33100",2006,2548827
"new.row.3514","33100",2007,2556319
"new.row.3515","33100",2008,2481436
"new.row.3516","33100",2009,2324297
"new.row.3517","33100",2010,2294875
"new.row.3518","33100",2011,2339832
"new.row.3519","33100",2012,2395230
"new.row.3520","34940",1969,13929
"new.row.3521","34940",1970,15342
"new.row.3522","34940",1971,16566
"new.row.3523","34940",1972,17451
"new.row.3524","34940",1973,21572
"new.row.3525","34940",1974,23234
"new.row.3526","34940",1975,21645
"new.row.3527","34940",1976,22002
"new.row.3528","34940",1977,25553
"new.row.3529","34940",1978,30090
"new.row.3530","34940",1979,33153
"new.row.3531","34940",1980,34562
"new.row.3532","34940",1981,37334
"new.row.3533","34940",1982,37013
"new.row.3534","34940",1983,40135
"new.row.3535","34940",1984,45256
"new.row.3536","34940",1985,48683
"new.row.3537","34940",1986,54241
"new.row.3538","34940",1987,60681
"new.row.3539","34940",1988,67215
"new.row.3540","34940",1989,72117
"new.row.3541","34940",1990,74121
"new.row.3542","34940",1991,75239
"new.row.3543","34940",1992,77064
"new.row.3544","34940",1993,80892
"new.row.3545","34940",1994,83203
"new.row.3546","34940",1995,85023
"new.row.3547","34940",1996,89291
"new.row.3548","34940",1997,94059
"new.row.3549","34940",1998,100095
"new.row.3550","34940",1999,105394
"new.row.3551","34940",2000,113204
"new.row.3552","34940",2001,120841
"new.row.3553","34940",2002,125333
"new.row.3554","34940",2003,134574
"new.row.3555","34940",2004,140175
"new.row.3556","34940",2005,141573
