"","msa.fips","year","real.gdp","employment","worker.productivity"
"2274","29340",2006,13927,109689,126968.064254392
"2275","29340",2007,11343,113185,100216.459778239
"2276","29340",2008,10559,115060,91769.5115591865
"2277","29340",2009,9735,111912,86987.9905640146
"2278","29340",2010,10852,109718,98908.1098816967
"2279","29340",2011,10082,111616,90327.5516055046
"2280","29340",2012,10336,113922,90728.7442285072
"2281","29420",2001,2767,56336,49116.0181766544
"2282","29420",2002,2916,58536,49815.4981549815
"2283","29420",2003,3089,62236,49633.6525483643
"2284","29420",2004,3152,66455,47430.5921300128
"2285","29420",2005,3408,71387,47739.7845546108
"2286","29420",2006,3751,75017,50001.9995467694
"2287","29420",2007,3698,75033,49284.9812749057
"2288","29420",2008,3576,69775,51250.4478681476
"2289","29420",2009,3189,64404,49515.5580398733
"2290","29420",2010,3114,62860,49538.6573337576
"2291","29420",2011,3144,62950,49944.4003177125
"2292","29420",2012,3169,62774,50482.6839137222
"2293","29460",2001,12636,233582,54096.634158454
"2294","29460",2002,13025,236226,55137.876440358
"2295","29460",2003,13565,240593,56381.5239844883
"2296","29460",2004,13948,252395,55262.5844410547
"2297","29460",2005,14935,267295,55874.5954843899
"2298","29460",2006,15603,276411,56448.5494426778
"2299","29460",2007,15673,278598,56256.685259765
"2300","29460",2008,15413,269662,57156.7369521846
"2301","29460",2009,14704,259766,56604.7904652649
"2302","29460",2010,14392,256795,56044.7049202671
"2303","29460",2011,14317,259656,55138.3368764827
"2304","29460",2012,14372,263880,54464.1503713809
"2305","29540",2001,16438,284732,57731.4808310973
"2306","29540",2002,16806,285196,58927.8952018962
"2307","29540",2003,17008,285368,59600.2354854083
"2308","29540",2004,17132,291859,58699.5775357279
"2309","29540",2005,17409,297434,58530.6320057559
"2310","29540",2006,17373,300208,57869.8768853595
"2311","29540",2007,17374,304638,57031.6244198032
"2312","29540",2008,17106,304401,56195.610395498
"2313","29540",2009,16818,296163,56786.2967352438
"2314","29540",2010,17781,293906,60498.9350336502
"2315","29540",2011,17546,295830,59311.0908291924
"2316","29540",2012,17904,300617,59557.5100543216
"2317","29620",2001,16240,278222,58370.6536506818
"2318","29620",2002,17131,277331,61770.9523998399
"2319","29620",2003,17438,278544,62604.1128152105
"2320","29620",2004,17020,276314,61596.589387436
"2321","29620",2005,17208,273918,62821.7203688695
"2322","29620",2006,17436,275022,63398.5644784781
"2323","29620",2007,17565,276416,63545.5255846261
"2324","29620",2008,16969,271557,62487.8018242947
"2325","29620",2009,15939,259125,61510.8538350217
"2326","29620",2010,16786,258893,64837.5969995326
"2327","29620",2011,16735,261766,63931.1446100716
"2328","29620",2012,16739,262695,63720.28397952
"2329","29700",2001,4431,88299,50181.7687629532
"2330","29700",2002,4647,93274,49820.9576087656
"2331","29700",2003,4778,95568,49995.8144985769
"2332","29700",2004,4851,99647,48681.8469196263
"2333","29700",2005,5038,104229,48335.8758119141
"2334","29700",2006,5112,107866,47392.1346856285
"2335","29700",2007,5205,112321,46340.3993910311
"2336","29700",2008,5508,114963,47911.0670389604
"2337","29700",2009,5222,113036,46197.671538271
"2338","29700",2010,5432,114048,47629.0684624018
"2339","29700",2011,5745,120154,47813.6391630741
"2340","29700",2012,5967,122785,48597.1413446268
"2341","29740",2001,3349,76110,44002.1022204704
"2342","29740",2002,3604,78277,46041.6214213626
"2343","29740",2003,3856,80387,47967.9550176023
"2344","29740",2004,4145,82517,50232.0733909376
"2345","29740",2005,4360,85922,50743.6977723982
"2346","29740",2006,4516,87930,51359.0355964972
"2347","29740",2007,4666,90019,51833.5018162832
"2348","29740",2008,4785,91589,52244.2651410104
"2349","29740",2009,5015,90614,55344.6487297769
"2350","29740",2010,5138,90985,56470.8468428862
"2351","29740",2011,5004,92272,54230.9693081325
"2352","29740",2012,4933,93440,52793.2363013699
"2353","29820",2001,63161,882730,71551.8901589388
"2354","29820",2002,64881,895604,72443.8479506568
"2355","29820",2003,69036,939517,73480.3095633182
"2356","29820",2004,76321,1011182,75477.0160070096
"2357","29820",2005,84537,1084725,77934.0385812072
"2358","29820",2006,88024,1143350,76987.7990116762
"2359","29820",2007,91855,1172631,78332.3995357448
"2360","29820",2008,88609,1163761,76140.2040453323
"2361","29820",2009,81304,1085808,74878.7999351635
"2362","29820",2010,80278,1057633,75903.4561137937
"2363","29820",2011,81220,1073766,75640.3164190336
"2364","29820",2012,82347,1097394,75038.6825515722
"2365","29940",2001,2951,65643,44955.2884542145
"2366","29940",2002,3020,65470,46127.9975561326
"2367","29940",2003,3077,65645,46873.3338411151
"2368","29940",2004,3057,65101,46957.8040275879
"2369","29940",2005,3083,65271,47233.8404498169
"2370","29940",2006,3092,65765,47015.8899110469
"2371","29940",2007,3187,66413,47987.5927905681
"2372","29940",2008,3150,65265,48264.7667202942
"2373","29940",2009,3216,64559,49814.8980002788
"2374","29940",2010,3167,63428,49930.6300056757
"2375","29940",2011,3153,62992,50053.9751079502
"2376","29940",2012,3131,63221,49524.6832539821
"2377","30020",2001,3383,64745,52251.1390840992
"2378","30020",2002,3388,64906,52198.564077281
"2379","30020",2003,3534,65425,54016.0489109668
"2380","30020",2004,3606,66614,54132.7648842586
"2381","30020",2005,3560,65014,54757.4368597533
"2382","30020",2006,3769,67868,55534.2724111511
"2383","30020",2007,3865,69406,55686.8282281071
"2384","30020",2008,3919,69969,56010.5189441038
"2385","30020",2009,4110,70146,58592.0793772988
"2386","30020",2010,4277,72038,59371.4428496071
"2387","30020",2011,4242,69878,60705.8015398266
"2388","30020",2012,4156,68920,60301.7991874637
"2389","30140",2001,2858,55019,51945.6914883949
"2390","30140",2002,2881,55410,51994.2248691572
"2391","30140",2003,3025,56122,53900.4312034496
"2392","30140",2004,3059,57411,53282.4720001393
"2393","30140",2005,3061,58813,52046.316290616
"2394","30140",2006,3100,61123,50717.4058864912
"2395","30140",2007,3189,63015,50606.9983337301
"2396","30140",2008,3235,63347,51067.9274472351
"2397","30140",2009,3212,62547,51353.3822565431
"2398","30140",2010,3359,62969,53343.7088090965
"2399","30140",2011,3403,64339,52891.7142013398
"2400","30140",2012,3459,65971,52432.1292689212
"2401","30300",2001,1619,33501,48326.9156144593
"2402","30300",2002,1636,33354,49049.5892546621
"2403","30300",2003,1682,33681,49939.1348237879
"2404","30300",2004,1682,33773,49803.0971486098
"2405","30300",2005,1693,34263,49411.902051776
"2406","30300",2006,1724,34821,49510.3529479337
"2407","30300",2007,1733,35643,48621.0476110316
"2408","30300",2008,1730,35165,49196.6443907294
"2409","30300",2009,1714,34142,50202.0971237772
"2410","30300",2010,1728,34054,50742.9376872027
"2411","30300",2011,1711,34090,50190.6717512467
"2412","30300",2012,1706,33954,50244.4483713259
"2413","30340",2001,3069,61317,50051.3723763394
"2414","30340",2002,3284,62109,52874.7846527878
"2415","30340",2003,3330,62025,53688.0290205562
"2416","30340",2004,3399,62636,54265.9173638163
"2417","30340",2005,3324,62932,52818.9156549927
"2418","30340",2006,3399,63714,53347.772859968
"2419","30340",2007,3466,65108,53234.6255452479
"2420","30340",2008,3437,64977,52895.6399956908
"2421","30340",2009,3403,62940,54067.3657451541
"2422","30340",2010,3381,62560,54044.1176470588
"2423","30340",2011,3400,62803,54137.5412002611
"2424","30340",2012,3448,63118,54627.8399188821
"2425","30460",2001,17994,296597,60668.1793814503
"2426","30460",2002,19073,292312,65248.7752812064
"2427","30460",2003,19059,295360,64528.0335861322
"2428","30460",2004,19452,298346,65199.4663913711
"2429","30460",2005,20057,304311,65909.546483696
"2430","30460",2006,20886,313648,66590.5728714993
"2431","30460",2007,20923,320996,65181.497588755
"2432","30460",2008,20852,321015,64956.4662087441
"2433","30460",2009,19502,311484,62609.9574938039
"2434","30460",2010,20765,310833,66804.3611843015
"2435","30460",2011,21019,315456,66630.5285047677
"2436","30460",2012,21142,321903,65678.1701319963
"2437","30620",2001,4016,70451,57004.158918965
"2438","30620",2002,4088,69793,58573.2093476423
"2439","30620",2003,4076,69341,58781.9616100143
"2440","30620",2004,4167,69673,59807.9600419101
"2441","30620",2005,4243,69853,60741.8435858159
"2442","30620",2006,4184,68956,60676.3733395209
"2443","30620",2007,4067,67946,59856.3565184117
"2444","30620",2008,3681,66203,55601.709892301
"2445","30620",2009,3769,63812,59064.1258697424
"2446","30620",2010,3849,63090,61008.0836899667
"2447","30620",2011,4034,63643,63384.8184403627
"2448","30620",2012,4142,64553,64164.3300853562
"2449","30700",2001,11170,197328,56606.2596286386
"2450","30700",2002,11247,198427,56680.7944483362
"2451","30700",2003,11851,201188,58905.1036841164
"2452","30700",2004,11966,204800,58427.734375
"2453","30700",2005,12110,208202,58164.6670060806
"2454","30700",2006,12549,210115,59724.4366180425
"2455","30700",2007,12686,213529,59411.1338506713
"2456","30700",2008,12467,212621,58634.8479218892
"2457","30700",2009,12524,209665,59733.3842081416
"2458","30700",2010,12934,207082,62458.3498324335
"2459","30700",2011,13238,208249,63568.1323799874
"2460","30700",2012,13531,211933,63845.6493325721
"2461","30780",2001,24513,393781,62250.3371163159
"2462","30780",2002,25484,391923,65022.9764520072
"2463","30780",2003,25726,394894,65146.5963017924
"2464","30780",2004,26157,401520,65144.9491930663
"2465","30780",2005,27135,410134,66161.3033788957
"2466","30780",2006,28169,421521,66827.0382733007
"2467","30780",2007,29661,430595,68883.7538754514
"2468","30780",2008,28814,431391,66793.2339803102
"2469","30780",2009,29172,424918,68653.2460380591
"2470","30780",2010,28905,423730,68215.6089962948
"2471","30780",2011,29539,430953,68543.4374514158
"2472","30780",2012,29722,434198,68452.6414216556
"2473","30860",2001,2181,58654,37184.1647628465
"2474","30860",2002,2265,59626,37986.7842887331
"2475","30860",2003,2482,61730,40207.3546087802
"2476","30860",2004,2592,63944,40535.4685349681
"2477","30860",2005,2660,65119,40848.2931248944
"2478","30860",2006,2713,67018,40481.6616431407
"2479","30860",2007,2884,70242,41058.0564334728
"2480","30860",2008,3068,72643,42233.9385763253
"2481","30860",2009,3079,71490,43068.9606938033
"2482","30860",2010,3265,73505,44418.747024012
"2483","30860",2011,3354,72969,45964.7247461251
"2484","30860",2012,3388,74015,45774.5051678714
"2485","30980",2001,6385,115381,55338.4006032189
"2486","30980",2002,6517,114446,56943.8861996051
"2487","30980",2003,6628,115162,57553.706951946
"2488","30980",2004,6967,116345,59882.2467660836
"2489","30980",2005,7149,120523,59316.4790123047
"2490","30980",2006,7545,124197,60750.2596681079
"2491","30980",2007,8043,129202,62251.3583381062
"2492","30980",2008,8548,132293,64614.1519203586
"2493","30980",2009,8287,129285,64098.6966778822
"2494","30980",2010,8891,131199,67767.284811622
"2495","30980",2011,9323,133309,69935.2631855314
"2496","30980",2012,9831,136985,71766.981786327
"2497","31020",2001,2606,46972,55479.8603423316
"2498","31020",2002,2506,45506,55069.6611435855
"2499","31020",2003,2605,45364,57424.3893836522
"2500","31020",2004,2616,45648,57308.0967402734
"2501","31020",2005,2683,46662,57498.6070035575
"2502","31020",2006,2740,47368,57844.9586218544
"2503","31020",2007,2785,48418,57519.9306043207
"2504","31020",2008,2697,47402,56896.3334880385
"2505","31020",2009,2576,45059,57169.4888923412
"2506","31020",2010,2648,44489,59520.3308683045
"2507","31020",2011,2648,44354,59701.4925373134
"2508","31020",2012,2795,44888,62266.0844769203
"2509","31080",2001,578814,7286177,79440.0136038419
"2510","31080",2002,590958,7279698,81178.9170374925
"2511","31080",2003,608436,7326948,83040.8513886
"2512","31080",2004,638432,7426642,85965.097011543
"2513","31080",2005,660488,7542917,87564.0020962712
"2514","31080",2006,685672,7686868,89200.4389824308
"2515","31080",2007,688450,7822431,88009.7248540767
"2516","31080",2008,692159,7694537,89954.6002572994
"2517","31080",2009,650436,7389583,88020.6636829169
"2518","31080",2010,643409,7310987,88005.7644747556
"2519","31080",2011,650868,7471837,87109.5019872623
"2520","31080",2012,670974,7632185,87913.7494701714
"2521","31140",2001,46628,716236,65101.4470090864
"2522","31140",2002,47275,707102,66857.3982254328
"2523","31140",2003,47331,704691,67165.6087561782
"2524","31140",2004,48379,714526,67707.8230883131
"2525","31140",2005,49187,725664,67782.0589143185
"2526","31140",2006,50615,740611,68342.2201398575
"2527","31140",2007,51531,754337,68312.9688720028
"2528","31140",2008,51106,751289,68024.4220266768
"2529","31140",2009,48480,728526,66545.3257673714
"2530","31140",2010,51077,721012,70840.7072281737
"2531","31140",2011,52427,731662,71654.6711459663
"2532","31140",2012,54434,749893,72589.0227005719
"2533","31180",2001,7336,157318,46631.6632553173
"2534","31180",2002,7654,157037,48740.1058349306
"2535","31180",2003,7820,157022,49801.9385818548
"2536","31180",2004,8074,160088,50434.7608815152
"2537","31180",2005,8366,162964,51336.4914950541
"2538","31180",2006,8626,165871,52004.2683772329
"2539","31180",2007,8731,167881,52007.0764410505
"2540","31180",2008,8993,170887,52625.4191366224
"2541","31180",2009,9075,171764,52834.1212361147
"2542","31180",2010,9417,170968,55080.4828973843
"2543","31180",2011,9159,174796,52398.2242156571
"2544","31180",2012,9555,177255,53905.3905390539
"2545","31340",2001,6904,129278,53404.2915267872
"2546","31340",2002,6783,128316,52861.6852146264
"2547","31340",2003,6912,127943,54024.0575881447
"2548","31340",2004,7088,129934,54550.7719303646
"2549","31340",2005,7377,134152,54989.8622458107
"2550","31340",2006,7607,137144,55467.2461062824
"2551","31340",2007,7631,140167,54442.2010887013
"2552","31340",2008,7438,140227,53042.5666954296
"2553","31340",2009,7196,136460,52733.4017294445
"2554","31340",2010,7486,134260,55757.4854759422
"2555","31340",2011,7457,134527,55431.2517189858
"2556","31340",2012,7468,135782,54999.9263525357
"2557","31420",2001,7862,124898,62947.3650498807
"2558","31420",2002,7833,124788,62770.4586979517
"2559","31420",2003,7622,126085,60451.2828647341
"2560","31420",2004,7585,129222,58697.4354212131
"2561","31420",2005,7436,130712,56888.4264642879
"2562","31420",2006,7227,131445,54981.1708319069
"2563","31420",2007,6965,132233,52672.1771418632
"2564","31420",2008,7114,134092,53053.1277033678
"2565","31420",2009,6765,129208,52357.4391678534
"2566","31420",2010,6752,128496,52546.3827667787
"2567","31420",2011,6843,131214,52151.447254104
"2568","31420",2012,6860,133338,51448.199313024
"2569","31460",2001,2334,50975,45787.150564002
"2570","31460",2002,2575,52405,49136.5327735903
"2571","31460",2003,2734,54539,50129.2652963934
"2572","31460",2004,3080,56831,54195.7734335134
"2573","31460",2005,3183,58251,54642.8387495494
"2574","31460",2006,3303,60026,55026.1553326892
"2575","31460",2007,3313,60289,54951.9812901193
"2576","31460",2008,3230,59354,54419.2472284934
"2577","31460",2009,3052,58087,52541.8768399125
"2578","31460",2010,3236,57377,56398.9054847761
"2579","31460",2011,3198,57302,55809.5703465848
"2580","31460",2012,3247,59027,55008.7248208447
"2581","31540",2001,26375,415027,63550.0822838032
"2582","31540",2002,27360,418879,65317.1918382158
"2583","31540",2003,28062,423672,66235.2008157254
"2584","31540",2004,29328,433457,67660.6906798137
"2585","31540",2005,30506,441970,69022.7843518791
"2586","31540",2006,31294,447687,69901.5160145369
"2587","31540",2007,32115,455028,70578.0743163058
"2588","31540",2008,31647,456313,69353.7111587879
"2589","31540",2009,31766,446600,71128.526645768
"2590","31540",2010,32823,445757,73634.2895344324
"2591","31540",2011,33551,456302,73528.0581720001
"2592","31540",2012,34075,464924,73291.5487262434
"2593","31700",2001,16148,244884,65941.4253279104
"2594","31700",2002,16933,242492,69829.1077643798
"2595","31700",2003,18028,246178,73231.5641527675
"2596","31700",2004,18554,250260,74138.8955486294
"2597","31700",2005,19102,255135,74870.1667744527
"2598","31700",2006,19075,256319,74418.9857170167
"2599","31700",2007,19358,260125,74418.0682364248
"2600","31700",2008,19766,259571,76148.7223148965
"2601","31700",2009,19449,252556,77008.6634251413
"2602","31700",2010,19474,248292,78431.8463744301
"2603","31700",2011,20366,251092,81109.7127746005
"2604","31700",2012,20138,254345,79175.9224675146
"2605","31740",2001,2010,47491,42323.8087216525
"2606","31740",2002,2032,47423,42848.4068911709
"2607","31740",2003,2168,48044,45125.3018066772
"2608","31740",2004,2164,47705,45362.1213709255
"2609","31740",2005,2141,48559,44090.693795177
"2610","31740",2006,2181,49739,43848.8912121273
"2611","31740",2007,2332,51763,45051.4846511987
"2612","31740",2008,2477,53318,46457.1064180952
"2613","31740",2009,2447,52626,46497.9287804507
"2614","31740",2010,2499,52038,48022.5988700565
"2615","31740",2011,2573,51574,49889.4791949432
"2616","31740",2012,2615,52701,49619.5518111611
"2617","31860",2001,2825,61932,45614.5449848221
"2618","31860",2002,2935,62722,46793.7884633781
"2619","31860",2003,3018,62890,47988.5514390205
"2620","31860",2004,3184,63915,49816.1620902761
"2621","31860",2005,3324,65632,50646.0263286202
"2622","31860",2006,3528,67292,52428.2232657671
"2623","31860",2007,3323,68129,48775.117791249
"2624","31860",2008,3415,67581,50531.9542474956
"2625","31860",2009,3294,66039,49879.6165901967
"2626","31860",2010,3429,65619,52256.2062817172
"2627","31860",2011,3527,67048,52604.1045221334
"2628","31860",2012,3673,67820,54158.0654674137
"2629","31900",2001,3574,72628,49209.6712011896
"2630","31900",2002,3747,71878,52129.9980522552
"2631","31900",2003,3778,71024,53193.286776301
"2632","31900",2004,3915,70681,55389.7086911617
"2633","31900",2005,3942,70449,55955.3719712132
"2634","31900",2006,3898,70358,55402.3707325393
"2635","31900",2007,3721,69308,53687.8859583309
"2636","31900",2008,3570,68028,52478.3912506615
"2637","31900",2009,3058,63949,47819.3560493518
"2638","31900",2010,3172,62710,50582.0443310477
"2639","31900",2011,3237,64021,50561.5344964933
"2640","31900",2012,3280,63366,51762.7749897421
"2641","32580",2001,9166,221449,41391.0200542789
"2642","32580",2002,9536,231408,41208.6012583835
"2643","32580",2003,10066,239950,41950.4063346531
"2644","32580",2004,10590,254392,41628.6675681625
"2645","32580",2005,11086,269172,41185.5616483141
"2646","32580",2006,11455,281231,40731.6405374941
"2647","32580",2007,11948,297621,40145.0166486908
"2648","32580",2008,12342,307153,40181.9288758371
"2649","32580",2009,12489,308771,40447.4513474387
"2650","32580",2010,13170,312480,42146.6973886329
"2651","32580",2011,13337,325061,41029.2222075241
"2652","32580",2012,13578,331249,40990.3124235847
"2653","32780",2001,5196,104477,49733.4341529715
"2654","32780",2002,5437,105263,51651.5774773662
"2655","32780",2003,5672,108515,52269.2715292817
"2656","32780",2004,5828,112426,51838.5426858556
"2657","32780",2005,5968,115802,51536.2428973593
"2658","32780",2006,6119,117741,51970.0019534402
"2659","32780",2007,6093,119924,50807.1778793236
"2660","32780",2008,5737,116866,49090.4112402238
"2661","32780",2009,5433,110764,49050.232927666
"2662","32780",2010,5402,109179,49478.3795418533
"2663","32780",2011,5428,109465,49586.6258621477
"2664","32780",2012,5554,111305,49898.9263734783
"2665","32820",2001,52893,763818,69248.1716848778
"2666","32820",2002,55018,759846,72406.7771627409
"2667","32820",2003,55807,759329,73495.1516404615
"2668","32820",2004,57240,769947,74342.7794380652
"2669","32820",2005,58171,782907,74301.2899360971
"2670","32820",2006,59266,802180,73881.1738013912
"2671","32820",2007,59727,816831,73120.3884279612
"2672","32820",2008,57894,811666,71327.3686467094
"2673","32820",2009,55237,782334,70605.3936042662
"2674","32820",2010,55985,778058,71954.7900028018
"2675","32820",2011,56180,795187,70650.0483534062
"2676","32820",2012,57323,805883,71130.6728147883
"2677","32900",2001,4209,82803,50831.4916126227
"2678","32900",2002,4620,87535,52778.8884446221
"2679","32900",2003,5000,87969,56838.2043674476
"2680","32900",2004,5318,88448,60125.7235890014
"2681","32900",2005,5370,88259,60843.6533384697
"2682","32900",2006,5476,91101,60109.1096694877
"2683","32900",2007,5899,94353,62520.5345881954
"2684","32900",2008,5352,92891,57615.9154277594
"2685","32900",2009,5265,91013,57848.8787316098
"2686","32900",2010,5244,90830,57734.2287790378
"2687","32900",2011,5108,91221,55995.8781420945
"2688","32900",2012,5220,93766,55670.4989015208
"2689","33100",2001,201266,2870946,70104.4185435741
"2690","33100",2002,206198,2902502,71041.466982624
"2691","33100",2003,213468,2952042,72311.9793011075
"2692","33100",2004,223595,3036459,73636.7591329242
"2693","33100",2005,237627,3169170,74980.8309431176
"2694","33100",2006,246258,3253242,75696.1824543025
"2695","33100",2007,248617,3318279,74923.4768987177
"2696","33100",2008,242778,3267296,74305.480740037
"2697","33100",2009,225268,3141220,71713.5380520944
"2698","33100",2010,226939,3141670,72235.1488221233
"2699","33100",2011,229863,3252060,70682.2752347743
"2700","33100",2012,237834,3336858,71274.8339905384
"2701","33140",2001,3053,59766,51082.5552989994
"2702","33140",2002,3090,59061,52318.7890486108
"2703","33140",2003,3106,58016,53536.9553226696
"2704","33140",2004,3195,58244,54855.4357530389
"2705","33140",2005,3203,59097,54199.0287155016
"2706","33140",2006,3160,59078,53488.6082805782
"2707","33140",2007,3221,59405,54221.0251662318
"2708","33140",2008,3123,58455,53425.7120862202
"2709","33140",2009,2932,55935,52417.985161348
"2710","33140",2010,3081,54573,56456.4894728162
"2711","33140",2011,3166,55349,57200.6720988636
"2712","33140",2012,3179,55645,57130.0206667266
"2713","33220",2001,3071,46746,65695.4605741668
"2714","33220",2002,3275,46368,70630.6073153899
"2715","33220",2003,3133,45907,68246.6726207332
"2716","33220",2004,3314,45523,72798.3656613141
"2717","33220",2005,2999,46101,65052.8188108718
"2718","33220",2006,2928,46756,62622.9788690222
"2719","33220",2007,3059,47914,63843.5530325166
"2720","33220",2008,2833,48092,58907.9264742577
"2721","33220",2009,2856,46724,61124.9036897526
"2722","33220",2010,2881,46606,61816.0751834528
"2723","33220",2011,2988,47629,62734.8884083227
"2724","33220",2012,2886,47861,60299.6176427571
"2725","33260",2001,8603,79295,108493.599848666
"2726","33260",2002,8273,78861,104906.100607398
"2727","33260",2003,7572,82815,91432.7114653142
"2728","33260",2004,7758,84114,92231.9708966403
"2729","33260",2005,7200,88209,81624.3240485665
"2730","33260",2006,7899,93623,84370.2936244299
"2731","33260",2007,9035,98738,91504.790455549
"2732","33260",2008,9552,106172,89967.2229966469
"2733","33260",2009,12575,103424,121586.865717822
"2734","33260",2010,12494,108233,115436.142396496
"2735","33260",2011,13277,113246,117240.344029811
"2736","33260",2012,15193,120890,125676.234593432
"2737","33340",2001,69302,992220,69845.3971901393
"2738","33340",2002,69664,978367,71204.3640065538
"2739","33340",2003,71211,975617,72990.7330438072
"2740","33340",2004,72589,985271,73674.1465038553
"2741","33340",2005,74318,992393,74887.6705095663
"2742","33340",2006,76679,1003753,76392.2996992288
"2743","33340",2007,77086,1015711,75893.6350989602
"2744","33340",2008,76918,1012846,75942.4433724377
"2745","33340",2009,74798,971872,76962.8099173554
"2746","33340",2010,76126,959368,79350.15551905
"2747","33340",2011,77307,972472,79495.3479380383
"2748","33340",2012,77299,982506,78675.3465118788
"2749","33460",2001,160581,2160426,74328.3963440544
"2750","33460",2002,162691,2150510,75652.2871318897
"2751","33460",2003,167793,2157156,77784.360519128
"2752","33460",2004,174645,2190996,79710.3235240959
"2753","33460",2005,177593,2234601,79474.1432586847
"2754","33460",2006,177437,2269206,78193.4297723521
"2755","33460",2007,179070,2301862,77793.5427927478
"2756","33460",2008,180610,2295568,78677.695454894
"2757","33460",2009,174136,2223025,78332.9022390661
"2758","33460",2010,178428,2208184,80803.0490212772
"2759","33460",2011,182901,2259958,80931.1500479212
"2760","33460",2012,189984,2304264,82448.8860651384
"2761","33540",2001,3502,68018,51486.3712546679
"2762","33540",2002,3649,69137,52779.2643591709
"2763","33540",2003,3739,70448,53074.608221667
"2764","33540",2004,3775,71963,52457.5128885677
"2765","33540",2005,3914,73368,53347.5084505506
"2766","33540",2006,4020,75180,53471.6679968077
"2767","33540",2007,4103,77642,52845.1096056258
"2768","33540",2008,3968,76599,51802.2428491234
"2769","33540",2009,3901,75318,51793.7279269232
"2770","33540",2010,3896,73758,52821.3888662925
"2771","33540",2011,3939,74473,52891.6520081103
"2772","33540",2012,4094,75477,54241.6895213111
"2773","33660",2001,12091,215037,56227.5329361924
"2774","33660",2002,12020,213129,56397.7684876296
"2775","33660",2003,12119,212176,57117.6758917125
"2776","33660",2004,12363,214701,57582.4052985314
"2777","33660",2005,12774,221211,57745.7721361053
"2778","33660",2006,13570,227704,59594.9126936725
"2779","33660",2007,13837,234725,58949.8349131963
"2780","33660",2008,14252,234725,60717.8613270849
"2781","33660",2009,14568,226892,64206.7591629498
"2782","33660",2010,14534,226860,64065.943753857
"2783","33660",2011,14767,232516,63509.6079409589
"2784","33660",2012,14522,232127,62560.5810612294
"2785","33700",2001,11718,208016,56332.2052149835
"2786","33700",2002,12570,212599,59125.3956980042
"2787","33700",2003,13165,214861,61272.1713107544
"2788","33700",2004,13727,217103,63228.0530439469
"2789","33700",2005,14189,222246,63843.6687274462
"2790","33700",2006,14383,222592,64615.9790109258
"2791","33700",2007,14205,226109,62823.6823832753
"2792","33700",2008,13430,221632,60595.9428241409
"2793","33700",2009,13263,211191,62800.9716323139
"2794","33700",2010,13480,209320,64399.0063061341
"2795","33700",2011,13194,210519,62673.6779103074
"2796","33700",2012,13423,214446,62593.8464695075
"2797","33740",2001,5236,96228,54412.4371284865
"2798","33740",2002,5288,97977,53971.8505363504
"2799","33740",2003,5350,97128,55081.9537105675
"2800","33740",2004,5526,97309,56788.169645151
"2801","33740",2005,5643,96079,58732.9177031401
"2802","33740",2006,5790,98465,58802.6202203829
"2803","33740",2007,5822,99116,58739.2550143266
"2804","33740",2008,5493,98722,55641.0931707218
"2805","33740",2009,5572,97512,57141.6851259332
"2806","33740",2010,5733,97113,59034.3208427296
"2807","33740",2011,5677,99241,57204.179724106
"2808","33740",2012,5847,100738,58041.6526037841
"2809","33780",2001,3505,58325,60094.2991855979
"2810","33780",2002,3837,59052,64976.6307661044
"2811","33780",2003,3986,59034,67520.4119659857
"2812","33780",2004,3939,59076,66676.8230753605
"2813","33780",2005,3852,59388,64861.5881996363
"2814","33780",2006,3759,59916,62737.8329661526
"2815","33780",2007,3696,59499,62118.6910704382
"2816","33780",2008,3436,58239,58998.2657669259
"2817","33780",2009,3109,54317,57238.0654307123
"2818","33780",2010,3309,53228,62166.5288945668
"2819","33780",2011,3369,54179,62182.7645397663
"2820","33780",2012,3549,55769,63637.504706916
"2821","33860",2001,12019,208187,57731.7507817491
"2822","33860",2002,12348,208967,59090.6698186795
"2823","33860",2003,12587,209884,59971.2221989289
"2824","33860",2004,12870,214503,59999.1608508972
"2825","33860",2005,13147,220586,59600.3372834178
"2826","33860",2006,13491,226628,59529.2726406269
"2827","33860",2007,13419,233269,57525.8607015934
"2828","33860",2008,13500,230968,58449.6553635136
"2829","33860",2009,12959,223344,58022.6019055806
"2830","33860",2010,13137,219654,59807.6975607091
"2831","33860",2011,13281,220334,60276.6708724028
"2832","33860",2012,13204,221270,59673.7018122656
"2833","34060",2001,3648,63300,57630.3317535545
"2834","34060",2002,3843,64162,59895.2651101898
"2835","34060",2003,3940,64630,60962.4013615968
"2836","34060",2004,4061,66831,60765.2137481109
"2837","34060",2005,4160,68702,60551.3667724375
"2838","34060",2006,4345,69905,62155.7828481511
"2839","34060",2007,4607,73054,63062.9397432037
"2840","34060",2008,4736,75277,62914.3031736121
"2841","34060",2009,5035,75932,66309.3293999895
"2842","34060",2010,5367,77361,69376.0421918021
"2843","34060",2011,5396,77775,69379.6207007393
"2844","34060",2012,5529,80092,69033.1119212905
"2845","34100",2001,2869,59048,48587.5897574854
"2846","34100",2002,2865,58101,49310.6831207724
"2847","34100",2003,2983,59028,50535.3391610761
"2848","34100",2004,3118,60484,51550.8233582435
"2849","34100",2005,3041,60201,50514.1110612781
"2850","34100",2006,3076,60727,50652.9220939615
"2851","34100",2007,3007,61089,49223.2644174892
"2852","34100",2008,2887,60446,47761.6384872448
"2853","34100",2009,2662,56329,47258.0731062153
"2854","34100",2010,2847,55757,51060.8533457682
"2855","34100",2011,2872,56206,51097.7475714337
