"","msa.fips","year","farm.personal.income"
"new.row.8940","33460",1977,218469
"new.row.8941","33460",1978,201686
"new.row.8942","33460",1979,178011
"new.row.8943","33460",1980,132278
"new.row.8944","33460",1981,141967
"new.row.8945","33460",1982,125739
"new.row.8946","33460",1983,20026
"new.row.8947","33460",1984,161743
"new.row.8948","33460",1985,163819
"new.row.8949","33460",1986,181566
"new.row.8950","33460",1987,233591
"new.row.8951","33460",1988,127810
"new.row.8952","33460",1989,267697
"new.row.8953","33460",1990,224906
"new.row.8954","33460",1991,154248
"new.row.8955","33460",1992,168947
"new.row.8956","33460",1993,79834
"new.row.8957","33460",1994,161605
"new.row.8958","33460",1995,85404
"new.row.8959","33460",1996,181190
"new.row.8960","33460",1997,113457
"new.row.8961","33460",1998,184345
"new.row.8962","33460",1999,173476
"new.row.8963","33460",2000,162672
"new.row.8964","33460",2001,143095
"new.row.8965","33460",2002,161940
"new.row.8966","33460",2003,227933
"new.row.8967","33460",2004,305529
"new.row.8968","33460",2005,322668
"new.row.8969","33460",2006,282328
"new.row.8970","33460",2007,276538
"new.row.8971","33460",2008,444482
"new.row.8972","33460",2009,345762
"new.row.8973","33460",2010,405258
"new.row.8974","33460",2011,496057
"new.row.8975","33460",2012,676069
"new.row.8976","40340",1969,47929
"new.row.8977","40340",1970,54024
"new.row.8978","40340",1971,50987
"new.row.8979","40340",1972,61509
"new.row.8980","40340",1973,108162
"new.row.8981","40340",1974,80829
"new.row.8982","40340",1975,67886
"new.row.8983","40340",1976,51753
"new.row.8984","40340",1977,105927
"new.row.8985","40340",1978,111766
"new.row.8986","40340",1979,72042
"new.row.8987","40340",1980,63496
"new.row.8988","40340",1981,69771
"new.row.8989","40340",1982,74015
"new.row.8990","40340",1983,-6504
"new.row.8991","40340",1984,88280
"new.row.8992","40340",1985,77028
"new.row.8993","40340",1986,106313
"new.row.8994","40340",1987,145338
"new.row.8995","40340",1988,86223
"new.row.8996","40340",1989,134348
"new.row.8997","40340",1990,125170
"new.row.8998","40340",1991,95436
"new.row.8999","40340",1992,74976
"new.row.9000","40340",1993,40399
"new.row.9001","40340",1994,100307
"new.row.9002","40340",1995,47859
"new.row.9003","40340",1996,105746
"new.row.9004","40340",1997,66539
"new.row.9005","40340",1998,98585
"new.row.9006","40340",1999,76355
"new.row.9007","40340",2000,55565
"new.row.9008","40340",2001,38125
"new.row.9009","40340",2002,19400
"new.row.9010","40340",2003,54133
"new.row.9011","40340",2004,115374
"new.row.9012","40340",2005,148169
"new.row.9013","40340",2006,101623
"new.row.9014","40340",2007,113339
"new.row.9015","40340",2008,163896
"new.row.9016","40340",2009,103618
"new.row.9017","40340",2010,166604
"new.row.9018","40340",2011,241061
"new.row.9019","40340",2012,339247
"new.row.9020","41060",1969,29052
"new.row.9021","41060",1970,33524
"new.row.9022","41060",1971,29641
"new.row.9023","41060",1972,34122
"new.row.9024","41060",1973,60070
"new.row.9025","41060",1974,48054
"new.row.9026","41060",1975,35764
"new.row.9027","41060",1976,29255
"new.row.9028","41060",1977,54550
"new.row.9029","41060",1978,48334
"new.row.9030","41060",1979,42112
"new.row.9031","41060",1980,29508
"new.row.9032","41060",1981,42324
"new.row.9033","41060",1982,44578
"new.row.9034","41060",1983,6120
"new.row.9035","41060",1984,48526
"new.row.9036","41060",1985,57653
"new.row.9037","41060",1986,69370
"new.row.9038","41060",1987,69945
"new.row.9039","41060",1988,45593
"new.row.9040","41060",1989,89200
"new.row.9041","41060",1990,85174
"new.row.9042","41060",1991,53386
"new.row.9043","41060",1992,63218
"new.row.9044","41060",1993,42338
"new.row.9045","41060",1994,58514
"new.row.9046","41060",1995,23678
"new.row.9047","41060",1996,79305
"new.row.9048","41060",1997,39095
"new.row.9049","41060",1998,87332
"new.row.9050","41060",1999,84707
"new.row.9051","41060",2000,66867
"new.row.9052","41060",2001,65245
"new.row.9053","41060",2002,62462
"new.row.9054","41060",2003,104730
"new.row.9055","41060",2004,148651
"new.row.9056","41060",2005,154396
"new.row.9057","41060",2006,137966
"new.row.9058","41060",2007,128254
"new.row.9059","41060",2008,236171
"new.row.9060","41060",2009,137312
"new.row.9061","41060",2010,174257
"new.row.9062","41060",2011,196154
"new.row.9063","41060",2012,310235
"new.row.9064","25060",1969,1371
"new.row.9065","25060",1970,1980
"new.row.9066","25060",1971,2186
"new.row.9067","25060",1972,1892
"new.row.9068","25060",1973,2771
"new.row.9069","25060",1974,2313
"new.row.9070","25060",1975,1690
"new.row.9071","25060",1976,2065
"new.row.9072","25060",1977,2919
"new.row.9073","25060",1978,2575
"new.row.9074","25060",1979,3386
"new.row.9075","25060",1980,552
"new.row.9076","25060",1981,473
"new.row.9077","25060",1982,2666
"new.row.9078","25060",1983,458
"new.row.9079","25060",1984,640
"new.row.9080","25060",1985,738
"new.row.9081","25060",1986,-584
"new.row.9082","25060",1987,820
"new.row.9083","25060",1988,1444
"new.row.9084","25060",1989,1571
"new.row.9085","25060",1990,1520
"new.row.9086","25060",1991,1427
"new.row.9087","25060",1992,2858
"new.row.9088","25060",1993,1182
"new.row.9089","25060",1994,-23
"new.row.9090","25060",1995,-577
"new.row.9091","25060",1996,-2144
"new.row.9092","25060",1997,-1954
"new.row.9093","25060",1998,-1453
"new.row.9094","25060",1999,139
"new.row.9095","25060",2000,1186
"new.row.9096","25060",2001,3418
"new.row.9097","25060",2002,1777
"new.row.9098","25060",2003,1864
"new.row.9099","25060",2004,2168
"new.row.9100","25060",2005,1354
"new.row.9101","25060",2006,1253
"new.row.9102","25060",2007,-4762
"new.row.9103","25060",2008,-6530
"new.row.9104","25060",2009,-5385
"new.row.9105","25060",2010,-8139
"new.row.9106","25060",2011,-4811
"new.row.9107","25060",2012,-7041
"new.row.9108","25620",1969,4091
"new.row.9109","25620",1970,4161
"new.row.9110","25620",1971,4121
"new.row.9111","25620",1972,4538
"new.row.9112","25620",1973,8326
"new.row.9113","25620",1974,6017
"new.row.9114","25620",1975,5592
"new.row.9115","25620",1976,6267
"new.row.9116","25620",1977,7611
"new.row.9117","25620",1978,8201
"new.row.9118","25620",1979,11386
"new.row.9119","25620",1980,5419
"new.row.9120","25620",1981,5137
"new.row.9121","25620",1982,9187
"new.row.9122","25620",1983,4893
"new.row.9123","25620",1984,6347
"new.row.9124","25620",1985,7653
"new.row.9125","25620",1986,7452
"new.row.9126","25620",1987,8218
"new.row.9127","25620",1988,9946
"new.row.9128","25620",1989,11044
"new.row.9129","25620",1990,5371
"new.row.9130","25620",1991,5926
"new.row.9131","25620",1992,8943
"new.row.9132","25620",1993,9640
"new.row.9133","25620",1994,14118
"new.row.9134","25620",1995,12798
"new.row.9135","25620",1996,14331
"new.row.9136","25620",1997,16419
"new.row.9137","25620",1998,19123
"new.row.9138","25620",1999,18242
"new.row.9139","25620",2000,17291
"new.row.9140","25620",2001,22282
"new.row.9141","25620",2002,16228
"new.row.9142","25620",2003,15865
"new.row.9143","25620",2004,30759
"new.row.9144","25620",2005,30421
"new.row.9145","25620",2006,23678
"new.row.9146","25620",2007,20639
"new.row.9147","25620",2008,18781
"new.row.9148","25620",2009,20432
"new.row.9149","25620",2010,17419
"new.row.9150","25620",2011,7929
"new.row.9151","25620",2012,13708
"new.row.9152","27140",1969,49859
"new.row.9153","27140",1970,50003
"new.row.9154","27140",1971,56994
"new.row.9155","27140",1972,64429
"new.row.9156","27140",1973,90243
"new.row.9157","27140",1974,75660
"new.row.9158","27140",1975,43902
"new.row.9159","27140",1976,73105
"new.row.9160","27140",1977,60081
"new.row.9161","27140",1978,61000
"new.row.9162","27140",1979,86109
"new.row.9163","27140",1980,25588
"new.row.9164","27140",1981,33159
"new.row.9165","27140",1982,61107
"new.row.9166","27140",1983,19265
"new.row.9167","27140",1984,85391
"new.row.9168","27140",1985,45344
"new.row.9169","27140",1986,38653
"new.row.9170","27140",1987,70133
"new.row.9171","27140",1988,84759
"new.row.9172","27140",1989,76326
"new.row.9173","27140",1990,65861
"new.row.9174","27140",1991,73240
"new.row.9175","27140",1992,72606
"new.row.9176","27140",1993,72073
"new.row.9177","27140",1994,101173
"new.row.9178","27140",1995,72028
"new.row.9179","27140",1996,119704
"new.row.9180","27140",1997,103301
"new.row.9181","27140",1998,114079
"new.row.9182","27140",1999,107836
"new.row.9183","27140",2000,82609
"new.row.9184","27140",2001,136473
"new.row.9185","27140",2002,46880
"new.row.9186","27140",2003,115794
"new.row.9187","27140",2004,193365
"new.row.9188","27140",2005,193500
"new.row.9189","27140",2006,84674
"new.row.9190","27140",2007,113745
"new.row.9191","27140",2008,93462
"new.row.9192","27140",2009,115331
"new.row.9193","27140",2010,107897
"new.row.9194","27140",2011,83973
"new.row.9195","27140",2012,140139
"new.row.9196","17860",1969,2729
"new.row.9197","17860",1970,3761
"new.row.9198","17860",1971,4613
"new.row.9199","17860",1972,4228
"new.row.9200","17860",1973,11449
"new.row.9201","17860",1974,8456
"new.row.9202","17860",1975,2456
"new.row.9203","17860",1976,3849
"new.row.9204","17860",1977,6361
"new.row.9205","17860",1978,5883
"new.row.9206","17860",1979,10335
"new.row.9207","17860",1980,688
"new.row.9208","17860",1981,6484
"new.row.9209","17860",1982,3005
"new.row.9210","17860",1983,-648
"new.row.9211","17860",1984,1589
"new.row.9212","17860",1985,9664
"new.row.9213","17860",1986,502
"new.row.9214","17860",1987,1821
"new.row.9215","17860",1988,1559
"new.row.9216","17860",1989,6483
"new.row.9217","17860",1990,4428
"new.row.9218","17860",1991,4812
"new.row.9219","17860",1992,2533
"new.row.9220","17860",1993,5096
"new.row.9221","17860",1994,1642
"new.row.9222","17860",1995,-2037
"new.row.9223","17860",1996,5856
"new.row.9224","17860",1997,3075
"new.row.9225","17860",1998,2065
"new.row.9226","17860",1999,-2872
"new.row.9227","17860",2000,3873
"new.row.9228","17860",2001,4151
"new.row.9229","17860",2002,2364
"new.row.9230","17860",2003,8062
"new.row.9231","17860",2004,19053
"new.row.9232","17860",2005,3418
"new.row.9233","17860",2006,4710
"new.row.9234","17860",2007,4316
"new.row.9235","17860",2008,9699
"new.row.9236","17860",2009,8816
"new.row.9237","17860",2010,7196
"new.row.9238","17860",2011,9384
"new.row.9239","17860",2012,1134
"new.row.9240","27620",1969,15199
"new.row.9241","27620",1970,17573
"new.row.9242","27620",1971,14757
"new.row.9243","27620",1972,19855
"new.row.9244","27620",1973,34937
"new.row.9245","27620",1974,25721
"new.row.9246","27620",1975,19053
"new.row.9247","27620",1976,14748
"new.row.9248","27620",1977,19774
"new.row.9249","27620",1978,27504
"new.row.9250","27620",1979,30545
"new.row.9251","27620",1980,3643
"new.row.9252","27620",1981,16467
"new.row.9253","27620",1982,12414
"new.row.9254","27620",1983,3397
"new.row.9255","27620",1984,19770
"new.row.9256","27620",1985,22374
"new.row.9257","27620",1986,21116
"new.row.9258","27620",1987,22901
"new.row.9259","27620",1988,15486
"new.row.9260","27620",1989,23676
"new.row.9261","27620",1990,20835
"new.row.9262","27620",1991,17795
"new.row.9263","27620",1992,16660
"new.row.9264","27620",1993,16301
"new.row.9265","27620",1994,4542
"new.row.9266","27620",1995,-4563
"new.row.9267","27620",1996,19504
"new.row.9268","27620",1997,20692
"new.row.9269","27620",1998,8456
"new.row.9270","27620",1999,-5048
"new.row.9271","27620",2000,9957
"new.row.9272","27620",2001,12941
"new.row.9273","27620",2002,4112
"new.row.9274","27620",2003,17476
"new.row.9275","27620",2004,80015
"new.row.9276","27620",2005,55667
"new.row.9277","27620",2006,49045
"new.row.9278","27620",2007,50903
"new.row.9279","27620",2008,78257
"new.row.9280","27620",2009,37968
"new.row.9281","27620",2010,53720
"new.row.9282","27620",2011,83015
"new.row.9283","27620",2012,26419
"new.row.9284","27900",1969,8917
"new.row.9285","27900",1970,10260
"new.row.9286","27900",1971,9577
"new.row.9287","27900",1972,15470
"new.row.9288","27900",1973,26623
"new.row.9289","27900",1974,9734
"new.row.9290","27900",1975,10291
"new.row.9291","27900",1976,14270
"new.row.9292","27900",1977,13541
"new.row.9293","27900",1978,14674
"new.row.9294","27900",1979,16403
"new.row.9295","27900",1980,17725
"new.row.9296","27900",1981,15660
"new.row.9297","27900",1982,6077
"new.row.9298","27900",1983,6000
"new.row.9299","27900",1984,4953
"new.row.9300","27900",1985,6895
"new.row.9301","27900",1986,14072
"new.row.9302","27900",1987,6892
"new.row.9303","27900",1988,11849
"new.row.9304","27900",1989,20336
"new.row.9305","27900",1990,14207
"new.row.9306","27900",1991,11760
"new.row.9307","27900",1992,13628
"new.row.9308","27900",1993,12505
"new.row.9309","27900",1994,11326
"new.row.9310","27900",1995,7317
"new.row.9311","27900",1996,21444
"new.row.9312","27900",1997,21691
"new.row.9313","27900",1998,21793
"new.row.9314","27900",1999,15141
"new.row.9315","27900",2000,7774
"new.row.9316","27900",2001,20534
"new.row.9317","27900",2002,14676
"new.row.9318","27900",2003,29452
"new.row.9319","27900",2004,67003
"new.row.9320","27900",2005,62961
"new.row.9321","27900",2006,41471
"new.row.9322","27900",2007,37814
"new.row.9323","27900",2008,59814
"new.row.9324","27900",2009,28669
"new.row.9325","27900",2010,38043
"new.row.9326","27900",2011,40902
"new.row.9327","27900",2012,33298
"new.row.9328","44180",1969,16973
"new.row.9329","44180",1970,16798
"new.row.9330","44180",1971,17008
"new.row.9331","44180",1972,22772
"new.row.9332","44180",1973,35365
"new.row.9333","44180",1974,21293
"new.row.9334","44180",1975,24827
"new.row.9335","44180",1976,30718
"new.row.9336","44180",1977,24582
"new.row.9337","44180",1978,34959
"new.row.9338","44180",1979,27489
"new.row.9339","44180",1980,29530
"new.row.9340","44180",1981,47673
"new.row.9341","44180",1982,20934
"new.row.9342","44180",1983,14595
"new.row.9343","44180",1984,18721
"new.row.9344","44180",1985,19617
"new.row.9345","44180",1986,21063
"new.row.9346","44180",1987,17964
"new.row.9347","44180",1988,21569
"new.row.9348","44180",1989,40564
"new.row.9349","44180",1990,33072
"new.row.9350","44180",1991,23617
"new.row.9351","44180",1992,18979
"new.row.9352","44180",1993,15902
"new.row.9353","44180",1994,2373
"new.row.9354","44180",1995,-346
"new.row.9355","44180",1996,379
"new.row.9356","44180",1997,2811
"new.row.9357","44180",1998,7642
"new.row.9358","44180",1999,-3886
"new.row.9359","44180",2000,-2693
"new.row.9360","44180",2001,8073
"new.row.9361","44180",2002,7059
"new.row.9362","44180",2003,21298
"new.row.9363","44180",2004,64192
"new.row.9364","44180",2005,47221
"new.row.9365","44180",2006,22717
"new.row.9366","44180",2007,4341
"new.row.9367","44180",2008,7383
"new.row.9368","44180",2009,-24439
"new.row.9369","44180",2010,-5011
"new.row.9370","44180",2011,16456
"new.row.9371","44180",2012,-6604
"new.row.9372","13740",1969,18334
"new.row.9373","13740",1970,21020
"new.row.9374","13740",1971,19360
"new.row.9375","13740",1972,33673
"new.row.9376","13740",1973,32685
"new.row.9377","13740",1974,29285
"new.row.9378","13740",1975,13688
"new.row.9379","13740",1976,4595
"new.row.9380","13740",1977,3315
"new.row.9381","13740",1978,8403
"new.row.9382","13740",1979,2958
"new.row.9383","13740",1980,5649
"new.row.9384","13740",1981,3625
"new.row.9385","13740",1982,4360
"new.row.9386","13740",1983,5171
"new.row.9387","13740",1984,9320
"new.row.9388","13740",1985,10112
"new.row.9389","13740",1986,10455
"new.row.9390","13740",1987,20040
"new.row.9391","13740",1988,18423
"new.row.9392","13740",1989,22931
"new.row.9393","13740",1990,21590
"new.row.9394","13740",1991,27719
"new.row.9395","13740",1992,33339
"new.row.9396","13740",1993,36947
"new.row.9397","13740",1994,25056
"new.row.9398","13740",1995,12520
"new.row.9399","13740",1996,13400
"new.row.9400","13740",1997,10280
"new.row.9401","13740",1998,13015
"new.row.9402","13740",1999,15881
"new.row.9403","13740",2000,14552
"new.row.9404","13740",2001,26176
"new.row.9405","13740",2002,9386
"new.row.9406","13740",2003,23268
"new.row.9407","13740",2004,42566
"new.row.9408","13740",2005,37740
"new.row.9409","13740",2006,1747
"new.row.9410","13740",2007,6542
"new.row.9411","13740",2008,804
"new.row.9412","13740",2009,-668
"new.row.9413","13740",2010,587
"new.row.9414","13740",2011,8911
"new.row.9415","13740",2012,10404
"new.row.9416","24500",1969,9864
"new.row.9417","24500",1970,12967
"new.row.9418","24500",1971,13217
"new.row.9419","24500",1972,17033
"new.row.9420","24500",1973,17783
"new.row.9421","24500",1974,17254
"new.row.9422","24500",1975,15977
"new.row.9423","24500",1976,9933
"new.row.9424","24500",1977,3687
"new.row.9425","24500",1978,7079
"new.row.9426","24500",1979,5316
"new.row.9427","24500",1980,6357
"new.row.9428","24500",1981,4055
"new.row.9429","24500",1982,4075
"new.row.9430","24500",1983,10370
"new.row.9431","24500",1984,8712
"new.row.9432","24500",1985,1069
"new.row.9433","24500",1986,8967
"new.row.9434","24500",1987,9188
"new.row.9435","24500",1988,5324
"new.row.9436","24500",1989,20169
"new.row.9437","24500",1990,12078
"new.row.9438","24500",1991,18226
"new.row.9439","24500",1992,15792
"new.row.9440","24500",1993,34866
"new.row.9441","24500",1994,11983
"new.row.9442","24500",1995,15113
"new.row.9443","24500",1996,7604
"new.row.9444","24500",1997,8861
"new.row.9445","24500",1998,8215
"new.row.9446","24500",1999,9277
"new.row.9447","24500",2000,1916
"new.row.9448","24500",2001,4597
"new.row.9449","24500",2002,1478
"new.row.9450","24500",2003,4457
"new.row.9451","24500",2004,16095
"new.row.9452","24500",2005,17852
"new.row.9453","24500",2006,9622
"new.row.9454","24500",2007,15614
"new.row.9455","24500",2008,18565
"new.row.9456","24500",2009,9676
"new.row.9457","24500",2010,14258
"new.row.9458","24500",2011,21040
"new.row.9459","24500",2012,25389
"new.row.9460","33540",1969,639
"new.row.9461","33540",1970,682
"new.row.9462","33540",1971,960
"new.row.9463","33540",1972,1394
"new.row.9464","33540",1973,1989
"new.row.9465","33540",1974,1802
"new.row.9466","33540",1975,1096
"new.row.9467","33540",1976,1061
"new.row.9468","33540",1977,131
"new.row.9469","33540",1978,1668
"new.row.9470","33540",1979,1514
"new.row.9471","33540",1980,1355
"new.row.9472","33540",1981,401
"new.row.9473","33540",1982,283
"new.row.9474","33540",1983,1127
"new.row.9475","33540",1984,123
"new.row.9476","33540",1985,-556
"new.row.9477","33540",1986,920
"new.row.9478","33540",1987,-285
"new.row.9479","33540",1988,-558
"new.row.9480","33540",1989,322
"new.row.9481","33540",1990,144
"new.row.9482","33540",1991,234
"new.row.9483","33540",1992,243
"new.row.9484","33540",1993,643
"new.row.9485","33540",1994,-1858
"new.row.9486","33540",1995,-2953
"new.row.9487","33540",1996,-4419
"new.row.9488","33540",1997,-4488
"new.row.9489","33540",1998,-2652
"new.row.9490","33540",1999,-1558
"new.row.9491","33540",2000,-1830
"new.row.9492","33540",2001,548
"new.row.9493","33540",2002,3025
"new.row.9494","33540",2003,54
"new.row.9495","33540",2004,669
"new.row.9496","33540",2005,331
"new.row.9497","33540",2006,-1732
"new.row.9498","33540",2007,-938
"new.row.9499","33540",2008,-1383
"new.row.9500","33540",2009,-1651
"new.row.9501","33540",2010,-2870
"new.row.9502","33540",2011,-1189
"new.row.9503","33540",2012,-2848
"new.row.9504","24260",1969,36573
"new.row.9505","24260",1970,36815
"new.row.9506","24260",1971,37207
"new.row.9507","24260",1972,38974
"new.row.9508","24260",1973,54794
"new.row.9509","24260",1974,49288
"new.row.9510","24260",1975,71765
"new.row.9511","24260",1976,39699
"new.row.9512","24260",1977,7551
"new.row.9513","24260",1978,62841
"new.row.9514","24260",1979,27444
"new.row.9515","24260",1980,-34021
"new.row.9516","24260",1981,38991
"new.row.9517","24260",1982,10444
"new.row.9518","24260",1983,10916
"new.row.9519","24260",1984,81251
"new.row.9520","24260",1985,71219
"new.row.9521","24260",1986,90924
"new.row.9522","24260",1987,105203
"new.row.9523","24260",1988,133081
"new.row.9524","24260",1989,126999
"new.row.9525","24260",1990,133916
"new.row.9526","24260",1991,142035
"new.row.9527","24260",1992,127189
"new.row.9528","24260",1993,84743
"new.row.9529","24260",1994,110131
"new.row.9530","24260",1995,93207
"new.row.9531","24260",1996,154807
"new.row.9532","24260",1997,101951
"new.row.9533","24260",1998,91034
"new.row.9534","24260",1999,77681
"new.row.9535","24260",2000,79411
"new.row.9536","24260",2001,84190
"new.row.9537","24260",2002,58391
"new.row.9538","24260",2003,129844
"new.row.9539","24260",2004,137063
"new.row.9540","24260",2005,152518
"new.row.9541","24260",2006,92937
"new.row.9542","24260",2007,152587
"new.row.9543","24260",2008,185490
"new.row.9544","24260",2009,181591
"new.row.9545","24260",2010,171924
"new.row.9546","24260",2011,319897
"new.row.9547","24260",2012,330722
"new.row.9548","30700",1969,21351
"new.row.9549","30700",1970,15120
"new.row.9550","30700",1971,18273
"new.row.9551","30700",1972,19005
"new.row.9552","30700",1973,30887
"new.row.9553","30700",1974,21595
"new.row.9554","30700",1975,45410
"new.row.9555","30700",1976,19536
"new.row.9556","30700",1977,14681
"new.row.9557","30700",1978,54864
"new.row.9558","30700",1979,25771
"new.row.9559","30700",1980,-10613
"new.row.9560","30700",1981,23285
"new.row.9561","30700",1982,44494
"new.row.9562","30700",1983,17880
"new.row.9563","30700",1984,22249
"new.row.9564","30700",1985,36336
"new.row.9565","30700",1986,45246
"new.row.9566","30700",1987,41630
"new.row.9567","30700",1988,61472
"new.row.9568","30700",1989,58720
"new.row.9569","30700",1990,62777
"new.row.9570","30700",1991,45302
"new.row.9571","30700",1992,59190
"new.row.9572","30700",1993,30769
"new.row.9573","30700",1994,57790
"new.row.9574","30700",1995,17554
"new.row.9575","30700",1996,94056
"new.row.9576","30700",1997,53010
"new.row.9577","30700",1998,53874
"new.row.9578","30700",1999,47216
"new.row.9579","30700",2000,43326
"new.row.9580","30700",2001,44755
"new.row.9581","30700",2002,13983
"new.row.9582","30700",2003,60422
"new.row.9583","30700",2004,89725
"new.row.9584","30700",2005,55140
"new.row.9585","30700",2006,29273
"new.row.9586","30700",2007,67009
"new.row.9587","30700",2008,108484
"new.row.9588","30700",2009,94771
"new.row.9589","30700",2010,90140
"new.row.9590","30700",2011,165612
"new.row.9591","30700",2012,102848
"new.row.9592","16180",1969,29
"new.row.9593","16180",1970,45
"new.row.9594","16180",1971,303
"new.row.9595","16180",1972,152
"new.row.9596","16180",1973,456
"new.row.9597","16180",1974,91
"new.row.9598","16180",1975,133
"new.row.9599","16180",1976,139
"new.row.9600","16180",1977,130
"new.row.9601","16180",1978,112
"new.row.9602","16180",1979,117
"new.row.9603","16180",1980,229
"new.row.9604","16180",1981,148
"new.row.9605","16180",1982,158
"new.row.9606","16180",1983,150
"new.row.9607","16180",1984,260
"new.row.9608","16180",1985,101
"new.row.9609","16180",1986,92
"new.row.9610","16180",1987,204
"new.row.9611","16180",1988,98
"new.row.9612","16180",1989,131
"new.row.9613","16180",1990,162
"new.row.9614","16180",1991,121
"new.row.9615","16180",1992,107
"new.row.9616","16180",1993,150
"new.row.9617","16180",1994,56
"new.row.9618","16180",1995,-25
"new.row.9619","16180",1996,-114
"new.row.9620","16180",1997,-182
"new.row.9621","16180",1998,-24
"new.row.9622","16180",1999,83
"new.row.9623","16180",2000,121
"new.row.9624","16180",2001,289
"new.row.9625","16180",2002,534
"new.row.9626","16180",2003,275
"new.row.9627","16180",2004,273
"new.row.9628","16180",2005,275
"new.row.9629","16180",2006,299
"new.row.9630","16180",2007,143
"new.row.9631","16180",2008,293
"new.row.9632","16180",2009,340
"new.row.9633","16180",2010,316
"new.row.9634","16180",2011,325
"new.row.9635","16180",2012,255
"new.row.9636","29820",1969,2201
"new.row.9637","29820",1970,1695
"new.row.9638","29820",1971,1295
"new.row.9639","29820",1972,1279
"new.row.9640","29820",1973,1371
"new.row.9641","29820",1974,1955
"new.row.9642","29820",1975,2028
"new.row.9643","29820",1976,2720
"new.row.9644","29820",1977,2507
"new.row.9645","29820",1978,2418
"new.row.9646","29820",1979,1438
"new.row.9647","29820",1980,3141
"new.row.9648","29820",1981,1817
"new.row.9649","29820",1982,2396
"new.row.9650","29820",1983,762
"new.row.9651","29820",1984,2776
"new.row.9652","29820",1985,2311
"new.row.9653","29820",1986,1389
"new.row.9654","29820",1987,1968
"new.row.9655","29820",1988,1991
"new.row.9656","29820",1989,2740
"new.row.9657","29820",1990,3018
"new.row.9658","29820",1991,3218
"new.row.9659","29820",1992,4475
"new.row.9660","29820",1993,5351
"new.row.9661","29820",1994,4936
"new.row.9662","29820",1995,4969
"new.row.9663","29820",1996,5700
"new.row.9664","29820",1997,5761
"new.row.9665","29820",1998,6142
"new.row.9666","29820",1999,5622
"new.row.9667","29820",2000,4815
"new.row.9668","29820",2001,4784
"new.row.9669","29820",2002,3668
"new.row.9670","29820",2003,3182
"new.row.9671","29820",2004,3213
"new.row.9672","29820",2005,2950
"new.row.9673","29820",2006,3719
"new.row.9674","29820",2007,2418
"new.row.9675","29820",2008,3585
"new.row.9676","29820",2009,3489
"new.row.9677","29820",2010,3293
"new.row.9678","29820",2011,3746
"new.row.9679","29820",2012,3613
"new.row.9680","39900",1969,1026
"new.row.9681","39900",1970,1091
"new.row.9682","39900",1971,1078
"new.row.9683","39900",1972,1389
"new.row.9684","39900",1973,1964
"new.row.9685","39900",1974,864
"new.row.9686","39900",1975,1257
"new.row.9687","39900",1976,1552
"new.row.9688","39900",1977,982
"new.row.9689","39900",1978,731
"new.row.9690","39900",1979,-724
"new.row.9691","39900",1980,2973
"new.row.9692","39900",1981,2085
"new.row.9693","39900",1982,2407
"new.row.9694","39900",1983,1633
"new.row.9695","39900",1984,926
"new.row.9696","39900",1985,196
"new.row.9697","39900",1986,-45
"new.row.9698","39900",1987,1412
"new.row.9699","39900",1988,1566
"new.row.9700","39900",1989,1784
"new.row.9701","39900",1990,1060
"new.row.9702","39900",1991,1477
"new.row.9703","39900",1992,261
"new.row.9704","39900",1993,8842
"new.row.9705","39900",1994,2941
"new.row.9706","39900",1995,3406
"new.row.9707","39900",1996,4593
"new.row.9708","39900",1997,2674
"new.row.9709","39900",1998,3445
"new.row.9710","39900",1999,3422
"new.row.9711","39900",2000,5352
"new.row.9712","39900",2001,3987
"new.row.9713","39900",2002,3517
"new.row.9714","39900",2003,3196
"new.row.9715","39900",2004,4551
"new.row.9716","39900",2005,4291
"new.row.9717","39900",2006,5965
"new.row.9718","39900",2007,2523
"new.row.9719","39900",2008,3946
"new.row.9720","39900",2009,5151
"new.row.9721","39900",2010,4655
"new.row.9722","39900",2011,6135
"new.row.9723","39900",2012,6320
"new.row.9724","31700",1969,5637
"new.row.9725","31700",1970,3395
"new.row.9726","31700",1971,2977
"new.row.9727","31700",1972,3021
"new.row.9728","31700",1973,4265
"new.row.9729","31700",1974,2552
"new.row.9730","31700",1975,3183
"new.row.9731","31700",1976,3714
"new.row.9732","31700",1977,4283
"new.row.9733","31700",1978,5407
"new.row.9734","31700",1979,4718
"new.row.9735","31700",1980,2429
"new.row.9736","31700",1981,3303
"new.row.9737","31700",1982,3844
"new.row.9738","31700",1983,3336
"new.row.9739","31700",1984,3638
"new.row.9740","31700",1985,4842
"new.row.9741","31700",1986,4908
"new.row.9742","31700",1987,8815
"new.row.9743","31700",1988,10231
"new.row.9744","31700",1989,6600
"new.row.9745","31700",1990,7701
"new.row.9746","31700",1991,7790
"new.row.9747","31700",1992,7262
"new.row.9748","31700",1993,5937
"new.row.9749","31700",1994,5388
"new.row.9750","31700",1995,4835
"new.row.9751","31700",1996,4824
"new.row.9752","31700",1997,4407
"new.row.9753","31700",1998,3698
"new.row.9754","31700",1999,6217
"new.row.9755","31700",2000,5800
"new.row.9756","31700",2001,4903
"new.row.9757","31700",2002,5440
"new.row.9758","31700",2003,5647
"new.row.9759","31700",2004,5607
"new.row.9760","31700",2005,3060
"new.row.9761","31700",2006,2547
"new.row.9762","31700",2007,405
"new.row.9763","31700",2008,942
"new.row.9764","31700",2009,-400
