"","msa.fips","year","farm.personal.income"
"new.row.13246","17900",1971,17936
"new.row.13247","17900",1972,19339
"new.row.13248","17900",1973,29885
"new.row.13249","17900",1974,27094
"new.row.13250","17900",1975,19935
"new.row.13251","17900",1976,22285
"new.row.13252","17900",1977,17272
"new.row.13253","17900",1978,22171
"new.row.13254","17900",1979,37581
"new.row.13255","17900",1980,10592
"new.row.13256","17900",1981,19721
"new.row.13257","17900",1982,22621
"new.row.13258","17900",1983,5361
"new.row.13259","17900",1984,38913
"new.row.13260","17900",1985,23853
"new.row.13261","17900",1986,22314
"new.row.13262","17900",1987,21752
"new.row.13263","17900",1988,30115
"new.row.13264","17900",1989,36179
"new.row.13265","17900",1990,30040
"new.row.13266","17900",1991,49226
"new.row.13267","17900",1992,43574
"new.row.13268","17900",1993,33577
"new.row.13269","17900",1994,53031
"new.row.13270","17900",1995,47439
"new.row.13271","17900",1996,59942
"new.row.13272","17900",1997,63500
"new.row.13273","17900",1998,76867
"new.row.13274","17900",1999,73019
"new.row.13275","17900",2000,68208
"new.row.13276","17900",2001,84623
"new.row.13277","17900",2002,46927
"new.row.13278","17900",2003,83217
"new.row.13279","17900",2004,113989
"new.row.13280","17900",2005,100176
"new.row.13281","17900",2006,83848
"new.row.13282","17900",2007,52364
"new.row.13283","17900",2008,71863
"new.row.13284","17900",2009,69082
"new.row.13285","17900",2010,65915
"new.row.13286","17900",2011,38560
"new.row.13287","17900",2012,72447
"new.row.13288","22500",1969,24157
"new.row.13289","22500",1970,22898
"new.row.13290","22500",1971,23599
"new.row.13291","22500",1972,24669
"new.row.13292","22500",1973,30085
"new.row.13293","22500",1974,43128
"new.row.13294","22500",1975,30549
"new.row.13295","22500",1976,22406
"new.row.13296","22500",1977,20046
"new.row.13297","22500",1978,31918
"new.row.13298","22500",1979,20303
"new.row.13299","22500",1980,1049
"new.row.13300","22500",1981,25049
"new.row.13301","22500",1982,33073
"new.row.13302","22500",1983,10848
"new.row.13303","22500",1984,22875
"new.row.13304","22500",1985,21965
"new.row.13305","22500",1986,-4266
"new.row.13306","22500",1987,27916
"new.row.13307","22500",1988,38650
"new.row.13308","22500",1989,36632
"new.row.13309","22500",1990,22585
"new.row.13310","22500",1991,32906
"new.row.13311","22500",1992,35413
"new.row.13312","22500",1993,28292
"new.row.13313","22500",1994,42611
"new.row.13314","22500",1995,22265
"new.row.13315","22500",1996,44158
"new.row.13316","22500",1997,39891
"new.row.13317","22500",1998,16471
"new.row.13318","22500",1999,20166
"new.row.13319","22500",2000,49552
"new.row.13320","22500",2001,66673
"new.row.13321","22500",2002,-7997
"new.row.13322","22500",2003,46876
"new.row.13323","22500",2004,37193
"new.row.13324","22500",2005,24189
"new.row.13325","22500",2006,21676
"new.row.13326","22500",2007,8077
"new.row.13327","22500",2008,25906
"new.row.13328","22500",2009,23560
"new.row.13329","22500",2010,15590
"new.row.13330","22500",2011,17631
"new.row.13331","22500",2012,38870
"new.row.13332","24860",1969,9611
"new.row.13333","24860",1970,8906
"new.row.13334","24860",1971,10969
"new.row.13335","24860",1972,9348
"new.row.13336","24860",1973,14987
"new.row.13337","24860",1974,12088
"new.row.13338","24860",1975,10049
"new.row.13339","24860",1976,11041
"new.row.13340","24860",1977,11152
"new.row.13341","24860",1978,14418
"new.row.13342","24860",1979,18317
"new.row.13343","24860",1980,4131
"new.row.13344","24860",1981,4767
"new.row.13345","24860",1982,9812
"new.row.13346","24860",1983,3978
"new.row.13347","24860",1984,11514
"new.row.13348","24860",1985,8396
"new.row.13349","24860",1986,5789
"new.row.13350","24860",1987,13520
"new.row.13351","24860",1988,18468
"new.row.13352","24860",1989,21431
"new.row.13353","24860",1990,21500
"new.row.13354","24860",1991,21385
"new.row.13355","24860",1992,27605
"new.row.13356","24860",1993,30863
"new.row.13357","24860",1994,32699
"new.row.13358","24860",1995,22324
"new.row.13359","24860",1996,10223
"new.row.13360","24860",1997,18170
"new.row.13361","24860",1998,19415
"new.row.13362","24860",1999,27365
"new.row.13363","24860",2000,31266
"new.row.13364","24860",2001,28597
"new.row.13365","24860",2002,20327
"new.row.13366","24860",2003,14076
"new.row.13367","24860",2004,25630
"new.row.13368","24860",2005,32712
"new.row.13369","24860",2006,10073
"new.row.13370","24860",2007,2602
"new.row.13371","24860",2008,-4564
"new.row.13372","24860",2009,5654
"new.row.13373","24860",2010,-1328
"new.row.13374","24860",2011,-22716
"new.row.13375","24860",2012,-14262
"new.row.13376","25940",1969,3228
"new.row.13377","25940",1970,4179
"new.row.13378","25940",1971,4233
"new.row.13379","25940",1972,4559
"new.row.13380","25940",1973,3681
"new.row.13381","25940",1974,5160
"new.row.13382","25940",1975,6384
"new.row.13383","25940",1976,4168
"new.row.13384","25940",1977,3241
"new.row.13385","25940",1978,2577
"new.row.13386","25940",1979,3024
"new.row.13387","25940",1980,245
"new.row.13388","25940",1981,444
"new.row.13389","25940",1982,2957
"new.row.13390","25940",1983,-76
"new.row.13391","25940",1984,-808
"new.row.13392","25940",1985,-1537
"new.row.13393","25940",1986,426
"new.row.13394","25940",1987,2129
"new.row.13395","25940",1988,3058
"new.row.13396","25940",1989,3422
"new.row.13397","25940",1990,3566
"new.row.13398","25940",1991,5256
"new.row.13399","25940",1992,3660
"new.row.13400","25940",1993,13235
"new.row.13401","25940",1994,9598
"new.row.13402","25940",1995,8664
"new.row.13403","25940",1996,5025
"new.row.13404","25940",1997,5404
"new.row.13405","25940",1998,6372
"new.row.13406","25940",1999,9620
"new.row.13407","25940",2000,8377
"new.row.13408","25940",2001,9577
"new.row.13409","25940",2002,10493
"new.row.13410","25940",2003,20914
"new.row.13411","25940",2004,27867
"new.row.13412","25940",2005,24516
"new.row.13413","25940",2006,28267
"new.row.13414","25940",2007,11829
"new.row.13415","25940",2008,27278
"new.row.13416","25940",2009,27159
"new.row.13417","25940",2010,31115
"new.row.13418","25940",2011,33258
"new.row.13419","25940",2012,30142
"new.row.13420","43900",1969,6428
"new.row.13421","43900",1970,6969
"new.row.13422","43900",1971,8516
"new.row.13423","43900",1972,4598
"new.row.13424","43900",1973,9744
"new.row.13425","43900",1974,8313
"new.row.13426","43900",1975,13459
"new.row.13427","43900",1976,5981
"new.row.13428","43900",1977,4462
"new.row.13429","43900",1978,6262
"new.row.13430","43900",1979,6912
"new.row.13431","43900",1980,3283
"new.row.13432","43900",1981,5706
"new.row.13433","43900",1982,24
"new.row.13434","43900",1983,715
"new.row.13435","43900",1984,11483
"new.row.13436","43900",1985,-2513
"new.row.13437","43900",1986,372
"new.row.13438","43900",1987,6061
"new.row.13439","43900",1988,10092
"new.row.13440","43900",1989,8049
"new.row.13441","43900",1990,5164
"new.row.13442","43900",1991,9497
"new.row.13443","43900",1992,8927
"new.row.13444","43900",1993,10499
"new.row.13445","43900",1994,9585
"new.row.13446","43900",1995,7470
"new.row.13447","43900",1996,3560
"new.row.13448","43900",1997,5389
"new.row.13449","43900",1998,5923
"new.row.13450","43900",1999,8394
"new.row.13451","43900",2000,9227
"new.row.13452","43900",2001,6052
"new.row.13453","43900",2002,4945
"new.row.13454","43900",2003,10741
"new.row.13455","43900",2004,1027
"new.row.13456","43900",2005,11493
"new.row.13457","43900",2006,12698
"new.row.13458","43900",2007,16058
"new.row.13459","43900",2008,25167
"new.row.13460","43900",2009,26961
"new.row.13461","43900",2010,27532
"new.row.13462","43900",2011,22881
"new.row.13463","43900",2012,25556
"new.row.13464","44940",1969,5611
"new.row.13465","44940",1970,7996
"new.row.13466","44940",1971,7264
"new.row.13467","44940",1972,9662
"new.row.13468","44940",1973,8861
"new.row.13469","44940",1974,14084
"new.row.13470","44940",1975,9246
"new.row.13471","44940",1976,8662
"new.row.13472","44940",1977,7607
"new.row.13473","44940",1978,6162
"new.row.13474","44940",1979,9257
"new.row.13475","44940",1980,287
"new.row.13476","44940",1981,4013
"new.row.13477","44940",1982,2484
"new.row.13478","44940",1983,-73
"new.row.13479","44940",1984,19806
"new.row.13480","44940",1985,12821
"new.row.13481","44940",1986,8077
"new.row.13482","44940",1987,12975
"new.row.13483","44940",1988,16108
"new.row.13484","44940",1989,18215
"new.row.13485","44940",1990,16163
"new.row.13486","44940",1991,19763
"new.row.13487","44940",1992,17945
"new.row.13488","44940",1993,12146
"new.row.13489","44940",1994,16089
"new.row.13490","44940",1995,7513
"new.row.13491","44940",1996,21862
"new.row.13492","44940",1997,13280
"new.row.13493","44940",1998,9206
"new.row.13494","44940",1999,11368
"new.row.13495","44940",2000,11576
"new.row.13496","44940",2001,19994
"new.row.13497","44940",2002,8694
"new.row.13498","44940",2003,15367
"new.row.13499","44940",2004,24540
"new.row.13500","44940",2005,29546
"new.row.13501","44940",2006,13826
"new.row.13502","44940",2007,13827
"new.row.13503","44940",2008,10479
"new.row.13504","44940",2009,6988
"new.row.13505","44940",2010,4840
"new.row.13506","44940",2011,4812
"new.row.13507","44940",2012,19412
"new.row.13508","39660",1969,12249
"new.row.13509","39660",1970,12525
"new.row.13510","39660",1971,13405
"new.row.13511","39660",1972,18786
"new.row.13512","39660",1973,32563
"new.row.13513","39660",1974,14623
"new.row.13514","39660",1975,19264
"new.row.13515","39660",1976,11242
"new.row.13516","39660",1977,10587
"new.row.13517","39660",1978,17986
"new.row.13518","39660",1979,22376
"new.row.13519","39660",1980,14729
"new.row.13520","39660",1981,16308
"new.row.13521","39660",1982,13406
"new.row.13522","39660",1983,12354
"new.row.13523","39660",1984,19660
"new.row.13524","39660",1985,6630
"new.row.13525","39660",1986,15090
"new.row.13526","39660",1987,11069
"new.row.13527","39660",1988,5891
"new.row.13528","39660",1989,9849
"new.row.13529","39660",1990,15518
"new.row.13530","39660",1991,7745
"new.row.13531","39660",1992,13988
"new.row.13532","39660",1993,20105
"new.row.13533","39660",1994,5397
"new.row.13534","39660",1995,14287
"new.row.13535","39660",1996,2476
"new.row.13536","39660",1997,6924
"new.row.13537","39660",1998,13125
"new.row.13538","39660",1999,30239
"new.row.13539","39660",2000,31914
"new.row.13540","39660",2001,35645
"new.row.13541","39660",2002,15495
"new.row.13542","39660",2003,47444
"new.row.13543","39660",2004,38528
"new.row.13544","39660",2005,55783
"new.row.13545","39660",2006,11629
"new.row.13546","39660",2007,18165
"new.row.13547","39660",2008,39778
"new.row.13548","39660",2009,8861
"new.row.13549","39660",2010,27153
"new.row.13550","39660",2011,61863
"new.row.13551","39660",2012,57546
"new.row.13552","43620",1969,39422
"new.row.13553","43620",1970,37152
"new.row.13554","43620",1971,44606
"new.row.13555","43620",1972,68919
"new.row.13556","43620",1973,110668
"new.row.13557","43620",1974,83929
"new.row.13558","43620",1975,91429
"new.row.13559","43620",1976,34145
"new.row.13560","43620",1977,55251
"new.row.13561","43620",1978,85834
"new.row.13562","43620",1979,88735
"new.row.13563","43620",1980,21888
"new.row.13564","43620",1981,80980
"new.row.13565","43620",1982,36646
"new.row.13566","43620",1983,19550
"new.row.13567","43620",1984,54699
"new.row.13568","43620",1985,81650
"new.row.13569","43620",1986,72990
"new.row.13570","43620",1987,110742
"new.row.13571","43620",1988,120696
"new.row.13572","43620",1989,86034
"new.row.13573","43620",1990,101760
"new.row.13574","43620",1991,100443
"new.row.13575","43620",1992,138690
"new.row.13576","43620",1993,70499
"new.row.13577","43620",1994,189117
"new.row.13578","43620",1995,65979
"new.row.13579","43620",1996,221718
"new.row.13580","43620",1997,147122
"new.row.13581","43620",1998,149783
"new.row.13582","43620",1999,97935
"new.row.13583","43620",2000,121234
"new.row.13584","43620",2001,86673
"new.row.13585","43620",2002,58582
"new.row.13586","43620",2003,121258
"new.row.13587","43620",2004,181905
"new.row.13588","43620",2005,122422
"new.row.13589","43620",2006,104812
"new.row.13590","43620",2007,161909
"new.row.13591","43620",2008,251399
"new.row.13592","43620",2009,292139
"new.row.13593","43620",2010,263527
"new.row.13594","43620",2011,454612
"new.row.13595","43620",2012,273976
"new.row.13596","17420",1969,2005
"new.row.13597","17420",1970,1816
"new.row.13598","17420",1971,1621
"new.row.13599","17420",1972,2456
"new.row.13600","17420",1973,4642
"new.row.13601","17420",1974,1683
"new.row.13602","17420",1975,1709
"new.row.13603","17420",1976,2303
"new.row.13604","17420",1977,3314
"new.row.13605","17420",1978,1011
"new.row.13606","17420",1979,2349
"new.row.13607","17420",1980,4369
"new.row.13608","17420",1981,7737
"new.row.13609","17420",1982,6953
"new.row.13610","17420",1983,3355
"new.row.13611","17420",1984,11260
"new.row.13612","17420",1985,7887
"new.row.13613","17420",1986,12143
"new.row.13614","17420",1987,6619
"new.row.13615","17420",1988,7683
"new.row.13616","17420",1989,18557
"new.row.13617","17420",1990,16289
"new.row.13618","17420",1991,20004
"new.row.13619","17420",1992,19561
"new.row.13620","17420",1993,20844
"new.row.13621","17420",1994,16939
"new.row.13622","17420",1995,9954
"new.row.13623","17420",1996,13075
"new.row.13624","17420",1997,5545
"new.row.13625","17420",1998,10034
"new.row.13626","17420",1999,8570
"new.row.13627","17420",2000,6300
"new.row.13628","17420",2001,25769
"new.row.13629","17420",2002,4355
"new.row.13630","17420",2003,6036
"new.row.13631","17420",2004,19484
"new.row.13632","17420",2005,21725
"new.row.13633","17420",2006,5911
"new.row.13634","17420",2007,1921
"new.row.13635","17420",2008,-2008
"new.row.13636","17420",2009,-3044
"new.row.13637","17420",2010,-3837
"new.row.13638","17420",2011,-8531
"new.row.13639","17420",2012,-12135
"new.row.13640","27180",1969,9437
"new.row.13641","27180",1970,12947
"new.row.13642","27180",1971,17740
"new.row.13643","27180",1972,14442
"new.row.13644","27180",1973,21938
"new.row.13645","27180",1974,8255
"new.row.13646","27180",1975,8501
"new.row.13647","27180",1976,9166
"new.row.13648","27180",1977,7822
"new.row.13649","27180",1978,10570
"new.row.13650","27180",1979,4994
"new.row.13651","27180",1980,-3637
"new.row.13652","27180",1981,4251
"new.row.13653","27180",1982,4435
"new.row.13654","27180",1983,-7996
"new.row.13655","27180",1984,12200
"new.row.13656","27180",1985,1416
"new.row.13657","27180",1986,4646
"new.row.13658","27180",1987,30752
"new.row.13659","27180",1988,24674
"new.row.13660","27180",1989,19049
"new.row.13661","27180",1990,16651
"new.row.13662","27180",1991,27339
"new.row.13663","27180",1992,40249
"new.row.13664","27180",1993,27434
"new.row.13665","27180",1994,44807
"new.row.13666","27180",1995,29344
"new.row.13667","27180",1996,36861
"new.row.13668","27180",1997,25480
"new.row.13669","27180",1998,9326
"new.row.13670","27180",1999,2320
"new.row.13671","27180",2000,19100
"new.row.13672","27180",2001,14161
"new.row.13673","27180",2002,-498
"new.row.13674","27180",2003,20745
"new.row.13675","27180",2004,17712
"new.row.13676","27180",2005,32984
"new.row.13677","27180",2006,34287
"new.row.13678","27180",2007,10666
"new.row.13679","27180",2008,41700
"new.row.13680","27180",2009,44952
"new.row.13681","27180",2010,31208
"new.row.13682","27180",2011,56719
"new.row.13683","27180",2012,59714
"new.row.13684","27740",1969,6639
"new.row.13685","27740",1970,7377
"new.row.13686","27740",1971,6532
"new.row.13687","27740",1972,10607
"new.row.13688","27740",1973,13574
"new.row.13689","27740",1974,10419
"new.row.13690","27740",1975,6930
"new.row.13691","27740",1976,11435
"new.row.13692","27740",1977,9150
"new.row.13693","27740",1978,8873
"new.row.13694","27740",1979,4320
"new.row.13695","27740",1980,7648
"new.row.13696","27740",1981,14447
"new.row.13697","27740",1982,13225
"new.row.13698","27740",1983,4529
"new.row.13699","27740",1984,10086
"new.row.13700","27740",1985,9867
"new.row.13701","27740",1986,5075
"new.row.13702","27740",1987,6901
"new.row.13703","27740",1988,9932
"new.row.13704","27740",1989,11004
"new.row.13705","27740",1990,17288
"new.row.13706","27740",1991,19344
"new.row.13707","27740",1992,21775
"new.row.13708","27740",1993,22042
"new.row.13709","27740",1994,20784
"new.row.13710","27740",1995,14509
"new.row.13711","27740",1996,7593
"new.row.13712","27740",1997,11791
"new.row.13713","27740",1998,10699
"new.row.13714","27740",1999,7276
"new.row.13715","27740",2000,13068
"new.row.13716","27740",2001,6748
"new.row.13717","27740",2002,2795
"new.row.13718","27740",2003,3602
