"","msa.fips","year","real.gdp"
"new.row.3781","25420",2012,29559
"new.row.3782","25420",2013,29957
"new.row.3783","27780",2001,4052
"new.row.3784","27780",2002,3887
"new.row.3785","27780",2003,3961
"new.row.3786","27780",2004,3976
"new.row.3787","27780",2005,4077
"new.row.3788","27780",2006,4090
"new.row.3789","27780",2007,4152
"new.row.3790","27780",2008,4125
"new.row.3791","27780",2009,4080
"new.row.3792","27780",2010,4059
"new.row.3793","27780",2011,4079
"new.row.3794","27780",2012,4045
"new.row.3795","27780",2013,3965
"new.row.3796","29540",2001,18966
"new.row.3797","29540",2002,19233
"new.row.3798","29540",2003,19580
"new.row.3799","29540",2004,19910
"new.row.3800","29540",2005,20389
"new.row.3801","29540",2006,20500
"new.row.3802","29540",2007,20283
"new.row.3803","29540",2008,20014
"new.row.3804","29540",2009,19565
"new.row.3805","29540",2010,20554
"new.row.3806","29540",2011,21027
"new.row.3807","29540",2012,21209
"new.row.3808","29540",2013,21587
"new.row.3809","30140",2001,3363
"new.row.3810","30140",2002,3391
"new.row.3811","30140",2003,3531
"new.row.3812","30140",2004,3630
"new.row.3813","30140",2005,3659
"new.row.3814","30140",2006,3746
"new.row.3815","30140",2007,3816
"new.row.3816","30140",2008,3884
"new.row.3817","30140",2009,3868
"new.row.3818","30140",2010,4036
"new.row.3819","30140",2011,4031
"new.row.3820","30140",2012,4069
"new.row.3821","30140",2013,4013
"new.row.3822","38300",2001,109640
"new.row.3823","38300",2002,110469
"new.row.3824","38300",2003,112262
"new.row.3825","38300",2004,113487
"new.row.3826","38300",2005,113425
"new.row.3827","38300",2006,114140
"new.row.3828","38300",2007,114994
"new.row.3829","38300",2008,114589
"new.row.3830","38300",2009,110886
"new.row.3831","38300",2010,114802
"new.row.3832","38300",2011,117953
"new.row.3833","38300",2012,120719
"new.row.3834","38300",2013,122891
"new.row.3835","39740",2001,13896
"new.row.3836","39740",2002,14188
"new.row.3837","39740",2003,14491
"new.row.3838","39740",2004,14556
"new.row.3839","39740",2005,14865
"new.row.3840","39740",2006,15728
"new.row.3841","39740",2007,15469
"new.row.3842","39740",2008,15021
"new.row.3843","39740",2009,14682
"new.row.3844","39740",2010,14799
"new.row.3845","39740",2011,14860
"new.row.3846","39740",2012,14986
"new.row.3847","39740",2013,15238
"new.row.3848","42540",2001,18990
"new.row.3849","42540",2002,18810
"new.row.3850","42540",2003,19235
"new.row.3851","42540",2004,19920
"new.row.3852","42540",2005,20124
"new.row.3853","42540",2006,20299
"new.row.3854","42540",2007,20563
"new.row.3855","42540",2008,19820
"new.row.3856","42540",2009,19385
"new.row.3857","42540",2010,20000
"new.row.3858","42540",2011,20016
"new.row.3859","42540",2012,20029
"new.row.3860","42540",2013,20041
"new.row.3861","44300",2001,5246
"new.row.3862","44300",2002,5394
"new.row.3863","44300",2003,5484
"new.row.3864","44300",2004,5708
"new.row.3865","44300",2005,5954
"new.row.3866","44300",2006,6074
"new.row.3867","44300",2007,6220
"new.row.3868","44300",2008,6278
"new.row.3869","44300",2009,6351
"new.row.3870","44300",2010,6480
"new.row.3871","44300",2011,6629
"new.row.3872","44300",2012,6703
"new.row.3873","44300",2013,6880
"new.row.3874","48700",2001,3760
"new.row.3875","48700",2002,3696
"new.row.3876","48700",2003,3709
"new.row.3877","48700",2004,3796
"new.row.3878","48700",2005,3823
"new.row.3879","48700",2006,3821
"new.row.3880","48700",2007,3785
"new.row.3881","48700",2008,3707
"new.row.3882","48700",2009,3650
"new.row.3883","48700",2010,3852
"new.row.3884","48700",2011,4200
"new.row.3885","48700",2012,4450
"new.row.3886","48700",2013,4617
"new.row.3887","49620",2001,13419
"new.row.3888","49620",2002,13404
"new.row.3889","49620",2003,14193
"new.row.3890","49620",2004,14692
"new.row.3891","49620",2005,15625
"new.row.3892","49620",2006,15722
"new.row.3893","49620",2007,15921
"new.row.3894","49620",2008,16366
"new.row.3895","49620",2009,15735
"new.row.3896","49620",2010,16149
"new.row.3897","49620",2011,15926
"new.row.3898","49620",2012,15692
"new.row.3899","49620",2013,15827
"new.row.3900","16700",2001,21604
"new.row.3901","16700",2002,22498
"new.row.3902","16700",2003,23579
"new.row.3903","16700",2004,24391
"new.row.3904","16700",2005,25711
"new.row.3905","16700",2006,26350
"new.row.3906","16700",2007,27495
"new.row.3907","16700",2008,28028
"new.row.3908","16700",2009,27641
"new.row.3909","16700",2010,28137
"new.row.3910","16700",2011,29577
"new.row.3911","16700",2012,30215
"new.row.3912","16700",2013,30667
"new.row.3913","17900",2001,27602
"new.row.3914","17900",2002,27909
"new.row.3915","17900",2003,28899
"new.row.3916","17900",2004,29897
"new.row.3917","17900",2005,30542
"new.row.3918","17900",2006,31690
"new.row.3919","17900",2007,32304
"new.row.3920","17900",2008,32261
"new.row.3921","17900",2009,31492
"new.row.3922","17900",2010,31410
"new.row.3923","17900",2011,32024
"new.row.3924","17900",2012,32541
"new.row.3925","17900",2013,33199
"new.row.3926","22500",2001,6882
"new.row.3927","22500",2002,6972
"new.row.3928","22500",2003,7189
"new.row.3929","22500",2004,7167
"new.row.3930","22500",2005,7274
"new.row.3931","22500",2006,7422
"new.row.3932","22500",2007,7582
"new.row.3933","22500",2008,7340
"new.row.3934","22500",2009,7003
"new.row.3935","22500",2010,6896
"new.row.3936","22500",2011,6979
"new.row.3937","22500",2012,7141
"new.row.3938","22500",2013,7369
"new.row.3939","24860",2001,29688
"new.row.3940","24860",2002,29678
"new.row.3941","24860",2003,30707
"new.row.3942","24860",2004,29460
"new.row.3943","24860",2005,30259
"new.row.3944","24860",2006,30475
"new.row.3945","24860",2007,31478
"new.row.3946","24860",2008,31461
"new.row.3947","24860",2009,29880
"new.row.3948","24860",2010,30837
"new.row.3949","24860",2011,32162
"new.row.3950","24860",2012,32377
"new.row.3951","24860",2013,32841
"new.row.3952","25940",2001,6804
"new.row.3953","25940",2002,7157
"new.row.3954","25940",2003,7412
"new.row.3955","25940",2004,7704
"new.row.3956","25940",2005,7978
"new.row.3957","25940",2006,8321
"new.row.3958","25940",2007,8520
"new.row.3959","25940",2008,7914
"new.row.3960","25940",2009,7491
"new.row.3961","25940",2010,7337
"new.row.3962","25940",2011,7144
"new.row.3963","25940",2012,7226
"new.row.3964","25940",2013,7264
"new.row.3965","43900",2001,10287
"new.row.3966","43900",2002,10696
"new.row.3967","43900",2003,11054
"new.row.3968","43900",2004,10964
"new.row.3969","43900",2005,11130
"new.row.3970","43900",2006,11541
"new.row.3971","43900",2007,11717
"new.row.3972","43900",2008,11719
"new.row.3973","43900",2009,10645
"new.row.3974","43900",2010,11322
"new.row.3975","43900",2011,11955
"new.row.3976","43900",2012,12136
"new.row.3977","43900",2013,12193
"new.row.3978","44940",2001,2891
"new.row.3979","44940",2002,2953
"new.row.3980","44940",2003,3019
"new.row.3981","44940",2004,3101
"new.row.3982","44940",2005,3157
"new.row.3983","44940",2006,3219
"new.row.3984","44940",2007,3194
"new.row.3985","44940",2008,3069
"new.row.3986","44940",2009,2976
"new.row.3987","44940",2010,2983
"new.row.3988","44940",2011,3101
"new.row.3989","44940",2012,3342
"new.row.3990","44940",2013,3257
"new.row.3991","39660",2001,4131
"new.row.3992","39660",2002,4804
"new.row.3993","39660",2003,4738
"new.row.3994","39660",2004,4820
"new.row.3995","39660",2005,4867
"new.row.3996","39660",2006,4949
"new.row.3997","39660",2007,5084
"new.row.3998","39660",2008,5113
"new.row.3999","39660",2009,5119
"new.row.4000","39660",2010,5347
"new.row.4001","39660",2011,5517
"new.row.4002","39660",2012,5556
"new.row.4003","39660",2013,5610
"new.row.4004","43620",2001,10252
"new.row.4005","43620",2002,11818
"new.row.4006","43620",2003,12302
"new.row.4007","43620",2004,12632
"new.row.4008","43620",2005,13218
"new.row.4009","43620",2006,13306
"new.row.4010","43620",2007,13636
"new.row.4011","43620",2008,14135
"new.row.4012","43620",2009,14426
"new.row.4013","43620",2010,14653
"new.row.4014","43620",2011,15288
"new.row.4015","43620",2012,15654
"new.row.4016","43620",2013,16046
"new.row.4017","17420",2001,3351
"new.row.4018","17420",2002,3442
"new.row.4019","17420",2003,3510
"new.row.4020","17420",2004,3610
"new.row.4021","17420",2005,3563
"new.row.4022","17420",2006,3571
"new.row.4023","17420",2007,3452
"new.row.4024","17420",2008,3412
"new.row.4025","17420",2009,3255
"new.row.4026","17420",2010,3269
"new.row.4027","17420",2011,3406
"new.row.4028","17420",2012,3641
"new.row.4029","17420",2013,3642
"new.row.4030","27180",2001,4705
"new.row.4031","27180",2002,4900
"new.row.4032","27180",2003,5083
"new.row.4033","27180",2004,5121
"new.row.4034","27180",2005,5212
"new.row.4035","27180",2006,5218
"new.row.4036","27180",2007,4985
"new.row.4037","27180",2008,5092
"new.row.4038","27180",2009,4958
"new.row.4039","27180",2010,5019
"new.row.4040","27180",2011,5127
"new.row.4041","27180",2012,5299
"new.row.4042","27180",2013,5348
"new.row.4043","27740",2001,4740
"new.row.4044","27740",2002,4944
"new.row.4045","27740",2003,5230
"new.row.4046","27740",2004,5548
"new.row.4047","27740",2005,5672
"new.row.4048","27740",2006,5754
"new.row.4049","27740",2007,5700
"new.row.4050","27740",2008,5855
"new.row.4051","27740",2009,5823
"new.row.4052","27740",2010,5557
"new.row.4053","27740",2011,5703
"new.row.4054","27740",2012,5801
"new.row.4055","27740",2013,5678
"new.row.4056","28700",2001,9675
"new.row.4057","28700",2002,9368
"new.row.4058","28700",2003,9394
"new.row.4059","28700",2004,10116
"new.row.4060","28700",2005,9791
"new.row.4061","28700",2006,10283
"new.row.4062","28700",2007,10255
"new.row.4063","28700",2008,10014
"new.row.4064","28700",2009,9694
"new.row.4065","28700",2010,10035
"new.row.4066","28700",2011,10393
"new.row.4067","28700",2012,10406
"new.row.4068","28700",2013,10279
"new.row.4069","28940",2001,27363
"new.row.4070","28940",2002,28671
"new.row.4071","28940",2003,30080
"new.row.4072","28940",2004,31402
"new.row.4073","28940",2005,32043
"new.row.4074","28940",2006,32154
"new.row.4075","28940",2007,31876
"new.row.4076","28940",2008,32873
"new.row.4077","28940",2009,32049
"new.row.4078","28940",2010,32319
"new.row.4079","28940",2011,33535
"new.row.4080","28940",2012,34134
"new.row.4081","28940",2013,34346
"new.row.4082","34100",2001,3268
"new.row.4083","34100",2002,3248
"new.row.4084","34100",2003,3403
"new.row.4085","34100",2004,3565
"new.row.4086","34100",2005,3468
"new.row.4087","34100",2006,3518
"new.row.4088","34100",2007,3493
"new.row.4089","34100",2008,3329
"new.row.4090","34100",2009,3074
"new.row.4091","34100",2010,3309
"new.row.4092","34100",2011,3337
"new.row.4093","34100",2012,3457
"new.row.4094","34100",2013,3451
"new.row.4095","34980",2001,68824
"new.row.4096","34980",2002,70882
"new.row.4097","34980",2003,73880
"new.row.4098","34980",2004,77503
"new.row.4099","34980",2005,79020
"new.row.4100","34980",2006,82062
"new.row.4101","34980",2007,81706
"new.row.4102","34980",2008,84241
"new.row.4103","34980",2009,81602
"new.row.4104","34980",2010,84572
"new.row.4105","34980",2011,88170
"new.row.4106","34980",2012,93360
"new.row.4107","34980",2013,95124
"new.row.4108","10180",2001,4607
"new.row.4109","10180",2002,4760
"new.row.4110","10180",2003,4859
"new.row.4111","10180",2004,4938
"new.row.4112","10180",2005,4925
"new.row.4113","10180",2006,5129
"new.row.4114","10180",2007,5354
"new.row.4115","10180",2008,5491
"new.row.4116","10180",2009,5239
"new.row.4117","10180",2010,5272
"new.row.4118","10180",2011,5427
"new.row.4119","10180",2012,5771
"new.row.4120","10180",2013,5924
"new.row.4121","11100",2001,8129
"new.row.4122","11100",2002,8330
"new.row.4123","11100",2003,8562
"new.row.4124","11100",2004,8772
"new.row.4125","11100",2005,8871
"new.row.4126","11100",2006,9333
"new.row.4127","11100",2007,9506
"new.row.4128","11100",2008,9737
"new.row.4129","11100",2009,9742
"new.row.4130","11100",2010,9932
"new.row.4131","11100",2011,9937
"new.row.4132","11100",2012,10219
"new.row.4133","11100",2013,10546
"new.row.4134","12420",2001,59931
"new.row.4135","12420",2002,60250
"new.row.4136","12420",2003,63066
"new.row.4137","12420",2004,67607
"new.row.4138","12420",2005,71840
"new.row.4139","12420",2006,77718
"new.row.4140","12420",2007,79713
"new.row.4141","12420",2008,83520
"new.row.4142","12420",2009,81743
"new.row.4143","12420",2010,86546
"new.row.4144","12420",2011,90380
"new.row.4145","12420",2012,96035
"new.row.4146","12420",2013,98126
"new.row.4147","13140",2001,14149
"new.row.4148","13140",2002,15282
"new.row.4149","13140",2003,15879
"new.row.4150","13140",2004,17618
"new.row.4151","13140",2005,16567
"new.row.4152","13140",2006,17229
"new.row.4153","13140",2007,18495
"new.row.4154","13140",2008,16802
"new.row.4155","13140",2009,18156
"new.row.4156","13140",2010,19207
"new.row.4157","13140",2011,18355
"new.row.4158","13140",2012,18918
"new.row.4159","13140",2013,20283
"new.row.4160","15180",2001,6420
"new.row.4161","15180",2002,6616
"new.row.4162","15180",2003,6773
"new.row.4163","15180",2004,6839
"new.row.4164","15180",2005,7004
"new.row.4165","15180",2006,7300
"new.row.4166","15180",2007,7449
"new.row.4167","15180",2008,7611
"new.row.4168","15180",2009,7590
"new.row.4169","15180",2010,7780
"new.row.4170","15180",2011,7768
"new.row.4171","15180",2012,7966
"new.row.4172","15180",2013,8015
"new.row.4173","17780",2001,5402
"new.row.4174","17780",2002,5199
"new.row.4175","17780",2003,5521
"new.row.4176","17780",2004,5676
"new.row.4177","17780",2005,5887
"new.row.4178","17780",2006,6161
"new.row.4179","17780",2007,6283
"new.row.4180","17780",2008,6505
"new.row.4181","17780",2009,6982
"new.row.4182","17780",2010,7163
"new.row.4183","17780",2011,7151
"new.row.4184","17780",2012,7447
"new.row.4185","17780",2013,7672
"new.row.4186","18580",2001,14340
"new.row.4187","18580",2002,14749
"new.row.4188","18580",2003,15372
"new.row.4189","18580",2004,16454
"new.row.4190","18580",2005,15791
"new.row.4191","18580",2006,16405
"new.row.4192","18580",2007,17462
"new.row.4193","18580",2008,16801
"new.row.4194","18580",2009,17418
"new.row.4195","18580",2010,17792
"new.row.4196","18580",2011,17868
"new.row.4197","18580",2012,19219
"new.row.4198","18580",2013,20439
"new.row.4199","19100",2001,301604
"new.row.4200","19100",2002,311814
"new.row.4201","19100",2003,311629
"new.row.4202","19100",2004,324942
"new.row.4203","19100",2005,335059
"new.row.4204","19100",2006,352761
"new.row.4205","19100",2007,361422
"new.row.4206","19100",2008,366320
"new.row.4207","19100",2009,355667
"new.row.4208","19100",2010,368015
"new.row.4209","19100",2011,383369
"new.row.4210","19100",2012,405081
"new.row.4211","19100",2013,413627
"new.row.4212","21340",2001,22797
"new.row.4213","21340",2002,23582
"new.row.4214","21340",2003,23556
"new.row.4215","21340",2004,23407
"new.row.4216","21340",2005,23522
"new.row.4217","21340",2006,25075
"new.row.4218","21340",2007,25449
"new.row.4219","21340",2008,24213
"new.row.4220","21340",2009,24156
"new.row.4221","21340",2010,24479
"new.row.4222","21340",2011,24589
"new.row.4223","21340",2012,25415
"new.row.4224","21340",2013,25543
"new.row.4225","26420",2001,314008
"new.row.4226","26420",2002,314840
"new.row.4227","26420",2003,310837
"new.row.4228","26420",2004,329025
"new.row.4229","26420",2005,330219
"new.row.4230","26420",2006,352146
"new.row.4231","26420",2007,376837
"new.row.4232","26420",2008,372577
"new.row.4233","26420",2009,375438
"new.row.4234","26420",2010,379595
"new.row.4235","26420",2011,397638
"new.row.4236","26420",2012,433463
"new.row.4237","26420",2013,456177
"new.row.4238","28660",2001,10411
"new.row.4239","28660",2002,10628
"new.row.4240","28660",2003,11091
"new.row.4241","28660",2004,11434
"new.row.4242","28660",2005,12287
"new.row.4243","28660",2006,13199
"new.row.4244","28660",2007,13885
"new.row.4245","28660",2008,14704
"new.row.4246","28660",2009,15163
"new.row.4247","28660",2010,14936
"new.row.4248","28660",2011,14969
"new.row.4249","28660",2012,14896
"new.row.4250","28660",2013,14834
"new.row.4251","29700",2001,4899
"new.row.4252","29700",2002,5113
"new.row.4253","29700",2003,5270
"new.row.4254","29700",2004,5329
"new.row.4255","29700",2005,5597
"new.row.4256","29700",2006,5786
"new.row.4257","29700",2007,5788
"new.row.4258","29700",2008,6114
"new.row.4259","29700",2009,5770
"new.row.4260","29700",2010,5927
"new.row.4261","29700",2011,6239
"new.row.4262","29700",2012,6628
"new.row.4263","29700",2013,6847
"new.row.4264","30980",2001,6905
"new.row.4265","30980",2002,6980
"new.row.4266","30980",2003,7140
"new.row.4267","30980",2004,7515
"new.row.4268","30980",2005,7892
"new.row.4269","30980",2006,8599
"new.row.4270","30980",2007,8986
"new.row.4271","30980",2008,9762
"new.row.4272","30980",2009,9308
"new.row.4273","30980",2010,9932
"new.row.4274","30980",2011,10448
"new.row.4275","30980",2012,11349
"new.row.4276","30980",2013,11340
"new.row.4277","31180",2001,8086
"new.row.4278","31180",2002,8477
"new.row.4279","31180",2003,8760
"new.row.4280","31180",2004,9082
"new.row.4281","31180",2005,9365
"new.row.4282","31180",2006,9678
"new.row.4283","31180",2007,9644
"new.row.4284","31180",2008,9789
"new.row.4285","31180",2009,9770
"new.row.4286","31180",2010,10152
"new.row.4287","31180",2011,9889
"new.row.4288","31180",2012,10459
"new.row.4289","31180",2013,10992
"new.row.4290","32580",2001,10351
"new.row.4291","32580",2002,10709
"new.row.4292","32580",2003,11330
"new.row.4293","32580",2004,11892
"new.row.4294","32580",2005,12515
"new.row.4295","32580",2006,13200
"new.row.4296","32580",2007,13435
"new.row.4297","32580",2008,13748
"new.row.4298","32580",2009,13924
"new.row.4299","32580",2010,14401
"new.row.4300","32580",2011,14704
"new.row.4301","32580",2012,15324
"new.row.4302","32580",2013,15777
"new.row.4303","33260",2001,8111
"new.row.4304","33260",2002,7673
"new.row.4305","33260",2003,7054
"new.row.4306","33260",2004,7160
"new.row.4307","33260",2005,7285
"new.row.4308","33260",2006,8057
"new.row.4309","33260",2007,9302
"new.row.4310","33260",2008,10693
"new.row.4311","33260",2009,13252
"new.row.4312","33260",2010,13194
"new.row.4313","33260",2011,15657
"new.row.4314","33260",2012,19013
"new.row.4315","33260",2013,20255
"new.row.4316","36220",2001,4041
"new.row.4317","36220",2002,4019
"new.row.4318","36220",2003,4014
"new.row.4319","36220",2004,4078
"new.row.4320","36220",2005,4420
"new.row.4321","36220",2006,5002
"new.row.4322","36220",2007,5782
"new.row.4323","36220",2008,5908
"new.row.4324","36220",2009,5521
"new.row.4325","36220",2010,5813
"new.row.4326","36220",2011,6902
"new.row.4327","36220",2012,8083
"new.row.4328","36220",2013,8494
"new.row.4329","41660",2001,3413
"new.row.4330","41660",2002,3439
"new.row.4331","41660",2003,3534
"new.row.4332","41660",2004,3620
"new.row.4333","41660",2005,3613
"new.row.4334","41660",2006,3594
"new.row.4335","41660",2007,3585
"new.row.4336","41660",2008,3677
"new.row.4337","41660",2009,3615
"new.row.4338","41660",2010,3718
"new.row.4339","41660",2011,3900
"new.row.4340","41660",2012,4038
"new.row.4341","41660",2013,4176
"new.row.4342","41700",2001,65154
"new.row.4343","41700",2002,65425
"new.row.4344","41700",2003,67663
"new.row.4345","41700",2004,69497
"new.row.4346","41700",2005,71619
"new.row.4347","41700",2006,75239
"new.row.4348","41700",2007,77415
"new.row.4349","41700",2008,78269
"new.row.4350","41700",2009,76837
"new.row.4351","41700",2010,80101
"new.row.4352","41700",2011,83787
"new.row.4353","41700",2012,87024
"new.row.4354","41700",2013,89463
"new.row.4355","43300",2001,2766
"new.row.4356","43300",2002,2815
"new.row.4357","43300",2003,2922
"new.row.4358","43300",2004,3073
"new.row.4359","43300",2005,3134
"new.row.4360","43300",2006,3307
"new.row.4361","43300",2007,3304
"new.row.4362","43300",2008,3329
"new.row.4363","43300",2009,3270
"new.row.4364","43300",2010,3372
"new.row.4365","43300",2011,3450
"new.row.4366","43300",2012,3507
"new.row.4367","43300",2013,3670
"new.row.4368","46340",2001,6969
"new.row.4369","46340",2002,7027
"new.row.4370","46340",2003,7174
"new.row.4371","46340",2004,7597
"new.row.4372","46340",2005,7721
"new.row.4373","46340",2006,7917
"new.row.4374","46340",2007,8001
"new.row.4375","46340",2008,8168
"new.row.4376","46340",2009,8454
"new.row.4377","46340",2010,8666
"new.row.4378","46340",2011,9069
"new.row.4379","46340",2012,9635
"new.row.4380","46340",2013,9822
"new.row.4381","47020",2001,3151
"new.row.4382","47020",2002,3201
"new.row.4383","47020",2003,3326
"new.row.4384","47020",2004,3459
"new.row.4385","47020",2005,3581
"new.row.4386","47020",2006,3936
"new.row.4387","47020",2007,3902
"new.row.4388","47020",2008,4026
"new.row.4389","47020",2009,3724
"new.row.4390","47020",2010,3977
"new.row.4391","47020",2011,4122
"new.row.4392","47020",2012,4579
"new.row.4393","47020",2013,4843
"new.row.4394","47380",2001,6834
"new.row.4395","47380",2002,6954
"new.row.4396","47380",2003,7381
"new.row.4397","47380",2004,7723
"new.row.4398","47380",2005,7965
"new.row.4399","47380",2006,8206
"new.row.4400","47380",2007,8321
"new.row.4401","47380",2008,8401
"new.row.4402","47380",2009,8432
"new.row.4403","47380",2010,8928
"new.row.4404","47380",2011,8771
"new.row.4405","47380",2012,9090
"new.row.4406","47380",2013,9257
"new.row.4407","48660",2001,5223
"new.row.4408","48660",2002,5397
"new.row.4409","48660",2003,5367
"new.row.4410","48660",2004,5313
"new.row.4411","48660",2005,5191
"new.row.4412","48660",2006,5418
"new.row.4413","48660",2007,5495
"new.row.4414","48660",2008,5978
"new.row.4415","48660",2009,5556
"new.row.4416","48660",2010,5484
"new.row.4417","48660",2011,5558
"new.row.4418","48660",2012,5956
"new.row.4419","48660",2013,6265
"new.row.4420","36260",2001,15366
"new.row.4421","36260",2002,16038
"new.row.4422","36260",2003,16539
"new.row.4423","36260",2004,17315
"new.row.4424","36260",2005,17892
"new.row.4425","36260",2006,19254
"new.row.4426","36260",2007,19702
"new.row.4427","36260",2008,19217
"new.row.4428","36260",2009,19439
"new.row.4429","36260",2010,20214
"new.row.4430","36260",2011,20511
"new.row.4431","36260",2012,21315
"new.row.4432","36260",2013,22276
"new.row.4433","39340",2001,10397
"new.row.4434","39340",2002,10869
"new.row.4435","39340",2003,11598
"new.row.4436","39340",2004,12319
"new.row.4437","39340",2005,13117
"new.row.4438","39340",2006,14314
"new.row.4439","39340",2007,15685
"new.row.4440","39340",2008,15402
"new.row.4441","39340",2009,15057
"new.row.4442","39340",2010,15203
"new.row.4443","39340",2011,15681
"new.row.4444","39340",2012,16845
"new.row.4445","39340",2013,17918
"new.row.4446","41100",2001,2420
"new.row.4447","41100",2002,2553
"new.row.4448","41100",2003,2788
"new.row.4449","41100",2004,3034
"new.row.4450","41100",2005,3420
"new.row.4451","41100",2006,3846
"new.row.4452","41100",2007,3986
"new.row.4453","41100",2008,3831
"new.row.4454","41100",2009,3551
"new.row.4455","41100",2010,3462
"new.row.4456","41100",2011,3607
"new.row.4457","41100",2012,3737
"new.row.4458","41100",2013,3958
"new.row.4459","41620",2001,50787
"new.row.4460","41620",2002,51329
"new.row.4461","41620",2003,51284
"new.row.4462","41620",2004,53330
"new.row.4463","41620",2005,56326
"new.row.4464","41620",2006,60961
"new.row.4465","41620",2007,65194
"new.row.4466","41620",2008,63288
"new.row.4467","41620",2009,62167
"new.row.4468","41620",2010,63090
"new.row.4469","41620",2011,65019
"new.row.4470","41620",2012,68967
"new.row.4471","41620",2013,70719
"new.row.4472","15540",2001,8933
"new.row.4473","15540",2002,9171
"new.row.4474","15540",2003,9726
"new.row.4475","15540",2004,10103
"new.row.4476","15540",2005,10293
"new.row.4477","15540",2006,10507
"new.row.4478","15540",2007,10389
"new.row.4479","15540",2008,10542
"new.row.4480","15540",2009,10470
"new.row.4481","15540",2010,11133
"new.row.4482","15540",2011,11496
"new.row.4483","15540",2012,11765
"new.row.4484","15540",2013,12018
"new.row.4485","13980",2001,4988
"new.row.4486","13980",2002,4917
"new.row.4487","13980",2003,5110
"new.row.4488","13980",2004,5218
"new.row.4489","13980",2005,5547
"new.row.4490","13980",2006,5746
"new.row.4491","13980",2007,5926
"new.row.4492","13980",2008,5558
"new.row.4493","13980",2009,5292
"new.row.4494","13980",2010,5381
"new.row.4495","13980",2011,5543
"new.row.4496","13980",2012,5854
"new.row.4497","13980",2013,5837
"new.row.4498","16820",2001,7588
"new.row.4499","16820",2002,7881
"new.row.4500","16820",2003,8195
"new.row.4501","16820",2004,8690
"new.row.4502","16820",2005,9128
"new.row.4503","16820",2006,9368
"new.row.4504","16820",2007,9435
"new.row.4505","16820",2008,9578
"new.row.4506","16820",2009,9577
"new.row.4507","16820",2010,9932
"new.row.4508","16820",2011,10284
"new.row.4509","16820",2012,10615
"new.row.4510","16820",2013,10540
"new.row.4511","25500",2001,5858
"new.row.4512","25500",2002,5418
"new.row.4513","25500",2003,5549
"new.row.4514","25500",2004,5518
"new.row.4515","25500",2005,5778
"new.row.4516","25500",2006,6012
"new.row.4517","25500",2007,6174
"new.row.4518","25500",2008,5948
"new.row.4519","25500",2009,6262
"new.row.4520","25500",2010,6747
"new.row.4521","25500",2011,6654
"new.row.4522","25500",2012,6667
"new.row.4523","25500",2013,6664
"new.row.4524","31340",2001,7805
"new.row.4525","31340",2002,7594
"new.row.4526","31340",2003,7824
"new.row.4527","31340",2004,8042
"new.row.4528","31340",2005,8273
"new.row.4529","31340",2006,8573
"new.row.4530","31340",2007,8560
"new.row.4531","31340",2008,8422
"new.row.4532","31340",2009,8259
"new.row.4533","31340",2010,8540
"new.row.4534","31340",2011,8381
"new.row.4535","31340",2012,8347
"new.row.4536","31340",2013,8313
"new.row.4537","40060",2001,57835
"new.row.4538","40060",2002,56993
"new.row.4539","40060",2003,57004
"new.row.4540","40060",2004,58275
"new.row.4541","40060",2005,61011
"new.row.4542","40060",2006,61036
"new.row.4543","40060",2007,61689
"new.row.4544","40060",2008,61611
"new.row.4545","40060",2009,60242
"new.row.4546","40060",2010,61692
"new.row.4547","40060",2011,61659
"new.row.4548","40060",2012,62571
"new.row.4549","40060",2013,64155
"new.row.4550","40220",2001,12124
"new.row.4551","40220",2002,12125
"new.row.4552","40220",2003,12333
"new.row.4553","40220",2004,12598
"new.row.4554","40220",2005,12904
"new.row.4555","40220",2006,13246
"new.row.4556","40220",2007,13406
"new.row.4557","40220",2008,13328
"new.row.4558","40220",2009,12986
"new.row.4559","40220",2010,12842
"new.row.4560","40220",2011,12738
"new.row.4561","40220",2012,12840
"new.row.4562","40220",2013,13051
"new.row.4563","44420",2001,4286
"new.row.4564","44420",2002,4105
"new.row.4565","44420",2003,4224
"new.row.4566","44420",2004,4350
"new.row.4567","44420",2005,4576
"new.row.4568","44420",2006,4532
"new.row.4569","44420",2007,4338
"new.row.4570","44420",2008,4322
"new.row.4571","44420",2009,4220
"new.row.4572","44420",2010,4415
"new.row.4573","44420",2011,4342
"new.row.4574","44420",2012,4376
"new.row.4575","44420",2013,4391
"new.row.4576","49020",2001,4209
"new.row.4577","49020",2002,4210
"new.row.4578","49020",2003,4479
"new.row.4579","49020",2004,4676
"new.row.4580","49020",2005,5001
"new.row.4581","49020",2006,5145
"new.row.4582","49020",2007,4990
"new.row.4583","49020",2008,4775
"new.row.4584","49020",2009,4808
"new.row.4585","49020",2010,5119
"new.row.4586","49020",2011,5177
"new.row.4587","49020",2012,5227
"new.row.4588","49020",2013,5182
"new.row.4589","13380",2001,6153
"new.row.4590","13380",2002,7018
"new.row.4591","13380",2003,7294
"new.row.4592","13380",2004,7182
"new.row.4593","13380",2005,8654
"new.row.4594","13380",2006,7799
"new.row.4595","13380",2007,8113
"new.row.4596","13380",2008,8056
"new.row.4597","13380",2009,8442
"new.row.4598","13380",2010,8727
"new.row.4599","13380",2011,7862
"new.row.4600","13380",2012,7987
"new.row.4601","13380",2013,8671
"new.row.4602","14740",2001,8148
