"","msa.fips","year","real.gdp"
"new.row.4603","14740",2002,8728
"new.row.4604","14740",2003,8839
"new.row.4605","14740",2004,8819
"new.row.4606","14740",2005,8955
"new.row.4607","14740",2006,9271
"new.row.4608","14740",2007,9148
"new.row.4609","14740",2008,9122
"new.row.4610","14740",2009,8967
"new.row.4611","14740",2010,8981
"new.row.4612","14740",2011,8969
"new.row.4613","14740",2012,8891
"new.row.4614","14740",2013,8825
"new.row.4615","28420",2001,7621
"new.row.4616","28420",2002,8171
"new.row.4617","28420",2003,8483
"new.row.4618","28420",2004,8504
"new.row.4619","28420",2005,8828
"new.row.4620","28420",2006,8784
"new.row.4621","28420",2007,9246
"new.row.4622","28420",2008,9558
"new.row.4623","28420",2009,10297
"new.row.4624","28420",2010,10914
"new.row.4625","28420",2011,10757
"new.row.4626","28420",2012,10170
"new.row.4627","28420",2013,10314
"new.row.4628","31020",2001,2958
"new.row.4629","31020",2002,2871
"new.row.4630","31020",2003,3004
"new.row.4631","31020",2004,3022
"new.row.4632","31020",2005,3132
"new.row.4633","31020",2006,3206
"new.row.4634","31020",2007,3285
"new.row.4635","31020",2008,3199
"new.row.4636","31020",2009,3068
"new.row.4637","31020",2010,3136
"new.row.4638","31020",2011,3090
"new.row.4639","31020",2012,3200
"new.row.4640","31020",2013,3279
"new.row.4641","34580",2001,4253
"new.row.4642","34580",2002,5299
"new.row.4643","34580",2003,5050
"new.row.4644","34580",2004,4622
"new.row.4645","34580",2005,6074
"new.row.4646","34580",2006,5019
"new.row.4647","34580",2007,4948
"new.row.4648","34580",2008,4794
"new.row.4649","34580",2009,4928
"new.row.4650","34580",2010,4912
"new.row.4651","34580",2011,4123
"new.row.4652","34580",2012,4026
"new.row.4653","34580",2013,4453
"new.row.4654","36500",2001,7697
"new.row.4655","36500",2002,7820
"new.row.4656","36500",2003,8002
"new.row.4657","36500",2004,8180
"new.row.4658","36500",2005,8544
"new.row.4659","36500",2006,8897
"new.row.4660","36500",2007,9258
"new.row.4661","36500",2008,9284
"new.row.4662","36500",2009,9104
"new.row.4663","36500",2010,9050
"new.row.4664","36500",2011,8898
"new.row.4665","36500",2012,8900
"new.row.4666","36500",2013,9146
"new.row.4667","42660",2001,199417
"new.row.4668","42660",2002,200688
"new.row.4669","42660",2003,203038
"new.row.4670","42660",2004,206561
"new.row.4671","42660",2005,218880
"new.row.4672","42660",2006,228362
"new.row.4673","42660",2007,244419
"new.row.4674","42660",2008,247399
"new.row.4675","42660",2009,240074
"new.row.4676","42660",2010,246268
"new.row.4677","42660",2011,251355
"new.row.4678","42660",2012,263242
"new.row.4679","42660",2013,269679
"new.row.4680","44060",2001,16797
"new.row.4681","44060",2002,16798
"new.row.4682","44060",2003,17222
"new.row.4683","44060",2004,17601
"new.row.4684","44060",2005,18429
"new.row.4685","44060",2006,19139
"new.row.4686","44060",2007,19681
"new.row.4687","44060",2008,19710
"new.row.4688","44060",2009,19206
"new.row.4689","44060",2010,19243
"new.row.4690","44060",2011,19406
"new.row.4691","44060",2012,19688
"new.row.4692","44060",2013,20033
"new.row.4693","47460",2001,1955
"new.row.4694","47460",2002,1947
"new.row.4695","47460",2003,2043
"new.row.4696","47460",2004,1998
"new.row.4697","47460",2005,2031
"new.row.4698","47460",2006,2156
"new.row.4699","47460",2007,2210
"new.row.4700","47460",2008,2336
"new.row.4701","47460",2009,2346
"new.row.4702","47460",2010,2370
"new.row.4703","47460",2011,2311
"new.row.4704","47460",2012,2269
"new.row.4705","47460",2013,2303
"new.row.4706","48300",2001,2966
"new.row.4707","48300",2002,3176
"new.row.4708","48300",2003,3338
"new.row.4709","48300",2004,3404
"new.row.4710","48300",2005,3483
"new.row.4711","48300",2006,3593
"new.row.4712","48300",2007,3526
"new.row.4713","48300",2008,3658
"new.row.4714","48300",2009,3645
"new.row.4715","48300",2010,3498
"new.row.4716","48300",2011,3462
"new.row.4717","48300",2012,3578
"new.row.4718","48300",2013,3799
"new.row.4719","49420",2001,6146
"new.row.4720","49420",2002,6402
"new.row.4721","49420",2003,6618
"new.row.4722","49420",2004,6694
"new.row.4723","49420",2005,7038
"new.row.4724","49420",2006,7134
"new.row.4725","49420",2007,7150
"new.row.4726","49420",2008,7340
"new.row.4727","49420",2009,7296
"new.row.4728","49420",2010,7334
"new.row.4729","49420",2011,7212
"new.row.4730","49420",2012,7416
"new.row.4731","49420",2013,7760
"new.row.4732","13220",2001,3730
"new.row.4733","13220",2002,3756
"new.row.4734","13220",2003,3681
"new.row.4735","13220",2004,3748
"new.row.4736","13220",2005,3912
"new.row.4737","13220",2006,4001
"new.row.4738","13220",2007,3910
"new.row.4739","13220",2008,4017
"new.row.4740","13220",2009,3830
"new.row.4741","13220",2010,4123
"new.row.4742","13220",2011,4340
"new.row.4743","13220",2012,4199
"new.row.4744","13220",2013,4594
"new.row.4745","16620",2001,12428
"new.row.4746","16620",2002,12458
"new.row.4747","16620",2003,12231
"new.row.4748","16620",2004,12254
"new.row.4749","16620",2005,12379
"new.row.4750","16620",2006,12638
"new.row.4751","16620",2007,12729
"new.row.4752","16620",2008,12964
"new.row.4753","16620",2009,12787
"new.row.4754","16620",2010,12978
"new.row.4755","16620",2011,13356
"new.row.4756","16620",2012,12863
"new.row.4757","16620",2013,13107
"new.row.4758","34060",2001,4232
"new.row.4759","34060",2002,4475
"new.row.4760","34060",2003,4614
"new.row.4761","34060",2004,4736
"new.row.4762","34060",2005,4911
"new.row.4763","34060",2006,5135
"new.row.4764","34060",2007,5167
"new.row.4765","34060",2008,5572
"new.row.4766","34060",2009,5953
"new.row.4767","34060",2010,6340
"new.row.4768","34060",2011,6171
"new.row.4769","34060",2012,6316
"new.row.4770","34060",2013,6589
"new.row.4771","37620",2001,3372
"new.row.4772","37620",2002,3285
"new.row.4773","37620",2003,3254
"new.row.4774","37620",2004,3316
"new.row.4775","37620",2005,3262
"new.row.4776","37620",2006,3420
"new.row.4777","37620",2007,3276
"new.row.4778","37620",2008,3288
"new.row.4779","37620",2009,3369
"new.row.4780","37620",2010,3218
"new.row.4781","37620",2011,3191
"new.row.4782","37620",2012,3247
"new.row.4783","37620",2013,3217
"new.row.4784","11540",2001,9243
"new.row.4785","11540",2002,9153
"new.row.4786","11540",2003,9616
"new.row.4787","11540",2004,10021
"new.row.4788","11540",2005,10193
"new.row.4789","11540",2006,10226
"new.row.4790","11540",2007,10405
"new.row.4791","11540",2008,10054
"new.row.4792","11540",2009,10035
"new.row.4793","11540",2010,10042
"new.row.4794","11540",2011,10187
"new.row.4795","11540",2012,10267
"new.row.4796","11540",2013,10393
"new.row.4797","20740",2001,5107
"new.row.4798","20740",2002,5390
"new.row.4799","20740",2003,5625
"new.row.4800","20740",2004,5825
"new.row.4801","20740",2005,6252
"new.row.4802","20740",2006,6360
"new.row.4803","20740",2007,6360
"new.row.4804","20740",2008,6205
"new.row.4805","20740",2009,6167
"new.row.4806","20740",2010,6406
"new.row.4807","20740",2011,6421
"new.row.4808","20740",2012,6603
"new.row.4809","20740",2013,6621
"new.row.4810","22540",2001,3679
"new.row.4811","22540",2002,3621
"new.row.4812","22540",2003,3750
"new.row.4813","22540",2004,3894
"new.row.4814","22540",2005,3947
"new.row.4815","22540",2006,4018
"new.row.4816","22540",2007,4022
"new.row.4817","22540",2008,3924
"new.row.4818","22540",2009,3613
"new.row.4819","22540",2010,3692
"new.row.4820","22540",2011,3796
"new.row.4821","22540",2012,3858
"new.row.4822","22540",2013,3951
"new.row.4823","24580",2001,14264
"new.row.4824","24580",2002,14412
"new.row.4825","24580",2003,14870
"new.row.4826","24580",2004,15277
"new.row.4827","24580",2005,15399
"new.row.4828","24580",2006,15436
"new.row.4829","24580",2007,15436
"new.row.4830","24580",2008,14902
"new.row.4831","24580",2009,14691
"new.row.4832","24580",2010,15174
"new.row.4833","24580",2011,15443
"new.row.4834","24580",2012,15659
"new.row.4835","24580",2013,15991
"new.row.4836","27500",2001,4903
"new.row.4837","27500",2002,5376
"new.row.4838","27500",2003,5534
"new.row.4839","27500",2004,5499
"new.row.4840","27500",2005,5389
"new.row.4841","27500",2006,5799
"new.row.4842","27500",2007,5619
"new.row.4843","27500",2008,5265
"new.row.4844","27500",2009,4789
"new.row.4845","27500",2010,4909
"new.row.4846","27500",2011,5033
"new.row.4847","27500",2012,5107
"new.row.4848","27500",2013,5413
"new.row.4849","31540",2001,29633
"new.row.4850","31540",2002,30838
"new.row.4851","31540",2003,31789
"new.row.4852","31540",2004,33304
"new.row.4853","31540",2005,34663
"new.row.4854","31540",2006,35249
"new.row.4855","31540",2007,36218
"new.row.4856","31540",2008,35649
"new.row.4857","31540",2009,35910
"new.row.4858","31540",2010,37254
"new.row.4859","31540",2011,38218
"new.row.4860","31540",2012,38891
"new.row.4861","31540",2013,40186
"new.row.4862","33340",2001,78398
"new.row.4863","33340",2002,78943
"new.row.4864","33340",2003,81083
"new.row.4865","33340",2004,82857
"new.row.4866","33340",2005,85243
"new.row.4867","33340",2006,87501
"new.row.4868","33340",2007,87760
"new.row.4869","33340",2008,87675
"new.row.4870","33340",2009,85405
"new.row.4871","33340",2010,86813
"new.row.4872","33340",2011,88475
"new.row.4873","33340",2012,88572
"new.row.4874","33340",2013,89052
"new.row.4875","36780",2001,7016
"new.row.4876","36780",2002,7630
"new.row.4877","36780",2003,7606
"new.row.4878","36780",2004,7829
"new.row.4879","36780",2005,7937
"new.row.4880","36780",2006,8018
"new.row.4881","36780",2007,8078
"new.row.4882","36780",2008,7933
"new.row.4883","36780",2009,7534
"new.row.4884","36780",2010,8271
"new.row.4885","36780",2011,8539
"new.row.4886","36780",2012,8650
"new.row.4887","36780",2013,8656
"new.row.4888","39540",2001,7146
"new.row.4889","39540",2002,7217
"new.row.4890","39540",2003,7344
"new.row.4891","39540",2004,7533
"new.row.4892","39540",2005,7318
"new.row.4893","39540",2006,7481
"new.row.4894","39540",2007,7336
"new.row.4895","39540",2008,6842
"new.row.4896","39540",2009,6553
"new.row.4897","39540",2010,7119
"new.row.4898","39540",2011,6979
"new.row.4899","39540",2012,7103
"new.row.4900","39540",2013,6988
"new.row.4901","43100",2001,5093
"new.row.4902","43100",2002,5241
"new.row.4903","43100",2003,5406
"new.row.4904","43100",2004,5630
"new.row.4905","43100",2005,5609
"new.row.4906","43100",2006,5693
"new.row.4907","43100",2007,5706
"new.row.4908","43100",2008,5777
"new.row.4909","43100",2009,5505
"new.row.4910","43100",2010,5400
"new.row.4911","43100",2011,5401
"new.row.4912","43100",2012,5510
"new.row.4913","43100",2013,5698
"new.row.4914","48140",2001,5346
"new.row.4915","48140",2002,5305
"new.row.4916","48140",2003,5627
"new.row.4917","48140",2004,5768
"new.row.4918","48140",2005,5973
"new.row.4919","48140",2006,6025
"new.row.4920","48140",2007,6081
"new.row.4921","48140",2008,5899
"new.row.4922","48140",2009,5605
"new.row.4923","48140",2010,5711
"new.row.4924","48140",2011,5799
"new.row.4925","48140",2012,5864
"new.row.4926","48140",2013,6033
"new.row.4927","16220",2001,4154
"new.row.4928","16220",2002,4434
"new.row.4929","16220",2003,4427
"new.row.4930","16220",2004,4849
"new.row.4931","16220",2005,5356
"new.row.4932","16220",2006,6018
"new.row.4933","16220",2007,5894
"new.row.4934","16220",2008,6887
"new.row.4935","16220",2009,5778
"new.row.4936","16220",2010,5748
"new.row.4937","16220",2011,6071
"new.row.4938","16220",2012,6070
"new.row.4939","16220",2013,6501
"new.row.4940","16940",2001,3526
"new.row.4941","16940",2002,3673
"new.row.4942","16940",2003,3893
"new.row.4943","16940",2004,4039
"new.row.4944","16940",2005,4152
"new.row.4945","16940",2006,4471
"new.row.4946","16940",2007,4655
"new.row.4947","16940",2008,5003
"new.row.4948","16940",2009,4579
"new.row.4949","16940",2010,4672
"new.row.4950","16940",2011,4793
"new.row.4951","16940",2012,4826
"new.row.4952","16940",2013,4954
