    36000,"New York",27060,"Ithaca, NY (Metropolitan Statistical Area)"
    36000,"New York",28740,"Kingston, NY (Metropolitan Statistical Area)"
    36000,"New York",35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
    36000,"New York",40380,"Rochester, NY (Metropolitan Statistical Area)"
    36000,"New York",45060,"Syracuse, NY (Metropolitan Statistical Area)"
    36000,"New York",46540,"Utica-Rome, NY (Metropolitan Statistical Area)"
    36000,"New York",48060,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)"
    37000,"North Carolina",11700,"Asheville, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",15500,"Burlington, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
    37000,"North Carolina",20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",22180,"Fayetteville, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",24140,"Goldsboro, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",24780,"Greenville, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",27340,"Jacksonville, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)"
    37000,"North Carolina",35100,"New Bern, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",39580,"Raleigh, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",40580,"Rocky Mount, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",47260,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)"
    37000,"North Carolina",48900,"Wilmington, NC (Metropolitan Statistical Area)"
    37000,"North Carolina",49180,"Winston-Salem, NC (Metropolitan Statistical Area)"
    38000,"North Dakota",13900,"Bismarck, ND (Metropolitan Statistical Area)"
    38000,"North Dakota",22020,"Fargo, ND-MN (Metropolitan Statistical Area)"
    38000,"North Dakota",24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)"
    39000,"Ohio",10420,"Akron, OH (Metropolitan Statistical Area)"
    39000,"Ohio",15940,"Canton-Massillon, OH (Metropolitan Statistical Area)"
    39000,"Ohio",17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)"
    39000,"Ohio",17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)"
    39000,"Ohio",18140,"Columbus, OH (Metropolitan Statistical Area)"
    39000,"Ohio",19380,"Dayton, OH (Metropolitan Statistical Area)"
    39000,"Ohio",26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)"
    39000,"Ohio",30620,"Lima, OH (Metropolitan Statistical Area)"
    39000,"Ohio",31900,"Mansfield, OH (Metropolitan Statistical Area)"
    39000,"Ohio",44220,"Springfield, OH (Metropolitan Statistical Area)"
    39000,"Ohio",45780,"Toledo, OH (Metropolitan Statistical Area)"
    39000,"Ohio",48260,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)"
    39000,"Ohio",48540,"Wheeling, WV-OH (Metropolitan Statistical Area)"
    39000,"Ohio",49660,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)"
    40000,"Oklahoma",22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)"
    40000,"Oklahoma",30020,"Lawton, OK (Metropolitan Statistical Area)"
    40000,"Oklahoma",36420,"Oklahoma City, OK (Metropolitan Statistical Area)"
    40000,"Oklahoma",46140,"Tulsa, OK (Metropolitan Statistical Area)"
    41000,"Oregon",10540,"Albany, OR (Metropolitan Statistical Area)"
    41000,"Oregon",13460,"Bend-Redmond, OR (Metropolitan Statistical Area)"
    41000,"Oregon",18700,"Corvallis, OR (Metropolitan Statistical Area)"
    41000,"Oregon",21660,"Eugene, OR (Metropolitan Statistical Area)"
    41000,"Oregon",24420,"Grants Pass, OR (Metropolitan Statistical Area)"
    41000,"Oregon",32780,"Medford, OR (Metropolitan Statistical Area)"
    41000,"Oregon",38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)"
    41000,"Oregon",41420,"Salem, OR (Metropolitan Statistical Area)"
    42000,"Pennsylvania",10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)"
    42000,"Pennsylvania",11020,"Altoona, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",20700,"East Stroudsburg, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",21500,"Erie, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",23900,"Gettysburg, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)"
    42000,"Pennsylvania",27780,"Johnstown, PA (Metropolitan Statistical Area)"
