"","msa.fips","year","population"
"new.row.4381","16860",1994,452845
"new.row.4382","16860",1995,458090
"new.row.4383","16860",1996,462090
"new.row.4384","16860",1997,466756
"new.row.4385","16860",1998,470131
"new.row.4386","16860",1999,473820
"new.row.4387","16860",2000,477630
"new.row.4388","16860",2001,481798
"new.row.4389","16860",2002,485957
"new.row.4390","16860",2003,490089
"new.row.4391","16860",2004,494709
"new.row.4392","16860",2005,499564
"new.row.4393","16860",2006,506473
"new.row.4394","16860",2007,513100
"new.row.4395","16860",2008,518778
"new.row.4396","16860",2009,524082
"new.row.4397","16860",2010,529239
"new.row.4398","16860",2011,533343
"new.row.4399","16860",2012,537889
"new.row.4400","19140",1969,65541
"new.row.4401","19140",1970,68569
"new.row.4402","19140",1971,71282
"new.row.4403","19140",1972,73703
"new.row.4404","19140",1973,77080
"new.row.4405","19140",1974,79491
"new.row.4406","19140",1975,79193
"new.row.4407","19140",1976,79835
"new.row.4408","19140",1977,81872
"new.row.4409","19140",1978,83444
"new.row.4410","19140",1979,84874
"new.row.4411","19140",1980,85754
"new.row.4412","19140",1981,86771
"new.row.4413","19140",1982,87177
"new.row.4414","19140",1983,87649
"new.row.4415","19140",1984,89307
"new.row.4416","19140",1985,90663
"new.row.4417","19140",1986,92171
"new.row.4418","19140",1987,94353
"new.row.4419","19140",1988,96302
"new.row.4420","19140",1989,97831
"new.row.4421","19140",1990,98957
"new.row.4422","19140",1991,100385
"new.row.4423","19140",1992,101814
"new.row.4424","19140",1993,103540
"new.row.4425","19140",1994,106177
"new.row.4426","19140",1995,108771
"new.row.4427","19140",1996,111071
"new.row.4428","19140",1997,113661
"new.row.4429","19140",1998,115417
"new.row.4430","19140",1999,118000
"new.row.4431","19140",2000,120959
"new.row.4432","19140",2001,124015
"new.row.4433","19140",2002,126208
"new.row.4434","19140",2003,128476
"new.row.4435","19140",2004,131307
"new.row.4436","19140",2005,133885
"new.row.4437","19140",2006,136581
"new.row.4438","19140",2007,138792
"new.row.4439","19140",2008,140415
"new.row.4440","19140",2009,140897
"new.row.4441","19140",2010,142361
"new.row.4442","19140",2011,142507
"new.row.4443","19140",2012,142751
"new.row.4444","23580",1969,58192
"new.row.4445","23580",1970,59814
"new.row.4446","23580",1971,62007
"new.row.4447","23580",1972,63406
"new.row.4448","23580",1973,65831
"new.row.4449","23580",1974,66786
"new.row.4450","23580",1975,69063
"new.row.4451","23580",1976,69626
"new.row.4452","23580",1977,71185
"new.row.4453","23580",1978,72534
"new.row.4454","23580",1979,74275
"new.row.4455","23580",1980,76074
"new.row.4456","23580",1981,77629
"new.row.4457","23580",1982,78832
"new.row.4458","23580",1983,80278
"new.row.4459","23580",1984,82024
"new.row.4460","23580",1985,84174
"new.row.4461","23580",1986,87054
"new.row.4462","23580",1987,89092
"new.row.4463","23580",1988,91583
"new.row.4464","23580",1989,93865
"new.row.4465","23580",1990,96215
"new.row.4466","23580",1991,99525
"new.row.4467","23580",1992,102186
"new.row.4468","23580",1993,105903
"new.row.4469","23580",1994,110029
"new.row.4470","23580",1995,114464
"new.row.4471","23580",1996,119147
"new.row.4472","23580",1997,124219
"new.row.4473","23580",1998,129182
"new.row.4474","23580",1999,134781
"new.row.4475","23580",2000,140993
"new.row.4476","23580",2001,146148
"new.row.4477","23580",2002,150229
"new.row.4478","23580",2003,153561
"new.row.4479","23580",2004,156385
"new.row.4480","23580",2005,160979
"new.row.4481","23580",2006,166524
"new.row.4482","23580",2007,172446
"new.row.4483","23580",2008,177277
"new.row.4484","23580",2009,178503
"new.row.4485","23580",2010,179992
"new.row.4486","23580",2011,182965
"new.row.4487","23580",2012,185416
"new.row.4488","25980",1969,20625
"new.row.4489","25980",1970,21303
"new.row.4490","25980",1971,21587
"new.row.4491","25980",1972,21894
"new.row.4492","25980",1973,21198
"new.row.4493","25980",1974,21188
"new.row.4494","25980",1975,24937
"new.row.4495","25980",1976,28894
"new.row.4496","25980",1977,33625
"new.row.4497","25980",1978,38038
"new.row.4498","25980",1979,39364
"new.row.4499","25980",1980,42989
"new.row.4500","25980",1981,46444
"new.row.4501","25980",1982,48561
"new.row.4502","25980",1983,47647
"new.row.4503","25980",1984,50034
"new.row.4504","25980",1985,51268
"new.row.4505","25980",1986,51890
"new.row.4506","25980",1987,54228
"new.row.4507","25980",1988,55780
"new.row.4508","25980",1989,57578
"new.row.4509","25980",1990,59247
"new.row.4510","25980",1991,60158
"new.row.4511","25980",1992,65072
"new.row.4512","25980",1993,64792
"new.row.4513","25980",1994,67809
"new.row.4514","25980",1995,68468
"new.row.4515","25980",1996,69766
"new.row.4516","25980",1997,71477
"new.row.4517","25980",1998,71035
"new.row.4518","25980",1999,72095
"new.row.4519","25980",2000,72181
"new.row.4520","25980",2001,71939
"new.row.4521","25980",2002,73399
"new.row.4522","25980",2003,71252
"new.row.4523","25980",2004,74609
"new.row.4524","25980",2005,76395
"new.row.4525","25980",2006,75199
"new.row.4526","25980",2007,76089
"new.row.4527","25980",2008,75379
"new.row.4528","25980",2009,80848
"new.row.4529","25980",2010,77434
"new.row.4530","25980",2011,80577
"new.row.4531","25980",2012,81519
"new.row.4532","31420",1969,180024
"new.row.4533","31420",1970,181228
"new.row.4534","31420",1971,185839
"new.row.4535","31420",1972,188436
"new.row.4536","31420",1973,188667
"new.row.4537","31420",1974,189318
"new.row.4538","31420",1975,191852
"new.row.4539","31420",1976,192268
"new.row.4540","31420",1977,195693
"new.row.4541","31420",1978,197518
"new.row.4542","31420",1979,198531
"new.row.4543","31420",1980,198810
"new.row.4544","31420",1981,199746
"new.row.4545","31420",1982,200885
"new.row.4546","31420",1983,202440
"new.row.4547","31420",1984,203490
"new.row.4548","31420",1985,204300
"new.row.4549","31420",1986,204377
"new.row.4550","31420",1987,205043
"new.row.4551","31420",1988,206097
"new.row.4552","31420",1989,206803
"new.row.4553","31420",1990,207190
"new.row.4554","31420",1991,209358
"new.row.4555","31420",1992,210716
"new.row.4556","31420",1993,213497
"new.row.4557","31420",1994,215416
"new.row.4558","31420",1995,216979
"new.row.4559","31420",1996,218702
"new.row.4560","31420",1997,220860
"new.row.4561","31420",1998,221736
"new.row.4562","31420",1999,222038
"new.row.4563","31420",2000,222407
"new.row.4564","31420",2001,222869
"new.row.4565","31420",2002,224661
"new.row.4566","31420",2003,225987
"new.row.4567","31420",2004,227394
"new.row.4568","31420",2005,228125
"new.row.4569","31420",2006,229655
"new.row.4570","31420",2007,230452
"new.row.4571","31420",2008,231314
"new.row.4572","31420",2009,232065
"new.row.4573","31420",2010,232342
"new.row.4574","31420",2011,232849
"new.row.4575","31420",2012,232723
"new.row.4576","40660",1969,72937
"new.row.4577","40660",1970,74051
"new.row.4578","40660",1971,75747
"new.row.4579","40660",1972,76267
"new.row.4580","40660",1973,77161
"new.row.4581","40660",1974,77988
"new.row.4582","40660",1975,78917
"new.row.4583","40660",1976,79499
"new.row.4584","40660",1977,80526
"new.row.4585","40660",1978,80194
"new.row.4586","40660",1979,79565
"new.row.4587","40660",1980,79860
"new.row.4588","40660",1981,79948
"new.row.4589","40660",1982,79897
"new.row.4590","40660",1983,79163
"new.row.4591","40660",1984,79223
"new.row.4592","40660",1985,79520
"new.row.4593","40660",1986,79804
"new.row.4594","40660",1987,80281
"new.row.4595","40660",1988,81046
"new.row.4596","40660",1989,81290
"new.row.4597","40660",1990,81483
"new.row.4598","40660",1991,82274
"new.row.4599","40660",1992,83100
"new.row.4600","40660",1993,84094
"new.row.4601","40660",1994,84911
"new.row.4602","40660",1995,86063
"new.row.4603","40660",1996,87061
"new.row.4604","40660",1997,87991
"new.row.4605","40660",1998,88833
"new.row.4606","40660",1999,89659
"new.row.4607","40660",2000,90837
"new.row.4608","40660",2001,91181
"new.row.4609","40660",2002,92597
"new.row.4610","40660",2003,93539
"new.row.4611","40660",2004,94014
"new.row.4612","40660",2005,94332
"new.row.4613","40660",2006,95165
"new.row.4614","40660",2007,95308
"new.row.4615","40660",2008,95922
"new.row.4616","40660",2009,96383
"new.row.4617","40660",2010,96382
"new.row.4618","40660",2011,96156
"new.row.4619","40660",2012,96177
"new.row.4620","42340",1969,206087
"new.row.4621","42340",1970,206709
"new.row.4622","42340",1971,203279
"new.row.4623","42340",1972,204260
"new.row.4624","42340",1973,204809
"new.row.4625","42340",1974,204936
"new.row.4626","42340",1975,212479
"new.row.4627","42340",1976,218664
"new.row.4628","42340",1977,224727
"new.row.4629","42340",1978,226093
"new.row.4630","42340",1979,229430
"new.row.4631","42340",1980,231691
"new.row.4632","42340",1981,235102
"new.row.4633","42340",1982,239114
"new.row.4634","42340",1983,240354
"new.row.4635","42340",1984,242463
"new.row.4636","42340",1985,244606
"new.row.4637","42340",1986,247365
"new.row.4638","42340",1987,251216
"new.row.4639","42340",1988,254061
"new.row.4640","42340",1989,255475
"new.row.4641","42340",1990,259160
"new.row.4642","42340",1991,262690
"new.row.4643","42340",1992,267853
"new.row.4644","42340",1993,272886
"new.row.4645","42340",1994,277581
"new.row.4646","42340",1995,281126
"new.row.4647","42340",1996,283480
"new.row.4648","42340",1997,286697
"new.row.4649","42340",1998,288441
"new.row.4650","42340",1999,291618
"new.row.4651","42340",2000,293721
"new.row.4652","42340",2001,297133
"new.row.4653","42340",2002,301644
"new.row.4654","42340",2003,304585
"new.row.4655","42340",2004,310553
"new.row.4656","42340",2005,314528
"new.row.4657","42340",2006,322065
"new.row.4658","42340",2007,329943
"new.row.4659","42340",2008,335185
"new.row.4660","42340",2009,344017
"new.row.4661","42340",2010,348830
"new.row.4662","42340",2011,355844
"new.row.4663","42340",2012,361941
"new.row.4664","46660",1969,75429
"new.row.4665","46660",1970,76347
"new.row.4666","46660",1971,79276
"new.row.4667","46660",1972,82156
"new.row.4668","46660",1973,83842
"new.row.4669","46660",1974,85407
"new.row.4670","46660",1975,85511
"new.row.4671","46660",1976,86971
"new.row.4672","46660",1977,88679
"new.row.4673","46660",1978,88498
"new.row.4674","46660",1979,90486
"new.row.4675","46660",1980,91402
"new.row.4676","46660",1981,92131
"new.row.4677","46660",1982,92821
"new.row.4678","46660",1983,94274
"new.row.4679","46660",1984,95477
"new.row.4680","46660",1985,96133
"new.row.4681","46660",1986,97055
"new.row.4682","46660",1987,97863
"new.row.4683","46660",1988,97741
"new.row.4684","46660",1989,98530
"new.row.4685","46660",1990,99699
"new.row.4686","46660",1991,101299
"new.row.4687","46660",1992,102922
"new.row.4688","46660",1993,106877
"new.row.4689","46660",1994,109267
"new.row.4690","46660",1995,111381
"new.row.4691","46660",1996,113514
"new.row.4692","46660",1997,115406
"new.row.4693","46660",1998,116892
"new.row.4694","46660",1999,118574
"new.row.4695","46660",2000,119729
"new.row.4696","46660",2001,119736
"new.row.4697","46660",2002,121305
"new.row.4698","46660",2003,121850
"new.row.4699","46660",2004,124387
"new.row.4700","46660",2005,126411
"new.row.4701","46660",2006,129323
"new.row.4702","46660",2007,131036
"new.row.4703","46660",2008,134907
"new.row.4704","46660",2009,137780
"new.row.4705","46660",2010,140090
"new.row.4706","46660",2011,142307
"new.row.4707","46660",2012,144343
"new.row.4708","47580",1969,85357
"new.row.4709","47580",1970,87709
"new.row.4710","47580",1971,90839
"new.row.4711","47580",1972,93008
"new.row.4712","47580",1973,94022
"new.row.4713","47580",1974,96373
"new.row.4714","47580",1975,98251
"new.row.4715","47580",1976,99591
"new.row.4716","47580",1977,100792
"new.row.4717","47580",1978,102471
"new.row.4718","47580",1979,104400
"new.row.4719","47580",1980,106108
"new.row.4720","47580",1981,107518
"new.row.4721","47580",1982,108084
"new.row.4722","47580",1983,109024
"new.row.4723","47580",1984,109327
"new.row.4724","47580",1985,110786
"new.row.4725","47580",1986,112267
"new.row.4726","47580",1987,113865
"new.row.4727","47580",1988,116176
"new.row.4728","47580",1989,117510
"new.row.4729","47580",1990,119068
"new.row.4730","47580",1991,120842
"new.row.4731","47580",1992,123430
"new.row.4732","47580",1993,126114
"new.row.4733","47580",1994,129441
"new.row.4734","47580",1995,130968
"new.row.4735","47580",1996,133473
"new.row.4736","47580",1997,136742
"new.row.4737","47580",1998,139475
"new.row.4738","47580",1999,142022
"new.row.4739","47580",2000,144820
"new.row.4740","47580",2001,147377
"new.row.4741","47580",2002,150927
"new.row.4742","47580",2003,154342
"new.row.4743","47580",2004,159187
"new.row.4744","47580",2005,161847
"new.row.4745","47580",2006,165671
"new.row.4746","47580",2007,170285
"new.row.4747","47580",2008,173782
"new.row.4748","47580",2009,176793
"new.row.4749","47580",2010,180452
"new.row.4750","47580",2011,183644
"new.row.4751","47580",2012,185478
"new.row.4752","27980",1969,46414
"new.row.4753","27980",1970,45995
"new.row.4754","27980",1971,51784
"new.row.4755","27980",1972,51488
"new.row.4756","27980",1973,52693
"new.row.4757","27980",1974,53661
"new.row.4758","27980",1975,56669
"new.row.4759","27980",1976,60173
"new.row.4760","27980",1977,62763
"new.row.4761","27980",1978,65950
"new.row.4762","27980",1979,69537
"new.row.4763","27980",1980,71624
"new.row.4764","27980",1981,74043
"new.row.4765","27980",1982,77103
"new.row.4766","27980",1983,80060
"new.row.4767","27980",1984,82969
"new.row.4768","27980",1985,85147
"new.row.4769","27980",1986,87389
"new.row.4770","27980",1987,90532
"new.row.4771","27980",1988,93767
"new.row.4772","27980",1989,96819
"new.row.4773","27980",1990,101709
"new.row.4774","27980",1991,105599
"new.row.4775","27980",1992,108585
"new.row.4776","27980",1993,111944
"new.row.4777","27980",1994,114754
"new.row.4778","27980",1995,117895
"new.row.4779","27980",1996,120689
"new.row.4780","27980",1997,122772
"new.row.4781","27980",1998,124648
"new.row.4782","27980",1999,126160
"new.row.4783","27980",2000,129078
"new.row.4784","27980",2001,132428
"new.row.4785","27980",2002,134583
"new.row.4786","27980",2003,137596
"new.row.4787","27980",2004,140625
"new.row.4788","27980",2005,143448
"new.row.4789","27980",2006,145776
"new.row.4790","27980",2007,148117
"new.row.4791","27980",2008,151424
"new.row.4792","27980",2009,153393
"new.row.4793","27980",2010,155126
"new.row.4794","27980",2011,156756
"new.row.4795","27980",2012,158316
"new.row.4796","46520",1969,603438
"new.row.4797","46520",1970,623756
"new.row.4798","46520",1971,633043
"new.row.4799","46520",1972,664830
"new.row.4800","46520",1973,683772
"new.row.4801","46520",1974,698033
"new.row.4802","46520",1975,707866
"new.row.4803","46520",1976,716911
"new.row.4804","46520",1977,734962
"new.row.4805","46520",1978,740505
"new.row.4806","46520",1979,753428
"new.row.4807","46520",1980,763820
"new.row.4808","46520",1981,767573
"new.row.4809","46520",1982,776075
"new.row.4810","46520",1983,789097
"new.row.4811","46520",1984,797791
"new.row.4812","46520",1985,804294
"new.row.4813","46520",1986,810444
"new.row.4814","46520",1987,818447
"new.row.4815","46520",1988,824072
"new.row.4816","46520",1989,831337
"new.row.4817","46520",1990,838534
"new.row.4818","46520",1991,850510
"new.row.4819","46520",1992,863959
"new.row.4820","46520",1993,870348
"new.row.4821","46520",1994,878591
"new.row.4822","46520",1995,881399
"new.row.4823","46520",1996,883443
"new.row.4824","46520",1997,886711
"new.row.4825","46520",1998,886909
"new.row.4826","46520",1999,878906
"new.row.4827","46520",2000,876629
"new.row.4828","46520",2001,882755
"new.row.4829","46520",2002,890473
"new.row.4830","46520",2003,894311
"new.row.4831","46520",2004,907997
"new.row.4832","46520",2005,918181
"new.row.4833","46520",2006,926954
"new.row.4834","46520",2007,925335
"new.row.4835","46520",2008,933680
"new.row.4836","46520",2009,943177
"new.row.4837","46520",2010,956481
"new.row.4838","46520",2011,966363
"new.row.4839","46520",2012,976372
"new.row.4840","14260",1969,188662
"new.row.4841","14260",1970,192885
"new.row.4842","14260",1971,202549
"new.row.4843","14260",1972,211579
"new.row.4844","14260",1973,219916
"new.row.4845","14260",1974,230081
"new.row.4846","14260",1975,236798
"new.row.4847","14260",1976,246322
"new.row.4848","14260",1977,255984
"new.row.4849","14260",1978,267147
"new.row.4850","14260",1979,275953
"new.row.4851","14260",1980,281376
"new.row.4852","14260",1981,285918
"new.row.4853","14260",1982,289363
"new.row.4854","14260",1983,292391
"new.row.4855","14260",1984,297051
"new.row.4856","14260",1985,301145
"new.row.4857","14260",1986,302755
"new.row.4858","14260",1987,303727
"new.row.4859","14260",1988,306455
"new.row.4860","14260",1989,312962
"new.row.4861","14260",1990,322316
"new.row.4862","14260",1991,335378
"new.row.4863","14260",1992,347646
"new.row.4864","14260",1993,364123
"new.row.4865","14260",1994,380160
"new.row.4866","14260",1995,395382
"new.row.4867","14260",1996,409471
"new.row.4868","14260",1997,422797
"new.row.4869","14260",1998,438421
"new.row.4870","14260",1999,452837
"new.row.4871","14260",2000,469017
"new.row.4872","14260",2001,486078
"new.row.4873","14260",2002,499994
"new.row.4874","14260",2003,512491
"new.row.4875","14260",2004,525975
"new.row.4876","14260",2005,546980
"new.row.4877","14260",2006,570583
"new.row.4878","14260",2007,590330
"new.row.4879","14260",2008,603218
"new.row.4880","14260",2009,611341
"new.row.4881","14260",2010,618002
"new.row.4882","14260",2011,627636
"new.row.4883","14260",2012,637896
"new.row.4884","17660",1969,35005
"new.row.4885","17660",1970,35579
"new.row.4886","17660",1971,36644
"new.row.4887","17660",1972,39195
"new.row.4888","17660",1973,42519
"new.row.4889","17660",1974,44600
"new.row.4890","17660",1975,47365
"new.row.4891","17660",1976,48828
"new.row.4892","17660",1977,51565
"new.row.4893","17660",1978,55386
"new.row.4894","17660",1979,58728
"new.row.4895","17660",1980,59996
"new.row.4896","17660",1981,60827
"new.row.4897","17660",1982,62436
"new.row.4898","17660",1983,62987
"new.row.4899","17660",1984,65494
"new.row.4900","17660",1985,66783
"new.row.4901","17660",1986,66761
"new.row.4902","17660",1987,66160
"new.row.4903","17660",1988,66859
"new.row.4904","17660",1989,67738
"new.row.4905","17660",1990,70443
"new.row.4906","17660",1991,73946
"new.row.4907","17660",1992,77577
"new.row.4908","17660",1993,82654
"new.row.4909","17660",1994,88046
"new.row.4910","17660",1995,92677
"new.row.4911","17660",1996,96590
"new.row.4912","17660",1997,100108
"new.row.4913","17660",1998,102717
"new.row.4914","17660",1999,106346
"new.row.4915","17660",2000,109487
"new.row.4916","17660",2001,111542
"new.row.4917","17660",2002,113667
"new.row.4918","17660",2003,116512
"new.row.4919","17660",2004,121002
"new.row.4920","17660",2005,125972
"new.row.4921","17660",2006,129510
"new.row.4922","17660",2007,132811
"new.row.4923","17660",2008,135627
"new.row.4924","17660",2009,137407
"new.row.4925","17660",2010,138920
"new.row.4926","17660",2011,141103
"new.row.4927","17660",2012,142357
"new.row.4928","26820",1969,66432
"new.row.4929","26820",1970,67248
"new.row.4930","26820",1971,67297
"new.row.4931","26820",1972,69575
"new.row.4932","26820",1973,70208
"new.row.4933","26820",1974,73174
"new.row.4934","26820",1975,75210
"new.row.4935","26820",1976,77106
"new.row.4936","26820",1977,79685
"new.row.4937","26820",1978,82839
"new.row.4938","26820",1979,84150
"new.row.4939","26820",1980,84969
"new.row.4940","26820",1981,86247
"new.row.4941","26820",1982,85951
"new.row.4942","26820",1983,86820
"new.row.4943","26820",1984,87700
"new.row.4944","26820",1985,88130
"new.row.4945","26820",1986,88724
"new.row.4946","26820",1987,89885
"new.row.4947","26820",1988,90313
"new.row.4948","26820",1989,90651
"new.row.4949","26820",1990,92109
"new.row.4950","26820",1991,94772
"new.row.4951","26820",1992,97397
"new.row.4952","26820",1993,98961
"new.row.4953","26820",1994,100332
"new.row.4954","26820",1995,100789
"new.row.4955","26820",1996,100809
"new.row.4956","26820",1997,101505
"new.row.4957","26820",1998,102425
"new.row.4958","26820",1999,103450
"new.row.4959","26820",2000,105055
"new.row.4960","26820",2001,106082
"new.row.4961","26820",2002,107768
"new.row.4962","26820",2003,109937
"new.row.4963","26820",2004,113168
"new.row.4964","26820",2005,116208
"new.row.4965","26820",2006,119981
"new.row.4966","26820",2007,124203
"new.row.4967","26820",2008,128353
"new.row.4968","26820",2009,131621
"new.row.4969","26820",2010,133797
"new.row.4970","26820",2011,134847
"new.row.4971","26820",2012,136108
"new.row.4972","30300",1969,43509
"new.row.4973","30300",1970,44211
"new.row.4974","30300",1971,44792
"new.row.4975","30300",1972,46404
"new.row.4976","30300",1973,46454
"new.row.4977","30300",1974,46658
"new.row.4978","30300",1975,46744
"new.row.4979","30300",1976,47617
"new.row.4980","30300",1977,47898
"new.row.4981","30300",1978,48543
"new.row.4982","30300",1979,49026
"new.row.4983","30300",1980,50082
"new.row.4984","30300",1981,50169
"new.row.4985","30300",1982,49856
"new.row.4986","30300",1983,49673
"new.row.4987","30300",1984,50264
"new.row.4988","30300",1985,50257
"new.row.4989","30300",1986,49891
"new.row.4990","30300",1987,50063
"new.row.4991","30300",1988,49995
"new.row.4992","30300",1989,50964
"new.row.4993","30300",1990,51526
"new.row.4994","30300",1991,52487
"new.row.4995","30300",1992,53629
"new.row.4996","30300",1993,54750
"new.row.4997","30300",1994,55987
"new.row.4998","30300",1995,56718
"new.row.4999","30300",1996,57332
"new.row.5000","30300",1997,57874
"new.row.5001","30300",1998,58116
"new.row.5002","30300",1999,58042
"new.row.5003","30300",2000,57944
"new.row.5004","30300",2001,57446
"new.row.5005","30300",2002,57601
"new.row.5006","30300",2003,58183
"new.row.5007","30300",2004,58581
"new.row.5008","30300",2005,58979
"new.row.5009","30300",2006,59646
"new.row.5010","30300",2007,59908
"new.row.5011","30300",2008,60203
"new.row.5012","30300",2009,60464
"new.row.5013","30300",2010,61009
"new.row.5014","30300",2011,61327
"new.row.5015","30300",2012,61419
"new.row.5016","30860",1969,49197
"new.row.5017","30860",1970,49811
"new.row.5018","30860",1971,50796
"new.row.5019","30860",1972,52893
"new.row.5020","30860",1973,54413
"new.row.5021","30860",1974,55792
"new.row.5022","30860",1975,57480
"new.row.5023","30860",1976,58974
"new.row.5024","30860",1977,60841
"new.row.5025","30860",1978,62424
"new.row.5026","30860",1979,64124
"new.row.5027","30860",1980,66734
"new.row.5028","30860",1981,69244
"new.row.5029","30860",1982,71482
"new.row.5030","30860",1983,73620
"new.row.5031","30860",1984,74772
"new.row.5032","30860",1985,75261
"new.row.5033","30860",1986,75651
"new.row.5034","30860",1987,76454
"new.row.5035","30860",1988,77643
"new.row.5036","30860",1989,78881
"new.row.5037","30860",1990,79719
"new.row.5038","30860",1991,82362
"new.row.5039","30860",1992,85299
"new.row.5040","30860",1993,88175
"new.row.5041","30860",1994,91202
"new.row.5042","30860",1995,94198
"new.row.5043","30860",1996,96807
"new.row.5044","30860",1997,98774
"new.row.5045","30860",1998,100916
"new.row.5046","30860",1999,101532
"new.row.5047","30860",2000,103211
"new.row.5048","30860",2001,104294
"new.row.5049","30860",2002,107180
"new.row.5050","30860",2003,108819
"new.row.5051","30860",2004,110813
"new.row.5052","30860",2005,112580
"new.row.5053","30860",2006,113321
"new.row.5054","30860",2007,115901
"new.row.5055","30860",2008,119394
"new.row.5056","30860",2009,123048
"new.row.5057","30860",2010,126070
"new.row.5058","30860",2011,127356
"new.row.5059","30860",2012,128306
"new.row.5060","38540",1969,51477
"new.row.5061","38540",1970,52301
"new.row.5062","38540",1971,53234
"new.row.5063","38540",1972,54256
"new.row.5064","38540",1973,54619
"new.row.5065","38540",1974,56204
"new.row.5066","38540",1975,57076
"new.row.5067","38540",1976,60045
"new.row.5068","38540",1977,62378
"new.row.5069","38540",1978,63821
"new.row.5070","38540",1979,64871
"new.row.5071","38540",1980,65650
"new.row.5072","38540",1981,66486
"new.row.5073","38540",1982,67081
"new.row.5074","38540",1983,67307
"new.row.5075","38540",1984,67114
"new.row.5076","38540",1985,67051
"new.row.5077","38540",1986,67043
"new.row.5078","38540",1987,66140
"new.row.5079","38540",1988,65588
"new.row.5080","38540",1989,65869
"new.row.5081","38540",1990,66258
"new.row.5082","38540",1991,67338
"new.row.5083","38540",1992,69173
"new.row.5084","38540",1993,70770
"new.row.5085","38540",1994,72468
"new.row.5086","38540",1995,73603
"new.row.5087","38540",1996,74026
"new.row.5088","38540",1997,74635
"new.row.5089","38540",1998,74864
"new.row.5090","38540",1999,75527
"new.row.5091","38540",2000,75728
"new.row.5092","38540",2001,76296
"new.row.5093","38540",2002,76487
"new.row.5094","38540",2003,76312
"new.row.5095","38540",2004,76834
"new.row.5096","38540",2005,77419
"new.row.5097","38540",2006,78491
"new.row.5098","38540",2007,79338
"new.row.5099","38540",2008,80609
"new.row.5100","38540",2009,81994
"new.row.5101","38540",2010,82993
"new.row.5102","38540",2011,83524
"new.row.5103","38540",2012,83800
"new.row.5104","14010",1969,119602
"new.row.5105","14010",1970,122030
"new.row.5106","14010",1971,124949
"new.row.5107","14010",1972,130387
"new.row.5108","14010",1973,131804
"new.row.5109","14010",1974,132331
"new.row.5110","14010",1975,131642
"new.row.5111","14010",1976,133130
"new.row.5112","14010",1977,134758
"new.row.5113","14010",1978,135673
"new.row.5114","14010",1979,136266
"new.row.5115","14010",1980,137480
"new.row.5116","14010",1981,138131
"new.row.5117","14010",1982,138240
"new.row.5118","14010",1983,139295
"new.row.5119","14010",1984,139879
"new.row.5120","14010",1985,140360
"new.row.5121","14010",1986,139774
"new.row.5122","14010",1987,141058
"new.row.5123","14010",1988,142641
"new.row.5124","14010",1989,144167
"new.row.5125","14010",1990,146269
"new.row.5126","14010",1991,148813
"new.row.5127","14010",1992,150875
"new.row.5128","14010",1993,153557
"new.row.5129","14010",1994,155467
"new.row.5130","14010",1995,157769
"new.row.5131","14010",1996,159099
"new.row.5132","14010",1997,161099
"new.row.5133","14010",1998,163307
"new.row.5134","14010",1999,165899
"new.row.5135","14010",2000,167644
"new.row.5136","14010",2001,169505
"new.row.5137","14010",2002,172555
"new.row.5138","14010",2003,174481
"new.row.5139","14010",2004,175767
"new.row.5140","14010",2005,177015
"new.row.5141","14010",2006,179717
"new.row.5142","14010",2007,181965
"new.row.5143","14010",2008,183558
"new.row.5144","14010",2009,185265
"new.row.5145","14010",2010,186447
"new.row.5146","14010",2011,187267
"new.row.5147","14010",2012,188715
"new.row.5148","16020",1969,70905
"new.row.5149","16020",1970,70436
"new.row.5150","16020",1971,71899
"new.row.5151","16020",1972,73647
"new.row.5152","16020",1973,73297
"new.row.5153","16020",1974,74588
"new.row.5154","16020",1975,74605
"new.row.5155","16020",1976,76817
"new.row.5156","16020",1977,77598
"new.row.5157","16020",1978,78829
"new.row.5158","16020",1979,79941
"new.row.5159","16020",1980,81562
"new.row.5160","16020",1981,82038
"new.row.5161","16020",1982,81576
"new.row.5162","16020",1983,81546
"new.row.5163","16020",1984,81732
"new.row.5164","16020",1985,82211
"new.row.5165","16020",1986,82368
"new.row.5166","16020",1987,82524
"new.row.5167","16020",1988,82775
"new.row.5168","16020",1989,82734
"new.row.5169","16020",1990,83037
"new.row.5170","16020",1991,83892
"new.row.5171","16020",1992,85118
"new.row.5172","16020",1993,85803
"new.row.5173","16020",1994,86267
"new.row.5174","16020",1995,87084
"new.row.5175","16020",1996,87975
"new.row.5176","16020",1997,88270
"new.row.5177","16020",1998,88682
"new.row.5178","16020",1999,90016
"new.row.5179","16020",2000,90527
"new.row.5180","16020",2001,91226
"new.row.5181","16020",2002,91694
"new.row.5182","16020",2003,91840
"new.row.5183","16020",2004,92734
"new.row.5184","16020",2005,93173
"new.row.5185","16020",2006,94167
"new.row.5186","16020",2007,94616
"new.row.5187","16020",2008,95031
"new.row.5188","16020",2009,95634
"new.row.5189","16020",2010,96403
"new.row.5190","16020",2011,96980
"new.row.5191","16020",2012,97080
"new.row.5192","16060",1969,102331
"new.row.5193","16060",1970,104404
"new.row.5194","16060",1971,106828
"new.row.5195","16060",1972,108334
"new.row.5196","16060",1973,106903
"new.row.5197","16060",1974,107320
"new.row.5198","16060",1975,110316
"new.row.5199","16060",1976,114039
"new.row.5200","16060",1977,115743
"new.row.5201","16060",1978,116505
"new.row.5202","16060",1979,117908
