"","msa.fips","year","proprietors.employment"
"new.row.882","46060",1971,19166
"new.row.883","46060",1972,20877
"new.row.884","46060",1973,22263
"new.row.885","46060",1974,23233
"new.row.886","46060",1975,24174
"new.row.887","46060",1976,24984
"new.row.888","46060",1977,27054
"new.row.889","46060",1978,29134
"new.row.890","46060",1979,31408
"new.row.891","46060",1980,34674
"new.row.892","46060",1981,35327
"new.row.893","46060",1982,38796
"new.row.894","46060",1983,39884
"new.row.895","46060",1984,43436
"new.row.896","46060",1985,45792
"new.row.897","46060",1986,47577
"new.row.898","46060",1987,48463
"new.row.899","46060",1988,54317
"new.row.900","46060",1989,53649
"new.row.901","46060",1990,53792
"new.row.902","46060",1991,56593
"new.row.903","46060",1992,54717
"new.row.904","46060",1993,57489
"new.row.905","46060",1994,61778
"new.row.906","46060",1995,64000
"new.row.907","46060",1996,68821
"new.row.908","46060",1997,72427
"new.row.909","46060",1998,77238
"new.row.910","46060",1999,77352
"new.row.911","46060",2000,82655
"new.row.912","46060",2001,83684
"new.row.913","46060",2002,84626
"new.row.914","46060",2003,90512
"new.row.915","46060",2004,96861
"new.row.916","46060",2005,103193
"new.row.917","46060",2006,109762
"new.row.918","46060",2007,119813
"new.row.919","46060",2008,111223
"new.row.920","46060",2009,111968
"new.row.921","46060",2010,110066
"new.row.922","46060",2011,113179
"new.row.923","46060",2012,116438
"new.row.924","49740",1969,3397
"new.row.925","49740",1970,3597
"new.row.926","49740",1971,3741
"new.row.927","49740",1972,3923
"new.row.928","49740",1973,4109
"new.row.929","49740",1974,4272
"new.row.930","49740",1975,4322
"new.row.931","49740",1976,4499
"new.row.932","49740",1977,4641
"new.row.933","49740",1978,4779
"new.row.934","49740",1979,4877
"new.row.935","49740",1980,5092
"new.row.936","49740",1981,5061
"new.row.937","49740",1982,5643
"new.row.938","49740",1983,5174
"new.row.939","49740",1984,5439
"new.row.940","49740",1985,5561
"new.row.941","49740",1986,5586
"new.row.942","49740",1987,5527
"new.row.943","49740",1988,6145
"new.row.944","49740",1989,6182
"new.row.945","49740",1990,6356
"new.row.946","49740",1991,6714
"new.row.947","49740",1992,6581
"new.row.948","49740",1993,6313
"new.row.949","49740",1994,6557
"new.row.950","49740",1995,6882
"new.row.951","49740",1996,7320
"new.row.952","49740",1997,7273
"new.row.953","49740",1998,7675
"new.row.954","49740",1999,7871
"new.row.955","49740",2000,8333
"new.row.956","49740",2001,8445
"new.row.957","49740",2002,8674
"new.row.958","49740",2003,9006
"new.row.959","49740",2004,9210
"new.row.960","49740",2005,9906
"new.row.961","49740",2006,10441
"new.row.962","49740",2007,11443
"new.row.963","49740",2008,11974
"new.row.964","49740",2009,12519
"new.row.965","49740",2010,12698
"new.row.966","49740",2011,13869
"new.row.967","49740",2012,14221
"new.row.968","22220",1969,17500
"new.row.969","22220",1970,17867
"new.row.970","22220",1971,18421
"new.row.971","22220",1972,19255
"new.row.972","22220",1973,19537
"new.row.973","22220",1974,19365
"new.row.974","22220",1975,19269
"new.row.975","22220",1976,20515
"new.row.976","22220",1977,21517
"new.row.977","22220",1978,22337
"new.row.978","22220",1979,22553
"new.row.979","22220",1980,23310
"new.row.980","22220",1981,22821
"new.row.981","22220",1982,24167
"new.row.982","22220",1983,25574
"new.row.983","22220",1984,26301
"new.row.984","22220",1985,26905
"new.row.985","22220",1986,26907
"new.row.986","22220",1987,27093
"new.row.987","22220",1988,28018
"new.row.988","22220",1989,28141
"new.row.989","22220",1990,26665
"new.row.990","22220",1991,30290
"new.row.991","22220",1992,31284
"new.row.992","22220",1993,34019
"new.row.993","22220",1994,34221
"new.row.994","22220",1995,37203
"new.row.995","22220",1996,38268
"new.row.996","22220",1997,38945
"new.row.997","22220",1998,38497
"new.row.998","22220",1999,38243
"new.row.999","22220",2000,39121
"new.row.1000","22220",2001,40466
"new.row.1001","22220",2002,40555
"new.row.1002","22220",2003,41283
"new.row.1003","22220",2004,43480
"new.row.1004","22220",2005,46074
"new.row.1005","22220",2006,48026
"new.row.1006","22220",2007,50878
"new.row.1007","22220",2008,51776
"new.row.1008","22220",2009,52045
"new.row.1009","22220",2010,52338
"new.row.1010","22220",2011,55626
"new.row.1011","22220",2012,56737
"new.row.1012","22900",1969,11381
"new.row.1013","22900",1970,11627
"new.row.1014","22900",1971,12103
"new.row.1015","22900",1972,12826
"new.row.1016","22900",1973,13020
"new.row.1017","22900",1974,13444
"new.row.1018","22900",1975,14129
"new.row.1019","22900",1976,14754
"new.row.1020","22900",1977,15640
"new.row.1021","22900",1978,16329
"new.row.1022","22900",1979,16646
"new.row.1023","22900",1980,17229
"new.row.1024","22900",1981,17775
"new.row.1025","22900",1982,18824
"new.row.1026","22900",1983,19909
"new.row.1027","22900",1984,20474
"new.row.1028","22900",1985,20919
"new.row.1029","22900",1986,20687
"new.row.1030","22900",1987,21026
"new.row.1031","22900",1988,21643
"new.row.1032","22900",1989,21402
"new.row.1033","22900",1990,20327
"new.row.1034","22900",1991,22329
"new.row.1035","22900",1992,22204
"new.row.1036","22900",1993,23952
"new.row.1037","22900",1994,23691
"new.row.1038","22900",1995,25683
"new.row.1039","22900",1996,27034
"new.row.1040","22900",1997,26826
"new.row.1041","22900",1998,26461
"new.row.1042","22900",1999,25827
"new.row.1043","22900",2000,26389
"new.row.1044","22900",2001,26358
"new.row.1045","22900",2002,26102
"new.row.1046","22900",2003,26833
"new.row.1047","22900",2004,27349
"new.row.1048","22900",2005,28409
"new.row.1049","22900",2006,29314
"new.row.1050","22900",2007,30775
"new.row.1051","22900",2008,29805
"new.row.1052","22900",2009,29815
"new.row.1053","22900",2010,29102
"new.row.1054","22900",2011,29612
"new.row.1055","22900",2012,30143
"new.row.1056","26300",1969,3844
"new.row.1057","26300",1970,4343
"new.row.1058","26300",1971,5019
"new.row.1059","26300",1972,5409
"new.row.1060","26300",1973,5773
"new.row.1061","26300",1974,5860
"new.row.1062","26300",1975,5881
"new.row.1063","26300",1976,6014
"new.row.1064","26300",1977,6233
"new.row.1065","26300",1978,6359
"new.row.1066","26300",1979,6340
"new.row.1067","26300",1980,6443
"new.row.1068","26300",1981,6579
"new.row.1069","26300",1982,6856
"new.row.1070","26300",1983,7173
"new.row.1071","26300",1984,7290
"new.row.1072","26300",1985,7347
"new.row.1073","26300",1986,7196
"new.row.1074","26300",1987,7016
"new.row.1075","26300",1988,7324
"new.row.1076","26300",1989,7283
"new.row.1077","26300",1990,6825
"new.row.1078","26300",1991,7748
"new.row.1079","26300",1992,7770
"new.row.1080","26300",1993,8324
"new.row.1081","26300",1994,8206
"new.row.1082","26300",1995,8799
"new.row.1083","26300",1996,8946
"new.row.1084","26300",1997,9746
"new.row.1085","26300",1998,9567
"new.row.1086","26300",1999,9673
"new.row.1087","26300",2000,9977
"new.row.1088","26300",2001,10575
"new.row.1089","26300",2002,10444
"new.row.1090","26300",2003,10812
"new.row.1091","26300",2004,11269
"new.row.1092","26300",2005,12189
"new.row.1093","26300",2006,12690
"new.row.1094","26300",2007,13298
"new.row.1095","26300",2008,12733
"new.row.1096","26300",2009,12885
"new.row.1097","26300",2010,12792
"new.row.1098","26300",2011,13148
"new.row.1099","26300",2012,13439
"new.row.1100","27860",1969,8430
"new.row.1101","27860",1970,8549
"new.row.1102","27860",1971,8784
"new.row.1103","27860",1972,9071
"new.row.1104","27860",1973,9112
"new.row.1105","27860",1974,9058
"new.row.1106","27860",1975,8577
"new.row.1107","27860",1976,8445
"new.row.1108","27860",1977,8466
"new.row.1109","27860",1978,8519
"new.row.1110","27860",1979,8197
"new.row.1111","27860",1980,8038
"new.row.1112","27860",1981,7936
"new.row.1113","27860",1982,8031
"new.row.1114","27860",1983,8310
"new.row.1115","27860",1984,8658
"new.row.1116","27860",1985,8963
"new.row.1117","27860",1986,9079
"new.row.1118","27860",1987,9286
"new.row.1119","27860",1988,9582
"new.row.1120","27860",1989,9314
"new.row.1121","27860",1990,9133
"new.row.1122","27860",1991,9485
"new.row.1123","27860",1992,9403
"new.row.1124","27860",1993,9939
"new.row.1125","27860",1994,9558
"new.row.1126","27860",1995,10251
"new.row.1127","27860",1996,10510
"new.row.1128","27860",1997,10470
"new.row.1129","27860",1998,10619
"new.row.1130","27860",1999,10472
"new.row.1131","27860",2000,10774
"new.row.1132","27860",2001,10882
"new.row.1133","27860",2002,11006
"new.row.1134","27860",2003,11056
"new.row.1135","27860",2004,11477
"new.row.1136","27860",2005,12030
"new.row.1137","27860",2006,12338
"new.row.1138","27860",2007,12858
"new.row.1139","27860",2008,12138
"new.row.1140","27860",2009,12533
"new.row.1141","27860",2010,12862
"new.row.1142","27860",2011,14022
"new.row.1143","27860",2012,14309
"new.row.1144","30780",1969,22631
"new.row.1145","30780",1970,23510
"new.row.1146","30780",1971,24995
"new.row.1147","30780",1972,27397
"new.row.1148","30780",1973,28564
"new.row.1149","30780",1974,29272
"new.row.1150","30780",1975,29482
"new.row.1151","30780",1976,30507
"new.row.1152","30780",1977,31558
"new.row.1153","30780",1978,32125
"new.row.1154","30780",1979,32359
"new.row.1155","30780",1980,33346
"new.row.1156","30780",1981,33291
"new.row.1157","30780",1982,35507
"new.row.1158","30780",1983,37640
"new.row.1159","30780",1984,39501
"new.row.1160","30780",1985,41321
"new.row.1161","30780",1986,42389
"new.row.1162","30780",1987,43068
"new.row.1163","30780",1988,44228
"new.row.1164","30780",1989,43324
"new.row.1165","30780",1990,41624
"new.row.1166","30780",1991,45718
"new.row.1167","30780",1992,44761
"new.row.1168","30780",1993,47829
"new.row.1169","30780",1994,45118
"new.row.1170","30780",1995,49590
"new.row.1171","30780",1996,51091
"new.row.1172","30780",1997,51292
"new.row.1173","30780",1998,51226
"new.row.1174","30780",1999,51464
"new.row.1175","30780",2000,53202
"new.row.1176","30780",2001,55387
"new.row.1177","30780",2002,56680
"new.row.1178","30780",2003,57939
"new.row.1179","30780",2004,60205
"new.row.1180","30780",2005,64418
"new.row.1181","30780",2006,67168
"new.row.1182","30780",2007,71066
"new.row.1183","30780",2008,70515
"new.row.1184","30780",2009,71653
"new.row.1185","30780",2010,70846
"new.row.1186","30780",2011,75437
"new.row.1187","30780",2012,77126
"new.row.1188","32820",1969,47398
"new.row.1189","32820",1970,47199
"new.row.1190","32820",1971,49347
"new.row.1191","32820",1972,51249
"new.row.1192","32820",1973,55071
"new.row.1193","32820",1974,55670
"new.row.1194","32820",1975,56794
"new.row.1195","32820",1976,57460
"new.row.1196","32820",1977,57673
"new.row.1197","32820",1978,58387
"new.row.1198","32820",1979,60537
"new.row.1199","32820",1980,62791
"new.row.1200","32820",1981,62012
"new.row.1201","32820",1982,62978
"new.row.1202","32820",1983,63021
"new.row.1203","32820",1984,64573
"new.row.1204","32820",1985,66184
"new.row.1205","32820",1986,68008
"new.row.1206","32820",1987,69268
"new.row.1207","32820",1988,73178
"new.row.1208","32820",1989,73582
"new.row.1209","32820",1990,73921
"new.row.1210","32820",1991,76439
"new.row.1211","32820",1992,75833
"new.row.1212","32820",1993,79612
"new.row.1213","32820",1994,84830
"new.row.1214","32820",1995,83595
"new.row.1215","32820",1996,87215
"new.row.1216","32820",1997,92610
"new.row.1217","32820",1998,96813
"new.row.1218","32820",1999,96562
"new.row.1219","32820",2000,100623
"new.row.1220","32820",2001,105335
"new.row.1221","32820",2002,108064
"new.row.1222","32820",2003,112261
"new.row.1223","32820",2004,120253
"new.row.1224","32820",2005,127944
"new.row.1225","32820",2006,134558
"new.row.1226","32820",2007,145606
"new.row.1227","32820",2008,149132
"new.row.1228","32820",2009,155185
"new.row.1229","32820",2010,162279
"new.row.1230","32820",2011,175211
"new.row.1231","32820",2012,180025
"new.row.1232","38220",1969,5823
"new.row.1233","38220",1970,5773
"new.row.1234","38220",1971,6021
"new.row.1235","38220",1972,6329
"new.row.1236","38220",1973,6235
"new.row.1237","38220",1974,6189
"new.row.1238","38220",1975,6093
"new.row.1239","38220",1976,6081
"new.row.1240","38220",1977,6015
"new.row.1241","38220",1978,5946
"new.row.1242","38220",1979,6078
"new.row.1243","38220",1980,6288
"new.row.1244","38220",1981,6267
"new.row.1245","38220",1982,6304
"new.row.1246","38220",1983,6474
"new.row.1247","38220",1984,6492
"new.row.1248","38220",1985,6459
"new.row.1249","38220",1986,6284
"new.row.1250","38220",1987,6219
"new.row.1251","38220",1988,6410
"new.row.1252","38220",1989,6418
"new.row.1253","38220",1990,6177
"new.row.1254","38220",1991,6393
"new.row.1255","38220",1992,6346
"new.row.1256","38220",1993,6559
"new.row.1257","38220",1994,6147
"new.row.1258","38220",1995,6624
"new.row.1259","38220",1996,6571
"new.row.1260","38220",1997,6474
"new.row.1261","38220",1998,6102
"new.row.1262","38220",1999,5960
"new.row.1263","38220",2000,6128
"new.row.1264","38220",2001,6365
"new.row.1265","38220",2002,6165
"new.row.1266","38220",2003,6298
"new.row.1267","38220",2004,6453
"new.row.1268","38220",2005,6601
"new.row.1269","38220",2006,6763
"new.row.1270","38220",2007,7039
"new.row.1271","38220",2008,7122
"new.row.1272","38220",2009,7084
"new.row.1273","38220",2010,7326
"new.row.1274","38220",2011,8115
"new.row.1275","38220",2012,8279
"new.row.1276","45500",1969,7052
"new.row.1277","45500",1970,7301
"new.row.1278","45500",1971,7696
"new.row.1279","45500",1972,8183
"new.row.1280","45500",1973,8006
"new.row.1281","45500",1974,8068
"new.row.1282","45500",1975,8347
"new.row.1283","45500",1976,8707
"new.row.1284","45500",1977,9157
"new.row.1285","45500",1978,9465
"new.row.1286","45500",1979,9849
"new.row.1287","45500",1980,10305
"new.row.1288","45500",1981,10368
"new.row.1289","45500",1982,10689
"new.row.1290","45500",1983,10772
"new.row.1291","45500",1984,10849
"new.row.1292","45500",1985,10914
"new.row.1293","45500",1986,10632
"new.row.1294","45500",1987,11479
"new.row.1295","45500",1988,11284
"new.row.1296","45500",1989,11282
"new.row.1297","45500",1990,11309
"new.row.1298","45500",1991,11533
"new.row.1299","45500",1992,11585
"new.row.1300","45500",1993,12224
"new.row.1301","45500",1994,12591
"new.row.1302","45500",1995,12962
"new.row.1303","45500",1996,13524
"new.row.1304","45500",1997,13580
"new.row.1305","45500",1998,12854
"new.row.1306","45500",1999,13276
"new.row.1307","45500",2000,13657
"new.row.1308","45500",2001,13500
"new.row.1309","45500",2002,13576
"new.row.1310","45500",2003,14132
"new.row.1311","45500",2004,14538
"new.row.1312","45500",2005,15184
"new.row.1313","45500",2006,15405
"new.row.1314","45500",2007,15997
"new.row.1315","45500",2008,15443
"new.row.1316","45500",2009,15453
"new.row.1317","45500",2010,15617
"new.row.1318","45500",2011,16291
"new.row.1319","45500",2012,16616
"new.row.1320","12540",1969,18627
"new.row.1321","12540",1970,19325
"new.row.1322","12540",1971,19377
"new.row.1323","12540",1972,20534
"new.row.1324","12540",1973,21274
"new.row.1325","12540",1974,22873
"new.row.1326","12540",1975,24185
"new.row.1327","12540",1976,24112
"new.row.1328","12540",1977,24690
"new.row.1329","12540",1978,24648
"new.row.1330","12540",1979,26149
"new.row.1331","12540",1980,28108
"new.row.1332","12540",1981,28597
"new.row.1333","12540",1982,30696
"new.row.1334","12540",1983,33169
"new.row.1335","12540",1984,32787
"new.row.1336","12540",1985,33423
"new.row.1337","12540",1986,33739
"new.row.1338","12540",1987,34765
"new.row.1339","12540",1988,37092
"new.row.1340","12540",1989,38183
"new.row.1341","12540",1990,39513
"new.row.1342","12540",1991,47097
"new.row.1343","12540",1992,47123
"new.row.1344","12540",1993,47896
"new.row.1345","12540",1994,48951
"new.row.1346","12540",1995,50511
"new.row.1347","12540",1996,51256
"new.row.1348","12540",1997,50176
"new.row.1349","12540",1998,54251
"new.row.1350","12540",1999,54516
"new.row.1351","12540",2000,53523
"new.row.1352","12540",2001,53311
"new.row.1353","12540",2002,55315
"new.row.1354","12540",2003,57606
"new.row.1355","12540",2004,60148
"new.row.1356","12540",2005,63784
"new.row.1357","12540",2006,66342
"new.row.1358","12540",2007,70859
"new.row.1359","12540",2008,71476
"new.row.1360","12540",2009,73007
"new.row.1361","12540",2010,72833
"new.row.1362","12540",2011,77002
"new.row.1363","12540",2012,79094
"new.row.1364","17020",1969,8609
"new.row.1365","17020",1970,9099
"new.row.1366","17020",1971,9412
"new.row.1367","17020",1972,10290
