"","msa.fips","year","proprietors.employment"
"new.row.6789","41140",1982,12358
"new.row.6790","41140",1983,12836
"new.row.6791","41140",1984,12727
"new.row.6792","41140",1985,12719
"new.row.6793","41140",1986,12578
"new.row.6794","41140",1987,11910
"new.row.6795","41140",1988,11427
"new.row.6796","41140",1989,11318
"new.row.6797","41140",1990,11479
"new.row.6798","41140",1991,11622
"new.row.6799","41140",1992,11342
"new.row.6800","41140",1993,11820
"new.row.6801","41140",1994,11786
"new.row.6802","41140",1995,12163
"new.row.6803","41140",1996,12293
"new.row.6804","41140",1997,12725
"new.row.6805","41140",1998,12631
"new.row.6806","41140",1999,12723
"new.row.6807","41140",2000,13015
"new.row.6808","41140",2001,13049
"new.row.6809","41140",2002,12820
"new.row.6810","41140",2003,13274
"new.row.6811","41140",2004,13540
"new.row.6812","41140",2005,13839
"new.row.6813","41140",2006,13943
"new.row.6814","41140",2007,14394
"new.row.6815","41140",2008,13802
"new.row.6816","41140",2009,13778
"new.row.6817","41140",2010,13905
"new.row.6818","41140",2011,14415
"new.row.6819","41140",2012,14686
"new.row.6820","45820",1969,15225
"new.row.6821","45820",1970,15316
"new.row.6822","45820",1971,15922
"new.row.6823","45820",1972,16584
"new.row.6824","45820",1973,17042
"new.row.6825","45820",1974,17109
"new.row.6826","45820",1975,17155
"new.row.6827","45820",1976,17733
"new.row.6828","45820",1977,17958
"new.row.6829","45820",1978,17896
"new.row.6830","45820",1979,18024
"new.row.6831","45820",1980,18461
"new.row.6832","45820",1981,18902
"new.row.6833","45820",1982,19491
"new.row.6834","45820",1983,20396
"new.row.6835","45820",1984,20823
"new.row.6836","45820",1985,20830
"new.row.6837","45820",1986,20720
"new.row.6838","45820",1987,23131
"new.row.6839","45820",1988,21977
"new.row.6840","45820",1989,21532
"new.row.6841","45820",1990,21691
"new.row.6842","45820",1991,22200
"new.row.6843","45820",1992,21863
"new.row.6844","45820",1993,22271
"new.row.6845","45820",1994,21845
"new.row.6846","45820",1995,23693
"new.row.6847","45820",1996,23993
"new.row.6848","45820",1997,24063
"new.row.6849","45820",1998,24014
"new.row.6850","45820",1999,22715
"new.row.6851","45820",2000,23245
"new.row.6852","45820",2001,22905
"new.row.6853","45820",2002,22439
"new.row.6854","45820",2003,23005
"new.row.6855","45820",2004,23374
"new.row.6856","45820",2005,24171
"new.row.6857","45820",2006,24691
"new.row.6858","45820",2007,25731
"new.row.6859","45820",2008,24888
"new.row.6860","45820",2009,24638
"new.row.6861","45820",2010,24536
"new.row.6862","45820",2011,25256
"new.row.6863","45820",2012,25784
"new.row.6864","48620",1969,32924
"new.row.6865","48620",1970,33072
"new.row.6866","48620",1971,33994
"new.row.6867","48620",1972,35880
"new.row.6868","48620",1973,36988
"new.row.6869","48620",1974,37533
"new.row.6870","48620",1975,38162
"new.row.6871","48620",1976,38996
"new.row.6872","48620",1977,40751
"new.row.6873","48620",1978,41583
"new.row.6874","48620",1979,43265
"new.row.6875","48620",1980,46006
"new.row.6876","48620",1981,49357
"new.row.6877","48620",1982,51610
"new.row.6878","48620",1983,55840
"new.row.6879","48620",1984,57054
"new.row.6880","48620",1985,56944
"new.row.6881","48620",1986,54039
"new.row.6882","48620",1987,57551
"new.row.6883","48620",1988,55593
"new.row.6884","48620",1989,54759
"new.row.6885","48620",1990,53693
"new.row.6886","48620",1991,56577
"new.row.6887","48620",1992,54263
"new.row.6888","48620",1993,54849
"new.row.6889","48620",1994,55864
"new.row.6890","48620",1995,58898
"new.row.6891","48620",1996,59041
"new.row.6892","48620",1997,60034
"new.row.6893","48620",1998,60891
"new.row.6894","48620",1999,60272
"new.row.6895","48620",2000,61701
"new.row.6896","48620",2001,63694
"new.row.6897","48620",2002,63437
"new.row.6898","48620",2003,65231
"new.row.6899","48620",2004,67135
"new.row.6900","48620",2005,69335
"new.row.6901","48620",2006,71216
"new.row.6902","48620",2007,74334
"new.row.6903","48620",2008,74328
"new.row.6904","48620",2009,75350
"new.row.6905","48620",2010,75296
"new.row.6906","48620",2011,75658
"new.row.6907","48620",2012,77501
"new.row.6908","14540",1969,9842
"new.row.6909","14540",1970,9975
"new.row.6910","14540",1971,10316
"new.row.6911","14540",1972,10702
"new.row.6912","14540",1973,11005
"new.row.6913","14540",1974,10914
"new.row.6914","14540",1975,10879
"new.row.6915","14540",1976,11225
"new.row.6916","14540",1977,11731
"new.row.6917","14540",1978,12049
"new.row.6918","14540",1979,12017
"new.row.6919","14540",1980,12170
"new.row.6920","14540",1981,12350
"new.row.6921","14540",1982,13050
"new.row.6922","14540",1983,13522
"new.row.6923","14540",1984,13666
"new.row.6924","14540",1985,13485
"new.row.6925","14540",1986,13791
"new.row.6926","14540",1987,13310
"new.row.6927","14540",1988,12987
"new.row.6928","14540",1989,12721
"new.row.6929","14540",1990,12908
"new.row.6930","14540",1991,13109
"new.row.6931","14540",1992,12754
"new.row.6932","14540",1993,13030
"new.row.6933","14540",1994,13109
"new.row.6934","14540",1995,14217
"new.row.6935","14540",1996,14573
"new.row.6936","14540",1997,14810
"new.row.6937","14540",1998,14086
"new.row.6938","14540",1999,13966
"new.row.6939","14540",2000,14179
"new.row.6940","14540",2001,14074
"new.row.6941","14540",2002,13717
"new.row.6942","14540",2003,14051
"new.row.6943","14540",2004,14610
"new.row.6944","14540",2005,14991
"new.row.6945","14540",2006,15474
"new.row.6946","14540",2007,16104
"new.row.6947","14540",2008,16104
"new.row.6948","14540",2009,16134
"new.row.6949","14540",2010,16224
"new.row.6950","14540",2011,17733
"new.row.6951","14540",2012,18049
"new.row.6952","17300",1969,10256
"new.row.6953","17300",1970,10185
"new.row.6954","17300",1971,10626
"new.row.6955","17300",1972,10924
"new.row.6956","17300",1973,11387
"new.row.6957","17300",1974,11417
"new.row.6958","17300",1975,11264
"new.row.6959","17300",1976,11488
"new.row.6960","17300",1977,11672
"new.row.6961","17300",1978,11794
"new.row.6962","17300",1979,11797
"new.row.6963","17300",1980,11938
"new.row.6964","17300",1981,11787
"new.row.6965","17300",1982,11848
"new.row.6966","17300",1983,11902
"new.row.6967","17300",1984,12102
"new.row.6968","17300",1985,12177
"new.row.6969","17300",1986,12583
"new.row.6970","17300",1987,12523
"new.row.6971","17300",1988,12816
"new.row.6972","17300",1989,13110
"new.row.6973","17300",1990,13182
"new.row.6974","17300",1991,13749
"new.row.6975","17300",1992,14427
"new.row.6976","17300",1993,15217
"new.row.6977","17300",1994,15901
"new.row.6978","17300",1995,16476
"new.row.6979","17300",1996,17070
"new.row.6980","17300",1997,17587
"new.row.6981","17300",1998,17406
"new.row.6982","17300",1999,18007
"new.row.6983","17300",2000,18564
"new.row.6984","17300",2001,19169
"new.row.6985","17300",2002,19428
"new.row.6986","17300",2003,19891
"new.row.6987","17300",2004,20779
"new.row.6988","17300",2005,21892
"new.row.6989","17300",2006,22693
"new.row.6990","17300",2007,23968
"new.row.6991","17300",2008,23718
"new.row.6992","17300",2009,24079
"new.row.6993","17300",2010,24016
"new.row.6994","17300",2011,24594
"new.row.6995","17300",2012,25111
"new.row.6996","21060",1969,7558
"new.row.6997","21060",1970,7581
"new.row.6998","21060",1971,7716
"new.row.6999","21060",1972,8156
"new.row.7000","21060",1973,8487
"new.row.7001","21060",1974,8562
"new.row.7002","21060",1975,8676
"new.row.7003","21060",1976,8834
"new.row.7004","21060",1977,9294
"new.row.7005","21060",1978,9632
"new.row.7006","21060",1979,9553
"new.row.7007","21060",1980,9657
"new.row.7008","21060",1981,9560
"new.row.7009","21060",1982,10013
"new.row.7010","21060",1983,10286
"new.row.7011","21060",1984,10347
"new.row.7012","21060",1985,10193
"new.row.7013","21060",1986,10559
"new.row.7014","21060",1987,10241
"new.row.7015","21060",1988,10079
"new.row.7016","21060",1989,10354
"new.row.7017","21060",1990,10703
"new.row.7018","21060",1991,10727
"new.row.7019","21060",1992,11235
"new.row.7020","21060",1993,11626
"new.row.7021","21060",1994,11508
"new.row.7022","21060",1995,12429
"new.row.7023","21060",1996,12506
"new.row.7024","21060",1997,12643
"new.row.7025","21060",1998,13011
"new.row.7026","21060",1999,13068
"new.row.7027","21060",2000,13391
"new.row.7028","21060",2001,13479
"new.row.7029","21060",2002,13740
"new.row.7030","21060",2003,13796
"new.row.7031","21060",2004,14146
"new.row.7032","21060",2005,14512
"new.row.7033","21060",2006,14913
"new.row.7034","21060",2007,15519
"new.row.7035","21060",2008,14769
"new.row.7036","21060",2009,14977
"new.row.7037","21060",2010,14818
"new.row.7038","21060",2011,15374
"new.row.7039","21060",2012,15670
"new.row.7040","26580",1969,14149
"new.row.7041","26580",1970,14504
"new.row.7042","26580",1971,15364
"new.row.7043","26580",1972,16164
"new.row.7044","26580",1973,16184
"new.row.7045","26580",1974,16741
"new.row.7046","26580",1975,17329
"new.row.7047","26580",1976,17317
"new.row.7048","26580",1977,17701
"new.row.7049","26580",1978,17968
"new.row.7050","26580",1979,17930
"new.row.7051","26580",1980,18508
"new.row.7052","26580",1981,18550
"new.row.7053","26580",1982,18931
"new.row.7054","26580",1983,19746
"new.row.7055","26580",1984,20148
"new.row.7056","26580",1985,20466
"new.row.7057","26580",1986,21093
"new.row.7058","26580",1987,21775
"new.row.7059","26580",1988,22167
"new.row.7060","26580",1989,22364
"new.row.7061","26580",1990,23448
"new.row.7062","26580",1991,23993
"new.row.7063","26580",1992,23655
"new.row.7064","26580",1993,23543
"new.row.7065","26580",1994,23517
"new.row.7066","26580",1995,24770
"new.row.7067","26580",1996,24930
"new.row.7068","26580",1997,25953
"new.row.7069","26580",1998,25717
"new.row.7070","26580",1999,26144
"new.row.7071","26580",2000,26770
"new.row.7072","26580",2001,27187
"new.row.7073","26580",2002,26657
"new.row.7074","26580",2003,27421
"new.row.7075","26580",2004,27946
"new.row.7076","26580",2005,28643
"new.row.7077","26580",2006,29237
"new.row.7078","26580",2007,30287
"new.row.7079","26580",2008,28673
"new.row.7080","26580",2009,28486
"new.row.7081","26580",2010,27988
"new.row.7082","26580",2011,28700
"new.row.7083","26580",2012,29287
"new.row.7084","30460",1969,21412
"new.row.7085","30460",1970,22063
"new.row.7086","30460",1971,22453
"new.row.7087","30460",1972,23311
"new.row.7088","30460",1973,24238
"new.row.7089","30460",1974,24180
"new.row.7090","30460",1975,24060
"new.row.7091","30460",1976,24344
"new.row.7092","30460",1977,25514
"new.row.7093","30460",1978,26227
"new.row.7094","30460",1979,26787
"new.row.7095","30460",1980,28123
"new.row.7096","30460",1981,28960
"new.row.7097","30460",1982,30954
"new.row.7098","30460",1983,31951
"new.row.7099","30460",1984,32435
"new.row.7100","30460",1985,31982
"new.row.7101","30460",1986,33712
"new.row.7102","30460",1987,32224
"new.row.7103","30460",1988,32765
"new.row.7104","30460",1989,32309
"new.row.7105","30460",1990,33238
"new.row.7106","30460",1991,34215
"new.row.7107","30460",1992,34252
"new.row.7108","30460",1993,34472
"new.row.7109","30460",1994,33471
"new.row.7110","30460",1995,37595
"new.row.7111","30460",1996,38329
"new.row.7112","30460",1997,38957
"new.row.7113","30460",1998,38852
"new.row.7114","30460",1999,39122
"new.row.7115","30460",2000,40372
"new.row.7116","30460",2001,41419
"new.row.7117","30460",2002,41814
"new.row.7118","30460",2003,43107
"new.row.7119","30460",2004,44080
"new.row.7120","30460",2005,45974
"new.row.7121","30460",2006,48169
"new.row.7122","30460",2007,50963
"new.row.7123","30460",2008,52492
"new.row.7124","30460",2009,53482
"new.row.7125","30460",2010,53549
"new.row.7126","30460",2011,55441
"new.row.7127","30460",2012,56726
"new.row.7128","36980",1969,8387
"new.row.7129","36980",1970,8621
"new.row.7130","36980",1971,8752
"new.row.7131","36980",1972,9157
"new.row.7132","36980",1973,9504
"new.row.7133","36980",1974,9561
"new.row.7134","36980",1975,9478
"new.row.7135","36980",1976,9662
"new.row.7136","36980",1977,10108
"new.row.7137","36980",1978,10284
"new.row.7138","36980",1979,10367
"new.row.7139","36980",1980,10631
"new.row.7140","36980",1981,10763
"new.row.7141","36980",1982,11354
"new.row.7142","36980",1983,11809
"new.row.7143","36980",1984,12043
"new.row.7144","36980",1985,11816
"new.row.7145","36980",1986,11871
"new.row.7146","36980",1987,11085
"new.row.7147","36980",1988,10941
"new.row.7148","36980",1989,10900
"new.row.7149","36980",1990,11058
"new.row.7150","36980",1991,10838
"new.row.7151","36980",1992,10860
"new.row.7152","36980",1993,10603
"new.row.7153","36980",1994,10381
"new.row.7154","36980",1995,11104
"new.row.7155","36980",1996,11029
"new.row.7156","36980",1997,11258
"new.row.7157","36980",1998,11079
"new.row.7158","36980",1999,11088
"new.row.7159","36980",2000,11336
"new.row.7160","36980",2001,11174
"new.row.7161","36980",2002,10753
"new.row.7162","36980",2003,11178
"new.row.7163","36980",2004,11492
"new.row.7164","36980",2005,11617
"new.row.7165","36980",2006,11892
"new.row.7166","36980",2007,12231
"new.row.7167","36980",2008,11601
"new.row.7168","36980",2009,11647
"new.row.7169","36980",2010,11610
"new.row.7170","36980",2011,11971
"new.row.7171","36980",2012,12231
"new.row.7172","10780",1969,6549
"new.row.7173","10780",1970,6704
"new.row.7174","10780",1971,6855
"new.row.7175","10780",1972,7068
"new.row.7176","10780",1973,7277
"new.row.7177","10780",1974,7475
"new.row.7178","10780",1975,7996
"new.row.7179","10780",1976,7990
"new.row.7180","10780",1977,8268
"new.row.7181","10780",1978,8611
"new.row.7182","10780",1979,8721
"new.row.7183","10780",1980,8848
"new.row.7184","10780",1981,8645
"new.row.7185","10780",1982,9237
"new.row.7186","10780",1983,9145
"new.row.7187","10780",1984,9405
"new.row.7188","10780",1985,9629
"new.row.7189","10780",1986,9546
"new.row.7190","10780",1987,9870
"new.row.7191","10780",1988,9796
"new.row.7192","10780",1989,9750
"new.row.7193","10780",1990,9922
"new.row.7194","10780",1991,10033
"new.row.7195","10780",1992,9490
"new.row.7196","10780",1993,9758
"new.row.7197","10780",1994,9574
"new.row.7198","10780",1995,10532
"new.row.7199","10780",1996,10756
"new.row.7200","10780",1997,11047
"new.row.7201","10780",1998,10707
"new.row.7202","10780",1999,10724
"new.row.7203","10780",2000,11189
"new.row.7204","10780",2001,10871
"new.row.7205","10780",2002,11111
"new.row.7206","10780",2003,11659
"new.row.7207","10780",2004,11552
"new.row.7208","10780",2005,11657
"new.row.7209","10780",2006,12980
"new.row.7210","10780",2007,13806
"new.row.7211","10780",2008,13540
"new.row.7212","10780",2009,13626
"new.row.7213","10780",2010,13521
"new.row.7214","10780",2011,14168
"new.row.7215","10780",2012,14517
"new.row.7216","12940",1969,18850
"new.row.7217","12940",1970,18909
"new.row.7218","12940",1971,19726
"new.row.7219","12940",1972,20981
"new.row.7220","12940",1973,21987
"new.row.7221","12940",1974,23173
"new.row.7222","12940",1975,25441
"new.row.7223","12940",1976,25573
"new.row.7224","12940",1977,27111
"new.row.7225","12940",1978,28739
"new.row.7226","12940",1979,29581
"new.row.7227","12940",1980,30424
"new.row.7228","12940",1981,31007
"new.row.7229","12940",1982,33475
"new.row.7230","12940",1983,34429
"new.row.7231","12940",1984,37421
"new.row.7232","12940",1985,40572
"new.row.7233","12940",1986,42407
"new.row.7234","12940",1987,46070
"new.row.7235","12940",1988,41612
"new.row.7236","12940",1989,41035
"new.row.7237","12940",1990,42068
"new.row.7238","12940",1991,43036
"new.row.7239","12940",1992,43064
"new.row.7240","12940",1993,45477
"new.row.7241","12940",1994,43438
"new.row.7242","12940",1995,46687
"new.row.7243","12940",1996,49351
"new.row.7244","12940",1997,51336
"new.row.7245","12940",1998,52785
"new.row.7246","12940",1999,53554
"new.row.7247","12940",2000,56088
"new.row.7248","12940",2001,59208
"new.row.7249","12940",2002,61751
"new.row.7250","12940",2003,64131
"new.row.7251","12940",2004,66057
"new.row.7252","12940",2005,68504
"new.row.7253","12940",2006,78588
"new.row.7254","12940",2007,85348
"new.row.7255","12940",2008,92098
"new.row.7256","12940",2009,95975
"new.row.7257","12940",2010,100376
"new.row.7258","12940",2011,102597
"new.row.7259","12940",2012,105403
"new.row.7260","25220",1969,4359
"new.row.7261","25220",1970,4259
"new.row.7262","25220",1971,4350
"new.row.7263","25220",1972,4533
"new.row.7264","25220",1973,4416
"new.row.7265","25220",1974,4480
"new.row.7266","25220",1975,4616
"new.row.7267","25220",1976,4565
"new.row.7268","25220",1977,4687
"new.row.7269","25220",1978,4912
"new.row.7270","25220",1979,4993
"new.row.7271","25220",1980,5074
"new.row.7272","25220",1981,5187
"new.row.7273","25220",1982,5525
"new.row.7274","25220",1983,5655
"new.row.7275","25220",1984,5752
"new.row.7276","25220",1985,5852
"new.row.7277","25220",1986,5801
"new.row.7278","25220",1987,6006
"new.row.7279","25220",1988,6293
"new.row.7280","25220",1989,6238
"new.row.7281","25220",1990,6255
"new.row.7282","25220",1991,6257
"new.row.7283","25220",1992,6482
"new.row.7284","25220",1993,6868
"new.row.7285","25220",1994,6778
"new.row.7286","25220",1995,7258
"new.row.7287","25220",1996,7684
"new.row.7288","25220",1997,8071
"new.row.7289","25220",1998,6958
"new.row.7290","25220",1999,7265
"new.row.7291","25220",2000,7541
"new.row.7292","25220",2001,7663
"new.row.7293","25220",2002,7755
"new.row.7294","25220",2003,8071
"new.row.7295","25220",2004,8527
"new.row.7296","25220",2005,8714
"new.row.7297","25220",2006,10014
"new.row.7298","25220",2007,10985
"new.row.7299","25220",2008,11935
"new.row.7300","25220",2009,12370
"new.row.7301","25220",2010,12583
"new.row.7302","25220",2011,12268
"new.row.7303","25220",2012,12556
"new.row.7304","26380",1969,7317
"new.row.7305","26380",1970,7465
"new.row.7306","26380",1971,7540
"new.row.7307","26380",1972,7781
"new.row.7308","26380",1973,8105
"new.row.7309","26380",1974,8329
"new.row.7310","26380",1975,8908
"new.row.7311","26380",1976,8905
"new.row.7312","26380",1977,9793
"new.row.7313","26380",1978,10740
"new.row.7314","26380",1979,10914
"new.row.7315","26380",1980,11143
"new.row.7316","26380",1981,11456
"new.row.7317","26380",1982,11934
"new.row.7318","26380",1983,12192
"new.row.7319","26380",1984,12408
"new.row.7320","26380",1985,12671
"new.row.7321","26380",1986,12444
"new.row.7322","26380",1987,14074
"new.row.7323","26380",1988,13450
"new.row.7324","26380",1989,12915
"new.row.7325","26380",1990,13171
"new.row.7326","26380",1991,13455
"new.row.7327","26380",1992,13159
"new.row.7328","26380",1993,14329
"new.row.7329","26380",1994,13360
"new.row.7330","26380",1995,14139
"new.row.7331","26380",1996,14738
"new.row.7332","26380",1997,15194
"new.row.7333","26380",1998,15956
"new.row.7334","26380",1999,17401
"new.row.7335","26380",2000,18199
"new.row.7336","26380",2001,18622
"new.row.7337","26380",2002,18837
"new.row.7338","26380",2003,19078
"new.row.7339","26380",2004,19445
"new.row.7340","26380",2005,19579
"new.row.7341","26380",2006,21549
"new.row.7342","26380",2007,22528
"new.row.7343","26380",2008,22245
"new.row.7344","26380",2009,22319
"new.row.7345","26380",2010,23309
"new.row.7346","26380",2011,22592
"new.row.7347","26380",2012,23041
"new.row.7348","29180",1969,19367
"new.row.7349","29180",1970,19454
"new.row.7350","29180",1971,19900
"new.row.7351","29180",1972,20495
"new.row.7352","29180",1973,20954
"new.row.7353","29180",1974,21455
"new.row.7354","29180",1975,22312
"new.row.7355","29180",1976,21918
"new.row.7356","29180",1977,23340
"new.row.7357","29180",1978,25040
"new.row.7358","29180",1979,25979
"new.row.7359","29180",1980,27088
"new.row.7360","29180",1981,29200
"new.row.7361","29180",1982,31779
"new.row.7362","29180",1983,32853
"new.row.7363","29180",1984,32756
"new.row.7364","29180",1985,32577
"new.row.7365","29180",1986,30478
"new.row.7366","29180",1987,29717
"new.row.7367","29180",1988,30680
"new.row.7368","29180",1989,30439
"new.row.7369","29180",1990,30896
"new.row.7370","29180",1991,31443
"new.row.7371","29180",1992,30639
"new.row.7372","29180",1993,32740
"new.row.7373","29180",1994,31421
"new.row.7374","29180",1995,33172
"new.row.7375","29180",1996,34744
"new.row.7376","29180",1997,36304
"new.row.7377","29180",1998,37657
"new.row.7378","29180",1999,38721
"new.row.7379","29180",2000,40333
"new.row.7380","29180",2001,41188
"new.row.7381","29180",2002,42725
"new.row.7382","29180",2003,44477
"new.row.7383","29180",2004,45171
"new.row.7384","29180",2005,45782
"new.row.7385","29180",2006,51223
"new.row.7386","29180",2007,54321
"new.row.7387","29180",2008,56183
"new.row.7388","29180",2009,58794
"new.row.7389","29180",2010,62074
"new.row.7390","29180",2011,65938
"new.row.7391","29180",2012,67622
"new.row.7392","29340",1969,6798
"new.row.7393","29340",1970,6599
"new.row.7394","29340",1971,6875
"new.row.7395","29340",1972,7191
"new.row.7396","29340",1973,7394
"new.row.7397","29340",1974,7536
"new.row.7398","29340",1975,7986
"new.row.7399","29340",1976,7499
"new.row.7400","29340",1977,8227
"new.row.7401","29340",1978,9008
"new.row.7402","29340",1979,9080
"new.row.7403","29340",1980,9171
"new.row.7404","29340",1981,9393
"new.row.7405","29340",1982,9912
"new.row.7406","29340",1983,10268
"new.row.7407","29340",1984,10852
"new.row.7408","29340",1985,11452
"new.row.7409","29340",1986,11602
"new.row.7410","29340",1987,12431
"new.row.7411","29340",1988,12945
"new.row.7412","29340",1989,12590
"new.row.7413","29340",1990,12875
"new.row.7414","29340",1991,13187
"new.row.7415","29340",1992,12650
"new.row.7416","29340",1993,12646
"new.row.7417","29340",1994,13044
"new.row.7418","29340",1995,13656
"new.row.7419","29340",1996,14159
"new.row.7420","29340",1997,14553
"new.row.7421","29340",1998,14315
"new.row.7422","29340",1999,14350
"new.row.7423","29340",2000,14966
"new.row.7424","29340",2001,14942
"new.row.7425","29340",2002,15103
"new.row.7426","29340",2003,15878
"new.row.7427","29340",2004,15849
"new.row.7428","29340",2005,15554
"new.row.7429","29340",2006,17278
"new.row.7430","29340",2007,18282
"new.row.7431","29340",2008,18418
"new.row.7432","29340",2009,18825
"new.row.7433","29340",2010,19351
"new.row.7434","29340",2011,20447
"new.row.7435","29340",2012,20951
"new.row.7436","33740",1969,6516
"new.row.7437","33740",1970,6689
"new.row.7438","33740",1971,7138
"new.row.7439","33740",1972,7110
"new.row.7440","33740",1973,7573
"new.row.7441","33740",1974,7632
"new.row.7442","33740",1975,8100
"new.row.7443","33740",1976,8418
"new.row.7444","33740",1977,8575
"new.row.7445","33740",1978,8775
"new.row.7446","33740",1979,9014
"new.row.7447","33740",1980,9253
"new.row.7448","33740",1981,9881
"new.row.7449","33740",1982,10333
"new.row.7450","33740",1983,10484
"new.row.7451","33740",1984,10923
"new.row.7452","33740",1985,11413
"new.row.7453","33740",1986,11297
"new.row.7454","33740",1987,11604
"new.row.7455","33740",1988,11411
"new.row.7456","33740",1989,10902
"new.row.7457","33740",1990,10916
"new.row.7458","33740",1991,10875
"new.row.7459","33740",1992,10317
"new.row.7460","33740",1993,11324
"new.row.7461","33740",1994,10623
"new.row.7462","33740",1995,11235
"new.row.7463","33740",1996,11590
"new.row.7464","33740",1997,11680
"new.row.7465","33740",1998,11800
"new.row.7466","33740",1999,12079
"new.row.7467","33740",2000,12625
"new.row.7468","33740",2001,13589
"new.row.7469","33740",2002,14320
"new.row.7470","33740",2003,14663
"new.row.7471","33740",2004,15240
"new.row.7472","33740",2005,15188
"new.row.7473","33740",2006,16995
"new.row.7474","33740",2007,18015
"new.row.7475","33740",2008,18029
"new.row.7476","33740",2009,18865
"new.row.7477","33740",2010,19277
"new.row.7478","33740",2011,21275
"new.row.7479","33740",2012,21884
"new.row.7480","35380",1969,46182
"new.row.7481","35380",1970,47106
"new.row.7482","35380",1971,49231
"new.row.7483","35380",1972,52127
"new.row.7484","35380",1973,54348
"new.row.7485","35380",1974,56732
"new.row.7486","35380",1975,60960
"new.row.7487","35380",1976,61470
"new.row.7488","35380",1977,63387
"new.row.7489","35380",1978,64615
"new.row.7490","35380",1979,65191
"new.row.7491","35380",1980,66210
"new.row.7492","35380",1981,68118
"new.row.7493","35380",1982,73154
"new.row.7494","35380",1983,74878
"new.row.7495","35380",1984,76657
"new.row.7496","35380",1985,78227
"new.row.7497","35380",1986,76482
"new.row.7498","35380",1987,78654
"new.row.7499","35380",1988,83456
"new.row.7500","35380",1989,80522
"new.row.7501","35380",1990,83034
"new.row.7502","35380",1991,85455
"new.row.7503","35380",1992,82498
"new.row.7504","35380",1993,89681
"new.row.7505","35380",1994,86991
"new.row.7506","35380",1995,93240
"new.row.7507","35380",1996,98022
"new.row.7508","35380",1997,103302
"new.row.7509","35380",1998,105409
"new.row.7510","35380",1999,107521
"new.row.7511","35380",2000,113473
"new.row.7512","35380",2001,119486
"new.row.7513","35380",2002,125891
"new.row.7514","35380",2003,130548
"new.row.7515","35380",2004,131361
"new.row.7516","35380",2005,124065
"new.row.7517","35380",2006,134315
"new.row.7518","35380",2007,137652
"new.row.7519","35380",2008,149823
"new.row.7520","35380",2009,157523
"new.row.7521","35380",2010,163599
"new.row.7522","35380",2011,163756
"new.row.7523","35380",2012,168223
"new.row.7524","43340",1969,18154
"new.row.7525","43340",1970,18397
"new.row.7526","43340",1971,19524
"new.row.7527","43340",1972,20114
"new.row.7528","43340",1973,20860
"new.row.7529","43340",1974,21563
"new.row.7530","43340",1975,23402
"new.row.7531","43340",1976,23981
"new.row.7532","43340",1977,24686
"new.row.7533","43340",1978,25348
"new.row.7534","43340",1979,26494
"new.row.7535","43340",1980,27891
"new.row.7536","43340",1981,29477
"new.row.7537","43340",1982,32618
"new.row.7538","43340",1983,33623
"new.row.7539","43340",1984,34360
"new.row.7540","43340",1985,35269
"new.row.7541","43340",1986,33046
"new.row.7542","43340",1987,31747
"new.row.7543","43340",1988,32086
"new.row.7544","43340",1989,31285
"new.row.7545","43340",1990,31317
"new.row.7546","43340",1991,31530
"new.row.7547","43340",1992,30217
"new.row.7548","43340",1993,31903
"new.row.7549","43340",1994,30009
"new.row.7550","43340",1995,31782
"new.row.7551","43340",1996,32039
"new.row.7552","43340",1997,33205
"new.row.7553","43340",1998,33327
"new.row.7554","43340",1999,33770
"new.row.7555","43340",2000,35077
"new.row.7556","43340",2001,34371
"new.row.7557","43340",2002,35653
"new.row.7558","43340",2003,37889
"new.row.7559","43340",2004,38437
"new.row.7560","43340",2005,39321
"new.row.7561","43340",2006,44286
"new.row.7562","43340",2007,46907
"new.row.7563","43340",2008,50012
"new.row.7564","43340",2009,51566
"new.row.7565","43340",2010,52978
"new.row.7566","43340",2011,55982
"new.row.7567","43340",2012,57538
"new.row.7568","12620",1969,6182
"new.row.7569","12620",1970,6334
"new.row.7570","12620",1971,6440
"new.row.7571","12620",1972,6609
"new.row.7572","12620",1973,6980
"new.row.7573","12620",1974,7371
"new.row.7574","12620",1975,7598
"new.row.7575","12620",1976,7519
"new.row.7576","12620",1977,7998
"new.row.7577","12620",1978,8473
"new.row.7578","12620",1979,8689
"new.row.7579","12620",1980,9115
"new.row.7580","12620",1981,9061
"new.row.7581","12620",1982,9429
"new.row.7582","12620",1983,9794
"new.row.7583","12620",1984,10311
"new.row.7584","12620",1985,11061
"new.row.7585","12620",1986,11655
"new.row.7586","12620",1987,11585
"new.row.7587","12620",1988,12452
"new.row.7588","12620",1989,12842
"new.row.7589","12620",1990,13641
"new.row.7590","12620",1991,13705
"new.row.7591","12620",1992,14179
"new.row.7592","12620",1993,14491
"new.row.7593","12620",1994,14936
"new.row.7594","12620",1995,14817
"new.row.7595","12620",1996,15055
"new.row.7596","12620",1997,15042
"new.row.7597","12620",1998,15427
"new.row.7598","12620",1999,14903
"new.row.7599","12620",2000,15183
"new.row.7600","12620",2001,14573
"new.row.7601","12620",2002,14655
"new.row.7602","12620",2003,15032
"new.row.7603","12620",2004,15619
"new.row.7604","12620",2005,16182
"new.row.7605","12620",2006,16601
"new.row.7606","12620",2007,17471
"new.row.7607","12620",2008,16922
"new.row.7608","12620",2009,16397
"new.row.7609","12620",2010,15948
"new.row.7610","12620",2011,16090
