"","msa.fips","year","average.wage.per.job"
"new.row.2497","14500",2002,43232
"new.row.2498","14500",2003,44863
"new.row.2499","14500",2004,46611
"new.row.2500","14500",2005,48150
"new.row.2501","14500",2006,50065
"new.row.2502","14500",2007,51766
"new.row.2503","14500",2008,52376
"new.row.2504","14500",2009,51535
"new.row.2505","14500",2010,53716
"new.row.2506","14500",2011,54869
"new.row.2507","14500",2012,56468
"new.row.2508","17820",1969,5336
"new.row.2509","17820",1970,5917
"new.row.2510","17820",1971,6471
"new.row.2511","17820",1972,7035
"new.row.2512","17820",1973,7400
"new.row.2513","17820",1974,7919
"new.row.2514","17820",1975,8444
"new.row.2515","17820",1976,8861
"new.row.2516","17820",1977,9317
"new.row.2517","17820",1978,10159
"new.row.2518","17820",1979,10995
"new.row.2519","17820",1980,12094
"new.row.2520","17820",1981,13650
"new.row.2521","17820",1982,14782
"new.row.2522","17820",1983,15602
"new.row.2523","17820",1984,16391
"new.row.2524","17820",1985,17198
"new.row.2525","17820",1986,18148
"new.row.2526","17820",1987,18775
"new.row.2527","17820",1988,19513
"new.row.2528","17820",1989,20144
"new.row.2529","17820",1990,21022
"new.row.2530","17820",1991,22181
"new.row.2531","17820",1992,23168
"new.row.2532","17820",1993,23558
"new.row.2533","17820",1994,24264
"new.row.2534","17820",1995,25245
"new.row.2535","17820",1996,26356
"new.row.2536","17820",1997,27585
"new.row.2537","17820",1998,29606
"new.row.2538","17820",1999,30850
"new.row.2539","17820",2000,33151
"new.row.2540","17820",2001,34684
"new.row.2541","17820",2002,35570
"new.row.2542","17820",2003,36478
"new.row.2543","17820",2004,37838
"new.row.2544","17820",2005,39269
"new.row.2545","17820",2006,40614
"new.row.2546","17820",2007,42018
"new.row.2547","17820",2008,43312
"new.row.2548","17820",2009,44431
"new.row.2549","17820",2010,45605
"new.row.2550","17820",2011,46513
"new.row.2551","17820",2012,47370
"new.row.2552","19740",1969,6692
"new.row.2553","19740",1970,7266
"new.row.2554","19740",1971,7866
"new.row.2555","19740",1972,8344
"new.row.2556","19740",1973,8842
"new.row.2557","19740",1974,9505
"new.row.2558","19740",1975,10249
"new.row.2559","19740",1976,11027
"new.row.2560","19740",1977,11801
"new.row.2561","19740",1978,12774
"new.row.2562","19740",1979,13945
"new.row.2563","19740",1980,15606
"new.row.2564","19740",1981,17298
"new.row.2565","19740",1982,18679
"new.row.2566","19740",1983,19546
"new.row.2567","19740",1984,20278
"new.row.2568","19740",1985,21139
"new.row.2569","19740",1986,21915
"new.row.2570","19740",1987,22561
"new.row.2571","19740",1988,23341
"new.row.2572","19740",1989,23930
"new.row.2573","19740",1990,25051
"new.row.2574","19740",1991,26350
"new.row.2575","19740",1992,27464
"new.row.2576","19740",1993,28436
"new.row.2577","19740",1994,29061
"new.row.2578","19740",1995,30127
"new.row.2579","19740",1996,31583
"new.row.2580","19740",1997,33250
"new.row.2581","19740",1998,35555
"new.row.2582","19740",1999,38038
"new.row.2583","19740",2000,41282
"new.row.2584","19740",2001,42319
"new.row.2585","19740",2002,42222
"new.row.2586","19740",2003,43439
"new.row.2587","19740",2004,45022
"new.row.2588","19740",2005,46472
"new.row.2589","19740",2006,48781
"new.row.2590","19740",2007,50773
"new.row.2591","19740",2008,51853
"new.row.2592","19740",2009,52252
"new.row.2593","19740",2010,53651
"new.row.2594","19740",2011,55104
"new.row.2595","19740",2012,56918
"new.row.2596","22660",1969,5298
"new.row.2597","22660",1970,5749
"new.row.2598","22660",1971,6347
"new.row.2599","22660",1972,6755
"new.row.2600","22660",1973,7139
"new.row.2601","22660",1974,7728
"new.row.2602","22660",1975,8406
"new.row.2603","22660",1976,9004
"new.row.2604","22660",1977,9637
"new.row.2605","22660",1978,10359
"new.row.2606","22660",1979,11493
"new.row.2607","22660",1980,12619
"new.row.2608","22660",1981,13871
"new.row.2609","22660",1982,14891
"new.row.2610","22660",1983,15493
"new.row.2611","22660",1984,16202
"new.row.2612","22660",1985,16894
"new.row.2613","22660",1986,17627
"new.row.2614","22660",1987,18370
"new.row.2615","22660",1988,19109
"new.row.2616","22660",1989,19613
"new.row.2617","22660",1990,20722
"new.row.2618","22660",1991,21344
"new.row.2619","22660",1992,22152
"new.row.2620","22660",1993,22722
"new.row.2621","22660",1994,23780
"new.row.2622","22660",1995,24566
"new.row.2623","22660",1996,25715
"new.row.2624","22660",1997,26842
"new.row.2625","22660",1998,28379
"new.row.2626","22660",1999,29578
"new.row.2627","22660",2000,32011
"new.row.2628","22660",2001,33093
"new.row.2629","22660",2002,34046
"new.row.2630","22660",2003,34750
"new.row.2631","22660",2004,35599
"new.row.2632","22660",2005,36678
"new.row.2633","22660",2006,38048
"new.row.2634","22660",2007,39289
"new.row.2635","22660",2008,40061
"new.row.2636","22660",2009,40153
"new.row.2637","22660",2010,41028
"new.row.2638","22660",2011,42313
"new.row.2639","22660",2012,43259
"new.row.2640","24300",1969,5310
"new.row.2641","24300",1970,5647
"new.row.2642","24300",1971,6054
"new.row.2643","24300",1972,6499
"new.row.2644","24300",1973,6891
"new.row.2645","24300",1974,7569
"new.row.2646","24300",1975,8426
"new.row.2647","24300",1976,9157
"new.row.2648","24300",1977,9896
"new.row.2649","24300",1978,10975
"new.row.2650","24300",1979,12061
"new.row.2651","24300",1980,13560
"new.row.2652","24300",1981,15093
"new.row.2653","24300",1982,15877
"new.row.2654","24300",1983,15942
"new.row.2655","24300",1984,16051
"new.row.2656","24300",1985,16402
"new.row.2657","24300",1986,16664
"new.row.2658","24300",1987,17021
"new.row.2659","24300",1988,17772
"new.row.2660","24300",1989,17988
"new.row.2661","24300",1990,18835
"new.row.2662","24300",1991,19866
"new.row.2663","24300",1992,20860
"new.row.2664","24300",1993,21575
"new.row.2665","24300",1994,22085
"new.row.2666","24300",1995,22585
"new.row.2667","24300",1996,23028
"new.row.2668","24300",1997,23907
"new.row.2669","24300",1998,24916
"new.row.2670","24300",1999,25693
"new.row.2671","24300",2000,26737
"new.row.2672","24300",2001,28009
"new.row.2673","24300",2002,29042
"new.row.2674","24300",2003,29862
"new.row.2675","24300",2004,30965
"new.row.2676","24300",2005,32563
"new.row.2677","24300",2006,34698
"new.row.2678","24300",2007,37095
"new.row.2679","24300",2008,40082
"new.row.2680","24300",2009,39315
"new.row.2681","24300",2010,38977
"new.row.2682","24300",2011,40247
"new.row.2683","24300",2012,40924
"new.row.2684","24540",1969,5212
"new.row.2685","24540",1970,5654
"new.row.2686","24540",1971,6093
"new.row.2687","24540",1972,6655
"new.row.2688","24540",1973,7087
"new.row.2689","24540",1974,7664
"new.row.2690","24540",1975,8312
"new.row.2691","24540",1976,9151
"new.row.2692","24540",1977,9563
"new.row.2693","24540",1978,10269
"new.row.2694","24540",1979,11367
"new.row.2695","24540",1980,12211
"new.row.2696","24540",1981,13203
"new.row.2697","24540",1982,14175
"new.row.2698","24540",1983,14638
"new.row.2699","24540",1984,15420
"new.row.2700","24540",1985,16562
"new.row.2701","24540",1986,17110
"new.row.2702","24540",1987,17485
"new.row.2703","24540",1988,18184
"new.row.2704","24540",1989,18799
"new.row.2705","24540",1990,19652
"new.row.2706","24540",1991,20935
"new.row.2707","24540",1992,21453
"new.row.2708","24540",1993,22052
"new.row.2709","24540",1994,23079
"new.row.2710","24540",1995,23883
"new.row.2711","24540",1996,24618
"new.row.2712","24540",1997,25298
"new.row.2713","24540",1998,26395
"new.row.2714","24540",1999,27381
"new.row.2715","24540",2000,29343
"new.row.2716","24540",2001,30275
"new.row.2717","24540",2002,31695
"new.row.2718","24540",2003,32096
"new.row.2719","24540",2004,33294
"new.row.2720","24540",2005,34382
"new.row.2721","24540",2006,35743
"new.row.2722","24540",2007,38004
"new.row.2723","24540",2008,39306
"new.row.2724","24540",2009,38375
"new.row.2725","24540",2010,39596
"new.row.2726","24540",2011,41161
"new.row.2727","24540",2012,42560
"new.row.2728","39380",1969,6240
"new.row.2729","39380",1970,6594
"new.row.2730","39380",1971,7033
"new.row.2731","39380",1972,7540
"new.row.2732","39380",1973,8247
"new.row.2733","39380",1974,9039
"new.row.2734","39380",1975,9791
"new.row.2735","39380",1976,10435
"new.row.2736","39380",1977,11136
"new.row.2737","39380",1978,11999
"new.row.2738","39380",1979,13115
"new.row.2739","39380",1980,14307
"new.row.2740","39380",1981,15868
"new.row.2741","39380",1982,15940
"new.row.2742","39380",1983,15547
"new.row.2743","39380",1984,15986
"new.row.2744","39380",1985,16317
"new.row.2745","39380",1986,16598
"new.row.2746","39380",1987,16687
"new.row.2747","39380",1988,17347
"new.row.2748","39380",1989,18005
"new.row.2749","39380",1990,18350
"new.row.2750","39380",1991,19246
"new.row.2751","39380",1992,19922
"new.row.2752","39380",1993,20665
"new.row.2753","39380",1994,21439
"new.row.2754","39380",1995,22247
"new.row.2755","39380",1996,22661
"new.row.2756","39380",1997,23323
"new.row.2757","39380",1998,24268
"new.row.2758","39380",1999,24941
"new.row.2759","39380",2000,25908
"new.row.2760","39380",2001,27718
"new.row.2761","39380",2002,28567
"new.row.2762","39380",2003,29344
"new.row.2763","39380",2004,31420
"new.row.2764","39380",2005,31213
"new.row.2765","39380",2006,32064
"new.row.2766","39380",2007,33684
"new.row.2767","39380",2008,35175
"new.row.2768","39380",2009,35860
"new.row.2769","39380",2010,36517
"new.row.2770","39380",2011,37654
"new.row.2771","39380",2012,38637
"new.row.2772","14860",1969,7299
"new.row.2773","14860",1970,7813
"new.row.2774","14860",1971,8257
"new.row.2775","14860",1972,8796
"new.row.2776","14860",1973,9400
"new.row.2777","14860",1974,10141
"new.row.2778","14860",1975,10920
"new.row.2779","14860",1976,11678
"new.row.2780","14860",1977,12539
"new.row.2781","14860",1978,13505
"new.row.2782","14860",1979,14711
"new.row.2783","14860",1980,16419
"new.row.2784","14860",1981,17934
"new.row.2785","14860",1982,19402
"new.row.2786","14860",1983,20612
"new.row.2787","14860",1984,22142
"new.row.2788","14860",1985,23582
"new.row.2789","14860",1986,25321
"new.row.2790","14860",1987,27373
"new.row.2791","14860",1988,30079
"new.row.2792","14860",1989,31521
"new.row.2793","14860",1990,33770
"new.row.2794","14860",1991,35412
"new.row.2795","14860",1992,38194
"new.row.2796","14860",1993,39009
"new.row.2797","14860",1994,39620
"new.row.2798","14860",1995,42343
"new.row.2799","14860",1996,44939
"new.row.2800","14860",1997,49141
"new.row.2801","14860",1998,52109
"new.row.2802","14860",1999,55160
"new.row.2803","14860",2000,59655
"new.row.2804","14860",2001,61829
"new.row.2805","14860",2002,59536
"new.row.2806","14860",2003,61682
"new.row.2807","14860",2004,65731
"new.row.2808","14860",2005,69341
"new.row.2809","14860",2006,73496
"new.row.2810","14860",2007,78435
"new.row.2811","14860",2008,78169
"new.row.2812","14860",2009,75155
"new.row.2813","14860",2010,78823
"new.row.2814","14860",2011,81335
"new.row.2815","14860",2012,82330
"new.row.2816","25540",1969,7311
"new.row.2817","25540",1970,7727
"new.row.2818","25540",1971,8027
"new.row.2819","25540",1972,8513
"new.row.2820","25540",1973,9058
"new.row.2821","25540",1974,9619
"new.row.2822","25540",1975,10258
"new.row.2823","25540",1976,10775
"new.row.2824","25540",1977,11391
"new.row.2825","25540",1978,12273
"new.row.2826","25540",1979,13455
"new.row.2827","25540",1980,14796
"new.row.2828","25540",1981,16019
"new.row.2829","25540",1982,17318
"new.row.2830","25540",1983,18343
"new.row.2831","25540",1984,19554
"new.row.2832","25540",1985,20736
"new.row.2833","25540",1986,22069
"new.row.2834","25540",1987,23787
"new.row.2835","25540",1988,25516
"new.row.2836","25540",1989,26894
"new.row.2837","25540",1990,28353
"new.row.2838","25540",1991,29859
"new.row.2839","25540",1992,31250
"new.row.2840","25540",1993,31993
"new.row.2841","25540",1994,32674
"new.row.2842","25540",1995,33420
"new.row.2843","25540",1996,34335
"new.row.2844","25540",1997,36137
"new.row.2845","25540",1998,37925
"new.row.2846","25540",1999,39486
"new.row.2847","25540",2000,41817
"new.row.2848","25540",2001,43392
"new.row.2849","25540",2002,43962
"new.row.2850","25540",2003,45234
"new.row.2851","25540",2004,47818
"new.row.2852","25540",2005,49513
"new.row.2853","25540",2006,51068
"new.row.2854","25540",2007,53820
"new.row.2855","25540",2008,53989
"new.row.2856","25540",2009,53986
"new.row.2857","25540",2010,55499
"new.row.2858","25540",2011,57279
"new.row.2859","25540",2012,58591
"new.row.2860","35300",1969,6914
"new.row.2861","35300",1970,7387
"new.row.2862","35300",1971,7826
"new.row.2863","35300",1972,8305
"new.row.2864","35300",1973,8738
"new.row.2865","35300",1974,9161
"new.row.2866","35300",1975,9669
"new.row.2867","35300",1976,10203
"new.row.2868","35300",1977,10776
"new.row.2869","35300",1978,11521
"new.row.2870","35300",1979,12402
"new.row.2871","35300",1980,13445
"new.row.2872","35300",1981,14487
"new.row.2873","35300",1982,15546
"new.row.2874","35300",1983,16602
"new.row.2875","35300",1984,17676
"new.row.2876","35300",1985,18801
"new.row.2877","35300",1986,19911
"new.row.2878","35300",1987,21657
"new.row.2879","35300",1988,23414
"new.row.2880","35300",1989,24455
"new.row.2881","35300",1990,25660
"new.row.2882","35300",1991,27240
"new.row.2883","35300",1992,28702
"new.row.2884","35300",1993,29124
"new.row.2885","35300",1994,29787
"new.row.2886","35300",1995,30572
"new.row.2887","35300",1996,31744
"new.row.2888","35300",1997,33247
"new.row.2889","35300",1998,34575
"new.row.2890","35300",1999,35721
"new.row.2891","35300",2000,37637
"new.row.2892","35300",2001,38686
"new.row.2893","35300",2002,39452
"new.row.2894","35300",2003,40810
"new.row.2895","35300",2004,42152
"new.row.2896","35300",2005,43122
"new.row.2897","35300",2006,44558
"new.row.2898","35300",2007,46558
"new.row.2899","35300",2008,47861
"new.row.2900","35300",2009,47949
"new.row.2901","35300",2010,49053
"new.row.2902","35300",2011,50032
"new.row.2903","35300",2012,50904
"new.row.2904","35980",1969,6644
"new.row.2905","35980",1970,7072
"new.row.2906","35980",1971,7568
"new.row.2907","35980",1972,8143
"new.row.2908","35980",1973,8746
"new.row.2909","35980",1974,9365
"new.row.2910","35980",1975,9756
"new.row.2911","35980",1976,10331
"new.row.2912","35980",1977,10941
"new.row.2913","35980",1978,11594
"new.row.2914","35980",1979,12596
"new.row.2915","35980",1980,13781
"new.row.2916","35980",1981,15352
"new.row.2917","35980",1982,16817
"new.row.2918","35980",1983,18061
"new.row.2919","35980",1984,19186
"new.row.2920","35980",1985,20083
"new.row.2921","35980",1986,20043
"new.row.2922","35980",1987,21122
"new.row.2923","35980",1988,22385
"new.row.2924","35980",1989,23421
"new.row.2925","35980",1990,24297
"new.row.2926","35980",1991,25893
"new.row.2927","35980",1992,27169
"new.row.2928","35980",1993,27856
"new.row.2929","35980",1994,29370
"new.row.2930","35980",1995,30199
"new.row.2931","35980",1996,31126
"new.row.2932","35980",1997,32430
"new.row.2933","35980",1998,33945
"new.row.2934","35980",1999,34761
"new.row.2935","35980",2000,35827
"new.row.2936","35980",2001,37607
"new.row.2937","35980",2002,38070
"new.row.2938","35980",2003,39142
"new.row.2939","35980",2004,40848
"new.row.2940","35980",2005,41802
"new.row.2941","35980",2006,43534
"new.row.2942","35980",2007,45654
"new.row.2943","35980",2008,46889
"new.row.2944","35980",2009,47506
"new.row.2945","35980",2010,48060
"new.row.2946","35980",2011,49040
"new.row.2947","35980",2012,49689
"new.row.2948","49340",1969,6221
"new.row.2949","49340",1970,6593
"new.row.2950","49340",1971,6908
"new.row.2951","49340",1972,7311
"new.row.2952","49340",1973,7791
"new.row.2953","49340",1974,8287
"new.row.2954","49340",1975,8829
"new.row.2955","49340",1976,9423
"new.row.2956","49340",1977,9995
"new.row.2957","49340",1978,10678
"new.row.2958","49340",1979,11470
"new.row.2959","49340",1980,12475
"new.row.2960","49340",1981,13665
"new.row.2961","49340",1982,14589
"new.row.2962","49340",1983,15275
"new.row.2963","49340",1984,16441
"new.row.2964","49340",1985,17456
"new.row.2965","49340",1986,18497
"new.row.2966","49340",1987,19924
"new.row.2967","49340",1988,21358
"new.row.2968","49340",1989,22424
"new.row.2969","49340",1990,23612
"new.row.2970","49340",1991,24659
"new.row.2971","49340",1992,25527
"new.row.2972","49340",1993,26064
"new.row.2973","49340",1994,26992
"new.row.2974","49340",1995,27519
"new.row.2975","49340",1996,28921
"new.row.2976","49340",1997,30114
"new.row.2977","49340",1998,31534
"new.row.2978","49340",1999,32766
"new.row.2979","49340",2000,35918
"new.row.2980","49340",2001,36083
"new.row.2981","49340",2002,36357
"new.row.2982","49340",2003,37692
"new.row.2983","49340",2004,39250
"new.row.2984","49340",2005,39967
"new.row.2985","49340",2006,41546
"new.row.2986","49340",2007,43208
"new.row.2987","49340",2008,44526
"new.row.2988","49340",2009,44348
"new.row.2989","49340",2010,45584
"new.row.2990","49340",2011,46917
"new.row.2991","49340",2012,47244
"new.row.2992","20100",1969,5430
"new.row.2993","20100",1970,5931
"new.row.2994","20100",1971,6342
"new.row.2995","20100",1972,6680
"new.row.2996","20100",1973,7054
"new.row.2997","20100",1974,7783
"new.row.2998","20100",1975,8548
"new.row.2999","20100",1976,9178
"new.row.3000","20100",1977,9775
"new.row.3001","20100",1978,10593
"new.row.3002","20100",1979,11055
"new.row.3003","20100",1980,11851
"new.row.3004","20100",1981,13045
"new.row.3005","20100",1982,13879
