"","msa.fips","year","average.wage.per.job"
"new.row.6608","47940",1977,11371
"new.row.6609","47940",1978,12164
"new.row.6610","47940",1979,13531
"new.row.6611","47940",1980,14937
"new.row.6612","47940",1981,16399
"new.row.6613","47940",1982,16679
"new.row.6614","47940",1983,16676
"new.row.6615","47940",1984,17161
"new.row.6616","47940",1985,17232
"new.row.6617","47940",1986,17136
"new.row.6618","47940",1987,18072
"new.row.6619","47940",1988,18923
"new.row.6620","47940",1989,19517
"new.row.6621","47940",1990,20139
"new.row.6622","47940",1991,20523
"new.row.6623","47940",1992,21579
"new.row.6624","47940",1993,21922
"new.row.6625","47940",1994,22876
"new.row.6626","47940",1995,23398
"new.row.6627","47940",1996,23796
"new.row.6628","47940",1997,24958
"new.row.6629","47940",1998,25437
"new.row.6630","47940",1999,25450
"new.row.6631","47940",2000,26653
"new.row.6632","47940",2001,27885
"new.row.6633","47940",2002,28595
"new.row.6634","47940",2003,29552
"new.row.6635","47940",2004,31443
"new.row.6636","47940",2005,32214
"new.row.6637","47940",2006,33301
"new.row.6638","47940",2007,34931
"new.row.6639","47940",2008,36353
"new.row.6640","47940",2009,36781
"new.row.6641","47940",2010,37392
"new.row.6642","47940",2011,38569
"new.row.6643","47940",2012,39898
"new.row.6644","28140",1969,6666
"new.row.6645","28140",1970,7187
"new.row.6646","28140",1971,7702
"new.row.6647","28140",1972,8192
"new.row.6648","28140",1973,8611
"new.row.6649","28140",1974,9150
"new.row.6650","28140",1975,9927
"new.row.6651","28140",1976,10629
"new.row.6652","28140",1977,11459
"new.row.6653","28140",1978,12247
"new.row.6654","28140",1979,13267
"new.row.6655","28140",1980,14420
"new.row.6656","28140",1981,15615
"new.row.6657","28140",1982,16571
"new.row.6658","28140",1983,17513
"new.row.6659","28140",1984,18320
"new.row.6660","28140",1985,19156
"new.row.6661","28140",1986,19808
"new.row.6662","28140",1987,20557
"new.row.6663","28140",1988,21391
"new.row.6664","28140",1989,22025
"new.row.6665","28140",1990,23035
"new.row.6666","28140",1991,23984
"new.row.6667","28140",1992,25185
"new.row.6668","28140",1993,25864
"new.row.6669","28140",1994,26762
"new.row.6670","28140",1995,27700
"new.row.6671","28140",1996,28837
"new.row.6672","28140",1997,29918
"new.row.6673","28140",1998,31365
"new.row.6674","28140",1999,33173
"new.row.6675","28140",2000,35210
"new.row.6676","28140",2001,36179
"new.row.6677","28140",2002,37143
"new.row.6678","28140",2003,38092
"new.row.6679","28140",2004,39523
"new.row.6680","28140",2005,40768
"new.row.6681","28140",2006,42431
"new.row.6682","28140",2007,44040
"new.row.6683","28140",2008,45347
"new.row.6684","28140",2009,45459
"new.row.6685","28140",2010,46552
"new.row.6686","28140",2011,47559
"new.row.6687","28140",2012,49077
"new.row.6688","29940",1969,5223
"new.row.6689","29940",1970,5685
"new.row.6690","29940",1971,6137
"new.row.6691","29940",1972,6257
"new.row.6692","29940",1973,6593
"new.row.6693","29940",1974,7070
"new.row.6694","29940",1975,7743
"new.row.6695","29940",1976,8430
"new.row.6696","29940",1977,9114
"new.row.6697","29940",1978,9678
"new.row.6698","29940",1979,10422
"new.row.6699","29940",1980,11046
"new.row.6700","29940",1981,12278
"new.row.6701","29940",1982,12750
"new.row.6702","29940",1983,13422
"new.row.6703","29940",1984,13994
"new.row.6704","29940",1985,14391
"new.row.6705","29940",1986,15374
"new.row.6706","29940",1987,15491
"new.row.6707","29940",1988,15816
"new.row.6708","29940",1989,16196
"new.row.6709","29940",1990,16842
"new.row.6710","29940",1991,17183
"new.row.6711","29940",1992,17923
"new.row.6712","29940",1993,18439
"new.row.6713","29940",1994,19128
"new.row.6714","29940",1995,19510
"new.row.6715","29940",1996,19905
"new.row.6716","29940",1997,20459
"new.row.6717","29940",1998,21487
"new.row.6718","29940",1999,22116
"new.row.6719","29940",2000,23399
"new.row.6720","29940",2001,24171
"new.row.6721","29940",2002,24882
"new.row.6722","29940",2003,25264
"new.row.6723","29940",2004,26737
"new.row.6724","29940",2005,27600
"new.row.6725","29940",2006,29022
"new.row.6726","29940",2007,29830
"new.row.6727","29940",2008,31275
"new.row.6728","29940",2009,31875
"new.row.6729","29940",2010,32208
"new.row.6730","29940",2011,32843
"new.row.6731","29940",2012,33789
"new.row.6732","31740",1969,4894
"new.row.6733","31740",1970,5199
"new.row.6734","31740",1971,5578
"new.row.6735","31740",1972,5854
"new.row.6736","31740",1973,6162
"new.row.6737","31740",1974,6543
"new.row.6738","31740",1975,7155
"new.row.6739","31740",1976,7722
"new.row.6740","31740",1977,8238
"new.row.6741","31740",1978,8872
"new.row.6742","31740",1979,9385
"new.row.6743","31740",1980,10237
"new.row.6744","31740",1981,11238
"new.row.6745","31740",1982,11777
"new.row.6746","31740",1983,12164
"new.row.6747","31740",1984,12751
"new.row.6748","31740",1985,13225
"new.row.6749","31740",1986,13879
"new.row.6750","31740",1987,14388
"new.row.6751","31740",1988,14155
"new.row.6752","31740",1989,14668
"new.row.6753","31740",1990,14856
"new.row.6754","31740",1991,15550
"new.row.6755","31740",1992,16698
"new.row.6756","31740",1993,16206
"new.row.6757","31740",1994,17165
"new.row.6758","31740",1995,17852
"new.row.6759","31740",1996,18794
"new.row.6760","31740",1997,19218
"new.row.6761","31740",1998,20088
"new.row.6762","31740",1999,21202
"new.row.6763","31740",2000,22745
"new.row.6764","31740",2001,24013
"new.row.6765","31740",2002,24706
"new.row.6766","31740",2003,25330
"new.row.6767","31740",2004,26754
"new.row.6768","31740",2005,27608
"new.row.6769","31740",2006,29116
"new.row.6770","31740",2007,30002
"new.row.6771","31740",2008,31064
"new.row.6772","31740",2009,31248
"new.row.6773","31740",2010,32155
"new.row.6774","31740",2011,33684
"new.row.6775","31740",2012,34702
"new.row.6776","41140",1969,5576
"new.row.6777","41140",1970,5984
"new.row.6778","41140",1971,6340
"new.row.6779","41140",1972,6644
"new.row.6780","41140",1973,7041
"new.row.6781","41140",1974,7537
"new.row.6782","41140",1975,8152
"new.row.6783","41140",1976,8908
"new.row.6784","41140",1977,9565
"new.row.6785","41140",1978,10185
"new.row.6786","41140",1979,10952
"new.row.6787","41140",1980,12143
"new.row.6788","41140",1981,13136
"new.row.6789","41140",1982,14058
"new.row.6790","41140",1983,14325
"new.row.6791","41140",1984,14983
"new.row.6792","41140",1985,15625
"new.row.6793","41140",1986,16156
"new.row.6794","41140",1987,16856
"new.row.6795","41140",1988,17684
"new.row.6796","41140",1989,18098
"new.row.6797","41140",1990,18603
"new.row.6798","41140",1991,19532
"new.row.6799","41140",1992,20048
"new.row.6800","41140",1993,20685
"new.row.6801","41140",1994,21516
"new.row.6802","41140",1995,21967
"new.row.6803","41140",1996,22792
"new.row.6804","41140",1997,23679
"new.row.6805","41140",1998,24673
"new.row.6806","41140",1999,25568
"new.row.6807","41140",2000,26809
"new.row.6808","41140",2001,27472
"new.row.6809","41140",2002,28389
"new.row.6810","41140",2003,28949
"new.row.6811","41140",2004,29837
"new.row.6812","41140",2005,30931
"new.row.6813","41140",2006,32196
"new.row.6814","41140",2007,32940
"new.row.6815","41140",2008,33931
"new.row.6816","41140",2009,34767
"new.row.6817","41140",2010,35975
"new.row.6818","41140",2011,37196
"new.row.6819","41140",2012,38731
"new.row.6820","45820",1969,5967
"new.row.6821","45820",1970,6330
"new.row.6822","45820",1971,6864
"new.row.6823","45820",1972,7412
"new.row.6824","45820",1973,7923
"new.row.6825","45820",1974,8326
"new.row.6826","45820",1975,8849
"new.row.6827","45820",1976,9600
"new.row.6828","45820",1977,10430
"new.row.6829","45820",1978,11185
"new.row.6830","45820",1979,12098
"new.row.6831","45820",1980,13044
"new.row.6832","45820",1981,14239
"new.row.6833","45820",1982,15297
"new.row.6834","45820",1983,16156
"new.row.6835","45820",1984,16850
"new.row.6836","45820",1985,17654
"new.row.6837","45820",1986,18346
"new.row.6838","45820",1987,18732
"new.row.6839","45820",1988,19147
"new.row.6840","45820",1989,19777
"new.row.6841","45820",1990,20653
"new.row.6842","45820",1991,21384
"new.row.6843","45820",1992,22162
"new.row.6844","45820",1993,22943
"new.row.6845","45820",1994,23735
"new.row.6846","45820",1995,24274
"new.row.6847","45820",1996,24933
"new.row.6848","45820",1997,25770
"new.row.6849","45820",1998,27007
"new.row.6850","45820",1999,27870
"new.row.6851","45820",2000,28909
"new.row.6852","45820",2001,30176
"new.row.6853","45820",2002,31248
"new.row.6854","45820",2003,31588
"new.row.6855","45820",2004,32986
"new.row.6856","45820",2005,34309
"new.row.6857","45820",2006,35823
"new.row.6858","45820",2007,37161
"new.row.6859","45820",2008,37918
"new.row.6860","45820",2009,38676
"new.row.6861","45820",2010,39148
"new.row.6862","45820",2011,40338
"new.row.6863","45820",2012,41572
"new.row.6864","48620",1969,6016
"new.row.6865","48620",1970,6427
"new.row.6866","48620",1971,6736
"new.row.6867","48620",1972,7210
"new.row.6868","48620",1973,7655
"new.row.6869","48620",1974,8294
"new.row.6870","48620",1975,9108
"new.row.6871","48620",1976,9715
"new.row.6872","48620",1977,10368
"new.row.6873","48620",1978,11389
"new.row.6874","48620",1979,12697
"new.row.6875","48620",1980,14224
"new.row.6876","48620",1981,15723
"new.row.6877","48620",1982,16852
"new.row.6878","48620",1983,17306
"new.row.6879","48620",1984,18230
"new.row.6880","48620",1985,18898
"new.row.6881","48620",1986,19872
"new.row.6882","48620",1987,20223
"new.row.6883","48620",1988,20812
"new.row.6884","48620",1989,21326
"new.row.6885","48620",1990,22199
"new.row.6886","48620",1991,23055
"new.row.6887","48620",1992,24451
"new.row.6888","48620",1993,24597
"new.row.6889","48620",1994,24944
"new.row.6890","48620",1995,25996
"new.row.6891","48620",1996,27184
"new.row.6892","48620",1997,28598
"new.row.6893","48620",1998,29907
"new.row.6894","48620",1999,30316
"new.row.6895","48620",2000,31267
"new.row.6896","48620",2001,32598
"new.row.6897","48620",2002,33161
"new.row.6898","48620",2003,33527
"new.row.6899","48620",2004,34929
"new.row.6900","48620",2005,36272
"new.row.6901","48620",2006,38932
"new.row.6902","48620",2007,39860
"new.row.6903","48620",2008,40872
"new.row.6904","48620",2009,40632
"new.row.6905","48620",2010,41246
"new.row.6906","48620",2011,42509
"new.row.6907","48620",2012,43668
"new.row.6908","14540",1969,4647
"new.row.6909","14540",1970,4974
"new.row.6910","14540",1971,5366
"new.row.6911","14540",1972,5781
"new.row.6912","14540",1973,6191
"new.row.6913","14540",1974,6667
"new.row.6914","14540",1975,7332
"new.row.6915","14540",1976,7895
"new.row.6916","14540",1977,8504
"new.row.6917","14540",1978,9193
"new.row.6918","14540",1979,10243
"new.row.6919","14540",1980,11108
"new.row.6920","14540",1981,12501
"new.row.6921","14540",1982,13328
"new.row.6922","14540",1983,13760
"new.row.6923","14540",1984,14479
"new.row.6924","14540",1985,15312
"new.row.6925","14540",1986,15529
"new.row.6926","14540",1987,16025
"new.row.6927","14540",1988,16348
"new.row.6928","14540",1989,16681
"new.row.6929","14540",1990,17173
"new.row.6930","14540",1991,17916
"new.row.6931","14540",1992,18921
"new.row.6932","14540",1993,19437
"new.row.6933","14540",1994,20516
"new.row.6934","14540",1995,21345
"new.row.6935","14540",1996,22372
"new.row.6936","14540",1997,23401
"new.row.6937","14540",1998,24196
"new.row.6938","14540",1999,25101
"new.row.6939","14540",2000,25561
"new.row.6940","14540",2001,26473
"new.row.6941","14540",2002,27372
"new.row.6942","14540",2003,28271
"new.row.6943","14540",2004,29352
"new.row.6944","14540",2005,30128
"new.row.6945","14540",2006,31131
"new.row.6946","14540",2007,32060
"new.row.6947","14540",2008,33513
"new.row.6948","14540",2009,33507
"new.row.6949","14540",2010,34149
"new.row.6950","14540",2011,34763
"new.row.6951","14540",2012,35199
"new.row.6952","17300",1969,4669
"new.row.6953","17300",1970,5133
"new.row.6954","17300",1971,5616
"new.row.6955","17300",1972,6133
"new.row.6956","17300",1973,6693
"new.row.6957","17300",1974,7299
"new.row.6958","17300",1975,7839
"new.row.6959","17300",1976,8322
"new.row.6960","17300",1977,8806
"new.row.6961","17300",1978,9478
"new.row.6962","17300",1979,10465
"new.row.6963","17300",1980,11140
"new.row.6964","17300",1981,12395
"new.row.6965","17300",1982,13248
"new.row.6966","17300",1983,13971
"new.row.6967","17300",1984,14448
"new.row.6968","17300",1985,15057
"new.row.6969","17300",1986,15622
"new.row.6970","17300",1987,16109
"new.row.6971","17300",1988,16701
"new.row.6972","17300",1989,17188
"new.row.6973","17300",1990,17842
"new.row.6974","17300",1991,19140
"new.row.6975","17300",1992,20784
"new.row.6976","17300",1993,21121
"new.row.6977","17300",1994,21627
"new.row.6978","17300",1995,22145
"new.row.6979","17300",1996,22976
"new.row.6980","17300",1997,23584
"new.row.6981","17300",1998,24300
"new.row.6982","17300",1999,25151
"new.row.6983","17300",2000,26438
"new.row.6984","17300",2001,27571
"new.row.6985","17300",2002,29151
"new.row.6986","17300",2003,30461
"new.row.6987","17300",2004,31553
"new.row.6988","17300",2005,34379
"new.row.6989","17300",2006,36705
"new.row.6990","17300",2007,37747
"new.row.6991","17300",2008,39908
"new.row.6992","17300",2009,40702
"new.row.6993","17300",2010,41434
"new.row.6994","17300",2011,42939
"new.row.6995","17300",2012,42811
"new.row.6996","21060",1969,4721
"new.row.6997","21060",1970,5340
"new.row.6998","21060",1971,5940
"new.row.6999","21060",1972,6803
"new.row.7000","21060",1973,7152
"new.row.7001","21060",1974,7770
"new.row.7002","21060",1975,8244
"new.row.7003","21060",1976,8613
"new.row.7004","21060",1977,9174
"new.row.7005","21060",1978,9840
"new.row.7006","21060",1979,10697
"new.row.7007","21060",1980,11319
"new.row.7008","21060",1981,12989
"new.row.7009","21060",1982,13836
"new.row.7010","21060",1983,14321
"new.row.7011","21060",1984,15234
"new.row.7012","21060",1985,15653
"new.row.7013","21060",1986,16020
"new.row.7014","21060",1987,16660
"new.row.7015","21060",1988,17114
"new.row.7016","21060",1989,17582
"new.row.7017","21060",1990,18517
"new.row.7018","21060",1991,20079
"new.row.7019","21060",1992,21583
"new.row.7020","21060",1993,21795
"new.row.7021","21060",1994,22103
"new.row.7022","21060",1995,22451
"new.row.7023","21060",1996,23329
"new.row.7024","21060",1997,24345
"new.row.7025","21060",1998,25108
"new.row.7026","21060",1999,25879
"new.row.7027","21060",2000,27011
"new.row.7028","21060",2001,27668
"new.row.7029","21060",2002,29130
"new.row.7030","21060",2003,30182
"new.row.7031","21060",2004,31295
"new.row.7032","21060",2005,32853
"new.row.7033","21060",2006,34239
"new.row.7034","21060",2007,35065
"new.row.7035","21060",2008,36479
"new.row.7036","21060",2009,38119
"new.row.7037","21060",2010,39871
"new.row.7038","21060",2011,42010
"new.row.7039","21060",2012,42173
"new.row.7040","26580",1969,6272
"new.row.7041","26580",1970,6692
"new.row.7042","26580",1971,7114
"new.row.7043","26580",1972,7579
"new.row.7044","26580",1973,8063
"new.row.7045","26580",1974,8677
"new.row.7046","26580",1975,9392
"new.row.7047","26580",1976,10409
"new.row.7048","26580",1977,11135
"new.row.7049","26580",1978,12254
"new.row.7050","26580",1979,13573
"new.row.7051","26580",1980,14628
"new.row.7052","26580",1981,15824
"new.row.7053","26580",1982,16643
"new.row.7054","26580",1983,17076
"new.row.7055","26580",1984,17837
"new.row.7056","26580",1985,18547
"new.row.7057","26580",1986,19048
"new.row.7058","26580",1987,19607
"new.row.7059","26580",1988,20198
"new.row.7060","26580",1989,20577
"new.row.7061","26580",1990,21391
"new.row.7062","26580",1991,21979
"new.row.7063","26580",1992,23031
"new.row.7064","26580",1993,23354
"new.row.7065","26580",1994,23930
"new.row.7066","26580",1995,23919
"new.row.7067","26580",1996,24359
"new.row.7068","26580",1997,25180
"new.row.7069","26580",1998,25606
"new.row.7070","26580",1999,26205
"new.row.7071","26580",2000,27246
"new.row.7072","26580",2001,28311
"new.row.7073","26580",2002,29224
"new.row.7074","26580",2003,30105
"new.row.7075","26580",2004,31171
"new.row.7076","26580",2005,32165
"new.row.7077","26580",2006,33544
"new.row.7078","26580",2007,34902
"new.row.7079","26580",2008,36781
"new.row.7080","26580",2009,37830
"new.row.7081","26580",2010,38533
"new.row.7082","26580",2011,39731
"new.row.7083","26580",2012,40263
"new.row.7084","30460",1969,5646
"new.row.7085","30460",1970,5998
"new.row.7086","30460",1971,6415
"new.row.7087","30460",1972,6811
"new.row.7088","30460",1973,7208
"new.row.7089","30460",1974,7732
"new.row.7090","30460",1975,8523
"new.row.7091","30460",1976,9104
"new.row.7092","30460",1977,9746
"new.row.7093","30460",1978,10374
"new.row.7094","30460",1979,11521
"new.row.7095","30460",1980,12546
"new.row.7096","30460",1981,13781
"new.row.7097","30460",1982,14662
"new.row.7098","30460",1983,15325
"new.row.7099","30460",1984,16226
"new.row.7100","30460",1985,16975
"new.row.7101","30460",1986,17425
"new.row.7102","30460",1987,18283
"new.row.7103","30460",1988,18782
"new.row.7104","30460",1989,19556
"new.row.7105","30460",1990,21286
"new.row.7106","30460",1991,21889
"new.row.7107","30460",1992,22715
"new.row.7108","30460",1993,22928
"new.row.7109","30460",1994,23479
"new.row.7110","30460",1995,24320
"new.row.7111","30460",1996,25502
"new.row.7112","30460",1997,26770
"new.row.7113","30460",1998,28078
"new.row.7114","30460",1999,29138
"new.row.7115","30460",2000,30219
"new.row.7116","30460",2001,31428
"new.row.7117","30460",2002,32744
"new.row.7118","30460",2003,33611
"new.row.7119","30460",2004,34932
"new.row.7120","30460",2005,35657
"new.row.7121","30460",2006,36741
"new.row.7122","30460",2007,38245
"new.row.7123","30460",2008,38983
"new.row.7124","30460",2009,39270
"new.row.7125","30460",2010,39606
"new.row.7126","30460",2011,40794
"new.row.7127","30460",2012,41477
"new.row.7128","36980",1969,5639
"new.row.7129","36980",1970,6044
"new.row.7130","36980",1971,6366
"new.row.7131","36980",1972,6814
"new.row.7132","36980",1973,7226
"new.row.7133","36980",1974,7758
"new.row.7134","36980",1975,8625
"new.row.7135","36980",1976,9382
"new.row.7136","36980",1977,10018
"new.row.7137","36980",1978,10974
"new.row.7138","36980",1979,12315
"new.row.7139","36980",1980,13739
"new.row.7140","36980",1981,15023
"new.row.7141","36980",1982,15731
"new.row.7142","36980",1983,16431
"new.row.7143","36980",1984,16909
"new.row.7144","36980",1985,17167
"new.row.7145","36980",1986,17375
"new.row.7146","36980",1987,17827
"new.row.7147","36980",1988,18556
"new.row.7148","36980",1989,18865
"new.row.7149","36980",1990,19927
"new.row.7150","36980",1991,20460
"new.row.7151","36980",1992,20948
"new.row.7152","36980",1993,21273
"new.row.7153","36980",1994,21653
"new.row.7154","36980",1995,22396
"new.row.7155","36980",1996,22981
"new.row.7156","36980",1997,24437
"new.row.7157","36980",1998,25130
"new.row.7158","36980",1999,25900
"new.row.7159","36980",2000,26740
"new.row.7160","36980",2001,28025
"new.row.7161","36980",2002,28792
"new.row.7162","36980",2003,29326
"new.row.7163","36980",2004,30018
"new.row.7164","36980",2005,30903
"new.row.7165","36980",2006,31986
"new.row.7166","36980",2007,33103
"new.row.7167","36980",2008,34453
"new.row.7168","36980",2009,34766
"new.row.7169","36980",2010,35551
"new.row.7170","36980",2011,36090
"new.row.7171","36980",2012,36823
"new.row.7172","10780",1969,4716
"new.row.7173","10780",1970,5177
"new.row.7174","10780",1971,5542
"new.row.7175","10780",1972,6014
"new.row.7176","10780",1973,6244
"new.row.7177","10780",1974,6751
"new.row.7178","10780",1975,7386
"new.row.7179","10780",1976,7934
"new.row.7180","10780",1977,8611
"new.row.7181","10780",1978,9326
"new.row.7182","10780",1979,10216
"new.row.7183","10780",1980,11618
"new.row.7184","10780",1981,12773
"new.row.7185","10780",1982,13439
"new.row.7186","10780",1983,13893
"new.row.7187","10780",1984,14389
"new.row.7188","10780",1985,14913
"new.row.7189","10780",1986,15311
"new.row.7190","10780",1987,15779
"new.row.7191","10780",1988,16370
"new.row.7192","10780",1989,17267
"new.row.7193","10780",1990,18295
"new.row.7194","10780",1991,19034
"new.row.7195","10780",1992,19504
"new.row.7196","10780",1993,19867
"new.row.7197","10780",1994,20599
"new.row.7198","10780",1995,21083
"new.row.7199","10780",1996,21827
"new.row.7200","10780",1997,22421
"new.row.7201","10780",1998,23449
"new.row.7202","10780",1999,23817
"new.row.7203","10780",2000,24782
"new.row.7204","10780",2001,26155
"new.row.7205","10780",2002,27268
"new.row.7206","10780",2003,28334
"new.row.7207","10780",2004,29570
"new.row.7208","10780",2005,30796
"new.row.7209","10780",2006,32502
"new.row.7210","10780",2007,33953
"new.row.7211","10780",2008,35472
"new.row.7212","10780",2009,36022
"new.row.7213","10780",2010,36447
"new.row.7214","10780",2011,37055
"new.row.7215","10780",2012,38093
"new.row.7216","12940",1969,6093
"new.row.7217","12940",1970,6523
"new.row.7218","12940",1971,6884
"new.row.7219","12940",1972,7235
"new.row.7220","12940",1973,7586
"new.row.7221","12940",1974,8360
"new.row.7222","12940",1975,9112
"new.row.7223","12940",1976,10142
"new.row.7224","12940",1977,11087
"new.row.7225","12940",1978,11952
"new.row.7226","12940",1979,13073
"new.row.7227","12940",1980,14791
"new.row.7228","12940",1981,16073
"new.row.7229","12940",1982,16937
"new.row.7230","12940",1983,17211
"new.row.7231","12940",1984,17744
"new.row.7232","12940",1985,18412
"new.row.7233","12940",1986,18319
"new.row.7234","12940",1987,18845
"new.row.7235","12940",1988,19618
"new.row.7236","12940",1989,20428
"new.row.7237","12940",1990,21469
"new.row.7238","12940",1991,22468
"new.row.7239","12940",1992,23605
"new.row.7240","12940",1993,23805
"new.row.7241","12940",1994,24510
"new.row.7242","12940",1995,25196
"new.row.7243","12940",1996,25955
"new.row.7244","12940",1997,26932
"new.row.7245","12940",1998,28245
"new.row.7246","12940",1999,28702
"new.row.7247","12940",2000,29341
"new.row.7248","12940",2001,30460
"new.row.7249","12940",2002,31590
"new.row.7250","12940",2003,32561
"new.row.7251","12940",2004,33788
"new.row.7252","12940",2005,35252
"new.row.7253","12940",2006,37630
"new.row.7254","12940",2007,39941
"new.row.7255","12940",2008,42503
"new.row.7256","12940",2009,43059
"new.row.7257","12940",2010,43676
"new.row.7258","12940",2011,44416
"new.row.7259","12940",2012,45947
"new.row.7260","25220",1969,4199
"new.row.7261","25220",1970,4410
"new.row.7262","25220",1971,4639
"new.row.7263","25220",1972,4923
"new.row.7264","25220",1973,5184
"new.row.7265","25220",1974,5509
"new.row.7266","25220",1975,6030
"new.row.7267","25220",1976,6494
"new.row.7268","25220",1977,7227
"new.row.7269","25220",1978,7802
"new.row.7270","25220",1979,9013
"new.row.7271","25220",1980,9587
"new.row.7272","25220",1981,10431
"new.row.7273","25220",1982,11079
"new.row.7274","25220",1983,11354
"new.row.7275","25220",1984,11965
"new.row.7276","25220",1985,12406
"new.row.7277","25220",1986,12578
"new.row.7278","25220",1987,13067
"new.row.7279","25220",1988,13298
"new.row.7280","25220",1989,13689
"new.row.7281","25220",1990,14680
"new.row.7282","25220",1991,16230
"new.row.7283","25220",1992,16916
"new.row.7284","25220",1993,17330
"new.row.7285","25220",1994,17651
"new.row.7286","25220",1995,18221
"new.row.7287","25220",1996,18675
"new.row.7288","25220",1997,19616
"new.row.7289","25220",1998,20466
"new.row.7290","25220",1999,20880
"new.row.7291","25220",2000,21341
"new.row.7292","25220",2001,22432
"new.row.7293","25220",2002,23348
"new.row.7294","25220",2003,24221
"new.row.7295","25220",2004,25661
"new.row.7296","25220",2005,26758
"new.row.7297","25220",2006,28987
"new.row.7298","25220",2007,29882
"new.row.7299","25220",2008,32787
"new.row.7300","25220",2009,32340
"new.row.7301","25220",2010,34914
"new.row.7302","25220",2011,36364
"new.row.7303","25220",2012,35423
"new.row.7304","26380",1969,5612
"new.row.7305","26380",1970,6111
"new.row.7306","26380",1971,6471
"new.row.7307","26380",1972,6853
"new.row.7308","26380",1973,7368
"new.row.7309","26380",1974,8081
"new.row.7310","26380",1975,9096
"new.row.7311","26380",1976,9995
"new.row.7312","26380",1977,10931
"new.row.7313","26380",1978,12280
"new.row.7314","26380",1979,13625
"new.row.7315","26380",1980,15220
"new.row.7316","26380",1981,17009
"new.row.7317","26380",1982,17669
"new.row.7318","26380",1983,17278
"new.row.7319","26380",1984,17650
"new.row.7320","26380",1985,17839
"new.row.7321","26380",1986,17322
"new.row.7322","26380",1987,17562
"new.row.7323","26380",1988,18209
"new.row.7324","26380",1989,18689
"new.row.7325","26380",1990,19853
"new.row.7326","26380",1991,20697
"new.row.7327","26380",1992,21399
"new.row.7328","26380",1993,21867
"new.row.7329","26380",1994,22469
"new.row.7330","26380",1995,22937
"new.row.7331","26380",1996,24032
"new.row.7332","26380",1997,25942
"new.row.7333","26380",1998,27077
"new.row.7334","26380",1999,27102
"new.row.7335","26380",2000,28411
"new.row.7336","26380",2001,30447
"new.row.7337","26380",2002,30956
"new.row.7338","26380",2003,31496
"new.row.7339","26380",2004,32376
"new.row.7340","26380",2005,34336
"new.row.7341","26380",2006,38933
"new.row.7342","26380",2007,42078
"new.row.7343","26380",2008,44926
"new.row.7344","26380",2009,44856
"new.row.7345","26380",2010,46574
"new.row.7346","26380",2011,47130
"new.row.7347","26380",2012,49691
"new.row.7348","29180",1969,4856
"new.row.7349","29180",1970,5203
"new.row.7350","29180",1971,5570
"new.row.7351","29180",1972,5983
"new.row.7352","29180",1973,6414
"new.row.7353","29180",1974,7086
"new.row.7354","29180",1975,7988
"new.row.7355","29180",1976,8749
"new.row.7356","29180",1977,9669
"new.row.7357","29180",1978,11025
"new.row.7358","29180",1979,12364
"new.row.7359","29180",1980,14066
"new.row.7360","29180",1981,16122
"new.row.7361","29180",1982,17189
"new.row.7362","29180",1983,16970
"new.row.7363","29180",1984,17487
"new.row.7364","29180",1985,18050
"new.row.7365","29180",1986,17705
"new.row.7366","29180",1987,17585
"new.row.7367","29180",1988,18386
"new.row.7368","29180",1989,18581
"new.row.7369","29180",1990,19599
"new.row.7370","29180",1991,20337
"new.row.7371","29180",1992,20885
"new.row.7372","29180",1993,21406
"new.row.7373","29180",1994,22251
"new.row.7374","29180",1995,22805
"new.row.7375","29180",1996,24066
"new.row.7376","29180",1997,25798
"new.row.7377","29180",1998,26769
"new.row.7378","29180",1999,26490
"new.row.7379","29180",2000,27760
"new.row.7380","29180",2001,29802
"new.row.7381","29180",2002,30407
"new.row.7382","29180",2003,31235
"new.row.7383","29180",2004,32424
"new.row.7384","29180",2005,34465
"new.row.7385","29180",2006,37797
"new.row.7386","29180",2007,40014
"new.row.7387","29180",2008,42127
"new.row.7388","29180",2009,41538
"new.row.7389","29180",2010,42873
"new.row.7390","29180",2011,44423
"new.row.7391","29180",2012,46016
"new.row.7392","29340",1969,6061
"new.row.7393","29340",1970,6444
"new.row.7394","29340",1971,6889
"new.row.7395","29340",1972,7148
"new.row.7396","29340",1973,7610
"new.row.7397","29340",1974,8376
"new.row.7398","29340",1975,9154
"new.row.7399","29340",1976,10151
"new.row.7400","29340",1977,11017
"new.row.7401","29340",1978,12267
"new.row.7402","29340",1979,13514
"new.row.7403","29340",1980,15171
"new.row.7404","29340",1981,17018
"new.row.7405","29340",1982,17809
"new.row.7406","29340",1983,18356
"new.row.7407","29340",1984,18394
"new.row.7408","29340",1985,18776
"new.row.7409","29340",1986,19032
"new.row.7410","29340",1987,19688
"new.row.7411","29340",1988,20230
"new.row.7412","29340",1989,20548
"new.row.7413","29340",1990,21748
"new.row.7414","29340",1991,22730
"new.row.7415","29340",1992,23498
"new.row.7416","29340",1993,24004
"new.row.7417","29340",1994,24692
"new.row.7418","29340",1995,25276
"new.row.7419","29340",1996,25970
"new.row.7420","29340",1997,26977
"new.row.7421","29340",1998,27670
"new.row.7422","29340",1999,27965
"new.row.7423","29340",2000,28273
"new.row.7424","29340",2001,29949
"new.row.7425","29340",2002,30680
"new.row.7426","29340",2003,31278
"new.row.7427","29340",2004,32680
"new.row.7428","29340",2005,34440
"new.row.7429","29340",2006,36568
