"","msa.fips","year","per.capita.personal.income"
"new.row.13994","12420",1971,3959
"new.row.13995","12420",1972,4278
"new.row.13996","12420",1973,4632
"new.row.13997","12420",1974,5092
"new.row.13998","12420",1975,5710
"new.row.13999","12420",1976,6277
"new.row.14000","12420",1977,6775
"new.row.14001","12420",1978,7811
"new.row.14002","12420",1979,8528
"new.row.14003","12420",1980,9526
"new.row.14004","12420",1981,10830
"new.row.14005","12420",1982,11852
"new.row.14006","12420",1983,12929
"new.row.14007","12420",1984,14342
"new.row.14008","12420",1985,15132
"new.row.14009","12420",1986,15133
"new.row.14010","12420",1987,15106
"new.row.14011","12420",1988,15822
"new.row.14012","12420",1989,16714
"new.row.14013","12420",1990,18023
"new.row.14014","12420",1991,18501
"new.row.14015","12420",1992,19616
"new.row.14016","12420",1993,20624
"new.row.14017","12420",1994,21674
"new.row.14018","12420",1995,22967
"new.row.14019","12420",1996,24195
"new.row.14020","12420",1997,25959
"new.row.14021","12420",1998,29111
"new.row.14022","12420",1999,31446
"new.row.14023","12420",2000,32862
"new.row.14024","12420",2001,32797
"new.row.14025","12420",2002,31797
"new.row.14026","12420",2003,32183
"new.row.14027","12420",2004,33268
"new.row.14028","12420",2005,35355
"new.row.14029","12420",2006,37506
"new.row.14030","12420",2007,38077
"new.row.14031","12420",2008,40230
"new.row.14032","12420",2009,38270
"new.row.14033","12420",2010,39118
"new.row.14034","12420",2011,41651
"new.row.14035","12420",2012,42902
"new.row.14036","13140",1969,3306
"new.row.14037","13140",1970,3593
"new.row.14038","13140",1971,3836
"new.row.14039","13140",1972,4119
"new.row.14040","13140",1973,4551
"new.row.14041","13140",1974,5312
"new.row.14042","13140",1975,5885
"new.row.14043","13140",1976,6706
"new.row.14044","13140",1977,7403
"new.row.14045","13140",1978,8182
"new.row.14046","13140",1979,9032
"new.row.14047","13140",1980,10002
"new.row.14048","13140",1981,11271
"new.row.14049","13140",1982,11717
"new.row.14050","13140",1983,12093
"new.row.14051","13140",1984,12618
"new.row.14052","13140",1985,12956
"new.row.14053","13140",1986,13235
"new.row.14054","13140",1987,13263
"new.row.14055","13140",1988,14169
"new.row.14056","13140",1989,15088
"new.row.14057","13140",1990,15883
"new.row.14058","13140",1991,16975
"new.row.14059","13140",1992,18043
"new.row.14060","13140",1993,17837
"new.row.14061","13140",1994,18513
"new.row.14062","13140",1995,19168
"new.row.14063","13140",1996,19703
"new.row.14064","13140",1997,21325
"new.row.14065","13140",1998,22647
"new.row.14066","13140",1999,22474
"new.row.14067","13140",2000,23832
"new.row.14068","13140",2001,24633
"new.row.14069","13140",2002,24747
"new.row.14070","13140",2003,25848
"new.row.14071","13140",2004,26267
"new.row.14072","13140",2005,28205
"new.row.14073","13140",2006,30900
"new.row.14074","13140",2007,32446
"new.row.14075","13140",2008,34824
"new.row.14076","13140",2009,34149
"new.row.14077","13140",2010,35292
"new.row.14078","13140",2011,36876
"new.row.14079","13140",2012,38374
"new.row.14080","15180",1969,2017
"new.row.14081","15180",1970,2210
"new.row.14082","15180",1971,2458
"new.row.14083","15180",1972,2614
"new.row.14084","15180",1973,2888
"new.row.14085","15180",1974,3297
"new.row.14086","15180",1975,3546
"new.row.14087","15180",1976,3812
"new.row.14088","15180",1977,4065
"new.row.14089","15180",1978,4708
"new.row.14090","15180",1979,5198
"new.row.14091","15180",1980,5786
"new.row.14092","15180",1981,6566
"new.row.14093","15180",1982,6697
"new.row.14094","15180",1983,6901
"new.row.14095","15180",1984,7226
"new.row.14096","15180",1985,7718
"new.row.14097","15180",1986,7785
"new.row.14098","15180",1987,7943
"new.row.14099","15180",1988,8556
"new.row.14100","15180",1989,9168
"new.row.14101","15180",1990,10025
"new.row.14102","15180",1991,10521
"new.row.14103","15180",1992,11471
"new.row.14104","15180",1993,11971
"new.row.14105","15180",1994,12364
"new.row.14106","15180",1995,12605
"new.row.14107","15180",1996,12996
"new.row.14108","15180",1997,13615
"new.row.14109","15180",1998,14272
"new.row.14110","15180",1999,14572
"new.row.14111","15180",2000,15477
"new.row.14112","15180",2001,16219
"new.row.14113","15180",2002,17066
"new.row.14114","15180",2003,17658
"new.row.14115","15180",2004,17902
"new.row.14116","15180",2005,18607
"new.row.14117","15180",2006,19657
"new.row.14118","15180",2007,20662
"new.row.14119","15180",2008,21824
"new.row.14120","15180",2009,21972
"new.row.14121","15180",2010,22821
"new.row.14122","15180",2011,23405
"new.row.14123","15180",2012,23909
"new.row.14124","17780",1969,2737
"new.row.14125","17780",1970,2874
"new.row.14126","17780",1971,3198
"new.row.14127","17780",1972,3448
"new.row.14128","17780",1973,3642
"new.row.14129","17780",1974,3812
"new.row.14130","17780",1975,4380
"new.row.14131","17780",1976,4894
"new.row.14132","17780",1977,5388
"new.row.14133","17780",1978,5903
"new.row.14134","17780",1979,6435
"new.row.14135","17780",1980,7266
"new.row.14136","17780",1981,8627
"new.row.14137","17780",1982,8945
"new.row.14138","17780",1983,9386
"new.row.14139","17780",1984,10150
"new.row.14140","17780",1985,10387
"new.row.14141","17780",1986,10324
"new.row.14142","17780",1987,10700
"new.row.14143","17780",1988,11462
"new.row.14144","17780",1989,12570
"new.row.14145","17780",1990,13256
"new.row.14146","17780",1991,13833
"new.row.14147","17780",1992,14462
"new.row.14148","17780",1993,14927
"new.row.14149","17780",1994,15345
"new.row.14150","17780",1995,15958
"new.row.14151","17780",1996,16656
"new.row.14152","17780",1997,17889
"new.row.14153","17780",1998,18686
"new.row.14154","17780",1999,19406
"new.row.14155","17780",2000,20466
"new.row.14156","17780",2001,20987
"new.row.14157","17780",2002,21180
"new.row.14158","17780",2003,22561
"new.row.14159","17780",2004,23214
"new.row.14160","17780",2005,24417
"new.row.14161","17780",2006,25805
"new.row.14162","17780",2007,26992
"new.row.14163","17780",2008,29530
"new.row.14164","17780",2009,28839
"new.row.14165","17780",2010,29753
"new.row.14166","17780",2011,30664
"new.row.14167","17780",2012,31788
"new.row.14168","18580",1969,3272
"new.row.14169","18580",1970,3623
"new.row.14170","18580",1971,3851
"new.row.14171","18580",1972,4071
"new.row.14172","18580",1973,4545
"new.row.14173","18580",1974,5189
"new.row.14174","18580",1975,5755
"new.row.14175","18580",1976,6446
"new.row.14176","18580",1977,6778
"new.row.14177","18580",1978,7775
"new.row.14178","18580",1979,8760
"new.row.14179","18580",1980,9587
"new.row.14180","18580",1981,10952
"new.row.14181","18580",1982,11373
"new.row.14182","18580",1983,11532
"new.row.14183","18580",1984,12141
"new.row.14184","18580",1985,12775
"new.row.14185","18580",1986,12547
"new.row.14186","18580",1987,12619
"new.row.14187","18580",1988,13312
"new.row.14188","18580",1989,14046
"new.row.14189","18580",1990,15127
"new.row.14190","18580",1991,15924
"new.row.14191","18580",1992,17026
"new.row.14192","18580",1993,17448
"new.row.14193","18580",1994,18179
"new.row.14194","18580",1995,18891
"new.row.14195","18580",1996,19952
"new.row.14196","18580",1997,20986
"new.row.14197","18580",1998,22123
"new.row.14198","18580",1999,22795
"new.row.14199","18580",2000,23846
"new.row.14200","18580",2001,25054
"new.row.14201","18580",2002,25425
"new.row.14202","18580",2003,26979
"new.row.14203","18580",2004,27968
"new.row.14204","18580",2005,29689
"new.row.14205","18580",2006,31906
"new.row.14206","18580",2007,33886
"new.row.14207","18580",2008,36476
"new.row.14208","18580",2009,35011
"new.row.14209","18580",2010,36722
"new.row.14210","18580",2011,39262
"new.row.14211","18580",2012,40796
"new.row.14212","19100",1969,4149
"new.row.14213","19100",1970,4319
"new.row.14214","19100",1971,4535
"new.row.14215","19100",1972,4994
"new.row.14216","19100",1973,5483
"new.row.14217","19100",1974,6036
"new.row.14218","19100",1975,6600
"new.row.14219","19100",1976,7182
"new.row.14220","19100",1977,7881
"new.row.14221","19100",1978,8958
"new.row.14222","19100",1979,10103
"new.row.14223","19100",1980,11315
"new.row.14224","19100",1981,12705
"new.row.14225","19100",1982,13610
"new.row.14226","19100",1983,14548
"new.row.14227","19100",1984,16044
"new.row.14228","19100",1985,17108
"new.row.14229","19100",1986,17454
"new.row.14230","19100",1987,17695
"new.row.14231","19100",1988,18499
"new.row.14232","19100",1989,19440
"new.row.14233","19100",1990,20527
"new.row.14234","19100",1991,20779
"new.row.14235","19100",1992,21877
"new.row.14236","19100",1993,22713
"new.row.14237","19100",1994,23661
"new.row.14238","19100",1995,24830
"new.row.14239","19100",1996,26313
"new.row.14240","19100",1997,27957
"new.row.14241","19100",1998,30121
"new.row.14242","19100",1999,31150
"new.row.14243","19100",2000,33714
"new.row.14244","19100",2001,34683
"new.row.14245","19100",2002,34316
"new.row.14246","19100",2003,34511
"new.row.14247","19100",2004,35690
"new.row.14248","19100",2005,37872
"new.row.14249","19100",2006,40303
"new.row.14250","19100",2007,41598
"new.row.14251","19100",2008,43820
"new.row.14252","19100",2009,40485
"new.row.14253","19100",2010,41462
"new.row.14254","19100",2011,44628
"new.row.14255","19100",2012,46136
"new.row.14256","21340",1969,3106
"new.row.14257","21340",1970,3303
"new.row.14258","21340",1971,3527
"new.row.14259","21340",1972,3730
"new.row.14260","21340",1973,4048
"new.row.14261","21340",1974,4398
"new.row.14262","21340",1975,4467
"new.row.14263","21340",1976,4827
"new.row.14264","21340",1977,5201
"new.row.14265","21340",1978,5708
"new.row.14266","21340",1979,6343
"new.row.14267","21340",1980,6870
"new.row.14268","21340",1981,8071
"new.row.14269","21340",1982,8448
"new.row.14270","21340",1983,8915
"new.row.14271","21340",1984,9469
"new.row.14272","21340",1985,10040
"new.row.14273","21340",1986,10395
"new.row.14274","21340",1987,10611
"new.row.14275","21340",1988,11176
"new.row.14276","21340",1989,11986
"new.row.14277","21340",1990,12653
"new.row.14278","21340",1991,12784
"new.row.14279","21340",1992,13994
"new.row.14280","21340",1993,14395
"new.row.14281","21340",1994,14906
"new.row.14282","21340",1995,15443
"new.row.14283","21340",1996,15976
"new.row.14284","21340",1997,16869
"new.row.14285","21340",1998,17689
"new.row.14286","21340",1999,18048
"new.row.14287","21340",2000,19163
"new.row.14288","21340",2001,20491
"new.row.14289","21340",2002,21446
"new.row.14290","21340",2003,21738
"new.row.14291","21340",2004,22155
"new.row.14292","21340",2005,23126
"new.row.14293","21340",2006,24546
"new.row.14294","21340",2007,25976
"new.row.14295","21340",2008,26999
"new.row.14296","21340",2009,27290
"new.row.14297","21340",2010,28363
"new.row.14298","21340",2011,29315
"new.row.14299","21340",2012,30186
"new.row.14300","26420",1969,3865
"new.row.14301","26420",1970,4226
"new.row.14302","26420",1971,4497
"new.row.14303","26420",1972,4864
"new.row.14304","26420",1973,5353
"new.row.14305","26420",1974,6162
"new.row.14306","26420",1975,6979
"new.row.14307","26420",1976,7676
"new.row.14308","26420",1977,8430
"new.row.14309","26420",1978,9586
"new.row.14310","26420",1979,10767
"new.row.14311","26420",1980,12050
"new.row.14312","26420",1981,13742
"new.row.14313","26420",1982,14358
"new.row.14314","26420",1983,14192
"new.row.14315","26420",1984,15061
"new.row.14316","26420",1985,15785
"new.row.14317","26420",1986,15577
"new.row.14318","26420",1987,15983
"new.row.14319","26420",1988,17309
"new.row.14320","26420",1989,18599
"new.row.14321","26420",1990,19971
"new.row.14322","26420",1991,20535
"new.row.14323","26420",1992,21684
"new.row.14324","26420",1993,22251
"new.row.14325","26420",1994,22776
"new.row.14326","26420",1995,24105
"new.row.14327","26420",1996,25703
"new.row.14328","26420",1997,27778
"new.row.14329","26420",1998,29926
"new.row.14330","26420",1999,30862
"new.row.14331","26420",2000,33374
"new.row.14332","26420",2001,36047
"new.row.14333","26420",2002,34696
"new.row.14334","26420",2003,35309
"new.row.14335","26420",2004,36792
"new.row.14336","26420",2005,39835
"new.row.14337","26420",2006,42993
"new.row.14338","26420",2007,44236
"new.row.14339","26420",2008,48570
"new.row.14340","26420",2009,43291
"new.row.14341","26420",2010,44557
"new.row.14342","26420",2011,48809
"new.row.14343","26420",2012,51004
"new.row.14344","28660",1969,3933
"new.row.14345","28660",1970,4374
"new.row.14346","28660",1971,4606
"new.row.14347","28660",1972,5044
"new.row.14348","28660",1973,5212
"new.row.14349","28660",1974,5629
"new.row.14350","28660",1975,6327
"new.row.14351","28660",1976,6759
"new.row.14352","28660",1977,7112
"new.row.14353","28660",1978,7796
"new.row.14354","28660",1979,8096
"new.row.14355","28660",1980,9387
"new.row.14356","28660",1981,10448
"new.row.14357","28660",1982,11087
"new.row.14358","28660",1983,11772
"new.row.14359","28660",1984,12621
"new.row.14360","28660",1985,13139
"new.row.14361","28660",1986,13817
"new.row.14362","28660",1987,13950
"new.row.14363","28660",1988,14676
"new.row.14364","28660",1989,15056
"new.row.14365","28660",1990,15343
"new.row.14366","28660",1991,15193
"new.row.14367","28660",1992,17336
"new.row.14368","28660",1993,18230
"new.row.14369","28660",1994,18469
"new.row.14370","28660",1995,19234
"new.row.14371","28660",1996,19790
"new.row.14372","28660",1997,20120
"new.row.14373","28660",1998,21380
"new.row.14374","28660",1999,22920
"new.row.14375","28660",2000,23753
"new.row.14376","28660",2001,24670
"new.row.14377","28660",2002,25727
"new.row.14378","28660",2003,27684
"new.row.14379","28660",2004,28601
"new.row.14380","28660",2005,30972
"new.row.14381","28660",2006,33377
"new.row.14382","28660",2007,35404
"new.row.14383","28660",2008,37860
"new.row.14384","28660",2009,38762
"new.row.14385","28660",2010,38174
"new.row.14386","28660",2011,39630
"new.row.14387","28660",2012,39471
"new.row.14388","29700",1969,2153
"new.row.14389","29700",1970,2470
"new.row.14390","29700",1971,2537
"new.row.14391","29700",1972,2712
"new.row.14392","29700",1973,2834
"new.row.14393","29700",1974,3118
"new.row.14394","29700",1975,3352
"new.row.14395","29700",1976,3522
"new.row.14396","29700",1977,3817
"new.row.14397","29700",1978,4270
"new.row.14398","29700",1979,4819
"new.row.14399","29700",1980,5504
"new.row.14400","29700",1981,6355
"new.row.14401","29700",1982,6480
"new.row.14402","29700",1983,6177
"new.row.14403","29700",1984,6607
"new.row.14404","29700",1985,7061
"new.row.14405","29700",1986,7128
"new.row.14406","29700",1987,7346
"new.row.14407","29700",1988,8030
"new.row.14408","29700",1989,8854
"new.row.14409","29700",1990,9661
"new.row.14410","29700",1991,10438
"new.row.14411","29700",1992,11521
"new.row.14412","29700",1993,12064
"new.row.14413","29700",1994,12704
"new.row.14414","29700",1995,12738
"new.row.14415","29700",1996,13389
"new.row.14416","29700",1997,14201
"new.row.14417","29700",1998,14567
"new.row.14418","29700",1999,14755
"new.row.14419","29700",2000,15595
"new.row.14420","29700",2001,17072
"new.row.14421","29700",2002,17802
"new.row.14422","29700",2003,18460
"new.row.14423","29700",2004,18832
"new.row.14424","29700",2005,20238
"new.row.14425","29700",2006,21339
"new.row.14426","29700",2007,22063
"new.row.14427","29700",2008,24000
"new.row.14428","29700",2009,23172
"new.row.14429","29700",2010,24097
"new.row.14430","29700",2011,25612
"new.row.14431","29700",2012,26120
"new.row.14432","30980",1969,3092
"new.row.14433","30980",1970,3285
"new.row.14434","30980",1971,3529
"new.row.14435","30980",1972,3811
"new.row.14436","30980",1973,4240
"new.row.14437","30980",1974,4842
"new.row.14438","30980",1975,5380
"new.row.14439","30980",1976,6110
"new.row.14440","30980",1977,6564
"new.row.14441","30980",1978,7402
"new.row.14442","30980",1979,8178
"new.row.14443","30980",1980,9180
"new.row.14444","30980",1981,10651
"new.row.14445","30980",1982,11250
"new.row.14446","30980",1983,11451
"new.row.14447","30980",1984,12306
"new.row.14448","30980",1985,13161
"new.row.14449","30980",1986,13375
"new.row.14450","30980",1987,13520
"new.row.14451","30980",1988,14379
"new.row.14452","30980",1989,15365
"new.row.14453","30980",1990,16126
"new.row.14454","30980",1991,16615
"new.row.14455","30980",1992,17628
"new.row.14456","30980",1993,17926
"new.row.14457","30980",1994,18683
"new.row.14458","30980",1995,19517
"new.row.14459","30980",1996,20549
"new.row.14460","30980",1997,21702
"new.row.14461","30980",1998,22621
"new.row.14462","30980",1999,23105
"new.row.14463","30980",2000,25160
"new.row.14464","30980",2001,25844
"new.row.14465","30980",2002,25788
"new.row.14466","30980",2003,26999
"new.row.14467","30980",2004,27509
"new.row.14468","30980",2005,29267
"new.row.14469","30980",2006,31638
