"","msa.fips","year","per.capita.personal.income"
"new.row.3902","39460",1999,25605
"new.row.3903","39460",2000,27189
"new.row.3904","39460",2001,27337
"new.row.3905","39460",2002,26540
"new.row.3906","39460",2003,26968
"new.row.3907","39460",2004,30302
"new.row.3908","39460",2005,32362
"new.row.3909","39460",2006,35026
"new.row.3910","39460",2007,36167
"new.row.3911","39460",2008,35825
"new.row.3912","39460",2009,33915
"new.row.3913","39460",2010,34321
"new.row.3914","39460",2011,36161
"new.row.3915","39460",2012,36964
"new.row.3916","42680",1969,3737
"new.row.3917","42680",1970,4112
"new.row.3918","42680",1971,4661
"new.row.3919","42680",1972,5199
"new.row.3920","42680",1973,5791
"new.row.3921","42680",1974,6200
"new.row.3922","42680",1975,6538
"new.row.3923","42680",1976,7345
"new.row.3924","42680",1977,8087
"new.row.3925","42680",1978,9235
"new.row.3926","42680",1979,10049
"new.row.3927","42680",1980,11577
"new.row.3928","42680",1981,13320
"new.row.3929","42680",1982,13263
"new.row.3930","42680",1983,14338
"new.row.3931","42680",1984,15685
"new.row.3932","42680",1985,17464
"new.row.3933","42680",1986,18583
"new.row.3934","42680",1987,20232
"new.row.3935","42680",1988,22626
"new.row.3936","42680",1989,24272
"new.row.3937","42680",1990,25638
"new.row.3938","42680",1991,26270
"new.row.3939","42680",1992,27052
"new.row.3940","42680",1993,27709
"new.row.3941","42680",1994,28904
"new.row.3942","42680",1995,31205
"new.row.3943","42680",1996,32853
"new.row.3944","42680",1997,34289
"new.row.3945","42680",1998,36109
"new.row.3946","42680",1999,37135
"new.row.3947","42680",2000,38712
"new.row.3948","42680",2001,40379
"new.row.3949","42680",2002,40438
"new.row.3950","42680",2003,41740
"new.row.3951","42680",2004,48007
"new.row.3952","42680",2005,50617
"new.row.3953","42680",2006,56218
"new.row.3954","42680",2007,56710
"new.row.3955","42680",2008,56488
"new.row.3956","42680",2009,47711
"new.row.3957","42680",2010,48378
"new.row.3958","42680",2011,51041
"new.row.3959","42680",2012,52855
"new.row.3960","42700",1969,3356
"new.row.3961","42700",1970,3501
"new.row.3962","42700",1971,3723
"new.row.3963","42700",1972,3948
"new.row.3964","42700",1973,4362
"new.row.3965","42700",1974,4403
"new.row.3966","42700",1975,4896
"new.row.3967","42700",1976,5369
"new.row.3968","42700",1977,6079
"new.row.3969","42700",1978,7037
"new.row.3970","42700",1979,7662
"new.row.3971","42700",1980,8791
"new.row.3972","42700",1981,9124
"new.row.3973","42700",1982,9851
"new.row.3974","42700",1983,10965
"new.row.3975","42700",1984,11604
"new.row.3976","42700",1985,12699
"new.row.3977","42700",1986,13587
"new.row.3978","42700",1987,13980
"new.row.3979","42700",1988,15247
"new.row.3980","42700",1989,16380
"new.row.3981","42700",1990,16527
"new.row.3982","42700",1991,16699
"new.row.3983","42700",1992,17058
"new.row.3984","42700",1993,17417
"new.row.3985","42700",1994,17954
"new.row.3986","42700",1995,18580
"new.row.3987","42700",1996,18924
"new.row.3988","42700",1997,19475
"new.row.3989","42700",1998,20471
"new.row.3990","42700",1999,20703
"new.row.3991","42700",2000,21373
"new.row.3992","42700",2001,22358
"new.row.3993","42700",2002,23033
"new.row.3994","42700",2003,23611
"new.row.3995","42700",2004,24503
"new.row.3996","42700",2005,25530
"new.row.3997","42700",2006,27088
"new.row.3998","42700",2007,28338
"new.row.3999","42700",2008,28489
"new.row.4000","42700",2009,28224
"new.row.4001","42700",2010,29640
"new.row.4002","42700",2011,30434
"new.row.4003","42700",2012,31076
"new.row.4004","45220",1969,2797
"new.row.4005","45220",1970,3106
"new.row.4006","45220",1971,3435
"new.row.4007","45220",1972,3847
"new.row.4008","45220",1973,4298
"new.row.4009","45220",1974,4638
"new.row.4010","45220",1975,5198
"new.row.4011","45220",1976,5548
"new.row.4012","45220",1977,5890
"new.row.4013","45220",1978,6452
"new.row.4014","45220",1979,7200
"new.row.4015","45220",1980,7895
"new.row.4016","45220",1981,8727
"new.row.4017","45220",1982,9334
"new.row.4018","45220",1983,10182
"new.row.4019","45220",1984,10959
"new.row.4020","45220",1985,11741
"new.row.4021","45220",1986,12877
"new.row.4022","45220",1987,13756
"new.row.4023","45220",1988,14916
"new.row.4024","45220",1989,16245
"new.row.4025","45220",1990,17168
"new.row.4026","45220",1991,17521
"new.row.4027","45220",1992,18371
"new.row.4028","45220",1993,19043
"new.row.4029","45220",1994,19731
"new.row.4030","45220",1995,21030
"new.row.4031","45220",1996,21838
"new.row.4032","45220",1997,22577
"new.row.4033","45220",1998,24018
"new.row.4034","45220",1999,25106
"new.row.4035","45220",2000,26057
"new.row.4036","45220",2001,27897
"new.row.4037","45220",2002,27883
"new.row.4038","45220",2003,28683
"new.row.4039","45220",2004,30396
"new.row.4040","45220",2005,32223
"new.row.4041","45220",2006,33476
"new.row.4042","45220",2007,34520
"new.row.4043","45220",2008,34758
"new.row.4044","45220",2009,33591
"new.row.4045","45220",2010,35026
"new.row.4046","45220",2011,36874
"new.row.4047","45220",2012,37382
"new.row.4048","45300",1969,3544
"new.row.4049","45300",1970,3908
"new.row.4050","45300",1971,4160
"new.row.4051","45300",1972,4563
"new.row.4052","45300",1973,5008
"new.row.4053","45300",1974,5406
"new.row.4054","45300",1975,5831
"new.row.4055","45300",1976,6204
"new.row.4056","45300",1977,6921
"new.row.4057","45300",1978,7774
"new.row.4058","45300",1979,8624
"new.row.4059","45300",1980,9821
"new.row.4060","45300",1981,10999
"new.row.4061","45300",1982,11652
"new.row.4062","45300",1983,12679
"new.row.4063","45300",1984,13733
"new.row.4064","45300",1985,14650
"new.row.4065","45300",1986,15392
"new.row.4066","45300",1987,16030
"new.row.4067","45300",1988,17051
"new.row.4068","45300",1989,18682
"new.row.4069","45300",1990,19176
"new.row.4070","45300",1991,19376
"new.row.4071","45300",1992,20180
"new.row.4072","45300",1993,21221
"new.row.4073","45300",1994,21938
"new.row.4074","45300",1995,23308
"new.row.4075","45300",1996,24393
"new.row.4076","45300",1997,25550
"new.row.4077","45300",1998,26936
"new.row.4078","45300",1999,27839
"new.row.4079","45300",2000,29696
"new.row.4080","45300",2001,30090
"new.row.4081","45300",2002,30647
"new.row.4082","45300",2003,31700
"new.row.4083","45300",2004,33304
"new.row.4084","45300",2005,35156
"new.row.4085","45300",2006,37140
"new.row.4086","45300",2007,38129
"new.row.4087","45300",2008,37990
"new.row.4088","45300",2009,36307
"new.row.4089","45300",2010,38261
"new.row.4090","45300",2011,39387
"new.row.4091","45300",2012,40862
"new.row.4092","45540",1969,2350
"new.row.4093","45540",1970,2680
"new.row.4094","45540",1971,2920
"new.row.4095","45540",1972,3061
"new.row.4096","45540",1973,3414
"new.row.4097","45540",1974,3529
"new.row.4098","45540",1975,3927
"new.row.4099","45540",1976,4103
"new.row.4100","45540",1977,4487
"new.row.4101","45540",1978,5181
"new.row.4102","45540",1979,5977
"new.row.4103","45540",1980,6558
"new.row.4104","45540",1981,7082
"new.row.4105","45540",1982,7634
"new.row.4106","45540",1983,8375
"new.row.4107","45540",1984,8968
"new.row.4108","45540",1985,9492
"new.row.4109","45540",1986,9941
"new.row.4110","45540",1987,10518
"new.row.4111","45540",1988,11329
"new.row.4112","45540",1989,12141
"new.row.4113","45540",1990,12425
"new.row.4114","45540",1991,12760
"new.row.4115","45540",1992,13526
"new.row.4116","45540",1993,13889
"new.row.4117","45540",1994,14336
"new.row.4118","45540",1995,14839
"new.row.4119","45540",1996,14836
"new.row.4120","45540",1997,14922
"new.row.4121","45540",1998,15549
"new.row.4122","45540",1999,15971
"new.row.4123","45540",2000,16508
"new.row.4124","45540",2001,17981
"new.row.4125","45540",2002,18155
"new.row.4126","45540",2003,19576
"new.row.4127","45540",2004,21640
"new.row.4128","45540",2005,23440
"new.row.4129","45540",2006,25040
"new.row.4130","45540",2007,25871
"new.row.4131","45540",2008,27555
"new.row.4132","45540",2009,27767
"new.row.4133","45540",2010,30052
"new.row.4134","45540",2011,33782
"new.row.4135","45540",2012,35032
"new.row.4136","10500",1969,2630
"new.row.4137","10500",1970,2981
"new.row.4138","10500",1971,3307
"new.row.4139","10500",1972,3611
"new.row.4140","10500",1973,4111
"new.row.4141","10500",1974,4378
"new.row.4142","10500",1975,4543
"new.row.4143","10500",1976,4938
"new.row.4144","10500",1977,5254
"new.row.4145","10500",1978,6038
"new.row.4146","10500",1979,6661
"new.row.4147","10500",1980,7266
"new.row.4148","10500",1981,8216
"new.row.4149","10500",1982,8620
"new.row.4150","10500",1983,9186
"new.row.4151","10500",1984,10247
"new.row.4152","10500",1985,10700
"new.row.4153","10500",1986,11199
"new.row.4154","10500",1987,11636
"new.row.4155","10500",1988,12581
"new.row.4156","10500",1989,13537
"new.row.4157","10500",1990,14492
"new.row.4158","10500",1991,15327
"new.row.4159","10500",1992,15900
"new.row.4160","10500",1993,16445
"new.row.4161","10500",1994,17864
"new.row.4162","10500",1995,18749
"new.row.4163","10500",1996,19722
"new.row.4164","10500",1997,20179
"new.row.4165","10500",1998,20916
"new.row.4166","10500",1999,21482
"new.row.4167","10500",2000,22379
"new.row.4168","10500",2001,23626
"new.row.4169","10500",2002,24483
"new.row.4170","10500",2003,25402
"new.row.4171","10500",2004,26150
"new.row.4172","10500",2005,27097
"new.row.4173","10500",2006,27766
"new.row.4174","10500",2007,29053
"new.row.4175","10500",2008,30103
"new.row.4176","10500",2009,29774
"new.row.4177","10500",2010,30452
"new.row.4178","10500",2011,32642
"new.row.4179","10500",2012,33956
"new.row.4180","12020",1969,2736
"new.row.4181","12020",1970,3019
"new.row.4182","12020",1971,3296
"new.row.4183","12020",1972,3583
"new.row.4184","12020",1973,3906
"new.row.4185","12020",1974,4338
"new.row.4186","12020",1975,4775
"new.row.4187","12020",1976,5399
"new.row.4188","12020",1977,5914
"new.row.4189","12020",1978,6563
"new.row.4190","12020",1979,7158
"new.row.4191","12020",1980,7527
"new.row.4192","12020",1981,8409
"new.row.4193","12020",1982,9004
"new.row.4194","12020",1983,9907
"new.row.4195","12020",1984,10683
"new.row.4196","12020",1985,11401
"new.row.4197","12020",1986,12416
"new.row.4198","12020",1987,12958
"new.row.4199","12020",1988,13944
"new.row.4200","12020",1989,15139
"new.row.4201","12020",1990,15884
"new.row.4202","12020",1991,16200
"new.row.4203","12020",1992,16825
"new.row.4204","12020",1993,17584
"new.row.4205","12020",1994,18266
"new.row.4206","12020",1995,19399
"new.row.4207","12020",1996,20420
"new.row.4208","12020",1997,21040
"new.row.4209","12020",1998,22266
"new.row.4210","12020",1999,22837
"new.row.4211","12020",2000,23552
"new.row.4212","12020",2001,24191
"new.row.4213","12020",2002,24694
"new.row.4214","12020",2003,25668
"new.row.4215","12020",2004,26295
"new.row.4216","12020",2005,27847
"new.row.4217","12020",2006,28944
"new.row.4218","12020",2007,30003
"new.row.4219","12020",2008,30987
"new.row.4220","12020",2009,30530
"new.row.4221","12020",2010,30648
"new.row.4222","12020",2011,32000
"new.row.4223","12020",2012,33073
"new.row.4224","12060",1969,3817
"new.row.4225","12060",1970,4123
"new.row.4226","12060",1971,4427
"new.row.4227","12060",1972,4900
"new.row.4228","12060",1973,5357
"new.row.4229","12060",1974,5747
"new.row.4230","12060",1975,6139
"new.row.4231","12060",1976,6705
"new.row.4232","12060",1977,7397
"new.row.4233","12060",1978,8241
"new.row.4234","12060",1979,9044
"new.row.4235","12060",1980,10047
"new.row.4236","12060",1981,11088
"new.row.4237","12060",1982,11777
"new.row.4238","12060",1983,12818
"new.row.4239","12060",1984,14300
"new.row.4240","12060",1985,15464
"new.row.4241","12060",1986,16510
"new.row.4242","12060",1987,17412
"new.row.4243","12060",1988,18600
"new.row.4244","12060",1989,19548
"new.row.4245","12060",1990,20520
"new.row.4246","12060",1991,20816
"new.row.4247","12060",1992,22039
"new.row.4248","12060",1993,22895
"new.row.4249","12060",1994,23930
"new.row.4250","12060",1995,25298
"new.row.4251","12060",1996,26797
"new.row.4252","12060",1997,27959
"new.row.4253","12060",1998,30218
"new.row.4254","12060",1999,31545
"new.row.4255","12060",2000,33643
"new.row.4256","12060",2001,34591
"new.row.4257","12060",2002,34652
"new.row.4258","12060",2003,34906
"new.row.4259","12060",2004,35980
"new.row.4260","12060",2005,37672
"new.row.4261","12060",2006,39311
"new.row.4262","12060",2007,40374
"new.row.4263","12060",2008,40003
"new.row.4264","12060",2009,37897
"new.row.4265","12060",2010,37605
"new.row.4266","12060",2011,39884
"new.row.4267","12060",2012,40963
"new.row.4268","12260",1969,3387
"new.row.4269","12260",1970,3481
"new.row.4270","12260",1971,3756
"new.row.4271","12260",1972,4091
"new.row.4272","12260",1973,4495
"new.row.4273","12260",1974,4920
"new.row.4274","12260",1975,5181
"new.row.4275","12260",1976,5763
"new.row.4276","12260",1977,6225
"new.row.4277","12260",1978,6776
"new.row.4278","12260",1979,7483
"new.row.4279","12260",1980,8119
"new.row.4280","12260",1981,9013
"new.row.4281","12260",1982,9944
"new.row.4282","12260",1983,10649
"new.row.4283","12260",1984,11865
"new.row.4284","12260",1985,12806
"new.row.4285","12260",1986,13599
"new.row.4286","12260",1987,14008
"new.row.4287","12260",1988,14936
"new.row.4288","12260",1989,16281
"new.row.4289","12260",1990,17384
"new.row.4290","12260",1991,17625
"new.row.4291","12260",1992,18355
"new.row.4292","12260",1993,18823
"new.row.4293","12260",1994,19429
"new.row.4294","12260",1995,19984
"new.row.4295","12260",1996,20790
"new.row.4296","12260",1997,21488
"new.row.4297","12260",1998,22771
"new.row.4298","12260",1999,23575
"new.row.4299","12260",2000,24697
"new.row.4300","12260",2001,25726
"new.row.4301","12260",2002,26598
"new.row.4302","12260",2003,27554
"new.row.4303","12260",2004,28511
"new.row.4304","12260",2005,29617
"new.row.4305","12260",2006,30846
"new.row.4306","12260",2007,32007
"new.row.4307","12260",2008,32688
"new.row.4308","12260",2009,32858
"new.row.4309","12260",2010,33437
"new.row.4310","12260",2011,35254
"new.row.4311","12260",2012,35949
"new.row.4312","15260",1969,3015
"new.row.4313","15260",1970,3383
"new.row.4314","15260",1971,3774
"new.row.4315","15260",1972,4073
"new.row.4316","15260",1973,4329
"new.row.4317","15260",1974,4622
"new.row.4318","15260",1975,4823
"new.row.4319","15260",1976,5470
"new.row.4320","15260",1977,6004
"new.row.4321","15260",1978,6825
"new.row.4322","15260",1979,7519
"new.row.4323","15260",1980,8294
"new.row.4324","15260",1981,9099
"new.row.4325","15260",1982,9515
"new.row.4326","15260",1983,10104
"new.row.4327","15260",1984,11037
"new.row.4328","15260",1985,11969
"new.row.4329","15260",1986,12698
"new.row.4330","15260",1987,13271
"new.row.4331","15260",1988,14255
"new.row.4332","15260",1989,15533
"new.row.4333","15260",1990,16344
"new.row.4334","15260",1991,16990
"new.row.4335","15260",1992,18152
"new.row.4336","15260",1993,18869
"new.row.4337","15260",1994,19926
"new.row.4338","15260",1995,21266
"new.row.4339","15260",1996,22760
"new.row.4340","15260",1997,23690
"new.row.4341","15260",1998,24946
"new.row.4342","15260",1999,25418
"new.row.4343","15260",2000,26678
"new.row.4344","15260",2001,26743
"new.row.4345","15260",2002,27321
"new.row.4346","15260",2003,28329
"new.row.4347","15260",2004,30332
"new.row.4348","15260",2005,31447
"new.row.4349","15260",2006,33005
"new.row.4350","15260",2007,33681
"new.row.4351","15260",2008,33798
"new.row.4352","15260",2009,31663
"new.row.4353","15260",2010,31448
"new.row.4354","15260",2011,33428
"new.row.4355","15260",2012,34478
"new.row.4356","16860",1969,3315
"new.row.4357","16860",1970,3572
"new.row.4358","16860",1971,3874
"new.row.4359","16860",1972,4322
"new.row.4360","16860",1973,4731
"new.row.4361","16860",1974,5146
"new.row.4362","16860",1975,5549
"new.row.4363","16860",1976,6124
"new.row.4364","16860",1977,6685
"new.row.4365","16860",1978,7543
"new.row.4366","16860",1979,8073
"new.row.4367","16860",1980,8685
"new.row.4368","16860",1981,9458
"new.row.4369","16860",1982,10103
"new.row.4370","16860",1983,10745
"new.row.4371","16860",1984,11650
"new.row.4372","16860",1985,12421
"new.row.4373","16860",1986,13275
"new.row.4374","16860",1987,14244
"new.row.4375","16860",1988,15399
"new.row.4376","16860",1989,16319
"new.row.4377","16860",1990,17281
"new.row.4378","16860",1991,17666
"new.row.4379","16860",1992,18876
"new.row.4380","16860",1993,19945
"new.row.4381","16860",1994,20621
"new.row.4382","16860",1995,21638
"new.row.4383","16860",1996,22703
"new.row.4384","16860",1997,23635
"new.row.4385","16860",1998,25237
"new.row.4386","16860",1999,26667
"new.row.4387","16860",2000,28113
"new.row.4388","16860",2001,28206
"new.row.4389","16860",2002,28702
"new.row.4390","16860",2003,29539
"new.row.4391","16860",2004,30487
"new.row.4392","16860",2005,31556
"new.row.4393","16860",2006,33338
"new.row.4394","16860",2007,34452
"new.row.4395","16860",2008,34639
"new.row.4396","16860",2009,33290
"new.row.4397","16860",2010,34540
"new.row.4398","16860",2011,35899
"new.row.4399","16860",2012,37228
"new.row.4400","19140",1969,3199
"new.row.4401","19140",1970,3297
"new.row.4402","19140",1971,3662
"new.row.4403","19140",1972,4175
"new.row.4404","19140",1973,4562
"new.row.4405","19140",1974,4630
"new.row.4406","19140",1975,4925
"new.row.4407","19140",1976,5607
"new.row.4408","19140",1977,6178
"new.row.4409","19140",1978,6799
"new.row.4410","19140",1979,7482
"new.row.4411","19140",1980,7973
"new.row.4412","19140",1981,8628
"new.row.4413","19140",1982,8990
"new.row.4414","19140",1983,10177
"new.row.4415","19140",1984,11153
"new.row.4416","19140",1985,11848
"new.row.4417","19140",1986,12805
"new.row.4418","19140",1987,13739
"new.row.4419","19140",1988,14568
"new.row.4420","19140",1989,15530
"new.row.4421","19140",1990,16052
"new.row.4422","19140",1991,16381
"new.row.4423","19140",1992,17702
"new.row.4424","19140",1993,18684
"new.row.4425","19140",1994,19565
"new.row.4426","19140",1995,20064
"new.row.4427","19140",1996,21046
"new.row.4428","19140",1997,21556
"new.row.4429","19140",1998,22801
"new.row.4430","19140",1999,23002
"new.row.4431","19140",2000,23957
"new.row.4432","19140",2001,24446
"new.row.4433","19140",2002,24855
"new.row.4434","19140",2003,25579
"new.row.4435","19140",2004,26476
"new.row.4436","19140",2005,26777
"new.row.4437","19140",2006,27351
"new.row.4438","19140",2007,28487
"new.row.4439","19140",2008,27712
"new.row.4440","19140",2009,26797
"new.row.4441","19140",2010,26325
"new.row.4442","19140",2011,27701
"new.row.4443","19140",2012,28548
"new.row.4444","23580",1969,3112
"new.row.4445","23580",1970,3272
"new.row.4446","23580",1971,3412
"new.row.4447","23580",1972,3804
"new.row.4448","23580",1973,4172
"new.row.4449","23580",1974,4478
"new.row.4450","23580",1975,4869
"new.row.4451","23580",1976,5447
"new.row.4452","23580",1977,6030
"new.row.4453","23580",1978,6822
"new.row.4454","23580",1979,7497
"new.row.4455","23580",1980,8323
"new.row.4456","23580",1981,9159
"new.row.4457","23580",1982,9699
"new.row.4458","23580",1983,10476
"new.row.4459","23580",1984,11967
"new.row.4460","23580",1985,12842
"new.row.4461","23580",1986,13788
"new.row.4462","23580",1987,14325
"new.row.4463","23580",1988,15211
"new.row.4464","23580",1989,16164
"new.row.4465","23580",1990,16699
"new.row.4466","23580",1991,16917
"new.row.4467","23580",1992,17936
"new.row.4468","23580",1993,18773
"new.row.4469","23580",1994,19841
"new.row.4470","23580",1995,20390
"new.row.4471","23580",1996,21318
"new.row.4472","23580",1997,21736
"new.row.4473","23580",1998,23313
"new.row.4474","23580",1999,24499
"new.row.4475","23580",2000,25463
"new.row.4476","23580",2001,25777
"new.row.4477","23580",2002,25902
"new.row.4478","23580",2003,26471
"new.row.4479","23580",2004,27510
"new.row.4480","23580",2005,29871
"new.row.4481","23580",2006,31255
"new.row.4482","23580",2007,31603
"new.row.4483","23580",2008,31612
"new.row.4484","23580",2009,30311
"new.row.4485","23580",2010,30504
"new.row.4486","23580",2011,32288
"new.row.4487","23580",2012,32789
"new.row.4488","25980",1969,2940
"new.row.4489","25980",1970,3570
"new.row.4490","25980",1971,3747
"new.row.4491","25980",1972,4038
"new.row.4492","25980",1973,4504
"new.row.4493","25980",1974,5001
"new.row.4494","25980",1975,4994
"new.row.4495","25980",1976,5959
"new.row.4496","25980",1977,6767
"new.row.4497","25980",1978,7024
"new.row.4498","25980",1979,7836
"new.row.4499","25980",1980,8274
"new.row.4500","25980",1981,8550
"new.row.4501","25980",1982,9232
"new.row.4502","25980",1983,9521
"new.row.4503","25980",1984,9741
"new.row.4504","25980",1985,10285
"new.row.4505","25980",1986,10732
"new.row.4506","25980",1987,10904
"new.row.4507","25980",1988,11015
"new.row.4508","25980",1989,11381
"new.row.4509","25980",1990,11112
"new.row.4510","25980",1991,11949
"new.row.4511","25980",1992,13230
"new.row.4512","25980",1993,13948
"new.row.4513","25980",1994,14015
"new.row.4514","25980",1995,14925
"new.row.4515","25980",1996,15399
"new.row.4516","25980",1997,15589
"new.row.4517","25980",1998,16272
"new.row.4518","25980",1999,17045
"new.row.4519","25980",2000,17854
"new.row.4520","25980",2001,18883
"new.row.4521","25980",2002,19560
"new.row.4522","25980",2003,22452
"new.row.4523","25980",2004,22733
"new.row.4524","25980",2005,23590
"new.row.4525","25980",2006,24840
"new.row.4526","25980",2007,25694
"new.row.4527","25980",2008,27627
"new.row.4528","25980",2009,26489
"new.row.4529","25980",2010,28163
"new.row.4530","25980",2011,28136
"new.row.4531","25980",2012,28348
"new.row.4532","31420",1969,3371
"new.row.4533","31420",1970,3660
"new.row.4534","31420",1971,3932
"new.row.4535","31420",1972,4210
"new.row.4536","31420",1973,4525
"new.row.4537","31420",1974,4981
"new.row.4538","31420",1975,5444
"new.row.4539","31420",1976,5892
"new.row.4540","31420",1977,6260
"new.row.4541","31420",1978,6757
"new.row.4542","31420",1979,7460
"new.row.4543","31420",1980,8303
"new.row.4544","31420",1981,9331
"new.row.4545","31420",1982,9956
"new.row.4546","31420",1983,10652
"new.row.4547","31420",1984,11621
"new.row.4548","31420",1985,12327
"new.row.4549","31420",1986,13129
"new.row.4550","31420",1987,13959
"new.row.4551","31420",1988,14996
"new.row.4552","31420",1989,16093
"new.row.4553","31420",1990,16713
"new.row.4554","31420",1991,17340
"new.row.4555","31420",1992,18358
"new.row.4556","31420",1993,18903
"new.row.4557","31420",1994,19861
"new.row.4558","31420",1995,21105
"new.row.4559","31420",1996,22437
"new.row.4560","31420",1997,22933
"new.row.4561","31420",1998,24256
"new.row.4562","31420",1999,25021
"new.row.4563","31420",2000,26200
"new.row.4564","31420",2001,27130
"new.row.4565","31420",2002,28449
"new.row.4566","31420",2003,28652
"new.row.4567","31420",2004,29621
"new.row.4568","31420",2005,30822
"new.row.4569","31420",2006,32245
"new.row.4570","31420",2007,33377
"new.row.4571","31420",2008,34419
"new.row.4572","31420",2009,33668
"new.row.4573","31420",2010,34262
"new.row.4574","31420",2011,36015
"new.row.4575","31420",2012,36879
"new.row.4576","40660",1969,3106
"new.row.4577","40660",1970,3366
"new.row.4578","40660",1971,3587
"new.row.4579","40660",1972,3978
"new.row.4580","40660",1973,4431
"new.row.4581","40660",1974,4838
"new.row.4582","40660",1975,5090
"new.row.4583","40660",1976,5596
"new.row.4584","40660",1977,6047
"new.row.4585","40660",1978,6615
"new.row.4586","40660",1979,7405
"new.row.4587","40660",1980,8134
"new.row.4588","40660",1981,8909
"new.row.4589","40660",1982,9281
"new.row.4590","40660",1983,10052
"new.row.4591","40660",1984,10897
"new.row.4592","40660",1985,11563
"new.row.4593","40660",1986,12458
"new.row.4594","40660",1987,13322
"new.row.4595","40660",1988,14191
"new.row.4596","40660",1989,15168
"new.row.4597","40660",1990,16194
"new.row.4598","40660",1991,16931
"new.row.4599","40660",1992,18068
"new.row.4600","40660",1993,18544
"new.row.4601","40660",1994,19573
"new.row.4602","40660",1995,19962
"new.row.4603","40660",1996,21027
"new.row.4604","40660",1997,21628
"new.row.4605","40660",1998,22309
"new.row.4606","40660",1999,23204
"new.row.4607","40660",2000,23945
"new.row.4608","40660",2001,25372
"new.row.4609","40660",2002,26156
"new.row.4610","40660",2003,27009
"new.row.4611","40660",2004,28473
"new.row.4612","40660",2005,28860
"new.row.4613","40660",2006,30119
"new.row.4614","40660",2007,31416
"new.row.4615","40660",2008,32169
"new.row.4616","40660",2009,31533
"new.row.4617","40660",2010,32195
"new.row.4618","40660",2011,33322
"new.row.4619","40660",2012,34230
"new.row.4620","42340",1969,3389
"new.row.4621","42340",1970,3600
"new.row.4622","42340",1971,3882
"new.row.4623","42340",1972,4123
"new.row.4624","42340",1973,4492
"new.row.4625","42340",1974,4964
"new.row.4626","42340",1975,5595
"new.row.4627","42340",1976,6172
"new.row.4628","42340",1977,6696
"new.row.4629","42340",1978,7544
"new.row.4630","42340",1979,8117
"new.row.4631","42340",1980,9049
"new.row.4632","42340",1981,10218
"new.row.4633","42340",1982,10884
"new.row.4634","42340",1983,11565
"new.row.4635","42340",1984,12512
"new.row.4636","42340",1985,13373
"new.row.4637","42340",1986,14290
"new.row.4638","42340",1987,14970
"new.row.4639","42340",1988,15839
"new.row.4640","42340",1989,17103
"new.row.4641","42340",1990,17866
"new.row.4642","42340",1991,18409
"new.row.4643","42340",1992,19674
"new.row.4644","42340",1993,20092
"new.row.4645","42340",1994,21038
"new.row.4646","42340",1995,21976
"new.row.4647","42340",1996,23138
"new.row.4648","42340",1997,23696
"new.row.4649","42340",1998,25529
"new.row.4650","42340",1999,26263
"new.row.4651","42340",2000,27565
"new.row.4652","42340",2001,28432
"new.row.4653","42340",2002,28921
"new.row.4654","42340",2003,30371
"new.row.4655","42340",2004,31916
"new.row.4656","42340",2005,33747
"new.row.4657","42340",2006,36057
"new.row.4658","42340",2007,37871
"new.row.4659","42340",2008,38802
"new.row.4660","42340",2009,37441
"new.row.4661","42340",2010,38079
"new.row.4662","42340",2011,40306
"new.row.4663","42340",2012,40697
"new.row.4664","46660",1969,2866
"new.row.4665","46660",1970,3203
"new.row.4666","46660",1971,3420
"new.row.4667","46660",1972,3702
"new.row.4668","46660",1973,3995
"new.row.4669","46660",1974,4371
"new.row.4670","46660",1975,4541
"new.row.4671","46660",1976,4983
"new.row.4672","46660",1977,5210
"new.row.4673","46660",1978,6113
"new.row.4674","46660",1979,6603
"new.row.4675","46660",1980,6995
"new.row.4676","46660",1981,7877
"new.row.4677","46660",1982,8578
"new.row.4678","46660",1983,9002
"new.row.4679","46660",1984,9876
"new.row.4680","46660",1985,10549
"new.row.4681","46660",1986,10930
"new.row.4682","46660",1987,11683
"new.row.4683","46660",1988,12659
"new.row.4684","46660",1989,13701
"new.row.4685","46660",1990,14212
"new.row.4686","46660",1991,14843
"new.row.4687","46660",1992,15699
"new.row.4688","46660",1993,16009
"new.row.4689","46660",1994,16806
"new.row.4690","46660",1995,17959
"new.row.4691","46660",1996,18570
"new.row.4692","46660",1997,19380
"new.row.4693","46660",1998,20348
"new.row.4694","46660",1999,20953
"new.row.4695","46660",2000,21746
"new.row.4696","46660",2001,22646
"new.row.4697","46660",2002,23557
"new.row.4698","46660",2003,24699
"new.row.4699","46660",2004,25441
"new.row.4700","46660",2005,26377
"new.row.4701","46660",2006,27088
"new.row.4702","46660",2007,28394
"new.row.4703","46660",2008,29858
"new.row.4704","46660",2009,29503
"new.row.4705","46660",2010,29932
"new.row.4706","46660",2011,31636
"new.row.4707","46660",2012,32372
"new.row.4708","47580",1969,3647
"new.row.4709","47580",1970,4164
"new.row.4710","47580",1971,4483
"new.row.4711","47580",1972,4679
"new.row.4712","47580",1973,5167
"new.row.4713","47580",1974,5597
"new.row.4714","47580",1975,5955
"new.row.4715","47580",1976,6264
"new.row.4716","47580",1977,6820
"new.row.4717","47580",1978,7402
"new.row.4718","47580",1979,7921
"new.row.4719","47580",1980,8456
"new.row.4720","47580",1981,9522
"new.row.4721","47580",1982,10430
"new.row.4722","47580",1983,11227
"new.row.4723","47580",1984,12267
