"","msa.fips","year","proprietors.Income"
"new.row.7098","14540",2002,278297
"new.row.7099","14540",2003,296628
"new.row.7100","14540",2004,343415
"new.row.7101","14540",2005,360338
"new.row.7102","14540",2006,387785
"new.row.7103","14540",2007,311772
"new.row.7104","14540",2008,311266
"new.row.7105","14540",2009,290250
"new.row.7106","14540",2010,330053
"new.row.7107","14540",2011,402757
"new.row.7108","14540",2012,432230
"new.row.7109","14540",2013,485638
"new.row.7110","17300",1969,44547
"new.row.7111","17300",1970,44713
"new.row.7112","17300",1971,53712
"new.row.7113","17300",1972,60053
"new.row.7114","17300",1973,73158
"new.row.7115","17300",1974,72589
"new.row.7116","17300",1975,61592
"new.row.7117","17300",1976,70583
"new.row.7118","17300",1977,101768
"new.row.7119","17300",1978,106485
"new.row.7120","17300",1979,122314
"new.row.7121","17300",1980,89631
"new.row.7122","17300",1981,108186
"new.row.7123","17300",1982,97682
"new.row.7124","17300",1983,66356
"new.row.7125","17300",1984,120097
"new.row.7126","17300",1985,123233
"new.row.7127","17300",1986,130033
"new.row.7128","17300",1987,144238
"new.row.7129","17300",1988,177911
"new.row.7130","17300",1989,168651
"new.row.7131","17300",1990,158972
"new.row.7132","17300",1991,168614
"new.row.7133","17300",1992,204488
"new.row.7134","17300",1993,216590
"new.row.7135","17300",1994,225570
"new.row.7136","17300",1995,241421
"new.row.7137","17300",1996,289151
"new.row.7138","17300",1997,295964
"new.row.7139","17300",1998,338463
"new.row.7140","17300",1999,349646
"new.row.7141","17300",2000,508250
"new.row.7142","17300",2001,365214
"new.row.7143","17300",2002,366467
"new.row.7144","17300",2003,449722
"new.row.7145","17300",2004,487868
"new.row.7146","17300",2005,532188
"new.row.7147","17300",2006,563244
"new.row.7148","17300",2007,483895
"new.row.7149","17300",2008,501012
"new.row.7150","17300",2009,587591
"new.row.7151","17300",2010,580560
"new.row.7152","17300",2011,681014
"new.row.7153","17300",2012,773955
"new.row.7154","17300",2013,869489
"new.row.7155","21060",1969,28028
"new.row.7156","21060",1970,26773
"new.row.7157","21060",1971,28711
"new.row.7158","21060",1972,34504
"new.row.7159","21060",1973,43175
"new.row.7160","21060",1974,45605
"new.row.7161","21060",1975,34062
"new.row.7162","21060",1976,43566
"new.row.7163","21060",1977,50747
"new.row.7164","21060",1978,54019
"new.row.7165","21060",1979,61912
"new.row.7166","21060",1980,57671
"new.row.7167","21060",1981,68571
"new.row.7168","21060",1982,66631
"new.row.7169","21060",1983,50758
"new.row.7170","21060",1984,83402
"new.row.7171","21060",1985,76102
"new.row.7172","21060",1986,74496
"new.row.7173","21060",1987,89604
"new.row.7174","21060",1988,100892
"new.row.7175","21060",1989,120074
"new.row.7176","21060",1990,112902
"new.row.7177","21060",1991,118573
"new.row.7178","21060",1992,135750
"new.row.7179","21060",1993,147760
"new.row.7180","21060",1994,147484
"new.row.7181","21060",1995,132423
"new.row.7182","21060",1996,154887
"new.row.7183","21060",1997,152753
"new.row.7184","21060",1998,154853
"new.row.7185","21060",1999,152774
"new.row.7186","21060",2000,231314
"new.row.7187","21060",2001,173059
"new.row.7188","21060",2002,211838
"new.row.7189","21060",2003,235353
"new.row.7190","21060",2004,268957
"new.row.7191","21060",2005,292335
"new.row.7192","21060",2006,296804
"new.row.7193","21060",2007,265828
"new.row.7194","21060",2008,264816
"new.row.7195","21060",2009,247674
"new.row.7196","21060",2010,295165
"new.row.7197","21060",2011,320789
"new.row.7198","21060",2012,389035
"new.row.7199","21060",2013,439520
"new.row.7200","26580",1969,63709
"new.row.7201","26580",1970,67124
"new.row.7202","26580",1971,71991
"new.row.7203","26580",1972,82037
"new.row.7204","26580",1973,89811
"new.row.7205","26580",1974,96866
"new.row.7206","26580",1975,105869
"new.row.7207","26580",1976,118332
"new.row.7208","26580",1977,137846
"new.row.7209","26580",1978,148976
"new.row.7210","26580",1979,153299
"new.row.7211","26580",1980,149434
"new.row.7212","26580",1981,151561
"new.row.7213","26580",1982,145898
"new.row.7214","26580",1983,152522
"new.row.7215","26580",1984,185131
"new.row.7216","26580",1985,184530
"new.row.7217","26580",1986,151709
"new.row.7218","26580",1987,177050
"new.row.7219","26580",1988,248087
"new.row.7220","26580",1989,262299
"new.row.7221","26580",1990,276145
"new.row.7222","26580",1991,289828
"new.row.7223","26580",1992,307054
"new.row.7224","26580",1993,302404
"new.row.7225","26580",1994,297405
"new.row.7226","26580",1995,300754
"new.row.7227","26580",1996,301753
"new.row.7228","26580",1997,350423
"new.row.7229","26580",1998,359376
"new.row.7230","26580",1999,350589
"new.row.7231","26580",2000,354029
"new.row.7232","26580",2001,382426
"new.row.7233","26580",2002,417889
"new.row.7234","26580",2003,445256
"new.row.7235","26580",2004,489614
"new.row.7236","26580",2005,534326
"new.row.7237","26580",2006,569819
"new.row.7238","26580",2007,516042
"new.row.7239","26580",2008,505599
"new.row.7240","26580",2009,464570
"new.row.7241","26580",2010,507469
"new.row.7242","26580",2011,589017
"new.row.7243","26580",2012,643028
"new.row.7244","26580",2013,681448
"new.row.7245","30460",1969,115435
"new.row.7246","30460",1970,103933
"new.row.7247","30460",1971,108635
"new.row.7248","30460",1972,131729
"new.row.7249","30460",1973,142544
"new.row.7250","30460",1974,149761
"new.row.7251","30460",1975,164906
"new.row.7252","30460",1976,198389
"new.row.7253","30460",1977,254704
"new.row.7254","30460",1978,323219
"new.row.7255","30460",1979,320374
"new.row.7256","30460",1980,366335
"new.row.7257","30460",1981,433725
"new.row.7258","30460",1982,404945
"new.row.7259","30460",1983,483408
"new.row.7260","30460",1984,641242
"new.row.7261","30460",1985,631702
"new.row.7262","30460",1986,519345
"new.row.7263","30460",1987,495862
"new.row.7264","30460",1988,759545
"new.row.7265","30460",1989,746533
"new.row.7266","30460",1990,750953
"new.row.7267","30460",1991,868455
"new.row.7268","30460",1992,943597
"new.row.7269","30460",1993,932873
"new.row.7270","30460",1994,913104
"new.row.7271","30460",1995,919317
"new.row.7272","30460",1996,1042837
"new.row.7273","30460",1997,1105956
"new.row.7274","30460",1998,1206416
"new.row.7275","30460",1999,1355426
"new.row.7276","30460",2000,1498668
"new.row.7277","30460",2001,1343741
"new.row.7278","30460",2002,1416640
"new.row.7279","30460",2003,1324810
"new.row.7280","30460",2004,1436754
"new.row.7281","30460",2005,1397130
"new.row.7282","30460",2006,1480446
"new.row.7283","30460",2007,1305520
"new.row.7284","30460",2008,1472629
"new.row.7285","30460",2009,1299092
"new.row.7286","30460",2010,1366962
"new.row.7287","30460",2011,1589444
"new.row.7288","30460",2012,1732543
"new.row.7289","30460",2013,1822989
"new.row.7290","36980",1969,32341
"new.row.7291","36980",1970,36004
"new.row.7292","36980",1971,40253
"new.row.7293","36980",1972,44923
"new.row.7294","36980",1973,57491
"new.row.7295","36980",1974,57367
"new.row.7296","36980",1975,54223
"new.row.7297","36980",1976,60632
"new.row.7298","36980",1977,76311
"new.row.7299","36980",1978,72040
"new.row.7300","36980",1979,77857
"new.row.7301","36980",1980,61350
"new.row.7302","36980",1981,81022
"new.row.7303","36980",1982,75736
"new.row.7304","36980",1983,55839
"new.row.7305","36980",1984,111446
"new.row.7306","36980",1985,98909
"new.row.7307","36980",1986,91302
"new.row.7308","36980",1987,91771
"new.row.7309","36980",1988,126442
"new.row.7310","36980",1989,148746
"new.row.7311","36980",1990,130871
"new.row.7312","36980",1991,123709
"new.row.7313","36980",1992,154896
"new.row.7314","36980",1993,153713
"new.row.7315","36980",1994,165957
"new.row.7316","36980",1995,152736
"new.row.7317","36980",1996,182431
"new.row.7318","36980",1997,184082
"new.row.7319","36980",1998,176562
"new.row.7320","36980",1999,189657
"new.row.7321","36980",2000,243666
"new.row.7322","36980",2001,193167
"new.row.7323","36980",2002,182482
"new.row.7324","36980",2003,207163
"new.row.7325","36980",2004,261370
"new.row.7326","36980",2005,301622
"new.row.7327","36980",2006,291776
"new.row.7328","36980",2007,251393
"new.row.7329","36980",2008,303659
"new.row.7330","36980",2009,295165
"new.row.7331","36980",2010,250178
"new.row.7332","36980",2011,333785
"new.row.7333","36980",2012,351034
"new.row.7334","36980",2013,462733
"new.row.7335","10780",1969,39286
"new.row.7336","10780",1970,41878
"new.row.7337","10780",1971,48339
"new.row.7338","10780",1972,53398
"new.row.7339","10780",1973,60089
"new.row.7340","10780",1974,61755
"new.row.7341","10780",1975,64581
"new.row.7342","10780",1976,80130
"new.row.7343","10780",1977,79740
"new.row.7344","10780",1978,95055
"new.row.7345","10780",1979,104980
"new.row.7346","10780",1980,92838
"new.row.7347","10780",1981,92894
"new.row.7348","10780",1982,91779
"new.row.7349","10780",1983,122840
"new.row.7350","10780",1984,128500
"new.row.7351","10780",1985,137133
"new.row.7352","10780",1986,146116
"new.row.7353","10780",1987,162150
"new.row.7354","10780",1988,189701
"new.row.7355","10780",1989,188440
"new.row.7356","10780",1990,200403
"new.row.7357","10780",1991,189236
"new.row.7358","10780",1992,220672
"new.row.7359","10780",1993,232245
"new.row.7360","10780",1994,229832
"new.row.7361","10780",1995,229810
"new.row.7362","10780",1996,241241
"new.row.7363","10780",1997,233242
"new.row.7364","10780",1998,223161
"new.row.7365","10780",1999,252015
"new.row.7366","10780",2000,248140
"new.row.7367","10780",2001,327326
"new.row.7368","10780",2002,343260
"new.row.7369","10780",2003,365757
"new.row.7370","10780",2004,366676
"new.row.7371","10780",2005,394968
"new.row.7372","10780",2006,458052
"new.row.7373","10780",2007,491640
"new.row.7374","10780",2008,590578
"new.row.7375","10780",2009,600919
"new.row.7376","10780",2010,572169
"new.row.7377","10780",2011,450010
"new.row.7378","10780",2012,500523
"new.row.7379","10780",2013,532757
"new.row.7380","12940",1969,120938
"new.row.7381","12940",1970,125946
"new.row.7382","12940",1971,144149
"new.row.7383","12940",1972,161318
"new.row.7384","12940",1973,189218
"new.row.7385","12940",1974,215705
"new.row.7386","12940",1975,207625
"new.row.7387","12940",1976,253521
"new.row.7388","12940",1977,300874
"new.row.7389","12940",1978,326993
"new.row.7390","12940",1979,370986
"new.row.7391","12940",1980,355360
"new.row.7392","12940",1981,375483
"new.row.7393","12940",1982,364142
"new.row.7394","12940",1983,431831
"new.row.7395","12940",1984,462560
"new.row.7396","12940",1985,498104
"new.row.7397","12940",1986,550089
"new.row.7398","12940",1987,540140
"new.row.7399","12940",1988,619320
"new.row.7400","12940",1989,635753
"new.row.7401","12940",1990,684604
"new.row.7402","12940",1991,645893
"new.row.7403","12940",1992,723091
"new.row.7404","12940",1993,772488
"new.row.7405","12940",1994,778182
"new.row.7406","12940",1995,788533
"new.row.7407","12940",1996,865267
"new.row.7408","12940",1997,963065
"new.row.7409","12940",1998,853769
"new.row.7410","12940",1999,934996
"new.row.7411","12940",2000,1093391
"new.row.7412","12940",2001,1280309
"new.row.7413","12940",2002,1378586
"new.row.7414","12940",2003,1397043
"new.row.7415","12940",2004,1416547
"new.row.7416","12940",2005,1476514
"new.row.7417","12940",2006,1691267
"new.row.7418","12940",2007,1657451
"new.row.7419","12940",2008,1904903
"new.row.7420","12940",2009,1976656
"new.row.7421","12940",2010,2114809
"new.row.7422","12940",2011,2431963
"new.row.7423","12940",2012,2794433
"new.row.7424","12940",2013,2992089
"new.row.7425","25220",1969,21749
"new.row.7426","25220",1970,20744
"new.row.7427","25220",1971,25429
"new.row.7428","25220",1972,27530
"new.row.7429","25220",1973,33048
"new.row.7430","25220",1974,31101
"new.row.7431","25220",1975,37257
"new.row.7432","25220",1976,38697
"new.row.7433","25220",1977,40787
"new.row.7434","25220",1978,40503
"new.row.7435","25220",1979,39429
"new.row.7436","25220",1980,38541
"new.row.7437","25220",1981,37911
"new.row.7438","25220",1982,36507
"new.row.7439","25220",1983,45349
"new.row.7440","25220",1984,53929
"new.row.7441","25220",1985,63707
"new.row.7442","25220",1986,72949
"new.row.7443","25220",1987,73061
"new.row.7444","25220",1988,74998
"new.row.7445","25220",1989,78181
"new.row.7446","25220",1990,76955
"new.row.7447","25220",1991,72043
"new.row.7448","25220",1992,87766
"new.row.7449","25220",1993,97890
"new.row.7450","25220",1994,100205
"new.row.7451","25220",1995,104057
"new.row.7452","25220",1996,108501
"new.row.7453","25220",1997,112591
"new.row.7454","25220",1998,106866
"new.row.7455","25220",1999,118205
"new.row.7456","25220",2000,135440
"new.row.7457","25220",2001,168454
"new.row.7458","25220",2002,160266
"new.row.7459","25220",2003,149993
"new.row.7460","25220",2004,156721
"new.row.7461","25220",2005,156364
"new.row.7462","25220",2006,190105
"new.row.7463","25220",2007,187110
"new.row.7464","25220",2008,203968
"new.row.7465","25220",2009,194617
"new.row.7466","25220",2010,216014
"new.row.7467","25220",2011,234267
"new.row.7468","25220",2012,260321
"new.row.7469","25220",2013,277988
"new.row.7470","26380",1969,44611
"new.row.7471","26380",1970,47426
"new.row.7472","26380",1971,55794
"new.row.7473","26380",1972,61485
"new.row.7474","26380",1973,74191
"new.row.7475","26380",1974,95523
"new.row.7476","26380",1975,83099
"new.row.7477","26380",1976,105971
"new.row.7478","26380",1977,110347
"new.row.7479","26380",1978,110572
"new.row.7480","26380",1979,119437
"new.row.7481","26380",1980,125027
"new.row.7482","26380",1981,125672
"new.row.7483","26380",1982,117695
"new.row.7484","26380",1983,130702
"new.row.7485","26380",1984,132010
"new.row.7486","26380",1985,140132
"new.row.7487","26380",1986,150016
"new.row.7488","26380",1987,136605
"new.row.7489","26380",1988,145666
"new.row.7490","26380",1989,150163
"new.row.7491","26380",1990,162892
"new.row.7492","26380",1991,159427
"new.row.7493","26380",1992,159809
"new.row.7494","26380",1993,166394
"new.row.7495","26380",1994,164071
"new.row.7496","26380",1995,164939
"new.row.7497","26380",1996,178637
"new.row.7498","26380",1997,206426
"new.row.7499","26380",1998,184219
"new.row.7500","26380",1999,193604
"new.row.7501","26380",2000,255740
"new.row.7502","26380",2001,416465
"new.row.7503","26380",2002,373930
"new.row.7504","26380",2003,386152
"new.row.7505","26380",2004,402796
"new.row.7506","26380",2005,430357
"new.row.7507","26380",2006,543338
"new.row.7508","26380",2007,569133
"new.row.7509","26380",2008,761169
"new.row.7510","26380",2009,763361
"new.row.7511","26380",2010,951633
"new.row.7512","26380",2011,1017398
"new.row.7513","26380",2012,1240033
"new.row.7514","26380",2013,1316251
"new.row.7515","29180",1969,115420
"new.row.7516","29180",1970,122690
"new.row.7517","29180",1971,134258
"new.row.7518","29180",1972,149547
"new.row.7519","29180",1973,213065
"new.row.7520","29180",1974,251457
"new.row.7521","29180",1975,250217
"new.row.7522","29180",1976,217079
"new.row.7523","29180",1977,249483
"new.row.7524","29180",1978,266916
"new.row.7525","29180",1979,308667
"new.row.7526","29180",1980,296945
"new.row.7527","29180",1981,298576
"new.row.7528","29180",1982,311025
"new.row.7529","29180",1983,348768
"new.row.7530","29180",1984,355626
"new.row.7531","29180",1985,362811
"new.row.7532","29180",1986,342495
"new.row.7533","29180",1987,327803
"new.row.7534","29180",1988,414964
"new.row.7535","29180",1989,433273
"new.row.7536","29180",1990,431019
"new.row.7537","29180",1991,384429
"new.row.7538","29180",1992,441730
"new.row.7539","29180",1993,477818
"new.row.7540","29180",1994,460014
"new.row.7541","29180",1995,506376
"new.row.7542","29180",1996,575668
"new.row.7543","29180",1997,654142
"new.row.7544","29180",1998,669771
"new.row.7545","29180",1999,696034
"new.row.7546","29180",2000,779950
"new.row.7547","29180",2001,840427
"new.row.7548","29180",2002,923961
"new.row.7549","29180",2003,1112505
"new.row.7550","29180",2004,1170822
"new.row.7551","29180",2005,1299300
"new.row.7552","29180",2006,1551101
"new.row.7553","29180",2007,1555168
"new.row.7554","29180",2008,2356032
"new.row.7555","29180",2009,2022794
"new.row.7556","29180",2010,2340775
"new.row.7557","29180",2011,2838922
"new.row.7558","29180",2012,3041325
"new.row.7559","29180",2013,3272941
"new.row.7560","29340",1969,42741
"new.row.7561","29340",1970,44814
"new.row.7562","29340",1971,50099
"new.row.7563","29340",1972,54279
"new.row.7564","29340",1973,67867
"new.row.7565","29340",1974,71331
"new.row.7566","29340",1975,75497
"new.row.7567","29340",1976,75641
"new.row.7568","29340",1977,88652
"new.row.7569","29340",1978,104548
"new.row.7570","29340",1979,117471
"new.row.7571","29340",1980,117605
"new.row.7572","29340",1981,112864
"new.row.7573","29340",1982,111445
"new.row.7574","29340",1983,136445
"new.row.7575","29340",1984,139195
"new.row.7576","29340",1985,151348
"new.row.7577","29340",1986,155637
"new.row.7578","29340",1987,150744
"new.row.7579","29340",1988,173754
"new.row.7580","29340",1989,167425
"new.row.7581","29340",1990,188124
"new.row.7582","29340",1991,184693
"new.row.7583","29340",1992,190928
"new.row.7584","29340",1993,188370
"new.row.7585","29340",1994,190896
"new.row.7586","29340",1995,208265
"new.row.7587","29340",1996,254733
"new.row.7588","29340",1997,291971
"new.row.7589","29340",1998,238952
"new.row.7590","29340",1999,238875
"new.row.7591","29340",2000,287104
"new.row.7592","29340",2001,297911
"new.row.7593","29340",2002,265940
"new.row.7594","29340",2003,290134
"new.row.7595","29340",2004,318399
"new.row.7596","29340",2005,313798
"new.row.7597","29340",2006,371189
"new.row.7598","29340",2007,367405
"new.row.7599","29340",2008,448933
"new.row.7600","29340",2009,445084
"new.row.7601","29340",2010,493800
"new.row.7602","29340",2011,545124
"new.row.7603","29340",2012,594641
"new.row.7604","29340",2013,635812
"new.row.7605","33740",1969,35503
"new.row.7606","33740",1970,36393
"new.row.7607","33740",1971,42536
"new.row.7608","33740",1972,45757
"new.row.7609","33740",1973,51769
"new.row.7610","33740",1974,51018
"new.row.7611","33740",1975,57345
"new.row.7612","33740",1976,68977
"new.row.7613","33740",1977,79668
"new.row.7614","33740",1978,87889
"new.row.7615","33740",1979,96892
"new.row.7616","33740",1980,88574
"new.row.7617","33740",1981,93737
"new.row.7618","33740",1982,91058
"new.row.7619","33740",1983,111405
"new.row.7620","33740",1984,137105
"new.row.7621","33740",1985,142407
"new.row.7622","33740",1986,163021
"new.row.7623","33740",1987,165463
"new.row.7624","33740",1988,182636
"new.row.7625","33740",1989,204396
"new.row.7626","33740",1990,213667
"new.row.7627","33740",1991,208491
"new.row.7628","33740",1992,242844
"new.row.7629","33740",1993,272300
"new.row.7630","33740",1994,287313
"new.row.7631","33740",1995,285185
"new.row.7632","33740",1996,308193
"new.row.7633","33740",1997,281446
"new.row.7634","33740",1998,261026
"new.row.7635","33740",1999,260396
"new.row.7636","33740",2000,365008
"new.row.7637","33740",2001,379615
"new.row.7638","33740",2002,344293
"new.row.7639","33740",2003,401927
"new.row.7640","33740",2004,460757
"new.row.7641","33740",2005,494295
"new.row.7642","33740",2006,527061
"new.row.7643","33740",2007,554866
"new.row.7644","33740",2008,579632
"new.row.7645","33740",2009,540269
"new.row.7646","33740",2010,557873
"new.row.7647","33740",2011,588502
"new.row.7648","33740",2012,633841
"new.row.7649","33740",2013,692622
"new.row.7650","35380",1969,291128
"new.row.7651","35380",1970,302931
"new.row.7652","35380",1971,348712
"new.row.7653","35380",1972,379932
"new.row.7654","35380",1973,422357
"new.row.7655","35380",1974,481136
"new.row.7656","35380",1975,515387
"new.row.7657","35380",1976,592881
"new.row.7658","35380",1977,686512
"new.row.7659","35380",1978,796627
"new.row.7660","35380",1979,887399
"new.row.7661","35380",1980,905908
"new.row.7662","35380",1981,935232
"new.row.7663","35380",1982,903565
"new.row.7664","35380",1983,1063273
"new.row.7665","35380",1984,1231857
"new.row.7666","35380",1985,1362544
"new.row.7667","35380",1986,1531333
"new.row.7668","35380",1987,1623776
"new.row.7669","35380",1988,1674639
"new.row.7670","35380",1989,1846404
"new.row.7671","35380",1990,2019245
"new.row.7672","35380",1991,1981342
"new.row.7673","35380",1992,2186040
"new.row.7674","35380",1993,2288579
"new.row.7675","35380",1994,2556811
"new.row.7676","35380",1995,2770714
"new.row.7677","35380",1996,2979701
"new.row.7678","35380",1997,3127922
"new.row.7679","35380",1998,3123746
"new.row.7680","35380",1999,3388094
"new.row.7681","35380",2000,3931783
"new.row.7682","35380",2001,4297948
"new.row.7683","35380",2002,4408024
"new.row.7684","35380",2003,4356204
"new.row.7685","35380",2004,4585198
"new.row.7686","35380",2005,4613052
"new.row.7687","35380",2006,5384882
"new.row.7688","35380",2007,5142027
"new.row.7689","35380",2008,5851982
"new.row.7690","35380",2009,4945089
"new.row.7691","35380",2010,5386389
"new.row.7692","35380",2011,5941041
"new.row.7693","35380",2012,6509823
"new.row.7694","35380",2013,6889914
"new.row.7695","43340",1969,107062
"new.row.7696","43340",1970,115389
"new.row.7697","43340",1971,133347
"new.row.7698","43340",1972,149177
"new.row.7699","43340",1973,163426
"new.row.7700","43340",1974,165103
"new.row.7701","43340",1975,181625
"new.row.7702","43340",1976,216937
"new.row.7703","43340",1977,248927
"new.row.7704","43340",1978,279434
"new.row.7705","43340",1979,318405
"new.row.7706","43340",1980,295177
"new.row.7707","43340",1981,306679
"new.row.7708","43340",1982,291504
"new.row.7709","43340",1983,339979
"new.row.7710","43340",1984,374882
"new.row.7711","43340",1985,385138
"new.row.7712","43340",1986,390232
"new.row.7713","43340",1987,440649
"new.row.7714","43340",1988,459924
"new.row.7715","43340",1989,512495
"new.row.7716","43340",1990,518369
"new.row.7717","43340",1991,425584
"new.row.7718","43340",1992,477921
"new.row.7719","43340",1993,527934
"new.row.7720","43340",1994,537933
"new.row.7721","43340",1995,511593
"new.row.7722","43340",1996,586810
"new.row.7723","43340",1997,667448
"new.row.7724","43340",1998,598306
"new.row.7725","43340",1999,621488
"new.row.7726","43340",2000,727957
"new.row.7727","43340",2001,866306
"new.row.7728","43340",2002,1024735
"new.row.7729","43340",2003,1120313
"new.row.7730","43340",2004,1213184
"new.row.7731","43340",2005,1390191
"new.row.7732","43340",2006,1661959
"new.row.7733","43340",2007,1474806
"new.row.7734","43340",2008,2223881
"new.row.7735","43340",2009,1470266
"new.row.7736","43340",2010,1672693
"new.row.7737","43340",2011,2012593
"new.row.7738","43340",2012,2131403
"new.row.7739","43340",2013,2264706
"new.row.7740","12620",1969,31282
"new.row.7741","12620",1970,32164
"new.row.7742","12620",1971,37238
"new.row.7743","12620",1972,39066
"new.row.7744","12620",1973,46356
"new.row.7745","12620",1974,49205
"new.row.7746","12620",1975,46567
"new.row.7747","12620",1976,62967
"new.row.7748","12620",1977,62559
"new.row.7749","12620",1978,73676
"new.row.7750","12620",1979,78466
"new.row.7751","12620",1980,76917
"new.row.7752","12620",1981,83165
"new.row.7753","12620",1982,76046
"new.row.7754","12620",1983,83283
"new.row.7755","12620",1984,107614
"new.row.7756","12620",1985,111590
"new.row.7757","12620",1986,121069
"new.row.7758","12620",1987,148844
"new.row.7759","12620",1988,178340
"new.row.7760","12620",1989,215501
"new.row.7761","12620",1990,188880
"new.row.7762","12620",1991,182282
"new.row.7763","12620",1992,194391
"new.row.7764","12620",1993,206474
"new.row.7765","12620",1994,219371
"new.row.7766","12620",1995,203483
"new.row.7767","12620",1996,224596
"new.row.7768","12620",1997,226533
"new.row.7769","12620",1998,242771
"new.row.7770","12620",1999,252270
"new.row.7771","12620",2000,259835
"new.row.7772","12620",2001,288445
"new.row.7773","12620",2002,308955
"new.row.7774","12620",2003,346037
"new.row.7775","12620",2004,376633
"new.row.7776","12620",2005,372732
"new.row.7777","12620",2006,395413
"new.row.7778","12620",2007,380033
"new.row.7779","12620",2008,313893
"new.row.7780","12620",2009,329796
"new.row.7781","12620",2010,344047
"new.row.7782","12620",2011,352701
"new.row.7783","12620",2012,373843
"new.row.7784","12620",2013,398089
"new.row.7785","30340",1969,24617
"new.row.7786","30340",1970,25481
"new.row.7787","30340",1971,28206
"new.row.7788","30340",1972,32424
"new.row.7789","30340",1973,42572
"new.row.7790","30340",1974,38812
"new.row.7791","30340",1975,39443
"new.row.7792","30340",1976,52533
"new.row.7793","30340",1977,48972
"new.row.7794","30340",1978,49085
"new.row.7795","30340",1979,49734
"new.row.7796","30340",1980,50342
"new.row.7797","30340",1981,54289
"new.row.7798","30340",1982,52879
"new.row.7799","30340",1983,60082
"new.row.7800","30340",1984,83858
"new.row.7801","30340",1985,86268
"new.row.7802","30340",1986,91330
"new.row.7803","30340",1987,108598
"new.row.7804","30340",1988,110493
"new.row.7805","30340",1989,116476
"new.row.7806","30340",1990,113664
"new.row.7807","30340",1991,111109
"new.row.7808","30340",1992,108010
"new.row.7809","30340",1993,115448
"new.row.7810","30340",1994,129870
"new.row.7811","30340",1995,113331
"new.row.7812","30340",1996,137885
"new.row.7813","30340",1997,137386
"new.row.7814","30340",1998,139773
"new.row.7815","30340",1999,167599
"new.row.7816","30340",2000,172814
"new.row.7817","30340",2001,209734
"new.row.7818","30340",2002,223172
"new.row.7819","30340",2003,248706
"new.row.7820","30340",2004,256181
"new.row.7821","30340",2005,246807
"new.row.7822","30340",2006,265124
"new.row.7823","30340",2007,252742
"new.row.7824","30340",2008,234106
"new.row.7825","30340",2009,246411
"new.row.7826","30340",2010,231156
"new.row.7827","30340",2011,244176
"new.row.7828","30340",2012,251174
"new.row.7829","30340",2013,266645
"new.row.7830","38860",1969,109580
"new.row.7831","38860",1970,111443
"new.row.7832","38860",1971,124601
"new.row.7833","38860",1972,134647
"new.row.7834","38860",1973,151391
"new.row.7835","38860",1974,156701
"new.row.7836","38860",1975,164228
"new.row.7837","38860",1976,204224
"new.row.7838","38860",1977,220327
"new.row.7839","38860",1978,245447
"new.row.7840","38860",1979,262650
"new.row.7841","38860",1980,277435
"new.row.7842","38860",1981,270561
"new.row.7843","38860",1982,257599
"new.row.7844","38860",1983,291700
"new.row.7845","38860",1984,366526
"new.row.7846","38860",1985,449737
"new.row.7847","38860",1986,480805
"new.row.7848","38860",1987,514947
"new.row.7849","38860",1988,588488
"new.row.7850","38860",1989,611046
"new.row.7851","38860",1990,592719
"new.row.7852","38860",1991,589000
"new.row.7853","38860",1992,601167
"new.row.7854","38860",1993,619894
"new.row.7855","38860",1994,673418
"new.row.7856","38860",1995,683126
"new.row.7857","38860",1996,781714
"new.row.7858","38860",1997,865288
"new.row.7859","38860",1998,963056
"new.row.7860","38860",1999,1044596
"new.row.7861","38860",2000,1117729
"new.row.7862","38860",2001,1145462
"new.row.7863","38860",2002,1238575
"new.row.7864","38860",2003,1318589
"new.row.7865","38860",2004,1401936
"new.row.7866","38860",2005,1397296
"new.row.7867","38860",2006,1465468
"new.row.7868","38860",2007,1321239
"new.row.7869","38860",2008,1329625
"new.row.7870","38860",2009,1414686
"new.row.7871","38860",2010,1506468
"new.row.7872","38860",2011,1587256
"new.row.7873","38860",2012,1693232
"new.row.7874","38860",2013,1784389
"new.row.7875","12580",1969,563214
"new.row.7876","12580",1970,577874
"new.row.7877","12580",1971,622465
"new.row.7878","12580",1972,679763
"new.row.7879","12580",1973,733284
"new.row.7880","12580",1974,743176
"new.row.7881","12580",1975,783007
"new.row.7882","12580",1976,893433
"new.row.7883","12580",1977,949079
"new.row.7884","12580",1978,1051918
"new.row.7885","12580",1979,1112309
"new.row.7886","12580",1980,1115761
"new.row.7887","12580",1981,1161298
"new.row.7888","12580",1982,1171062
"new.row.7889","12580",1983,1280724
"new.row.7890","12580",1984,1580087
"new.row.7891","12580",1985,1758694
"new.row.7892","12580",1986,1890695
"new.row.7893","12580",1987,2012224
"new.row.7894","12580",1988,2448328
"new.row.7895","12580",1989,2408338
"new.row.7896","12580",1990,2496883
"new.row.7897","12580",1991,2824874
"new.row.7898","12580",1992,3081471
"new.row.7899","12580",1993,3316740
"new.row.7900","12580",1994,3284335
"new.row.7901","12580",1995,3561467
"new.row.7902","12580",1996,3724501
"new.row.7903","12580",1997,3720379
"new.row.7904","12580",1998,4605324
"new.row.7905","12580",1999,5129853
"new.row.7906","12580",2000,5485182
"new.row.7907","12580",2001,6223247
"new.row.7908","12580",2002,7012091
"new.row.7909","12580",2003,7443294
"new.row.7910","12580",2004,8088217
"new.row.7911","12580",2005,8272684
